iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled
SLV,El Salvador,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SLV,El Salvador,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
SLV,El Salvador,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
SLV,El Salvador,sheep,non-dairy,All systems,milk,0,rate gf with global mean
SLV,El Salvador,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GNQ,Equatorial Guinea,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GNQ,Equatorial Guinea,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GNQ,Equatorial Guinea,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GNQ,Equatorial Guinea,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GNQ,Equatorial Guinea,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
GNQ,Equatorial Guinea,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
GNQ,Equatorial Guinea,cows,non-dairy,All systems,milk,0,rate gf with global mean
GNQ,Equatorial Guinea,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
GNQ,Equatorial Guinea,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GNQ,Equatorial Guinea,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GNQ,Equatorial Guinea,goats,non-dairy,All systems,milk,0,rate gf with global mean
GNQ,Equatorial Guinea,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GNQ,Equatorial Guinea,sheep,dairy,All systems,milk,0,NA
GNQ,Equatorial Guinea,sheep,dairy,All systems,meat,0,NA
GNQ,Equatorial Guinea,sheep,non-dairy,All systems,milk,0,NA
GNQ,Equatorial Guinea,sheep,non-dairy,All systems,meat,0.004909446825153266,NA
ERI,Eritrea,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
ERI,Eritrea,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
ERI,Eritrea,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
ERI,Eritrea,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
ERI,Eritrea,cows,dairy,All systems,milk,0.04785501257856355,NA
ERI,Eritrea,cows,dairy,All systems,meat,0.015734907896964006,NA
ERI,Eritrea,cows,non-dairy,All systems,milk,0,NA
ERI,Eritrea,cows,non-dairy,All systems,meat,0,NA
ERI,Eritrea,goats,dairy,All systems,milk,0.01968991254769636,NA
ERI,Eritrea,goats,dairy,All systems,meat,0.0034527238606933525,NA
ERI,Eritrea,goats,non-dairy,All systems,milk,0,NA
ERI,Eritrea,goats,non-dairy,All systems,meat,0.003550704376416168,NA
ERI,Eritrea,sheep,dairy,All systems,milk,0.010531223276243801,NA
ERI,Eritrea,sheep,dairy,All systems,meat,0.004182646189999587,NA
ERI,Eritrea,sheep,non-dairy,All systems,milk,0,NA
ERI,Eritrea,sheep,non-dairy,All systems,meat,0.004182641231460964,NA
EST,Estonia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
EST,Estonia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
EST,Estonia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
EST,Estonia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
EST,Estonia,cows,dairy,All systems,milk,2.505730003070121,NA
EST,Estonia,cows,dairy,All systems,meat,0.08835228584111064,NA
EST,Estonia,cows,non-dairy,All systems,milk,0,NA
EST,Estonia,cows,non-dairy,All systems,meat,0,NA
EST,Estonia,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
EST,Estonia,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
EST,Estonia,goats,non-dairy,All systems,milk,0,rate gf with global mean
EST,Estonia,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
EST,Estonia,sheep,dairy,All systems,milk,0,NA
EST,Estonia,sheep,dairy,All systems,meat,0,NA
EST,Estonia,sheep,non-dairy,All systems,milk,0,NA
EST,Estonia,sheep,non-dairy,All systems,meat,0.011963028430894055,NA
ETH,Ethiopia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
ETH,Ethiopia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
ETH,Ethiopia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
ETH,Ethiopia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
ETH,Ethiopia,cows,dairy,All systems,milk,0.0925740304952589,NA
ETH,Ethiopia,cows,dairy,All systems,meat,0.015230296547260743,NA
ETH,Ethiopia,cows,non-dairy,All systems,milk,0,NA
ETH,Ethiopia,cows,non-dairy,All systems,meat,0.013542640407383977,NA
ETH,Ethiopia,goats,dairy,All systems,milk,0.021270065275149956,NA
ETH,Ethiopia,goats,dairy,All systems,meat,0.0033531683466635205,NA
ETH,Ethiopia,goats,non-dairy,All systems,milk,0,NA
ETH,Ethiopia,goats,non-dairy,All systems,meat,0.003714844770637332,NA
ETH,Ethiopia,sheep,dairy,All systems,milk,0.0105819515649625,NA
ETH,Ethiopia,sheep,dairy,All systems,meat,0.004283838447480218,NA
ETH,Ethiopia,sheep,non-dairy,All systems,milk,0,NA
ETH,Ethiopia,sheep,non-dairy,All systems,meat,0.004283838601785959,NA
FLK,Falkland Islands,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FLK,Falkland Islands,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FLK,Falkland Islands,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FLK,Falkland Islands,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FLK,Falkland Islands,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
FLK,Falkland Islands,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
FLK,Falkland Islands,cows,non-dairy,All systems,milk,0,rate gf with global mean
FLK,Falkland Islands,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
FLK,Falkland Islands,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
FLK,Falkland Islands,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
FLK,Falkland Islands,goats,non-dairy,All systems,milk,0,rate gf with global mean
FLK,Falkland Islands,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
FLK,Falkland Islands,sheep,dairy,All systems,milk,0,NA
FLK,Falkland Islands,sheep,dairy,All systems,meat,0,NA
FLK,Falkland Islands,sheep,non-dairy,All systems,milk,0,NA
FLK,Falkland Islands,sheep,non-dairy,All systems,meat,0.007213790210611878,NA
FRO,Faroe Islands,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FRO,Faroe Islands,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FRO,Faroe Islands,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FRO,Faroe Islands,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FRO,Faroe Islands,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
FRO,Faroe Islands,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
FRO,Faroe Islands,cows,non-dairy,All systems,milk,0,rate gf with global mean
FRO,Faroe Islands,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
FRO,Faroe Islands,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
FRO,Faroe Islands,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
FRO,Faroe Islands,goats,non-dairy,All systems,milk,0,rate gf with global mean
FRO,Faroe Islands,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
FRO,Faroe Islands,sheep,dairy,All systems,milk,0,NA
FRO,Faroe Islands,sheep,dairy,All systems,meat,0,NA
FRO,Faroe Islands,sheep,non-dairy,All systems,milk,0,NA
FRO,Faroe Islands,sheep,non-dairy,All systems,meat,0.01196311304087251,NA
FJI,Fiji,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FJI,Fiji,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FJI,Fiji,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FJI,Fiji,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FJI,Fiji,cows,dairy,All systems,milk,0.6879417247809961,NA
FJI,Fiji,cows,dairy,All systems,meat,0.06729940259849616,NA
FJI,Fiji,cows,non-dairy,All systems,milk,0,NA
FJI,Fiji,cows,non-dairy,All systems,meat,0.07028595772185306,NA
FJI,Fiji,goats,dairy,All systems,milk,0,NA
FJI,Fiji,goats,dairy,All systems,meat,0,NA
FJI,Fiji,goats,non-dairy,All systems,milk,0,NA
FJI,Fiji,goats,non-dairy,All systems,meat,0.012608423984015358,NA
FJI,Fiji,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
FJI,Fiji,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
FJI,Fiji,sheep,non-dairy,All systems,milk,0,rate gf with global mean
FJI,Fiji,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
FIN,Finland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FIN,Finland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FIN,Finland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FIN,Finland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FIN,Finland,cows,dairy,All systems,milk,2.870948232016503,NA
FIN,Finland,cows,dairy,All systems,meat,0.0906521370253247,NA
FIN,Finland,cows,non-dairy,All systems,milk,0,NA
FIN,Finland,cows,non-dairy,All systems,meat,0.0880222873302746,NA
FIN,Finland,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
FIN,Finland,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
FIN,Finland,goats,non-dairy,All systems,milk,0,rate gf with global mean
FIN,Finland,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
FIN,Finland,sheep,dairy,All systems,milk,0,NA
FIN,Finland,sheep,dairy,All systems,meat,0,NA
FIN,Finland,sheep,non-dairy,All systems,milk,0,NA
FIN,Finland,sheep,non-dairy,All systems,meat,0.011963066502889537,NA
FRA,France,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FRA,France,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FRA,France,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FRA,France,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FRA,France,cows,dairy,All systems,milk,2.010379438161081,NA
FRA,France,cows,dairy,All systems,meat,0.08556636133273225,NA
FRA,France,cows,non-dairy,All systems,milk,0,NA
FRA,France,cows,non-dairy,All systems,meat,0.08817336840996742,NA
FRA,France,goats,dairy,All systems,milk,0.30147087085700347,NA
FRA,France,goats,dairy,All systems,meat,0.011971305467512483,NA
FRA,France,goats,non-dairy,All systems,milk,0,NA
FRA,France,goats,non-dairy,All systems,meat,0,NA
FRA,France,sheep,dairy,All systems,milk,0.07779979627094454,NA
FRA,France,sheep,dairy,All systems,meat,0.012364846957919022,NA
FRA,France,sheep,non-dairy,All systems,milk,0,NA
FRA,France,sheep,non-dairy,All systems,meat,0.012364848018708083,NA
GUF,French Guiana,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GUF,French Guiana,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GUF,French Guiana,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GUF,French Guiana,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GUF,French Guiana,cows,dairy,All systems,milk,0,NA
GUF,French Guiana,cows,dairy,All systems,meat,0,NA
GUF,French Guiana,cows,non-dairy,All systems,milk,0,NA
GUF,French Guiana,cows,non-dairy,All systems,meat,0.03471464359634003,NA
GUF,French Guiana,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GUF,French Guiana,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GUF,French Guiana,goats,non-dairy,All systems,milk,0,rate gf with global mean
GUF,French Guiana,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GUF,French Guiana,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
GUF,French Guiana,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
GUF,French Guiana,sheep,non-dairy,All systems,milk,0,rate gf with global mean
GUF,French Guiana,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
PYF,French Polynesia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
PYF,French Polynesia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
PYF,French Polynesia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
PYF,French Polynesia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
PYF,French Polynesia,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
PYF,French Polynesia,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
PYF,French Polynesia,cows,non-dairy,All systems,milk,0,rate gf with global mean
PYF,French Polynesia,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
PYF,French Polynesia,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
PYF,French Polynesia,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
PYF,French Polynesia,goats,non-dairy,All systems,milk,0,rate gf with global mean
PYF,French Polynesia,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
PYF,French Polynesia,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
PYF,French Polynesia,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
PYF,French Polynesia,sheep,non-dairy,All systems,milk,0,rate gf with global mean
PYF,French Polynesia,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GAB,Gabon,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GAB,Gabon,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GAB,Gabon,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GAB,Gabon,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GAB,Gabon,cows,dairy,All systems,milk,0.08444939997716804,NA
GAB,Gabon,cows,dairy,All systems,meat,0.022989754520852536,NA
GAB,Gabon,cows,non-dairy,All systems,milk,0,NA
GAB,Gabon,cows,non-dairy,All systems,meat,0,NA
GAB,Gabon,goats,dairy,All systems,milk,0,NA
GAB,Gabon,goats,dairy,All systems,meat,0,NA
GAB,Gabon,goats,non-dairy,All systems,milk,0,NA
GAB,Gabon,goats,non-dairy,All systems,meat,0.003393195531130375,NA
GAB,Gabon,sheep,dairy,All systems,milk,0,NA
GAB,Gabon,sheep,dairy,All systems,meat,0,NA
GAB,Gabon,sheep,non-dairy,All systems,milk,0,NA
GAB,Gabon,sheep,non-dairy,All systems,meat,0.004944977310739366,NA
GMB,Gambia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GMB,Gambia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GMB,Gambia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GMB,Gambia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GMB,Gambia,cows,dairy,All systems,milk,0.054734294904911565,NA
GMB,Gambia,cows,dairy,All systems,meat,0.009661207239054592,NA
GMB,Gambia,cows,non-dairy,All systems,milk,0,NA
GMB,Gambia,cows,non-dairy,All systems,meat,0.009780351569256742,NA
GMB,Gambia,goats,dairy,All systems,milk,0,NA
GMB,Gambia,goats,dairy,All systems,meat,0,NA
GMB,Gambia,goats,non-dairy,All systems,milk,0,NA
GMB,Gambia,goats,non-dairy,All systems,meat,0.003816097336577472,NA
GMB,Gambia,sheep,dairy,All systems,milk,0,NA
GMB,Gambia,sheep,dairy,All systems,meat,0,NA
GMB,Gambia,sheep,non-dairy,All systems,milk,0,NA
GMB,Gambia,sheep,non-dairy,All systems,meat,0.0038750440467798675,NA
GEO,Georgia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GEO,Georgia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GEO,Georgia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GEO,Georgia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GEO,Georgia,cows,dairy,All systems,milk,0.3924509206471526,NA
GEO,Georgia,cows,dairy,All systems,meat,0.06276635386567918,NA
GEO,Georgia,cows,non-dairy,All systems,milk,0,NA
GEO,Georgia,cows,non-dairy,All systems,meat,0,NA
GEO,Georgia,goats,dairy,All systems,milk,0.017850121795759046,NA
GEO,Georgia,goats,dairy,All systems,meat,0.010039751159526208,NA
GEO,Georgia,goats,non-dairy,All systems,milk,0,NA
GEO,Georgia,goats,non-dairy,All systems,meat,0,NA
GEO,Georgia,sheep,dairy,All systems,milk,0.04764849771753977,NA
GEO,Georgia,sheep,dairy,All systems,meat,0.0057494401870198,NA
GEO,Georgia,sheep,non-dairy,All systems,milk,0,NA
GEO,Georgia,sheep,non-dairy,All systems,meat,0.005749433525552287,NA
DEU,Germany,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
DEU,Germany,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
DEU,Germany,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
DEU,Germany,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
DEU,Germany,cows,dairy,All systems,milk,2.3975861987656786,NA
DEU,Germany,cows,dairy,All systems,meat,0.09125048585697022,NA
DEU,Germany,cows,non-dairy,All systems,milk,0,NA
DEU,Germany,cows,non-dairy,All systems,meat,0.09876016524512102,NA
DEU,Germany,goats,dairy,All systems,milk,0.4013927641533217,NA
DEU,Germany,goats,dairy,All systems,meat,0.010433774472428645,NA
DEU,Germany,goats,non-dairy,All systems,milk,0,NA
DEU,Germany,goats,non-dairy,All systems,meat,0.01043384886964129,NA
DEU,Germany,sheep,dairy,All systems,milk,0,NA
DEU,Germany,sheep,dairy,All systems,meat,0,NA
DEU,Germany,sheep,non-dairy,All systems,milk,0,NA
DEU,Germany,sheep,non-dairy,All systems,meat,0.012629006730520111,NA
GHA,Ghana,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GHA,Ghana,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GHA,Ghana,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GHA,Ghana,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GHA,Ghana,cows,dairy,All systems,milk,0.04381914496834863,NA
GHA,Ghana,cows,dairy,All systems,meat,0.010592229962187583,NA
GHA,Ghana,cows,non-dairy,All systems,milk,0,NA
GHA,Ghana,cows,non-dairy,All systems,meat,0.011013160925746354,NA
GHA,Ghana,goats,dairy,All systems,milk,0,NA
GHA,Ghana,goats,dairy,All systems,meat,0,NA
GHA,Ghana,goats,non-dairy,All systems,milk,0,NA
GHA,Ghana,goats,non-dairy,All systems,meat,0.0038160974067846837,NA
GHA,Ghana,sheep,dairy,All systems,milk,0,NA
GHA,Ghana,sheep,dairy,All systems,meat,0,NA
GHA,Ghana,sheep,non-dairy,All systems,milk,0,NA
GHA,Ghana,sheep,non-dairy,All systems,meat,0.0035379324452124825,NA
GRC,Greece,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GRC,Greece,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GRC,Greece,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GRC,Greece,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GRC,Greece,cows,dairy,All systems,milk,1.316227818686994,NA
GRC,Greece,cows,dairy,All systems,meat,0.08835254052109573,NA
GRC,Greece,cows,non-dairy,All systems,milk,0,NA
GRC,Greece,cows,non-dairy,All systems,meat,0.09673940793146613,NA
GRC,Greece,goats,dairy,All systems,milk,0.061721913037124314,NA
GRC,Greece,goats,dairy,All systems,meat,0.010386925715915533,NA
GRC,Greece,goats,non-dairy,All systems,milk,0,NA
GRC,Greece,goats,non-dairy,All systems,meat,0,NA
GRC,Greece,sheep,dairy,All systems,milk,0.03956684241869892,NA
GRC,Greece,sheep,dairy,All systems,meat,0.018007323402026498,NA
GRC,Greece,sheep,non-dairy,All systems,milk,0,NA
GRC,Greece,sheep,non-dairy,All systems,meat,0,NA
GRL,Greenland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GRL,Greenland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GRL,Greenland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GRL,Greenland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GRL,Greenland,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
GRL,Greenland,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
GRL,Greenland,cows,non-dairy,All systems,milk,0,rate gf with global mean
GRL,Greenland,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
GRL,Greenland,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GRL,Greenland,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GRL,Greenland,goats,non-dairy,All systems,milk,0,rate gf with global mean
GRL,Greenland,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GRL,Greenland,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
GRL,Greenland,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
GRL,Greenland,sheep,non-dairy,All systems,milk,0,rate gf with global mean
GRL,Greenland,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GRD,Grenada,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GRD,Grenada,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GRD,Grenada,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GRD,Grenada,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GRD,Grenada,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
GRD,Grenada,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
GRD,Grenada,cows,non-dairy,All systems,milk,0,rate gf with global mean
GRD,Grenada,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
GRD,Grenada,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GRD,Grenada,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GRD,Grenada,goats,non-dairy,All systems,milk,0,rate gf with global mean
GRD,Grenada,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GRD,Grenada,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
GRD,Grenada,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
GRD,Grenada,sheep,non-dairy,All systems,milk,0,rate gf with global mean
GRD,Grenada,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GLP,Guadeloupe,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GLP,Guadeloupe,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GLP,Guadeloupe,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GLP,Guadeloupe,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GLP,Guadeloupe,cows,dairy,All systems,milk,0,NA
GLP,Guadeloupe,cows,dairy,All systems,meat,0,NA
GLP,Guadeloupe,cows,non-dairy,All systems,milk,0,NA
GLP,Guadeloupe,cows,non-dairy,All systems,meat,0.02430149742140548,NA
GLP,Guadeloupe,goats,dairy,All systems,milk,0,NA
GLP,Guadeloupe,goats,dairy,All systems,meat,0,NA
GLP,Guadeloupe,goats,non-dairy,All systems,milk,0,NA
GLP,Guadeloupe,goats,non-dairy,All systems,meat,0.0040580735596748695,NA
GLP,Guadeloupe,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
GLP,Guadeloupe,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
GLP,Guadeloupe,sheep,non-dairy,All systems,milk,0,rate gf with global mean
GLP,Guadeloupe,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GUM,Guam,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GUM,Guam,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GUM,Guam,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GUM,Guam,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GUM,Guam,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
GUM,Guam,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
GUM,Guam,cows,non-dairy,All systems,milk,0,rate gf with global mean
GUM,Guam,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
GUM,Guam,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GUM,Guam,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GUM,Guam,goats,non-dairy,All systems,milk,0,rate gf with global mean
GUM,Guam,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GUM,Guam,sheep,dairy,All systems,milk,0,NA
GUM,Guam,sheep,dairy,All systems,meat,0,NA
GUM,Guam,sheep,non-dairy,All systems,milk,0,NA
GUM,Guam,sheep,non-dairy,All systems,meat,0.015900755019847806,NA
GTM,Guatemala,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GTM,Guatemala,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GTM,Guatemala,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GTM,Guatemala,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GTM,Guatemala,cows,dairy,All systems,milk,0.29251631380472115,NA
GTM,Guatemala,cows,dairy,All systems,meat,0.05630977227535229,NA
GTM,Guatemala,cows,non-dairy,All systems,milk,0,NA
GTM,Guatemala,cows,non-dairy,All systems,meat,0.02956848370399084,NA
GTM,Guatemala,goats,dairy,All systems,milk,0.08936121991792946,NA
GTM,Guatemala,goats,dairy,All systems,meat,0.006138119852067422,NA
GTM,Guatemala,goats,non-dairy,All systems,milk,0,NA
GTM,Guatemala,goats,non-dairy,All systems,meat,0.006137981764728559,NA
GTM,Guatemala,sheep,dairy,All systems,milk,0,NA
GTM,Guatemala,sheep,dairy,All systems,meat,0,NA
GTM,Guatemala,sheep,non-dairy,All systems,milk,0,NA
GTM,Guatemala,sheep,non-dairy,All systems,meat,0.012491391934544537,NA
GGY,Guernsey,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GGY,Guernsey,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GGY,Guernsey,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GGY,Guernsey,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GGY,Guernsey,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
GGY,Guernsey,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
GGY,Guernsey,cows,non-dairy,All systems,milk,0,rate gf with global mean
