iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled
BTN,Bhutan,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BTN,Bhutan,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BTN,Bhutan,cows,dairy,All systems,milk,0.07843242198710983,NA
BTN,Bhutan,cows,dairy,All systems,meat,0.023005207891077774,NA
BTN,Bhutan,cows,non-dairy,All systems,milk,0,NA
BTN,Bhutan,cows,non-dairy,All systems,meat,0,NA
BTN,Bhutan,goats,dairy,All systems,milk,0,NA
BTN,Bhutan,goats,dairy,All systems,meat,0,NA
BTN,Bhutan,goats,non-dairy,All systems,milk,0,NA
BTN,Bhutan,goats,non-dairy,All systems,meat,0.00596435126723554,NA
BTN,Bhutan,sheep,dairy,All systems,milk,0,NA
BTN,Bhutan,sheep,dairy,All systems,meat,0,NA
BTN,Bhutan,sheep,non-dairy,All systems,milk,0,NA
BTN,Bhutan,sheep,non-dairy,All systems,meat,0.004791924917697307,NA
BOL,Bolivia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BOL,Bolivia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BOL,Bolivia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BOL,Bolivia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BOL,Bolivia,cows,dairy,All systems,milk,0.8477156520046008,NA
BOL,Bolivia,cows,dairy,All systems,meat,0.05860982242432222,NA
BOL,Bolivia,cows,non-dairy,All systems,milk,0,NA
BOL,Bolivia,cows,non-dairy,All systems,meat,0.033898951806081025,NA
BOL,Bolivia,goats,dairy,All systems,milk,0.015079528519496042,NA
BOL,Bolivia,goats,dairy,All systems,meat,0.006377548355396516,NA
BOL,Bolivia,goats,non-dairy,All systems,milk,0,NA
BOL,Bolivia,goats,non-dairy,All systems,meat,0.006377547754640362,NA
BOL,Bolivia,sheep,dairy,All systems,milk,0.011373623432667136,NA
BOL,Bolivia,sheep,dairy,All systems,meat,0.007213785669587687,NA
BOL,Bolivia,sheep,non-dairy,All systems,milk,0,NA
BOL,Bolivia,sheep,non-dairy,All systems,meat,0.007213785972737006,NA
BES,"Bonaire, Sint Eustatius and Saba",buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",cows,non-dairy,All systems,milk,0,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",goats,non-dairy,All systems,milk,0,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",sheep,non-dairy,All systems,milk,0,rate gf with global mean
BES,"Bonaire, Sint Eustatius and Saba",sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
BIH,Bosnia & Herzegovina,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BIH,Bosnia & Herzegovina,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BIH,Bosnia & Herzegovina,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BIH,Bosnia & Herzegovina,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BIH,Bosnia & Herzegovina,cows,dairy,All systems,milk,0.9406868424145899,NA
BIH,Bosnia & Herzegovina,cows,dairy,All systems,meat,0.0883525200219838,NA
BIH,Bosnia & Herzegovina,cows,non-dairy,All systems,milk,0,NA
BIH,Bosnia & Herzegovina,cows,non-dairy,All systems,meat,0,NA
BIH,Bosnia & Herzegovina,goats,dairy,All systems,milk,0,NA
BIH,Bosnia & Herzegovina,goats,dairy,All systems,meat,0,NA
BIH,Bosnia & Herzegovina,goats,non-dairy,All systems,milk,0,NA
BIH,Bosnia & Herzegovina,goats,non-dairy,All systems,meat,0.010548438667217037,NA
BIH,Bosnia & Herzegovina,sheep,dairy,All systems,milk,0.025473098672058533,NA
BIH,Bosnia & Herzegovina,sheep,dairy,All systems,meat,0.014798048491353176,NA
BIH,Bosnia & Herzegovina,sheep,non-dairy,All systems,milk,0,NA
BIH,Bosnia & Herzegovina,sheep,non-dairy,All systems,meat,0.01479802797715792,NA
BWA,Botswana,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BWA,Botswana,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BWA,Botswana,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BWA,Botswana,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BWA,Botswana,cows,dairy,All systems,milk,0.11155360407490703,NA
BWA,Botswana,cows,dairy,All systems,meat,0.021994733911428244,NA
BWA,Botswana,cows,non-dairy,All systems,milk,0,NA
BWA,Botswana,cows,non-dairy,All systems,meat,0.012308481048176242,NA
BWA,Botswana,goats,dairy,All systems,milk,0.012060422466429577,NA
BWA,Botswana,goats,dairy,All systems,meat,0.0061645530534246845,NA
BWA,Botswana,goats,non-dairy,All systems,milk,0,NA
BWA,Botswana,goats,non-dairy,All systems,meat,0.0061645535452461465,NA
BWA,Botswana,sheep,dairy,All systems,milk,0,NA
BWA,Botswana,sheep,dairy,All systems,meat,0,NA
BWA,Botswana,sheep,non-dairy,All systems,milk,0,NA
BWA,Botswana,sheep,non-dairy,All systems,meat,0.005496345359551074,NA
BRA,Brazil,buffaloes,dairy,All systems,milk,0.757380649275767,NA
BRA,Brazil,buffaloes,dairy,All systems,meat,0.1019954769104635,NA
BRA,Brazil,buffaloes,non-dairy,All systems,milk,0,NA
BRA,Brazil,buffaloes,non-dairy,All systems,meat,0.07596834898196113,NA
BRA,Brazil,cows,dairy,All systems,milk,0.5536373289177072,NA
BRA,Brazil,cows,dairy,All systems,meat,0.05396472761306212,NA
BRA,Brazil,cows,non-dairy,All systems,milk,0,NA
BRA,Brazil,cows,non-dairy,All systems,meat,0.05333328830778101,NA
BRA,Brazil,goats,dairy,All systems,milk,0.009048343205846335,NA
BRA,Brazil,goats,dairy,All systems,meat,0.008064124318534404,NA
BRA,Brazil,goats,non-dairy,All systems,milk,0,NA
BRA,Brazil,goats,non-dairy,All systems,meat,0,NA
BRA,Brazil,sheep,dairy,All systems,milk,0,NA
BRA,Brazil,sheep,dairy,All systems,meat,0,NA
BRA,Brazil,sheep,non-dairy,All systems,milk,0,NA
BRA,Brazil,sheep,non-dairy,All systems,meat,0.007470006954838136,NA
VGB,British Virgin Islands,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
VGB,British Virgin Islands,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
VGB,British Virgin Islands,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
VGB,British Virgin Islands,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
VGB,British Virgin Islands,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
VGB,British Virgin Islands,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
VGB,British Virgin Islands,cows,non-dairy,All systems,milk,0,rate gf with global mean
VGB,British Virgin Islands,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
VGB,British Virgin Islands,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
VGB,British Virgin Islands,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
VGB,British Virgin Islands,goats,non-dairy,All systems,milk,0,rate gf with global mean
VGB,British Virgin Islands,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
VGB,British Virgin Islands,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
VGB,British Virgin Islands,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
VGB,British Virgin Islands,sheep,non-dairy,All systems,milk,0,rate gf with global mean
VGB,British Virgin Islands,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
BRN,Brunei,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BRN,Brunei,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BRN,Brunei,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BRN,Brunei,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BRN,Brunei,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
BRN,Brunei,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
BRN,Brunei,cows,non-dairy,All systems,milk,0,rate gf with global mean
BRN,Brunei,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
BRN,Brunei,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
BRN,Brunei,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
BRN,Brunei,goats,non-dairy,All systems,milk,0,rate gf with global mean
BRN,Brunei,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
BRN,Brunei,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
BRN,Brunei,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
BRN,Brunei,sheep,non-dairy,All systems,milk,0,rate gf with global mean
BRN,Brunei,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
BGR,Bulgaria,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BGR,Bulgaria,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BGR,Bulgaria,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BGR,Bulgaria,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BGR,Bulgaria,cows,dairy,All systems,milk,1.2892981017187444,NA
BGR,Bulgaria,cows,dairy,All systems,meat,0.08835257810813506,NA
BGR,Bulgaria,cows,non-dairy,All systems,milk,0,NA
BGR,Bulgaria,cows,non-dairy,All systems,meat,0,NA
BGR,Bulgaria,goats,dairy,All systems,milk,0.08859821366072472,NA
BGR,Bulgaria,goats,dairy,All systems,meat,0.012335702927362831,NA
BGR,Bulgaria,goats,non-dairy,All systems,milk,0,NA
BGR,Bulgaria,goats,non-dairy,All systems,meat,0,NA
BGR,Bulgaria,sheep,dairy,All systems,milk,0.03551944292446126,NA
BGR,Bulgaria,sheep,dairy,All systems,meat,0.00832803235570849,NA
BGR,Bulgaria,sheep,non-dairy,All systems,milk,0,NA
BGR,Bulgaria,sheep,non-dairy,All systems,meat,0,NA
BFA,Burkina Faso,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BFA,Burkina Faso,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BFA,Burkina Faso,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BFA,Burkina Faso,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BFA,Burkina Faso,cows,dairy,All systems,milk,0.03738733305449332,NA
BFA,Burkina Faso,cows,dairy,All systems,meat,0.010391073747567757,NA
BFA,Burkina Faso,cows,non-dairy,All systems,milk,0,NA
BFA,Burkina Faso,cows,non-dairy,All systems,meat,0.010679917453964322,NA
BFA,Burkina Faso,goats,dairy,All systems,milk,0.023052841076858756,NA
BFA,Burkina Faso,goats,dairy,All systems,meat,0.002893521203641556,NA
BFA,Burkina Faso,goats,non-dairy,All systems,milk,0,NA
BFA,Burkina Faso,goats,non-dairy,All systems,meat,0.002893521633076713,NA
BFA,Burkina Faso,sheep,dairy,All systems,milk,0.028038288222212562,NA
BFA,Burkina Faso,sheep,dairy,All systems,meat,0.003095669680120107,NA
BFA,Burkina Faso,sheep,non-dairy,All systems,milk,0,NA
BFA,Burkina Faso,sheep,non-dairy,All systems,meat,0.0030956698967896357,NA
BDI,Burundi,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
BDI,Burundi,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
BDI,Burundi,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
BDI,Burundi,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
BDI,Burundi,cows,dairy,All systems,milk,0.09864988447581433,NA
BDI,Burundi,cows,dairy,All systems,meat,0.015416685582658041,NA
BDI,Burundi,cows,non-dairy,All systems,milk,0,NA
BDI,Burundi,cows,non-dairy,All systems,meat,0.013221881189570302,NA
BDI,Burundi,goats,dairy,All systems,milk,0.016412878346508362,NA
BDI,Burundi,goats,dairy,All systems,meat,0.0034341562764580247,NA
BDI,Burundi,goats,non-dairy,All systems,milk,0,NA
BDI,Burundi,goats,non-dairy,All systems,meat,0.0034217305503010903,NA
BDI,Burundi,sheep,dairy,All systems,milk,0.00930771798251278,NA
BDI,Burundi,sheep,dairy,All systems,meat,0.003671078837567502,NA
BDI,Burundi,sheep,non-dairy,All systems,milk,0,NA
BDI,Burundi,sheep,non-dairy,All systems,meat,0.0036710540134364715,NA
KHM,Cambodia,buffaloes,dairy,All systems,milk,0,NA
KHM,Cambodia,buffaloes,dairy,All systems,meat,0,NA
KHM,Cambodia,buffaloes,non-dairy,All systems,milk,0,NA
KHM,Cambodia,buffaloes,non-dairy,All systems,meat,0.016893154738525436,NA
KHM,Cambodia,cows,dairy,All systems,milk,0.05011162118822684,NA
KHM,Cambodia,cows,dairy,All systems,meat,0.015696362389745228,NA
KHM,Cambodia,cows,non-dairy,All systems,milk,0,NA
KHM,Cambodia,cows,non-dairy,All systems,meat,0.024332239235738167,NA
KHM,Cambodia,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
KHM,Cambodia,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
KHM,Cambodia,goats,non-dairy,All systems,milk,0,rate gf with global mean
KHM,Cambodia,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
KHM,Cambodia,sheep,dairy,All systems,milk,0,NA
KHM,Cambodia,sheep,dairy,All systems,meat,0,NA
KHM,Cambodia,sheep,non-dairy,All systems,milk,0,NA
KHM,Cambodia,sheep,non-dairy,All systems,meat,0.003606610135459337,NA
CMR,Cameroon,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
CMR,Cameroon,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
CMR,Cameroon,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
CMR,Cameroon,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
CMR,Cameroon,cows,dairy,All systems,milk,0.17975586643876654,NA
CMR,Cameroon,cows,dairy,All systems,meat,0.022011997314142218,NA
CMR,Cameroon,cows,non-dairy,All systems,milk,0,NA
CMR,Cameroon,cows,non-dairy,All systems,meat,0.011991997140844616,NA
CMR,Cameroon,goats,dairy,All systems,milk,0.014164857238963697,NA
CMR,Cameroon,goats,dairy,All systems,meat,0.002420249658130268,NA
CMR,Cameroon,goats,non-dairy,All systems,milk,0,NA
CMR,Cameroon,goats,non-dairy,All systems,meat,0.0024202472659878055,NA
CMR,Cameroon,sheep,dairy,All systems,milk,0.009071360097506349,NA
CMR,Cameroon,sheep,dairy,All systems,meat,0.004909335342224043,NA
CMR,Cameroon,sheep,non-dairy,All systems,milk,0,NA
CMR,Cameroon,sheep,non-dairy,All systems,meat,0.004909337990290196,NA
CAN,Canada,buffaloes,dairy,All systems,milk,0.8721461884456787,NA
CAN,Canada,buffaloes,dairy,All systems,meat,0.054781767416855906,NA
CAN,Canada,buffaloes,non-dairy,All systems,milk,0,NA
CAN,Canada,buffaloes,non-dairy,All systems,meat,0,NA
CAN,Canada,cows,dairy,All systems,milk,3.670574211052259,NA
CAN,Canada,cows,dairy,All systems,meat,0.09805274057524374,NA
CAN,Canada,cows,non-dairy,All systems,milk,0,NA
CAN,Canada,cows,non-dairy,All systems,meat,0.10764254035351538,NA
CAN,Canada,goats,dairy,All systems,milk,0,NA
CAN,Canada,goats,dairy,All systems,meat,0,NA
CAN,Canada,goats,non-dairy,All systems,milk,0,NA
CAN,Canada,goats,non-dairy,All systems,meat,0.014715431231985984,NA
CAN,Canada,sheep,dairy,All systems,milk,0,NA
CAN,Canada,sheep,dairy,All systems,meat,0,NA
CAN,Canada,sheep,non-dairy,All systems,milk,0,NA
CAN,Canada,sheep,non-dairy,All systems,meat,0.013483452447953194,NA
CPV,Cape Verde,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
CPV,Cape Verde,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
CPV,Cape Verde,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
CPV,Cape Verde,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
CPV,Cape Verde,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
CPV,Cape Verde,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
CPV,Cape Verde,cows,non-dairy,All systems,milk,0,rate gf with global mean
CPV,Cape Verde,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
CPV,Cape Verde,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
CPV,Cape Verde,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
CPV,Cape Verde,goats,non-dairy,All systems,milk,0,rate gf with global mean
CPV,Cape Verde,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
CPV,Cape Verde,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
CPV,Cape Verde,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
CPV,Cape Verde,sheep,non-dairy,All systems,milk,0,rate gf with global mean
CPV,Cape Verde,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
CYM,Cayman Islands,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
CYM,Cayman Islands,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
CYM,Cayman Islands,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
CYM,Cayman Islands,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
CYM,Cayman Islands,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
CYM,Cayman Islands,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
CYM,Cayman Islands,cows,non-dairy,All systems,milk,0,rate gf with global mean
CYM,Cayman Islands,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
CYM,Cayman Islands,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
CYM,Cayman Islands,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
CYM,Cayman Islands,goats,non-dairy,All systems,milk,0,rate gf with global mean
