GENuS_foodID,GENuS_FoodName,FCT_FoodName,general,Calories,Protein,Region
218,Molluscs; Other,"Snail, African (Achatina marginata):",snail,107,17.7,OldAfrica
212,Freshwater Fish,"BASS,FRSH H2O,MXD SP,RAW",bass,114,18.86,US
212,Freshwater Fish,"BURBOT,RAW",burbot,90,19.31,US
212,Freshwater Fish,"CARP,RAW",carp,127,17.83,US
212,Freshwater Fish,"CATFISH,CHANNEL,WILD,RAW",catfish,95,16.38,US
212,Freshwater Fish,"CISCO,RAW",cisco,98,18.99,US
212,Freshwater Fish,"DRUM,FRESHWATER,RAW",drum,119,17.54,US
212,Freshwater Fish,"PIKE,NORTHERN,RAW",pike,88,19.26,US
212,Freshwater Fish,"PIKE,WALLEYE,RAW",pike,93,19.14,US
212,Freshwater Fish,"SMELT,RAINBOW,RAW",smelt,97,17.63,US
212,Freshwater Fish,"SUCKER,WHITE,RAW",sucker,92,16.76,US
212,Freshwater Fish,"TROUT,MIXED SPECIES,RAW",trout,148,20.77,US
212,Freshwater Fish,"WHITEFISH,MXD SP,RAW",whitefish,134,19.09,US
212,Freshwater Fish,"MILKFISH,RAW",milkfish,148,20.53,US
212,Freshwater Fish,"PERCH,MIXED SPECIES,RAW",perch,91,19.39,US
212,Freshwater Fish,"SALMON,ATLANTIC,WILD,RAW",salmon,142,19.84,US
212,Freshwater Fish,"SALMON,CHINOOK,RAW",salmon,179,19.93,US
212,Freshwater Fish,"SALMON,CHUM,RAW",salmon,120,20.14,US
212,Freshwater Fish,"SALMON,COHO,WILD,RAW",salmon,146,21.62,US
212,Freshwater Fish,"SALMON,PINK,RAW",salmon,127,20.5,US
212,Freshwater Fish,"SALMON,SOCKEYE,RAW",salmon,142,21.31,US
212,Freshwater Fish,"STURGEON,MXD SP,RAW",sturgeon,105,16.14,US
212,Freshwater Fish,"FISH,TILAPIA,RAW",tilapia,96,20.08,US
213,Demersal Fish,"COD,ATLANTIC,RAW",cod,82,17.81,US
213,Demersal Fish,"COD,PACIFIC,RAW",cod,69,15.27,US
213,Demersal Fish,"EEL,MIXED SPECIES,RAW",eel,184,18.44,US
213,Demersal Fish,"FLATFISH (FLOUNDER&SOLE SP),RAW",flatfish,70,12.41,US
213,Demersal Fish,"HADDOCK,RAW",haddock,74,16.32,US
213,Demersal Fish,"HALIBUT,ATLANTIC&PACIFIC,RAW",halibut,91,18.56,US
213,Demersal Fish,"POLLOCK,ATLANTIC,RAW",pollock,92,19.44,US
213,Demersal Fish,"SEA BASS,MXD SP,RAW",bass,97,18.43,US
213,Demersal Fish,"SHARK,MIXED SPECIES,RAW",shark,130,20.98,US
213,Demersal Fish,"TURBOT,EUROPEAN,RAW",turbot,95,16.05,US
213,Demersal Fish,"MONKFISH,RAW",monkfish,76,14.48,US
213,Demersal Fish,"FISH,POLLOCK,ALASKA,RAW",pollock,56,12.19,US
213,Demersal Fish,"ROUGHY,ORANGE,RAW",roughy,76,16.41,US
213,Demersal Fish,"SNAPPER,MIXED SPECIES,RAW",snapper,100,20.51,US
213,Demersal Fish,"LINGCOD,RAW",lingcod,85,17.66,US
213,Demersal Fish,"POUT,OCEAN,RAW",pout,79,16.64,US
213,Demersal Fish,"TILEFISH,RAW",tilefish,96,17.5,US
213,Demersal Fish,"SCUP,RAW",scup,105,18.88,US
213,Demersal Fish,"YELLOWTAIL,MXD SP,RAW",yellowfish,146,23.14,US
213,Demersal Fish,"CROAKER,ATLANTIC,RAW",croaker,104,17.78,US
213,Demersal Fish,"CUSK,RAW",cusk,87,18.99,US
213,Demersal Fish,"LING,RAW",ling,87,18.99,US
213,Demersal Fish,"MULLET,STRIPED,RAW",mullet,117,19.35,US
213,Demersal Fish,"WOLFFISH,ATLANTIC,RAW",wolffish,96,17.5,US
213,Demersal Fish,"GROUPER,MIXED SPECIES,RAW",grouper,92,19.38,US
213,Demersal Fish,"OCEAN PERCH,ATLANTIC,RAW",perch,79,15.31,US
213,Demersal Fish,"ROCKFISH,PACIFIC,MXD SP,RAW",rockfish,90,18.36,US
213,Demersal Fish,"WHITEFISH,MXD SP,RAW",whitefish,134,19.09,US
213,Demersal Fish,"WHITING,MIXED SPECIES,RAW",whiting,90,18.31,US
214,Pelagic Fish,"HERRING,ATLANTIC,RAW",herring,158,17.96,US
214,Pelagic Fish,"HERRING,PACIFIC,RAW",herring,195,16.39,US
214,Pelagic Fish,"SUNFISH,PUMPKIN SEED,RAW",sunfish,89,19.4,US
214,Pelagic Fish,"SWORDFISH,RAW",swordfish,144,19.66,US
214,Pelagic Fish,"TUNA,FRESH,BLUEFIN,RAW",tuna,144,23.33,US
214,Pelagic Fish,"TUNA,FRESH,SKIPjackkK,RAW",tuna,103,22,US
214,Pelagic Fish,"TUNA,FRESH,YELLOWFIN,RAW",tuna,109,24.4,US
214,Pelagic Fish,"ANCHOVY,EUROPEAN,RAW",anchovy,131,20.35,US
214,Pelagic Fish,"bluefish,RAW",bluefish,124,20.04,US
214,Pelagic Fish,"butterfish,RAW",butterfish,146,17.28,US
214,Pelagic Fish,"DOLPHINFISH,RAW",dolphinfish,85,18.5,US
214,Pelagic Fish,"MACKEREL,ATLANTIC,RAW",mackerel,205,18.6,US
214,Pelagic Fish,"MACKEREL,KING,RAW",mackerel,105,20.28,US
214,Pelagic Fish,"MACKEREL,SPANISH,RAW",mackerel,139,19.29,US
214,Pelagic Fish,"SHAD,AMERICAN,RAW",shad,197,16.93,US
214,Pelagic Fish,"POMPANO,FLORIDA,RAW",pompano,164,18.48,US
215,Marine Fish; Other,"COD,ATLANTIC,RAW",cod,82,17.81,US
215,Marine Fish; Other,"COD,PACIFIC,RAW",cod,69,15.27,US
215,Marine Fish; Other,"EEL,MIXED SPECIES,RAW",eel,184,18.44,US
215,Marine Fish; Other,"FLATFISH (FLOUNDER&SOLE SP),RAW",flatfish,70,12.41,US
215,Marine Fish; Other,"HADDOCK,RAW",haddock,74,16.32,US
215,Marine Fish; Other,"HALIBUT,ATLANTIC&PACIFIC,RAW",halibut,91,18.56,US
215,Marine Fish; Other,"POLLOCK,ATLANTIC,RAW",pollock,92,19.44,US
215,Marine Fish; Other,"SEA BASS,MXD SP,RAW",bass,97,18.43,US
215,Marine Fish; Other,"SHARK,MIXED SPECIES,RAW",shark,130,20.98,US
215,Marine Fish; Other,"TURBOT,EUROPEAN,RAW",turbot,95,16.05,US
215,Marine Fish; Other,"MONKFISH,RAW",monkfish,76,14.48,US
215,Marine Fish; Other,"FISH,POLLOCK,ALASKA,RAW",pollock,56,12.19,US
215,Marine Fish; Other,"ROUGHY,ORANGE,RAW",roughy,76,16.41,US
215,Marine Fish; Other,"SNAPPER,MIXED SPECIES,RAW",snapper,100,20.51,US
215,Marine Fish; Other,"LINGCOD,RAW",lingcod,85,17.66,US
215,Marine Fish; Other,"POUT,OCEAN,RAW",pout,79,16.64,US
215,Marine Fish; Other,"TILEFISH,RAW",tilefish,96,17.5,US
215,Marine Fish; Other,"SCUP,RAW",scup,105,18.88,US
215,Marine Fish; Other,"YELLOWTAIL,MXD SP,RAW",yellowfish,146,23.14,US
215,Marine Fish; Other,"CROAKER,ATLANTIC,RAW",croaker,104,17.78,US
215,Marine Fish; Other,"CUSK,RAW",cusk,87,18.99,US
215,Marine Fish; Other,"LING,RAW",ling ,87,18.99,US
215,Marine Fish; Other,"MULLET,STRIPED,RAW",mullet,117,19.35,US
215,Marine Fish; Other,"WOLFFISH,ATLANTIC,RAW",wolffish,96,17.5,US
215,Marine Fish; Other,"GROUPER,MIXED SPECIES,RAW",grouper,92,19.38,US
215,Marine Fish; Other,"OCEAN PERCH,ATLANTIC,RAW",perch,79,15.31,US
215,Marine Fish; Other,"ROCKFISH,PACIFIC,MXD SP,RAW",rockfish,90,18.36,US
215,Marine Fish; Other,"WHITEFISH,MXD SP,RAW",whitefish,134,19.09,US
215,Marine Fish; Other,"WHITING,MIXED SPECIES,RAW",whiting,90,18.31,US
215,Marine Fish; Other,"HERRING,ATLANTIC,RAW",herring,158,17.96,US
215,Marine Fish; Other,"HERRING,PACIFIC,RAW",herring,195,16.39,US
215,Marine Fish; Other,"SUNFISH,PUMPKIN SEED,RAW",sunfish,89,19.4,US
215,Marine Fish; Other,"SWORDFISH,RAW",swordfish,144,19.66,US
215,Marine Fish; Other,"TUNA,FRESH,BLUEFIN,RAW",tuna,144,23.33,US
215,Marine Fish; Other,"TUNA,FRESH,SKIPjackkK,RAW",tuna,103,22,US
215,Marine Fish; Other,"TUNA,FRESH,YELLOWFIN,RAW",tuna,109,24.4,US
215,Marine Fish; Other,"ANCHOVY,EUROPEAN,RAW",anchovy,131,20.35,US
215,Marine Fish; Other,"bluefish,RAW",bluefish,124,20.04,US
215,Marine Fish; Other,"butterfish,RAW",butterfish,146,17.28,US
215,Marine Fish; Other,"DOLPHINFISH,RAW",dolphinfish,85,18.5,US
215,Marine Fish; Other,"MACKEREL,ATLANTIC,RAW",mackerel,205,18.6,US
215,Marine Fish; Other,"MACKEREL,KING,RAW",mackerel,105,20.28,US
215,Marine Fish; Other,"MACKEREL,SPANISH,RAW",mackerel,139,19.29,US
215,Marine Fish; Other,"SHAD,AMERICAN,RAW",shad,197,16.93,US
215,Marine Fish; Other,"POMPANO,FLORIDA,RAW",pompano,164,18.48,US
216,Crustaceans,"CRAB,ALASKA KING,RAW",crab,84,18.29,US
216,Crustaceans,"CRAB,BLUE,RAW",crab,87,18.06,US
216,Crustaceans,"CRAB,DUNGENESS,RAW",crab,86,17.41,US
216,Crustaceans,"CRAB,QUEEN,RAW",crab,90,18.5,US
216,Crustaceans,"CRAYFISH,MXD SP,WILD,RAW",crayfish,77,15.97,US
216,Crustaceans,"LOBSTER,NORTHERN,RAW",lobster,77,16.52,US
216,Crustaceans,"SHRIMP,MIXED SPECIES,RAW",shrimp,71,13.61,US
216,Crustaceans,"SPINY LOBSTER,MXD SP,RAW",lobster,112,20.6,US
217,Cephalopods,"CUTTLEFISH,MXD SP,RAW",cuttlefish,79,16.24,US
217,Cephalopods,"OCTOPUS,COMMON,RAW",octopus,82,14.91,US
217,Cephalopods,"SQUID,MIXED SPECIES,RAW",squid,92,15.58,US
218,Molluscs; Other,"ABALONE,MIXED SPECIES,RAW",abalone,105,17.1,US
218,Molluscs; Other,"CLAM,MIXED SPECIES,RAW",clam,86,14.67,US
218,Molluscs; Other,"MUSSEL,BLUE,RAW",mussel,86,11.9,US
218,Molluscs; Other,"OYSTER,EASTERN,WILD,RAW",oyster,51,5.71,US
218,Molluscs; Other,"OYSTER,PACIFIC,RAW",oyster,81,9.45,US
218,Molluscs; Other,"SCALLOP,MIXED SPECIES,RAW",scallop,69,12.06,US
218,Molluscs; Other,"WHELK,UNSPECIFIED,RAW",whelk,137,23.84,US
219,Aquatic Animals; Others,"FROG LEGS,RAW",,73,16.4,US
219,Aquatic Animals; Others,"SEA CUCUMBER,YANE (ALASKA NATIVE)",,56,13,US
219,Aquatic Animals; Others,"OOPAH (TUNICATE),WHL ANIMAL (ALASKA NATIVE)",,67,11.7,US
219,Aquatic Animals; Others,"TURTLE,GREEN,RAW",,89,19.8,US
212,Freshwater Fish,"African carp, raw",,68,15.6875,WestAfrica
212,Freshwater Fish,"Bayad, raw",,79,17.1,WestAfrica
212,Freshwater Fish,"Catfish, raw",,117,16.33,WestAfrica
212,Freshwater Fish,"Carp, raw",,119,17.22,WestAfrica
212,Freshwater Fish,"Mormyrids, raw",,83,17.8,WestAfrica
212,Freshwater Fish,"Mudfish, raw",,95,17,WestAfrica
212,Freshwater Fish,"Perch, Nile, raw",,98,19.9,WestAfrica
212,Freshwater Fish,"Tilapia, raw",,99,18.8,WestAfrica
213,Demersal Fish,"White grouper, raw",,87,19.35,WestAfrica
213,Demersal Fish,"Shiny-nose, raw",,85,19.79999924,WestAfrica
214,Pelagic Fish,"Anchovy, fillet, raw",anchovy,109,19.1,WestAfrica
214,Pelagic Fish,"Barracuda, raw",barracuda,83,19,WestAfrica
214,Pelagic Fish,"Mackerel, raw",mackerel,124,19.7,WestAfrica
214,Pelagic Fish,"sardines, raw",sardines,103,19.397,WestAfrica
214,Pelagic Fish,"Tuna, raw",tuna,139,23.3,WestAfrica
