iso3c,animal,product,counts_2010,counts_2016,prop_change,ID_0,Country,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name,gapfilled
MHL,chickens,eggs,NA,NA,1.0129396412136717,140,Marshall Islands,World,Oceania,Micronesia,Micronesia,gf with un regional means
MYT,chickens,meat,NA,NA,1.1246437067773167,144,Mayotte,World,Africa,Sub-Saharan Africa,Eastern Africa,gf with un regional means
MYT,chickens,eggs,NA,NA,1.0342606451612903,144,Mayotte,World,Africa,Sub-Saharan Africa,Eastern Africa,gf with un regional means
MCO,chickens,meat,NA,NA,1.0566371412398963,148,Monaco,World,Europe,Western Europe,Western Europe,gf with un regional means
MCO,chickens,eggs,NA,NA,1.2007597802298966,148,Monaco,World,Europe,Western Europe,Western Europe,gf with un regional means
NFK,chickens,meat,NA,NA,1.1505803129570542,165,Norfolk Island,World,Oceania,Australia and New Zealand,Australia and New Zealand,gf with un regional means
NFK,chickens,eggs,NA,NA,1.2130922513730986,165,Norfolk Island,World,Oceania,Australia and New Zealand,Australia and New Zealand,gf with un regional means
MNP,chickens,meat,NA,NA,1.1427620357632815,168,Northern Mariana Islands,World,Oceania,Micronesia,Micronesia,gf with un regional means
MNP,chickens,eggs,NA,NA,1.0129396412136717,168,Northern Mariana Islands,World,Oceania,Micronesia,Micronesia,gf with un regional means
PLW,chickens,meat,NA,NA,1.1427620357632815,172,Palau,World,Oceania,Micronesia,Micronesia,gf with un regional means
PLW,chickens,eggs,NA,NA,1.0129396412136717,172,Palau,World,Oceania,Micronesia,Micronesia,gf with un regional means
PCN,chickens,meat,NA,NA,1.0375432841261163,180,Pitcairn Islands,World,Oceania,Polynesia,Polynesia,gf with un regional means
PCN,chickens,eggs,NA,NA,1.0064271777803282,180,Pitcairn Islands,World,Oceania,Polynesia,Polynesia,gf with un regional means
XMI,chickens,meat,NA,NA,1.1472989564553093,300,Madeira Island,World,Africa,Northern Africa,Macronesia,gf with un regional means
XMI,chickens,eggs,NA,NA,1.1713745450394155,300,Madeira Island,World,Africa,Northern Africa,Macronesia,gf with un regional means
BLM,chickens,meat,NA,NA,1.0304930281341618,190,Saint-Barthélemy,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
BLM,chickens,eggs,NA,NA,1.0140528360188994,190,Saint-Barthélemy,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
MAF,chickens,meat,NA,NA,1.0304930281341618,191,Saint-Martin,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
MAF,chickens,eggs,NA,NA,1.0140528360188994,191,Saint-Martin,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
SMR,chickens,meat,NA,NA,1.0535979073243646,198,San Marino,World,Europe,Southern Europe,Southern Europe,gf with un regional means
SMR,chickens,eggs,NA,NA,0.9824372020804881,198,San Marino,World,Europe,Southern Europe,Southern Europe,gf with un regional means
SXM,chickens,meat,NA,NA,1.0304930281341618,206,Sint Maarten,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
SXM,chickens,eggs,NA,NA,1.0140528360188994,206,Sint Maarten,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
SJM,chickens,meat,NA,NA,1.0620107383371626,220,Svalbard and Jan Mayen,World,Europe,Northern Europe,Northern Europe,gf with un regional means
SJM,chickens,eggs,NA,NA,1.1502775411632866,220,Svalbard and Jan Mayen,World,Europe,Northern Europe,Northern Europe,gf with un regional means
TCA,chickens,meat,NA,NA,1.0304930281341618,237,Turks and Caicos Islands,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
TCA,chickens,eggs,NA,NA,1.0140528360188994,237,Turks and Caicos Islands,World,Americas,Latin America and the Caribbean,Caribbean,gf with un regional means
ESH,chickens,meat,NA,NA,1.1472989564553093,253,Western Sahara,World,Africa,Northern Africa,Northern Africa,gf with un regional means
ESH,chickens,eggs,NA,NA,1.1713745450394155,253,Western Sahara,World,Africa,Northern Africa,Northern Africa,gf with un regional means
