iso3c,country,animal,system,headcount_system,headcount_total,system_prop
XMI,Madeira Islands,cows,mixed,0,0,0
XMI,Madeira Islands,goats,grassland,0,0,0
XMI,Madeira Islands,goats,mixed,0,0,0
XMI,Madeira Islands,sheep,grassland,0,0,0
XMI,Madeira Islands,sheep,mixed,0,0,0
YEM,Yemen,cows,feedlot,0,1594727.9401884764,0
YEM,Yemen,cows,grassland,844106.510446977,1594727.9401884764,0.5293106674654577
YEM,Yemen,cows,mixed,750621.4297414992,1594727.9401884764,0.4706893325345422
YEM,Yemen,goats,grassland,7437226.987771448,8991581.6875307,0.8271322272571029
YEM,Yemen,goats,mixed,1554354.6997592524,8991581.6875307,0.1728677727428971
YEM,Yemen,sheep,grassland,6982680.333939201,9103458.629957773,0.7670359824518246
YEM,Yemen,sheep,mixed,2120778.2960185707,9103458.629957773,0.23296401754817533
ZAF,South Africa,cows,feedlot,1044159.9800657914,13535304.54781085,0.07714344190612762
ZAF,South Africa,cows,grassland,6798697.938280309,13535304.54781085,0.5022936805200962
ZAF,South Africa,cows,mixed,5692446.629464751,13535304.54781085,0.4205628775737762
ZAF,South Africa,goats,grassland,3381069.926075015,5616859.814512897,0.6019502066508716
ZAF,South Africa,goats,mixed,2235789.8884378816,5616859.814512897,0.39804979334912827
ZAF,South Africa,sheep,grassland,16262832.545943202,23767281.470828723,0.6842529536204524
ZAF,South Africa,sheep,mixed,7504448.924885521,23767281.470828723,0.31574704637954765
ZMB,Zambia,cows,feedlot,0,2939978.5396010997,0
ZMB,Zambia,cows,grassland,2240902.1370883486,2939978.5396010997,0.7622171750248209
ZMB,Zambia,cows,mixed,699076.4025127513,2939978.5396010997,0.23778282497517922
ZMB,Zambia,goats,grassland,1619538.8323165542,2087073.3275941275,0.7759855923143231
ZMB,Zambia,goats,mixed,467534.49527757324,2087073.3275941275,0.22401440768567693
ZMB,Zambia,sheep,grassland,180469.20549968194,218422.44795629836,0.8262392770901915
ZMB,Zambia,sheep,mixed,37953.24245661641,218422.44795629836,0.17376072290980843
ZWE,Zimbabwe,cows,feedlot,0,4589805.828404933,0
ZWE,Zimbabwe,cows,grassland,2525262.5866497685,4589805.828404933,0.5501894156440508
ZWE,Zimbabwe,cows,mixed,2064543.2417551647,4589805.828404933,0.44981058435594923
ZWE,Zimbabwe,goats,grassland,1187245.3004736986,2830799.5815344574,0.419402810505625
ZWE,Zimbabwe,goats,mixed,1643554.2810607587,2830799.5815344574,0.580597189494375
ZWE,Zimbabwe,sheep,grassland,137135.5960644036,352180.3044357309,0.38939030473076713
ZWE,Zimbabwe,sheep,mixed,215044.70837132732,352180.3044357309,0.6106096952692329
