iso3c,country,animal,system,headcount_system,headcount_total,system_prop
DOM,Dominican Republic,cows,mixed,2254241.9850135176,2860208.8293720116,0.7881389505074913
DOM,Dominican Republic,goats,grassland,126962.10167455554,247901.11651660225,0.5121481639880098
DOM,Dominican Republic,goats,mixed,120939.01484204672,247901.11651660225,0.48785183601199017
DOM,Dominican Republic,sheep,grassland,90496.35820805369,238029.08977627842,0.38019033006894437
DOM,Dominican Republic,sheep,mixed,147532.73156822473,238029.08977627842,0.6198096699310556
DZA,Algeria,cows,feedlot,0,1728451.241592015,0
DZA,Algeria,cows,grassland,929722.7437920487,1728451.241592015,0.5378935323253401
DZA,Algeria,cows,mixed,798728.4977999663,1728451.241592015,0.4621064676746599
DZA,Algeria,goats,grassland,3317998.7022639713,4158668.968553584,0.7978511219223097
DZA,Algeria,goats,mixed,840670.2662896127,4158668.968553584,0.20214887807769036
DZA,Algeria,sheep,grassland,18224037.445263736,25126708.038166367,0.7252855176086825
DZA,Algeria,sheep,mixed,6902670.592902631,25126708.038166367,0.2747144823913175
ECU,Ecuador,cows,feedlot,0,5155268.116791943,0
ECU,Ecuador,cows,grassland,1343828.0278450456,5155268.116791943,0.26067083173964817
ECU,Ecuador,cows,mixed,3811440.088946898,5155268.116791943,0.7393291682603519
ECU,Ecuador,goats,grassland,70092.93706749282,129367.85047475892,0.5418110976588323
ECU,Ecuador,goats,mixed,59274.913407266096,129367.85047475892,0.45818890234116766
ECU,Ecuador,sheep,grassland,310289.88843950076,793902.7086111666,0.3908412014141054
ECU,Ecuador,sheep,mixed,483612.82017166587,793902.7086111666,0.6091587985858947
EGY,Egypt,cows,feedlot,0,4259622.203669976,0
EGY,Egypt,cows,grassland,815597.0889480306,4259622.203669976,0.19147169630333272
EGY,Egypt,cows,mixed,3444025.1147219455,4259622.203669976,0.8085283036966672
EGY,Egypt,goats,grassland,1533738.3895503643,4075058.604539642,0.37637210611934996
EGY,Egypt,goats,mixed,2541320.2149892775,4075058.604539642,0.62362789388065
EGY,Egypt,sheep,grassland,2228365.985154406,5473197.735113335,0.4071415090411059
EGY,Egypt,sheep,mixed,3244831.7499589287,5473197.735113335,0.5928584909588941
ERI,Eritrea,cows,feedlot,0,1802140.3684393032,0
ERI,Eritrea,cows,grassland,851523.6861630933,1802140.3684393032,0.4725068596629536
ERI,Eritrea,cows,mixed,950616.6822762098,1802140.3684393032,0.5274931403370463
ERI,Eritrea,goats,grassland,1150876.8372982987,1747888.551358036,0.6584383405933495
ERI,Eritrea,goats,mixed,597011.7140597373,1747888.551358036,0.3415616594066505
ERI,Eritrea,sheep,grassland,1036869.3575522003,1803623.6385135283,0.5748812199017003
ERI,Eritrea,sheep,mixed,766754.280961328,1803623.6385135283,0.4251187800982998
ESH,Western Sahara,cows,feedlot,0,0,0
ESH,Western Sahara,cows,grassland,0,0,0
ESH,Western Sahara,cows,mixed,0,0,0
ESH,Western Sahara,goats,grassland,165063.0545538761,165063.0545538761,1
ESH,Western Sahara,goats,mixed,0,165063.0545538761,0
ESH,Western Sahara,sheep,grassland,33017.83407842598,33017.83407842598,1
ESH,Western Sahara,sheep,mixed,0,33017.83407842598,0
ESP,Spain,cows,feedlot,205548.0705716632,6016206.371605675,0.03416572801454684
ESP,Spain,cows,grassland,3002872.725957727,6016206.371605675,0.49913060498226985
ESP,Spain,cows,mixed,2807785.575076285,6016206.371605675,0.46670366700318333
ESP,Spain,goats,grassland,924408.1424092163,2889383.1847512913,0.31993269265488106
ESP,Spain,goats,mixed,1964975.042342075,2889383.1847512913,0.6800673073451189
ESP,Spain,sheep,grassland,4473596.591304391,18574601.140474804,0.24084482662490359
ESP,Spain,sheep,mixed,14101004.549170412,18574601.140474804,0.7591551733750963
EST,Estonia,cows,feedlot,0,230491.16045717787,0
EST,Estonia,cows,grassland,77420.4485890276,230491.16045717787,0.3358933524195227
EST,Estonia,cows,mixed,153070.71186815028,230491.16045717787,0.6641066475804773
EST,Estonia,goats,grassland,0,0,0
EST,Estonia,goats,mixed,0,0,0
EST,Estonia,sheep,grassland,28593.581178724588,74876.73144573142,0.38187539208289856
EST,Estonia,sheep,mixed,46283.15026700684,74876.73144573142,0.6181246079171014
ETH,Ethiopia,cows,feedlot,0,49556386.40382923,0
ETH,Ethiopia,cows,grassland,9527479.407314256,49556386.40382923,0.19225532971019987
ETH,Ethiopia,cows,mixed,40028906.996514976,49556386.40382923,0.8077446702898001
ETH,Ethiopia,goats,grassland,11291650.176245125,22219806.85580568,0.5081794927166434
ETH,Ethiopia,goats,mixed,10928156.679560557,22219806.85580568,0.4918205072833567
ETH,Ethiopia,sheep,grassland,10549854.415363293,26418606.91950499,0.3993342437588669
ETH,Ethiopia,sheep,mixed,15868752.504141696,26418606.91950499,0.600665756241133
FIN,Finland,cows,feedlot,0,852726.0809714957,0
FIN,Finland,cows,grassland,784743.3126520494,852726.0809714957,0.920275959846338
FIN,Finland,cows,mixed,67982.76831944633,852726.0809714957,0.07972404015366197
FIN,Finland,goats,grassland,0,0,0
FIN,Finland,goats,mixed,0,0,0
FIN,Finland,sheep,grassland,113824.56060847938,123908.45532709036,0.9186181871770432
FIN,Finland,sheep,mixed,10083.894718610973,123908.45532709036,0.08138181282295681
FJI,Fiji,cows,feedlot,0,236409.17616888287,0
FJI,Fiji,cows,grassland,70833.34983200223,236409.17616888287,0.2996218293210465
FJI,Fiji,cows,mixed,165575.82633688062,236409.17616888287,0.7003781706789535
FJI,Fiji,goats,grassland,109564.42041100291,214507.0928857764,0.510772948982835
FJI,Fiji,goats,mixed,104942.67247477348,214507.0928857764,0.489227051017165
FJI,Fiji,sheep,grassland,0,0,0
FJI,Fiji,sheep,mixed,0,0,0
FLK,Falkland Islands,cows,feedlot,0,0,0
FLK,Falkland Islands,cows,grassland,0,0,0
FLK,Falkland Islands,cows,mixed,0,0,0
FLK,Falkland Islands,goats,grassland,0,0,0
FLK,Falkland Islands,goats,mixed,0,0,0
FLK,Falkland Islands,sheep,grassland,668461.0483329492,680858.9456297763,0.9817907991421638
FLK,Falkland Islands,sheep,mixed,12397.897296827205,680858.9456297763,0.018209200857836245
FRA,France,cows,feedlot,0,19441862.32155653,0
FRA,France,cows,grassland,3034441.8857628657,19441862.32155653,0.15607773759401491
FRA,France,cows,mixed,16407420.435793664,19441862.32155653,0.843922262405985
FRA,France,goats,grassland,277854.76845720084,1428945.0932081798,0.19444747721788133
FRA,France,goats,mixed,1151090.324750979,1428945.0932081798,0.8055525227821186
FRA,France,sheep,grassland,1969940.0264608487,7823708.97055775,0.2517910665995047
FRA,France,sheep,mixed,5853768.944096901,7823708.97055775,0.7482089334004953
FRO,Faroe Islands,cows,feedlot,0,0,0
FRO,Faroe Islands,cows,grassland,0,0,0
FRO,Faroe Islands,cows,mixed,0,0,0
FRO,Faroe Islands,goats,grassland,0,0,0
FRO,Faroe Islands,goats,mixed,0,0,0
FRO,Faroe Islands,sheep,grassland,65484.805947875786,65484.805947875786,1
FRO,Faroe Islands,sheep,mixed,0,65484.805947875786,0
FSM,Micronesia (Federated States of),cows,feedlot,0,0,0
FSM,Micronesia (Federated States of),cows,grassland,0,0,0
FSM,Micronesia (Federated States of),cows,mixed,0,0,0
FSM,Micronesia (Federated States of),goats,grassland,0,0,0
FSM,Micronesia (Federated States of),goats,mixed,0,0,0
FSM,Micronesia (Federated States of),sheep,grassland,0,28996.768424168644,0
FSM,Micronesia (Federated States of),sheep,mixed,28996.768424168644,28996.768424168644,1
GAB,Gabon,cows,feedlot,0,24289.69300616205,0
GAB,Gabon,cows,grassland,24289.69300616205,24289.69300616205,1
GAB,Gabon,cows,mixed,0,24289.69300616205,0
GAB,Gabon,goats,grassland,81983.4491529201,81983.4491529201,1
GAB,Gabon,goats,mixed,0,81983.4491529201,0
GAB,Gabon,sheep,grassland,169691.68572212989,183130.0945012017,0.9266182392595028
GAB,Gabon,sheep,mixed,13438.408779071822,183130.0945012017,0.07338176074049718
GBR,United Kingdom,cows,feedlot,0,9838639.51706993,0
GBR,United Kingdom,cows,grassland,4962308.262504769,9838639.51706993,0.5043693545124017
GBR,United Kingdom,cows,mixed,4876331.254565162,9838639.51706993,0.4956306454875983
GBR,United Kingdom,goats,grassland,19840.95552655393,75613.50367068729,0.2623996318563079
GBR,United Kingdom,goats,mixed,55772.548144133354,75613.50367068729,0.737600368143692
GBR,United Kingdom,sheep,grassland,17396811.53175051,30915786.85226898,0.5627161170078296
GBR,United Kingdom,sheep,mixed,13518975.320518468,30915786.85226898,0.43728388299217036
GEO,Georgia,cows,feedlot,0,1010213.5863160612,0
GEO,Georgia,cows,grassland,451707.2915711453,1010213.5863160612,0.4471403846570537
GEO,Georgia,cows,mixed,558506.2947449159,1010213.5863160612,0.5528596153429464
GEO,Georgia,goats,grassland,35400.63376409275,73983.33222626861,0.4784947189973063
GEO,Georgia,goats,mixed,38582.69846217586,73983.33222626861,0.5215052810026938
GEO,Georgia,sheep,grassland,319620.5720050727,686825.7681648608,0.46535902818420943
GEO,Georgia,sheep,mixed,367205.196159788,686825.7681648608,0.5346409718157905
GGY,Guernsey,cows,feedlot,0,0,0
GGY,Guernsey,cows,grassland,0,0,0
GGY,Guernsey,cows,mixed,0,0,0
GGY,Guernsey,goats,grassland,0,0,0
GGY,Guernsey,goats,mixed,0,0,0
GGY,Guernsey,sheep,grassland,0,0,0
GGY,Guernsey,sheep,mixed,0,0,0
GHA,Ghana,cows,feedlot,0,1414557.619495255,0
GHA,Ghana,cows,grassland,683059.5872936106,1414557.619495255,0.4828785889523123
GHA,Ghana,cows,mixed,731498.0322016445,1414557.619495255,0.5171214110476878
GHA,Ghana,goats,grassland,2122344.155154285,4564728.6226449795,0.4649442125925368
GHA,Ghana,goats,mixed,2442384.4674906945,4564728.6226449795,0.5350557874074632
GHA,Ghana,sheep,grassland,1541518.0290184214,3484118.860691473,0.4424412859188407
GHA,Ghana,sheep,mixed,1942600.8316730517,3484118.860691473,0.5575587140811594
GIN,Guinea,cows,feedlot,0,4882728.180816351,0
GIN,Guinea,cows,grassland,3532998.347446244,4882728.180816351,0.723570556584937
GIN,Guinea,cows,mixed,1349729.8333701072,4882728.180816351,0.27642944341506304
GIN,Guinea,goats,grassland,1113000.2605334448,1834625.4896442667,0.6066634671849322
GIN,Guinea,goats,mixed,721625.2291108218,1834625.4896442667,0.39333653281506775
GIN,Guinea,sheep,grassland,1004100.1508886439,1551365.8070102674,0.6472362265246178
GIN,Guinea,sheep,mixed,547265.6561216235,1551365.8070102674,0.3527637734753822
GLP,Guadeloupe,cows,feedlot,0,55415.63850484522,0
GLP,Guadeloupe,cows,grassland,33490.18923746378,55415.63850484522,0.6043454544791647
GLP,Guadeloupe,cows,mixed,21925.449267381442,55415.63850484522,0.3956545455208354
GLP,Guadeloupe,goats,grassland,11342.236603126621,11342.236603126621,1
GLP,Guadeloupe,goats,mixed,0,11342.236603126621,0
GLP,Guadeloupe,sheep,grassland,0,0,0
GLP,Guadeloupe,sheep,mixed,0,0,0
GMB,Gambia,cows,feedlot,0,380365.82311515603,0
GMB,Gambia,cows,grassland,48113.62312578319,380365.82311515603,0.12649302382568886
GMB,Gambia,cows,mixed,332252.19998937286,380365.82311515603,0.8735069761743112
GMB,Gambia,goats,grassland,69333.02591006403,314216.8629802804,0.2206534215014909
GMB,Gambia,goats,mixed,244883.8370702164,314216.8629802804,0.7793465784985091
GMB,Gambia,sheep,grassland,37137.541902985125,229242.9993374452,0.162000767789287
GMB,Gambia,sheep,mixed,192105.45743446006,229242.9993374452,0.837999232210713
GNB,Guinea-Bissau,cows,feedlot,0,632745.2200611989,0
GNB,Guinea-Bissau,cows,grassland,394043.3349386774,632745.2200611989,0.6227519741683163
GNB,Guinea-Bissau,cows,mixed,238701.88512252155,632745.2200611989,0.3772480258316837
GNB,Guinea-Bissau,goats,grassland,0,0,0
GNB,Guinea-Bissau,goats,mixed,0,0,0
GNB,Guinea-Bissau,sheep,grassland,277394.76180790015,427003.2112749363,0.6496315589282369
GNB,Guinea-Bissau,sheep,mixed,149608.44946703612,427003.2112749363,0.35036844107176307
GNQ,Equatorial Guinea,cows,feedlot,0,0,0
GNQ,Equatorial Guinea,cows,grassland,0,0,0
GNQ,Equatorial Guinea,cows,mixed,0,0,0
GNQ,Equatorial Guinea,goats,grassland,0,0,0
GNQ,Equatorial Guinea,goats,mixed,0,0,0
GNQ,Equatorial Guinea,sheep,grassland,27817.976041728263,27817.976041728263,1
GNQ,Equatorial Guinea,sheep,mixed,0,27817.976041728263,0
GRC,Greece,cows,feedlot,0,661882.703400864,0
GRC,Greece,cows,grassland,173831.79430884728,661882.703400864,0.26263232656733654
GRC,Greece,cows,mixed,488050.9090920167,661882.703400864,0.7373676734326634
GRC,Greece,goats,grassland,1799339.9045849699,4704588.469795442,0.3824648885098352
GRC,Greece,goats,mixed,2905248.5652104723,4704588.469795442,0.6175351114901648
GRC,Greece,sheep,grassland,3022895.8090176843,8792695.946683127,0.3437962403508349
GRC,Greece,sheep,mixed,5769800.137665444,8792695.946683127,0.6562037596491652
GRD,Grenada,cows,feedlot,0,0,0
GRD,Grenada,cows,grassland,0,0,0
GRD,Grenada,cows,mixed,0,0,0
GRD,Grenada,goats,grassland,0,0,0
GRD,Grenada,goats,mixed,0,0,0
GRD,Grenada,sheep,grassland,0,0,0
GRD,Grenada,sheep,mixed,0,0,0
GRL,Greenland,cows,feedlot,0,0,0
GRL,Greenland,cows,grassland,0,0,0
GRL,Greenland,cows,mixed,0,0,0
GRL,Greenland,goats,grassland,0,0,0
GRL,Greenland,goats,mixed,0,0,0
GRL,Greenland,sheep,grassland,0,0,0
GRL,Greenland,sheep,mixed,0,0,0
GTM,Guatemala,cows,feedlot,0,3235861.9234840632,0
GTM,Guatemala,cows,grassland,1458272.6924251905,3235861.9234840632,0.4506597397873712
GTM,Guatemala,cows,mixed,1777589.2310588728,3235861.9234840632,0.5493402602126288
GTM,Guatemala,goats,grassland,81445.83038509177,126733.09096712813,0.6426563872431478
GTM,Guatemala,goats,mixed,45287.26058203635,126733.09096712813,0.35734361275685217
GTM,Guatemala,sheep,grassland,448234.92968976946,600697.4129563587,0.7461908775064663
GTM,Guatemala,sheep,mixed,152462.48326658926,600697.4129563587,0.2538091224935337
GUF,French Guiana,cows,feedlot,0,12071.32084142826,0
GUF,French Guiana,cows,grassland,12071.32084142826,12071.32084142826,1
GUF,French Guiana,cows,mixed,0,12071.32084142826,0
GUF,French Guiana,goats,grassland,0,0,0
GUF,French Guiana,goats,mixed,0,0,0
GUF,French Guiana,sheep,grassland,0,0,0
GUF,French Guiana,sheep,mixed,0,0,0
GUM,Guam,cows,feedlot,0,0,0
GUM,Guam,cows,grassland,0,0,0
GUM,Guam,cows,mixed,0,0,0
GUM,Guam,goats,grassland,0,0,0
GUM,Guam,goats,mixed,0,0,0
GUM,Guam,sheep,grassland,48827.00938263076,265609.1932104357,0.18383026879625475
GUM,Guam,sheep,mixed,216782.18382780495,265609.1932104357,0.8161697312037454
GUY,Guyana,cows,feedlot,0,106139.99223559901,0
GUY,Guyana,cows,grassland,106139.99223559901,106139.99223559901,1
GUY,Guyana,cows,mixed,0,106139.99223559901,0
GUY,Guyana,goats,grassland,74106.54988130173,74106.54988130173,1
GUY,Guyana,goats,mixed,0,74106.54988130173,0
GUY,Guyana,sheep,grassland,119651.72672365574,119651.72672365574,1
GUY,Guyana,sheep,mixed,0,119651.72672365574,0
HKG,Hong Kong SAR China,cows,feedlot,0,0,0
HKG,Hong Kong SAR China,cows,grassland,0,0,0
HKG,Hong Kong SAR China,cows,mixed,0,0,0
HKG,Hong Kong SAR China,goats,grassland,0,25441.547570253846,0
HKG,Hong Kong SAR China,goats,mixed,25441.547570253846,25441.547570253846,1
HKG,Hong Kong SAR China,sheep,grassland,0,25502.713776381563,0
HKG,Hong Kong SAR China,sheep,mixed,25502.713776381563,25502.713776381563,1
HND,Honduras,cows,feedlot,0,2645180.5379393795,0
HND,Honduras,cows,grassland,1357934.8832877052,2645180.5379393795,0.5133618911114284
HND,Honduras,cows,mixed,1287245.6546516742,2645180.5379393795,0.4866381088885716
HND,Honduras,goats,grassland,15289.594618078672,15289.594618078672,1
HND,Honduras,goats,mixed,0,15289.594618078672,0
HND,Honduras,sheep,grassland,10940.723658051484,10940.723658051484,1
HND,Honduras,sheep,mixed,0,10940.723658051484,0
HRV,Croatia,cows,feedlot,0,445384.7416747679,0
HRV,Croatia,cows,grassland,156305.3447806378,445384.7416747679,0.35094454334669645
HRV,Croatia,cows,mixed,289079.39689413016,445384.7416747679,0.6490554566533037
HRV,Croatia,goats,grassland,30661.52136087343,72844.084600165,0.42091985271243254
HRV,Croatia,goats,mixed,42182.56323929157,72844.084600165,0.5790801472875674
HRV,Croatia,sheep,grassland,274935.99236400647,641972.560423787,0.42826751377428385
HRV,Croatia,sheep,mixed,367036.5680597805,641972.560423787,0.5717324862257162
HTI,Haiti,cows,feedlot,0,1348592.9720437452,0
HTI,Haiti,cows,grassland,186973.08390701527,1348592.9720437452,0.13864308044232512
HTI,Haiti,cows,mixed,1161619.8881367298,1348592.9720437452,0.8613569195576748
HTI,Haiti,goats,grassland,302618.44344703836,1838641.3027945017,0.16458808087640406
HTI,Haiti,goats,mixed,1536022.8593474634,1838641.3027945017,0.835411919123596
HTI,Haiti,sheep,grassland,38288.14366065306,149375.17368990154,0.2563220026116128
HTI,Haiti,sheep,mixed,111087.03002924846,149375.17368990154,0.743677997388387
HUN,Hungary,cows,feedlot,0,698584.9465361238,0
HUN,Hungary,cows,grassland,69019.20857770676,698584.9465361238,0.09879859123780559
HUN,Hungary,cows,mixed,629565.737958417,698584.9465361238,0.9012014087621945
HUN,Hungary,goats,grassland,0,52424.27018459182,0
HUN,Hungary,goats,mixed,52424.27018459182,52424.27018459182,1
HUN,Hungary,sheep,grassland,64890.74739831542,1223394.2061067135,0.05304156834682211
HUN,Hungary,sheep,mixed,1158503.458708398,1223394.2061067135,0.9469584316531778
IDN,Indonesia,cows,feedlot,424057.31864090625,12836522.78314474,0.03303521723170417
IDN,Indonesia,cows,grassland,2234324.095783963,12836522.78314474,0.1740599174347891
IDN,Indonesia,cows,mixed,10178141.368719872,12836522.78314474,0.7929048653335068
IDN,Indonesia,goats,grassland,2477301.293662701,16336658.124158798,0.1516406400155516
IDN,Indonesia,goats,mixed,13859356.830496097,16336658.124158798,0.8483593599844484
IDN,Indonesia,sheep,grassland,1296179.486698744,9681957.873802602,0.13387576186485384
IDN,Indonesia,sheep,mixed,8385778.3871038575,9681957.873802602,0.866124238135146
IMN,Isle of Man,cows,feedlot,0,16631.555179962063,0
IMN,Isle of Man,cows,grassland,16631.555179962063,16631.555179962063,1
IMN,Isle of Man,cows,mixed,0,16631.555179962063,0
IMN,Isle of Man,goats,grassland,0,0,0
IMN,Isle of Man,goats,mixed,0,0,0
IMN,Isle of Man,sheep,grassland,16395.913013737594,16395.913013737594,1
IMN,Isle of Man,sheep,mixed,0,16395.913013737594,0
IND,India,cows,feedlot,0,209246944.19870642,0
IND,India,cows,grassland,35409345.33232382,209246944.19870642,0.16922275958638694
IND,India,cows,mixed,173837598.8663826,209246944.19870642,0.8307772404136131
IND,India,goats,grassland,21845371.506625853,154576785.86048323,0.14132375301387679
IND,India,goats,mixed,132731414.35385738,154576785.86048323,0.8586762469861232
IND,India,sheep,grassland,8518471.147503197,75395450.64448784,0.1129838879492921
IND,India,sheep,mixed,66876979.496984646,75395450.64448784,0.88701611205070785
IRL,Ireland,cows,feedlot,0,6389367.625175946,0
IRL,Ireland,cows,grassland,4021261.7780704275,6389367.625175946,0.6293677268193959
IRL,Ireland,cows,mixed,2368105.847105519,6389367.625175946,0.3706322731806041
IRL,Ireland,goats,grassland,0,0,0
IRL,Ireland,goats,mixed,0,0,0
IRL,Ireland,sheep,grassland,2825990.9812205774,4542081.750763935,0.6221796824210116
IRL,Ireland,sheep,mixed,1716090.769543358,4542081.750763935,0.3778203175789885
IRN,Iran,cows,feedlot,0,8458158.706493016,0
IRN,Iran,cows,grassland,3877415.688043878,8458158.706493016,0.4584231417964916
IRN,Iran,cows,mixed,4580743.018449138,8458158.706493016,0.5415768582035083
IRN,Iran,goats,grassland,15979372.4636886,23674991.301317226,0.6749473425487401
IRN,Iran,goats,mixed,7695618.837628625,23674991.301317226,0.3250526574512599
IRN,Iran,sheep,grassland,27285309.79163406,51642390.525910854,0.5283510215884378
IRN,Iran,sheep,mixed,24357080.734276794,51642390.525910854,0.4716489784115622
IRQ,Iraq,cows,feedlot,0,2560965.7361049326,0
IRQ,Iraq,cows,grassland,910299.0412102803,2560965.7361049326,0.35545147222265755
IRQ,Iraq,cows,mixed,1650666.6948946523,2560965.7361049326,0.6445485277773424
IRQ,Iraq,goats,grassland,513078.10671412025,1546655.641567781,0.3317338992110966
IRQ,Iraq,goats,mixed,1033577.5348536609,1546655.641567781,0.6682661007889034
IRQ,Iraq,sheep,grassland,3944611.181508281,7932024.250227438,0.49730195686116
IRQ,Iraq,sheep,mixed,3987413.068719158,7932024.250227438,0.50269804313884
ISL,Iceland,cows,feedlot,0,69213.2229215002,0
ISL,Iceland,cows,grassland,69213.2229215002,69213.2229215002,1
ISL,Iceland,cows,mixed,0,69213.2229215002,0
ISL,Iceland,goats,grassland,0,0,0
ISL,Iceland,goats,mixed,0,0,0
ISL,Iceland,sheep,grassland,476465.2789416793,476465.2789416793,1
ISL,Iceland,sheep,mixed,0,476465.2789416793,0
ISR,Israel,cows,feedlot,0,401604.89734452585,0
ISR,Israel,cows,grassland,0,401604.89734452585,0
ISR,Israel,cows,mixed,401604.89734452585,401604.89734452585,1
ISR,Israel,goats,grassland,20240.866285470478,119142.77854982806,0.1698874789713362
ISR,Israel,goats,mixed,98901.91226435758,119142.77854982806,0.8301125210286638
ISR,Israel,sheep,grassland,155449.7902476411,462104.60105967236,0.3363952444774892
ISR,Israel,sheep,mixed,306654.81081203127,462104.60105967236,0.6636047555225109
ITA,Italy,cows,feedlot,0,6024086.051867405,0
ITA,Italy,cows,grassland,1217555.0999995084,6024086.051867405,0.20211449330510123
ITA,Italy,cows,mixed,4806530.951867896,6024086.051867405,0.7978855066948987
ITA,Italy,goats,grassland,521289.0685106672,947305.0251883464,0.5502863963030522
ITA,Italy,goats,mixed,426015.9566776792,947305.0251883464,0.44971360369694785
ITA,Italy,sheep,grassland,2175879.791934851,7985146.508172955,0.27249090416910887
ITA,Italy,sheep,mixed,5809266.716238104,7985146.508172955,0.7275090958308911
JAM,Jamaica,cows,feedlot,0,154941.32598030218,0
JAM,Jamaica,cows,grassland,34378.947929321694,154941.32598030218,0.22188365635706717
JAM,Jamaica,cows,mixed,120562.3780509805,154941.32598030218,0.7781163436429329
JAM,Jamaica,goats,grassland,112660.23213238896,481321.67431687604,0.23406432359873242
JAM,Jamaica,goats,mixed,368661.44218448707,481321.67431687604,0.7659356764012676
JAM,Jamaica,sheep,grassland,0,0,0
JAM,Jamaica,sheep,mixed,0,0,0
JEY,Jersey,cows,feedlot,0,0,0
JEY,Jersey,cows,grassland,0,0,0
JEY,Jersey,cows,mixed,0,0,0
JEY,Jersey,goats,grassland,0,0,0
JEY,Jersey,goats,mixed,0,0,0
JEY,Jersey,sheep,grassland,0,0,0
JEY,Jersey,sheep,mixed,0,0,0
JOR,Jordan,cows,feedlot,0,66032.79598890357,0
JOR,Jordan,cows,grassland,44213.037177794075,66032.79598890357,0.669561791465317
JOR,Jordan,cows,mixed,21819.758811109492,66032.79598890357,0.3304382085346829
JOR,Jordan,goats,grassland,502992.0870177651,743827.8588824542,0.6762210920326016
JOR,Jordan,goats,mixed,240835.7718646891,743827.8588824542,0.32377890796739833
JOR,Jordan,sheep,grassland,1627736.0641643358,2126890.6285066553,0.7653125376302077
JOR,Jordan,sheep,mixed,499154.5643423197,2126890.6285066553,0.23468746236979235
JPN,Japan,cows,feedlot,466457.8954158745,4157287.233075376,0.11220246984734074
JPN,Japan,cows,grassland,2434764.3474784615,4157287.233075376,0.5856618056379355
JPN,Japan,cows,mixed,1256064.99018104,4157287.233075376,0.30213572451472376
JPN,Japan,goats,grassland,0,0,0
JPN,Japan,goats,mixed,0,0,0
JPN,Japan,sheep,grassland,0,0,0
JPN,Japan,sheep,mixed,0,0,0
KAZ,Kazakhstan,cows,feedlot,0,6064753.138733537,0
KAZ,Kazakhstan,cows,grassland,3863688.63267111,6064753.138733537,0.6370726960006057
KAZ,Kazakhstan,cows,mixed,2201064.506062427,6064753.138733537,0.36292730399939427
KAZ,Kazakhstan,goats,grassland,2077537.6240707382,2713086.208508431,0.7657469996918759
KAZ,Kazakhstan,goats,mixed,635548.5844376929,2713086.208508431,0.23425300030812415
KAZ,Kazakhstan,sheep,grassland,10870153.130251812,14428064.266061326,0.75340343165932
KAZ,Kazakhstan,sheep,mixed,3557911.135809514,14428064.266061326,0.24659656834067994
KEN,Kenya,cows,feedlot,0,17796960.900893316,0
KEN,Kenya,cows,grassland,7798197.378133146,17796960.900893316,0.4381757886393804
KEN,Kenya,cows,mixed,9998763.52276017,17796960.900893316,0.5618242113606197
KEN,Kenya,goats,grassland,18743944.762421113,28791041.96799469,0.6510339147592384
KEN,Kenya,goats,mixed,10047097.205573577,28791041.96799469,0.3489660852407615
KEN,Kenya,sheep,grassland,11320385.82336509,17339035.169084914,0.6528844144424523
KEN,Kenya,sheep,mixed,6018649.345719822,17339035.169084914,0.3471155855575476
KGZ,Kyrgyzstan,cows,feedlot,0,1410308.1666901296,0
KGZ,Kyrgyzstan,cows,grassland,1002908.174214682,1410308.1666901296,0.7111269706169397
KGZ,Kyrgyzstan,cows,mixed,407399.99247544754,1410308.1666901296,0.2888730293830602
KGZ,Kyrgyzstan,goats,grassland,797270.6608807913,947126.1412903899,0.8417787516608595
KGZ,Kyrgyzstan,goats,mixed,149855.48040959868,947126.1412903899,0.15822124833914053
KGZ,Kyrgyzstan,sheep,grassland,3078815.0444096234,4040304.4612956257,0.7620255042419064
KGZ,Kyrgyzstan,sheep,mixed,961489.4168860022,4040304.4612956257,0.2379744957580935
KHM,Cambodia,cows,feedlot,0,3393051.838004819,0
KHM,Cambodia,cows,grassland,746433.5362745689,3393051.838004819,0.2199888395202021
KHM,Cambodia,cows,mixed,2646618.3017302505,3393051.838004819,0.780011160479798
KHM,Cambodia,goats,grassland,0,0,0
KHM,Cambodia,goats,mixed,0,0,0
KHM,Cambodia,sheep,grassland,0,10550.75211194191,0
KHM,Cambodia,sheep,mixed,10550.75211194191,10550.75211194191,1
KIR,Kiribati,cows,feedlot,0,15053.675874830747,0
KIR,Kiribati,cows,grassland,15053.675874830747,15053.675874830747,1
KIR,Kiribati,cows,mixed,0,15053.675874830747,0
KIR,Kiribati,goats,grassland,17159.728104397152,17159.728104397152,1
KIR,Kiribati,goats,mixed,0,17159.728104397152,0
KIR,Kiribati,sheep,grassland,0,0,0
KIR,Kiribati,sheep,mixed,0,0,0
KNA,St. Kitts & Nevis,cows,feedlot,0,0,0
KNA,St. Kitts & Nevis,cows,grassland,0,0,0
KNA,St. Kitts & Nevis,cows,mixed,0,0,0
KNA,St. Kitts & Nevis,goats,grassland,0,0,0
KNA,St. Kitts & Nevis,goats,mixed,0,0,0
KNA,St. Kitts & Nevis,sheep,grassland,0,0,0
KNA,St. Kitts & Nevis,sheep,mixed,0,0,0
KOR,South Korea,cows,feedlot,0,3181145.337773808,0
KOR,South Korea,cows,grassland,1494667.9329974474,3181145.337773808,0.4698521363514402
KOR,South Korea,cows,mixed,1686477.4047763604,3181145.337773808,0.5301478636485598
KOR,South Korea,goats,grassland,106718.38507519223,250240.30417718913,0.42646361634705937
KOR,South Korea,goats,mixed,143521.9191019969,250240.30417718913,0.5735363836529406
KOR,South Korea,sheep,grassland,0,0,0
