iso3c,country,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,year,fao_rgn_animal_headcount,fao_allocated_headcount
SMR,San Marino,cows,feedlot,meat,0,0,0,NA,NA,0
STP,São Tomé & Príncipe,cows,grassland,meat,0,0,0,2016,680,0
STP,São Tomé & Príncipe,cows,grassland,milk,0,0,0,2016,289,0
STP,São Tomé & Príncipe,cows,mixed,meat,0,0,0,2016,680,0
STP,São Tomé & Príncipe,cows,mixed,milk,0,0,0,2016,289,0
STP,São Tomé & Príncipe,cows,feedlot,meat,0,0,0,2016,680,0
SAU,Saudi Arabia,cows,grassland,meat,361922.0461725142,399151.46120551083,0.9067286014172241,2016,104762,94990.70174167123
SAU,Saudi Arabia,cows,grassland,milk,0,0,0,2016,256600,0
SAU,Saudi Arabia,cows,mixed,meat,37229.41503299664,399151.46120551083,0.09327139858277597,2016,104762,9771.298258328776
SAU,Saudi Arabia,cows,mixed,milk,0,0,0,2016,256600,0
SAU,Saudi Arabia,cows,feedlot,meat,0,399151.46120551083,0,2016,104762,0
SEN,Senegal,cows,grassland,meat,427682.16072618746,2211172.5958039863,0.19341871436801225,2016,2898798,560681.7823725651
SEN,Senegal,cows,grassland,milk,365942.2609137497,1078812.144341751,0.33920851079872977,2016,641790,217700.63014551677
SEN,Senegal,cows,mixed,meat,1783490.435077799,2211172.5958039863,0.8065812856319878,2016,2898798,2338116.217627435
SEN,Senegal,cows,mixed,milk,712869.8834280014,1078812.144341751,0.6607914892012703,2016,641790,424089.36985448323
SEN,Senegal,cows,feedlot,meat,0,2211172.5958039863,0,2016,2898798,0
SRB,Serbia,cows,grassland,meat,198477.4330094955,936260.0226442792,0.21198964839803336,2016,466527,98898.89469818931
SRB,Serbia,cows,grassland,milk,0,0,0,2016,426224,0
SRB,Serbia,cows,mixed,meat,737782.5896347837,936260.0226442792,0.7880103516019666,2016,466527,367628.1053018107
SRB,Serbia,cows,mixed,milk,0,0,0,2016,426224,0
SRB,Serbia,cows,feedlot,meat,0,936260.0226442792,0,2016,466527,0
SYC,Seychelles,cows,grassland,meat,0,0,0,2016,130,0
SYC,Seychelles,cows,grassland,milk,0,0,0,2016,140,0
SYC,Seychelles,cows,mixed,meat,0,0,0,2016,130,0
SYC,Seychelles,cows,mixed,milk,0,0,0,2016,140,0
SYC,Seychelles,cows,feedlot,meat,0,0,0,2016,130,0
SLE,Sierra Leone,cows,grassland,meat,48357.858772019594,348945.66538603127,0.13858277539720204,2016,573979,79543.60283971063
SLE,Sierra Leone,cows,grassland,milk,41267.806831708964,164028.59464458568,0.2515891020167998,2016,126021,31705.510225259128
SLE,Sierra Leone,cows,mixed,meat,300587.8066140117,348945.66538603127,0.861417224602798,2016,573979,494435.3971602894
SLE,Sierra Leone,cows,mixed,milk,122760.78781287673,164028.59464458568,0.7484108979832004,2016,126021,94315.4897747409
SLE,Sierra Leone,cows,feedlot,meat,0,348945.66538603127,0,2016,573979,0
SGP,Singapore,cows,grassland,meat,0,0,0,2016,162,0
SGP,Singapore,cows,grassland,milk,0,0,0,2016,12,0
SGP,Singapore,cows,mixed,meat,0,0,0,2016,162,0
SGP,Singapore,cows,mixed,milk,0,0,0,2016,12,0
SGP,Singapore,cows,feedlot,meat,0,0,0,2016,162,0
SVK,Slovakia,cows,grassland,meat,207719.376661353,451366.71932668623,0.4602009137297774,2016,318357,146508.18229227074
SVK,Slovakia,cows,grassland,milk,0,10515.580190534574,0,2016,139229,0
SVK,Slovakia,cows,mixed,meat,243647.34266533324,451366.71932668623,0.53979908627022255,2016,318357,171848.81770772923
SVK,Slovakia,cows,mixed,milk,10515.580190534574,10515.580190534574,1,2016,139229,139229
SVK,Slovakia,cows,feedlot,meat,0,451366.71932668623,0,2016,318357,0
SVN,Slovenia,cows,grassland,meat,233122.69720728532,309156.90454820055,0.7540594881682134,2016,371354,280023.00716921873
SVN,Slovenia,cows,grassland,milk,116728.74024809265,154801.42078604997,0.7540547086413546,2016,112838,85086.02521367317
SVN,Slovenia,cows,mixed,meat,76034.20734091522,309156.90454820055,0.24594051183178656,2016,371354,91330.99283078127
SVN,Slovenia,cows,mixed,milk,38072.680537957334,154801.42078604997,0.24594529135864546,2016,112838,27751.974786326835
SVN,Slovenia,cows,feedlot,meat,0,309156.90454820055,0,2016,371354,0
SLB,Solomon Islands,cows,grassland,meat,0,0,0,2016,12916,0
SLB,Solomon Islands,cows,grassland,milk,0,0,0,2016,2256,0
SLB,Solomon Islands,cows,mixed,meat,0,0,0,2016,12916,0
SLB,Solomon Islands,cows,mixed,milk,0,0,0,2016,2256,0
SLB,Solomon Islands,cows,feedlot,meat,0,0,0,2016,12916,0
SOM,Somalia,cows,grassland,meat,2773663.845548561,3526572.4624349345,0.7865041410870302,2016,3650000,2870740.11496766
SOM,Somalia,cows,grassland,milk,700175.3113501254,700175.3113501254,1,2016,1200000,1200000
SOM,Somalia,cows,mixed,meat,752908.6168863735,3526572.4624349345,0.21349585891296988,2016,3650000,779259.8850323401
SOM,Somalia,cows,mixed,milk,0,700175.3113501254,0,2016,1200000,0
SOM,Somalia,cows,feedlot,meat,0,3526572.4624349345,0,2016,3650000,0
ZAF,South Africa,cows,grassland,meat,1501005.3278094726,3824847.946616252,0.3924352938362882,2016,12390272,4862380.033031534
ZAF,South Africa,cows,grassland,milk,5297692.610470836,9710456.601194598,0.5455657574144458,2016,1010000,551021.4149885903
ZAF,South Africa,cows,mixed,meat,1279682.638740988,3824847.946616252,0.33457085264607483,2016,12390272,4145423.867556787
ZAF,South Africa,cows,mixed,milk,4412763.990723763,9710456.601194598,0.45443424258555426,2016,1010000,458978.5850114098
ZAF,South Africa,cows,feedlot,meat,1044159.9800657914,3824847.946616252,0.2729938535176369,2016,12390272,3382468.099411678
SSD,South Sudan,cows,grassland,meat,5382041.464333558,7371710.11763373,0.7300940186808591,2016,4449800,3248772.364326087
SSD,South Sudan,cows,grassland,milk,0,0,0,2016,7381000,0
SSD,South Sudan,cows,mixed,meat,1989668.6533001717,7371710.11763373,0.2699059813191409,2016,4449800,1201027.6356739132
SSD,South Sudan,cows,mixed,milk,0,0,0,2016,7381000,0
SSD,South Sudan,cows,feedlot,meat,0,7371710.11763373,0,2016,4449800,0
ESP,Spain,cows,grassland,meat,983201.5565483978,2116768.629373593,0.4644822976422099,2016,5438386,2526034.0247452273
ESP,Spain,cows,grassland,milk,2019671.169409329,3899437.7422320815,0.517939072993956,2016,818671,424021.69882703497
ESP,Spain,cows,mixed,meat,928019.002253532,2116768.629373593,0.4384130553409406,2016,5438386,2384259.4223833964
ESP,Spain,cows,mixed,milk,1879766.5728227526,3899437.7422320815,0.482060927006044,2016,818671,394649.3011729651
ESP,Spain,cows,feedlot,meat,205548.0705716632,2116768.629373593,0.09710464701684958,2016,5438386,528092.5528713765
LKA,Sri Lanka,cows,grassland,meat,203908.19949104078,712085.9940490011,0.2863533354048937,2016,660750,189207.96636878353
LKA,Sri Lanka,cows,grassland,milk,102020.96087337556,389530.9818396034,0.261907179735923,2016,284400,74486.4019168965
LKA,Sri Lanka,cows,mixed,meat,508177.79455796035,712085.9940490011,0.7136466645951063,2016,660750,471542.0336312165
LKA,Sri Lanka,cows,mixed,milk,287510.02096622786,389530.9818396034,0.7380928202640771,2016,284400,209913.5980831035
LKA,Sri Lanka,cows,feedlot,meat,0,712085.9940490011,0,2016,660750,0
SDN,Sudan,cows,grassland,meat,12613109.870546687,34143062.29555287,0.36941940829336634,2016,22681936,8379147.376068004
SDN,Sudan,cows,grassland,milk,0,0,0,2016,7877738,0
SDN,Sudan,cows,mixed,meat,21529952.425006185,34143062.29555287,0.6305805917066337,2016,22681936,14302788.623931997
SDN,Sudan,cows,mixed,milk,0,0,0,2016,7877738,0
SDN,Sudan,cows,feedlot,meat,0,34143062.29555287,0,2016,22681936,0
SUR,Suriname,cows,grassland,meat,0,0,0,2016,34063,0
SUR,Suriname,cows,grassland,milk,50568.7676823402,50568.7676823402,1,2016,1700,1700
SUR,Suriname,cows,mixed,meat,0,0,0,2016,34063,0
SUR,Suriname,cows,mixed,milk,0,50568.7676823402,0,2016,1700,0
SUR,Suriname,cows,feedlot,meat,0,0,0,2016,34063,0
SJM,Svalbard & Jan Mayen,cows,grassland,meat,0,0,0,NA,NA,0
SJM,Svalbard & Jan Mayen,cows,grassland,milk,0,0,0,NA,NA,0
SJM,Svalbard & Jan Mayen,cows,mixed,meat,0,0,0,NA,NA,0
SJM,Svalbard & Jan Mayen,cows,mixed,milk,0,0,0,NA,NA,0
SJM,Svalbard & Jan Mayen,cows,feedlot,meat,0,0,0,NA,NA,0
SWZ,Swaziland,cows,grassland,meat,326721.61271857005,460589.4029777432,0.7093554706345644,2016,472057,334856.21540134057
SWZ,Swaziland,cows,grassland,milk,134923.86812542353,147853.01222145383,0.9125540704124102,2016,132319,120748.24204289971
SWZ,Swaziland,cows,mixed,meat,133867.7902591731,460589.4029777432,0.29064452936543556,2016,472057,137200.7845986594
SWZ,Swaziland,cows,mixed,milk,12929.14409603029,147853.01222145383,0.08744592958758969,2016,132319,11570.75795710028
SWZ,Swaziland,cows,feedlot,meat,0,460589.4029777432,0,2016,472057,0
SWE,Sweden,cows,grassland,meat,697501.3285691398,962215.1856439379,0.7248912083032185,2016,1109928,804577.0490495748
SWE,Sweden,cows,grassland,milk,340289.1951218236,469433.5804946837,0.7248931675557397,2016,326122,236403.60958961296
SWE,Sweden,cows,mixed,meat,264713.8570747981,962215.1856439379,0.27510879169678154,2016,1109928,305350.95095042535
SWE,Sweden,cows,mixed,milk,129144.38537286015,469433.5804946837,0.2751068324442604,2016,326122,89718.39041038709
SWE,Sweden,cows,feedlot,meat,0,962215.1856439379,0,2016,1109928,0
CHE,Switzerland,cows,grassland,meat,1087571.8253269456,1550034.2406814408,0.7016437423013423,2016,990223,694783.771432862
CHE,Switzerland,cows,grassland,milk,0,0,0,2016,565173,0
CHE,Switzerland,cows,mixed,meat,462462.4153544951,1550034.2406814408,0.29835625769865765,2016,990223,295439.22856713785
CHE,Switzerland,cows,mixed,milk,0,0,0,2016,565173,0
CHE,Switzerland,cows,feedlot,meat,0,1550034.2406814408,0,2016,990223,0
SYR,Syria,cows,grassland,meat,411763.2370459605,995150.7582931011,0.4137697063631078,2016,589337,243849.79743891486
SYR,Syria,cows,grassland,milk,0,0,0,2016,559942,0
SYR,Syria,cows,mixed,meat,583387.5212471406,995150.7582931011,0.5862302936368922,2016,589337,345487.2025610851
SYR,Syria,cows,mixed,milk,0,0,0,2016,559942,0
SYR,Syria,cows,feedlot,meat,0,995150.7582931011,0,2016,589337,0
TJK,Tajikistan,cows,grassland,meat,1190567.4624919035,1806196.182922013,0.6591573350386762,2016,1109612,731408.8888469356
TJK,Tajikistan,cows,grassland,milk,0,0,0,2016,1168460,0
TJK,Tajikistan,cows,mixed,meat,615628.7204301096,1806196.182922013,0.3408426649613238,2016,1109612,378203.11115306447
TJK,Tajikistan,cows,mixed,milk,0,0,0,2016,1168460,0
TJK,Tajikistan,cows,feedlot,meat,0,1806196.182922013,0,2016,1109612,0
THA,Thailand,cows,grassland,meat,144354.81261897305,886821.0431023347,0.16277783859749392,2016,4480000,729244.7169167728
THA,Thailand,cows,grassland,milk,850870.6492393158,5556399.446296436,0.1531334558400864,2016,220000,33689.360284819006
THA,Thailand,cows,mixed,meat,742466.2304833616,886821.0431023347,0.837222161402506,2016,4480000,3750755.283083227
THA,Thailand,cows,mixed,milk,4705528.79705712,5556399.446296436,0.8468665441599136,2016,220000,186310.639715181
THA,Thailand,cows,feedlot,meat,0,886821.0431023347,0,2016,4480000,0
MKD,Macedonia,cows,grassland,meat,83287.90979332873,257978.78327260222,0.3228479053074674,2016,122436,39528.206134225074
MKD,Macedonia,cows,grassland,milk,0,0,0,2016,132332,0
MKD,Macedonia,cows,mixed,meat,174690.8734792735,257978.78327260222,0.6771520946925327,2016,122436,82907.79386577493
MKD,Macedonia,cows,mixed,milk,0,0,0,2016,132332,0
MKD,Macedonia,cows,feedlot,meat,0,257978.78327260222,0,2016,122436,0
TLS,Timor-Leste,cows,grassland,meat,0,0,0,2016,213832,0
TLS,Timor-Leste,cows,grassland,milk,0,134255.67202937952,0,2016,16166,0
TLS,Timor-Leste,cows,mixed,meat,0,0,0,2016,213832,0
TLS,Timor-Leste,cows,mixed,milk,134255.67202937952,134255.67202937952,1,2016,16166,16166
TLS,Timor-Leste,cows,feedlot,meat,0,0,0,2016,213832,0
TGO,Togo,cows,grassland,meat,32143.535718273313,181575.68593708155,0.17702555026784525,2016,375517,66476.10355993045
TGO,Togo,cows,grassland,milk,35982.91402530072,131219.08148405357,0.2742201333704165,2016,66145,18138.2907217862
TGO,Togo,cows,mixed,meat,149432.15021880824,181575.68593708155,0.8229744497321547,2016,375517,309040.89644006954
TGO,Togo,cows,mixed,milk,95236.16745875285,131219.08148405357,0.7257798666295835,2016,66145,48006.7092782138
TGO,Togo,cows,feedlot,meat,0,181575.68593708155,0,2016,375517,0
TKL,Tokelau,cows,grassland,meat,0,0,0,NA,NA,0
TKL,Tokelau,cows,grassland,milk,0,0,0,NA,NA,0
TKL,Tokelau,cows,mixed,meat,0,0,0,NA,NA,0
TKL,Tokelau,cows,mixed,milk,0,0,0,NA,NA,0
TKL,Tokelau,cows,feedlot,meat,0,0,0,NA,NA,0
TON,Tonga,cows,grassland,meat,0,0,0,2016,11685,0
TON,Tonga,cows,grassland,milk,0,0,0,2016,206,0
TON,Tonga,cows,mixed,meat,0,0,0,2016,11685,0
TON,Tonga,cows,mixed,milk,0,0,0,2016,206,0
TON,Tonga,cows,feedlot,meat,0,0,0,2016,11685,0
TTO,Trinidad & Tobago,cows,grassland,meat,12806.246184640086,27156.553697828465,0.47157111050008227,2016,29905,14102.33405950496
TTO,Trinidad & Tobago,cows,grassland,milk,0,0,0,2016,5200,0
TTO,Trinidad & Tobago,cows,mixed,meat,14350.307513188382,27156.553697828465,0.5284288894999177,2016,29905,15802.66594049504
TTO,Trinidad & Tobago,cows,mixed,milk,0,0,0,2016,5200,0
TTO,Trinidad & Tobago,cows,feedlot,meat,0,27156.553697828465,0,2016,29905,0
TUN,Tunisia,cows,grassland,meat,138335.41497136024,628264.5315373085,0.2201865743285962,2016,196518,43270.62521390707
TUN,Tunisia,cows,grassland,milk,0,0,0,2016,449582,0
TUN,Tunisia,cows,mixed,meat,489929.11656594824,628264.5315373085,0.7798134256714038,2016,196518,153247.37478609293
TUN,Tunisia,cows,mixed,milk,0,0,0,2016,449582,0
TUN,Tunisia,cows,feedlot,meat,0,628264.5315373085,0,2016,196518,0
TUR,Turkey,cows,grassland,meat,1586076.02453791,10605198.102195907,0.14955647308554262,2016,8562357,1280555.9142193075
TUR,Turkey,cows,grassland,milk,0,0,0,2016,5431714,0
TUR,Turkey,cows,mixed,meat,9019122.077657998,10605198.102195907,0.8504435269144573,2016,8562357,7281801.085780692
TUR,Turkey,cows,mixed,milk,0,0,0,2016,5431714,0
TUR,Turkey,cows,feedlot,meat,0,10605198.102195907,0,2016,8562357,0
TKM,Turkmenistan,cows,grassland,meat,1750205.2821916821,2226662.5584145943,0.7860217865422077,2016,1357543,1067058.3741678682
TKM,Turkmenistan,cows,grassland,milk,0,0,0,2016,1046198,0
TKM,Turkmenistan,cows,mixed,meat,476457.27622291236,2226662.5584145943,0.21397821345779247,2016,1357543,290484.62583213195
TKM,Turkmenistan,cows,mixed,milk,0,0,0,2016,1046198,0
TKM,Turkmenistan,cows,feedlot,meat,0,2226662.5584145943,0,2016,1357543,0
TCA,Turks & Caicos Islands,cows,grassland,meat,0,0,0,NA,NA,0
TCA,Turks & Caicos Islands,cows,grassland,milk,0,0,0,NA,NA,0
TCA,Turks & Caicos Islands,cows,mixed,meat,0,0,0,NA,NA,0
TCA,Turks & Caicos Islands,cows,mixed,milk,0,0,0,NA,NA,0
TCA,Turks & Caicos Islands,cows,feedlot,meat,0,0,0,NA,NA,0
TUV,Tuvalu,cows,grassland,meat,0,0,0,NA,NA,0
TUV,Tuvalu,cows,grassland,milk,0,0,0,NA,NA,0
TUV,Tuvalu,cows,mixed,meat,0,0,0,NA,NA,0
TUV,Tuvalu,cows,mixed,milk,0,0,0,NA,NA,0
TUV,Tuvalu,cows,feedlot,meat,0,0,0,NA,NA,0
UGA,Uganda,cows,grassland,meat,1721905.769459481,11012032.844713325,0.15636584032585193,2016,10862388,1698506.42756545
UGA,Uganda,cows,grassland,milk,526322.82669112,601213.8546107888,0.8754336292397131,2016,3942936,3451778.7723399177
UGA,Uganda,cows,mixed,meat,9290127.075253844,11012032.844713325,0.8436341596741481,2016,10862388,9163881.57243455
UGA,Uganda,cows,mixed,milk,74891.02791966875,601213.8546107888,0.12456637076028693,2016,3942936,491157.2276600827
UGA,Uganda,cows,feedlot,meat,0,11012032.844713325,0,2016,10862388,0
UKR,Ukraine,cows,grassland,meat,565775.7430624049,4792218.81062985,0.11806133346988051,2016,1609500,190019.7162197727
UKR,Ukraine,cows,grassland,milk,0,0,0,2016,2140500,0
UKR,Ukraine,cows,mixed,meat,4226443.067567445,4792218.81062985,0.8819386665301195,2016,1609500,1419480.2837802274
UKR,Ukraine,cows,mixed,milk,0,0,0,2016,2140500,0
UKR,Ukraine,cows,feedlot,meat,0,4792218.81062985,0,2016,1609500,0
ARE,United Arab Emirates,cows,grassland,meat,80321.56581373874,80321.56581373874,1,2016,67984,67984
ARE,United Arab Emirates,cows,grassland,milk,0,0,0,2016,40400,0
ARE,United Arab Emirates,cows,mixed,meat,0,80321.56581373874,0,2016,67984,0
ARE,United Arab Emirates,cows,mixed,milk,0,0,0,2016,40400,0
ARE,United Arab Emirates,cows,feedlot,meat,0,80321.56581373874,0,2016,67984,0
GBR,United Kingdom,cows,grassland,meat,2553503.1897427374,5062764.157912792,0.5043693741395731,2016,8132000,4101531.7505030083
GBR,United Kingdom,cows,grassland,milk,2408805.072762031,4775875.3591571385,0.5043693337062182,2016,1901000,958806.1033755208
GBR,United Kingdom,cows,mixed,meat,2509260.9681700543,5062764.157912792,0.49563062586042694,2016,8132000,4030468.2494969917
GBR,United Kingdom,cows,mixed,milk,2367070.2863951074,4775875.3591571385,0.4956306662937819,2016,1901000,942193.8966244793
GBR,United Kingdom,cows,feedlot,meat,0,5062764.157912792,0,2016,8132000,0
TZA,Tanzania,cows,grassland,meat,6488004.184115568,16714634.049279563,0.38816310096811335,2016,19877983,7715899.52227144
TZA,Tanzania,cows,grassland,milk,347015.7296899875,347015.7296899875,1,2016,6819500,6819500
TZA,Tanzania,cows,mixed,meat,10226629.865163995,16714634.049279563,0.6118368990318866,2016,19877983,12162083.477728559
TZA,Tanzania,cows,mixed,milk,0,347015.7296899875,0,2016,6819500,0
TZA,Tanzania,cows,feedlot,meat,0,16714634.049279563,0,2016,19877983,0
USA,United States,cows,grassland,meat,10189228.940403674,45637138.45220056,0.2232661662403674,2016,82607600,18443482.154317774
USA,United States,cows,grassland,milk,27623512.486567102,47527638.49567138,0.5812094469848936,2016,9310400,5411292.435208154
USA,United States,cows,mixed,meat,8996007.793590687,45637138.45220056,0.1971203300358748,2016,82607600,16283637.375471532
USA,United States,cows,mixed,milk,19904126.009104278,47527638.49567138,0.4187905530151064,2016,9310400,3899107.564791847
USA,United States,cows,feedlot,meat,26451901.718206204,45637138.45220056,0.5796135037237579,2016,82607600,47880480.4702107
VIR,U.S. Virgin Islands,cows,grassland,meat,0,0,0,2016,7285,0
VIR,U.S. Virgin Islands,cows,grassland,milk,0,0,0,2016,817,0
VIR,U.S. Virgin Islands,cows,mixed,meat,0,0,0,2016,7285,0
VIR,U.S. Virgin Islands,cows,mixed,milk,0,0,0,2016,817,0
VIR,U.S. Virgin Islands,cows,feedlot,meat,0,0,0,2016,7285,0
URY,Uruguay,cows,grassland,meat,1008517.1666950143,2287652.609849499,0.4408524101748836,2016,11226000,4949009.156623243
URY,Uruguay,cows,grassland,milk,5061039.142393053,9500632.089126604,0.5327055184239131,2016,767000,408585.13263114134
URY,Uruguay,cows,mixed,meat,933695.4287161538,2287652.609849499,0.40814563570365703,2016,11226000,4581842.906409253
URY,Uruguay,cows,mixed,milk,4439592.946733551,9500632.089126604,0.46729448157608683,2016,767000,358414.8673688586
URY,Uruguay,cows,feedlot,meat,345440.014438331,2287652.609849499,0.15100195412145945,2016,11226000,1695147.9369675037
UZB,Uzbekistan,cows,grassland,meat,3981836.753420328,8065197.717373034,0.49370603089409154,2016,6929409,3421091.013831796
UZB,Uzbekistan,cows,grassland,milk,0,0,0,2016,4707791,0
UZB,Uzbekistan,cows,mixed,meat,4083360.9639527067,8065197.717373034,0.5062939691059085,2016,6929409,3508317.9861682043
UZB,Uzbekistan,cows,mixed,milk,0,0,0,2016,4707791,0
UZB,Uzbekistan,cows,feedlot,meat,0,8065197.717373034,0,2016,6929409,0
VUT,Vanuatu,cows,grassland,meat,28575.52155001846,28575.52155001846,1,2016,158448,158448
VUT,Vanuatu,cows,grassland,milk,83389.01547758728,96554.80216269137,0.8636444134293786,2016,15897,13729.355240286832
VUT,Vanuatu,cows,mixed,meat,0,28575.52155001846,0,2016,158448,0
VUT,Vanuatu,cows,mixed,milk,13165.786685104084,96554.80216269137,0.13635558657062138,2016,15897,2167.6447597131682
VUT,Vanuatu,cows,feedlot,meat,0,28575.52155001846,0,2016,158448,0
VEN,Venezuela,cows,grassland,meat,1693812.5378011768,4971113.254379248,0.34073102967610547,2016,14715101,5013891.5155178895
VEN,Venezuela,cows,grassland,milk,5454522.615694609,15788391.241995655,0.34547678304209267,2016,1859267,642333.5819763226
VEN,Venezuela,cows,mixed,meat,3277300.716578071,4971113.254379248,0.6592689703238944,2016,14715101,9701209.48448211
VEN,Venezuela,cows,mixed,milk,10333868.626301046,15788391.241995655,0.6545232169579074,2016,1859267,1216933.4180236775
VEN,Venezuela,cows,feedlot,meat,0,4971113.254379248,0,2016,14715101,0
VNM,Vietnam,cows,grassland,meat,35120.38017441532,342619.7310045907,0.10250542218172702,2016,5213567,534418.88640772
VNM,Vietnam,cows,grassland,milk,510436.4656134138,5286676.108738068,0.096551491923203,2016,282990,27323.10669934722
VNM,Vietnam,cows,mixed,meat,307499.3508301754,342619.7310045907,0.897494577818273,2016,5213567,4679148.11359228
VNM,Vietnam,cows,mixed,milk,4776239.643124654,5286676.108738068,0.903448508076797,2016,282990,255666.8933006528
VNM,Vietnam,cows,feedlot,meat,0,342619.7310045907,0,2016,5213567,0
WLF,Wallis & Futuna,cows,grassland,meat,0,0,0,2016,39,0
WLF,Wallis & Futuna,cows,grassland,milk,0,0,0,2016,21,0
WLF,Wallis & Futuna,cows,mixed,meat,0,0,0,2016,39,0
WLF,Wallis & Futuna,cows,mixed,milk,0,0,0,2016,21,0
WLF,Wallis & Futuna,cows,feedlot,meat,0,0,0,2016,39,0
ESH,Western Sahara,cows,grassland,meat,0,0,0,NA,NA,0
ESH,Western Sahara,cows,grassland,milk,0,0,0,NA,NA,0
ESH,Western Sahara,cows,mixed,meat,0,0,0,NA,NA,0
ESH,Western Sahara,cows,mixed,milk,0,0,0,NA,NA,0
ESH,Western Sahara,cows,feedlot,meat,0,0,0,NA,NA,0
YEM,Yemen,cows,grassland,meat,712939.1563345781,1266649.2783626667,0.5628544290146033,2016,1299073,731188.9916632877
YEM,Yemen,cows,grassland,milk,131167.35411239893,328078.6618258096,0.3998045876633118,2016,398204,159203.78602588142
YEM,Yemen,cows,mixed,meat,553710.1220280885,1266649.2783626667,0.43714557098539664,2016,1299073,567884.0083367121
YEM,Yemen,cows,mixed,milk,196911.30771341067,328078.6618258096,0.6001954123366882,2016,398204,239000.21397411858
YEM,Yemen,cows,feedlot,meat,0,1266649.2783626667,0,2016,1299073,0
ZMB,Zambia,cows,grassland,meat,512895.809223451,686201.1226489248,0.7474423930458352,2016,3595612,2687512.837744321
ZMB,Zambia,cows,grassland,milk,1728006.3278648974,2253777.416952175,0.7667156103648036,2016,270000,207013.21479849698
ZMB,Zambia,cows,mixed,meat,173305.31342547378,686201.1226489248,0.2525576069541648,2016,3595612,908099.1622556783
ZMB,Zambia,cows,mixed,milk,525771.0890872775,2253777.416952175,0.23328438963519632,2016,270000,62986.78520150301
ZMB,Zambia,cows,feedlot,meat,0,686201.1226489248,0,2016,3595612,0
ZWE,Zimbabwe,cows,grassland,meat,1386027.969302923,2877605.4414406586,0.48166018500750923,2016,4553905,2193434.724806621
ZWE,Zimbabwe,cows,grassland,milk,1139234.6173468456,1712200.386964275,0.6653629014572905,2016,989980,658695.9651846885
ZWE,Zimbabwe,cows,mixed,meat,1491577.4721377355,2877605.4414406586,0.5183398149924907,2016,4553905,2360470.2751933783
ZWE,Zimbabwe,cows,mixed,milk,572965.7696174294,1712200.386964275,0.33463709854270945,2016,989980,331284.0348153115
ZWE,Zimbabwe,cows,feedlot,meat,0,2877605.4414406586,0,2016,4553905,0
PSE,Palestinian Territories,cows,feedlot,meat,0,32248.327156734602,0,2016,8961,0
PSE,Palestinian Territories,cows,grassland,meat,12573.358823379001,32248.327156734602,0.38989181554346874,2016,8961,3493.8205590850234
PSE,Palestinian Territories,cows,grassland,milk,0,0,0,2016,13859,0
PSE,Palestinian Territories,cows,mixed,meat,19674.968333355602,32248.327156734602,0.6101081844565313,2016,8961,5467.179440914977
PSE,Palestinian Territories,cows,mixed,milk,0,0,0,2016,13859,0
ALA,Åland,cows,grassland,milk,NA,NA,0,NA,NA,NA
ALA,Åland,cows,grassland,meat,NA,NA,0.3096607683843592,NA,NA,NA
ALA,Åland,cows,mixed,milk,NA,NA,0,NA,NA,NA
ALA,Åland,cows,mixed,meat,NA,NA,0.13707688072981158,NA,NA,NA
ALA,Åland,cows,feedlot,meat,NA,NA,0,NA,NA,NA
IOT,British Indian Ocean Territory,cows,grassland,milk,NA,NA,0.7160392559110471,NA,NA,NA
IOT,British Indian Ocean Territory,cows,grassland,meat,NA,NA,0.43963028248262637,NA,NA,NA
IOT,British Indian Ocean Territory,cows,mixed,milk,NA,NA,0,NA,NA,NA
IOT,British Indian Ocean Territory,cows,mixed,meat,NA,NA,0.29022088898462484,NA,NA,NA
IOT,British Indian Ocean Territory,cows,feedlot,meat,NA,NA,0,NA,NA,NA
CXR,Christmas Island,cows,grassland,milk,NA,NA,0,NA,NA,NA
CXR,Christmas Island,cows,grassland,meat,NA,NA,0.36904342023620706,NA,NA,NA
CXR,Christmas Island,cows,mixed,milk,NA,NA,0,NA,NA,NA
CXR,Christmas Island,cows,mixed,meat,NA,NA,0.2440875039707201,NA,NA,NA
CXR,Christmas Island,cows,feedlot,meat,NA,NA,0,NA,NA,NA
CCK,Cocos Islands,cows,grassland,milk,NA,NA,0,NA,NA,NA
CCK,Cocos Islands,cows,grassland,meat,NA,NA,0.36904342023620706,NA,NA,NA
CCK,Cocos Islands,cows,mixed,milk,NA,NA,0,NA,NA,NA
CCK,Cocos Islands,cows,mixed,meat,NA,NA,0.2440875039707201,NA,NA,NA
CCK,Cocos Islands,cows,feedlot,meat,NA,NA,0,NA,NA,NA
CUW,Curaçao,cows,grassland,milk,NA,NA,0,NA,NA,NA
CUW,Curaçao,cows,grassland,meat,NA,NA,0,NA,NA,NA
CUW,Curaçao,cows,mixed,milk,NA,NA,0,NA,NA,NA
CUW,Curaçao,cows,mixed,meat,NA,NA,0,NA,NA,NA
CUW,Curaçao,cows,feedlot,meat,NA,NA,0,NA,NA,NA
GIB,Gibraltar,cows,grassland,milk,NA,NA,0,NA,NA,NA
GIB,Gibraltar,cows,grassland,meat,NA,NA,0.2927406585610482,NA,NA,NA
GIB,Gibraltar,cows,mixed,milk,NA,NA,0,NA,NA,NA
GIB,Gibraltar,cows,mixed,meat,NA,NA,0.6267629036107395,NA,NA,NA
GIB,Gibraltar,cows,feedlot,meat,NA,NA,0,NA,NA,NA
