iso3c,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,ID_0,Country,gf_prop,year,fao_product,fao_rgn_animal_headcount,fao_allocated_headcount
DMA,sheep,grassland,milk,0,0,0.5,66,Dominica,0.5,2016,meat and milk,7961,3980.5
DMA,sheep,mixed,meat,0,0,0,66,Dominica,0,2016,meat and milk,7961,0
DMA,sheep,mixed,milk,0,0,0,66,Dominica,0,2016,meat and milk,7961,0
DMA,goats,grassland,meat,0,0,0.5,66,Dominica,0.5,2016,meat and milk,9705,4852.5
DMA,goats,grassland,milk,0,0,0.5,66,Dominica,0.5,2016,meat and milk,9705,4852.5
DMA,goats,mixed,meat,0,0,0,66,Dominica,0,2016,meat and milk,9705,0
DMA,goats,mixed,milk,0,0,0,66,Dominica,0,2016,meat and milk,9705,0
DOM,sheep,grassland,meat,0,238029.08977627842,0,67,Dominican Republic,NA,2016,meat and milk,249000,0
DOM,sheep,grassland,milk,90496.35820805369,238029.08977627842,0.38019033006894437,67,Dominican Republic,NA,2016,meat and milk,249000,94667.39218716715
DOM,sheep,mixed,meat,0,238029.08977627842,0,67,Dominican Republic,NA,2016,meat and milk,249000,0
DOM,sheep,mixed,milk,147532.73156822473,238029.08977627842,0.6198096699310556,67,Dominican Republic,NA,2016,meat and milk,249000,154332.60781283284
DOM,goats,grassland,meat,0,247901.11651660225,0,67,Dominican Republic,NA,2016,meat and milk,226079,0
DOM,goats,grassland,milk,126962.10167455554,247901.11651660225,0.5121481639880098,67,Dominican Republic,NA,2016,meat and milk,226079,115785.94476624526
DOM,goats,mixed,meat,0,247901.11651660225,0,67,Dominican Republic,NA,2016,meat and milk,226079,0
DOM,goats,mixed,milk,120939.01484204672,247901.11651660225,0.48785183601199017,67,Dominican Republic,NA,2016,meat and milk,226079,110293.05523375473
ECU,sheep,grassland,meat,227945.00917745073,793902.7086111667,0.28711957612062056,68,Ecuador,NA,2016,meat and milk,478486,137382.69749965126
ECU,sheep,grassland,milk,82344.87926205003,793902.7086111667,0.10372162529348473,68,Ecuador,NA,2016,meat and milk,478486,49629.345600178334
ECU,sheep,mixed,meat,355271.6955417011,793902.7086111667,0.44750029403880537,68,Ecuador,NA,2016,meat and milk,478486,214122.62569345182
ECU,sheep,mixed,milk,128341.12462996479,793902.7086111667,0.1616585045470893,68,Ecuador,NA,2016,meat and milk,478486,77351.33120671858
ECU,goats,grassland,meat,70092.93706749282,129367.85047475892,0.5418110976588323,68,Ecuador,NA,2016,meat and milk,36379,19710.54592173066
ECU,goats,grassland,milk,0,129367.85047475892,0,68,Ecuador,NA,2016,meat and milk,36379,0
ECU,goats,mixed,meat,59274.913407266096,129367.85047475892,0.45818890234116766,68,Ecuador,NA,2016,meat and milk,36379,16668.454078269337
ECU,goats,mixed,milk,0,129367.85047475892,0,68,Ecuador,NA,2016,meat and milk,36379,0
EGY,sheep,grassland,meat,1658353.9062068942,5473197.735113334,0.30299543091010844,69,Egypt,NA,2016,meat and milk,5556337,1683544.7235967792
EGY,sheep,grassland,milk,570012.0789475117,5473197.735113334,0.10414607813099748,69,Egypt,NA,2016,meat and milk,5556337,578670.7073241521
EGY,sheep,mixed,meat,2414810.2015106855,5473197.735113334,0.4412064607164575,69,Egypt,NA,2016,meat and milk,5556337,2451491.7823178996
EGY,sheep,mixed,milk,830021.548448243,5473197.735113334,0.15165203024243662,69,Egypt,NA,2016,meat and milk,5556337,842629.7867611696
EGY,goats,grassland,meat,1458217.8278819576,4075058.604539642,0.35783971947237603,69,Egypt,NA,2016,meat and milk,4259861,1524347.4652313152
EGY,goats,grassland,milk,75520.56166840676,4075058.604539642,0.01853238664697395,69,Egypt,NA,2016,meat and milk,4259861,78945.3911143651
EGY,goats,mixed,meat,2416189.129672028,4075058.604539642,0.5929213206849044,69,Egypt,NA,2016,meat and milk,4259861,2525762.410054118
EGY,goats,mixed,milk,125131.0853172495,4075058.604539642,0.03070657319574561,69,Egypt,NA,2016,meat and milk,4259861,130805.7336002021
SLV,sheep,grassland,meat,0,0,3.915362080414758e-5,70,El Salvador,3.915362080414758e-5,2016,meat and milk,5266,0.20618296715464116
SLV,sheep,grassland,milk,0,0,3.915362080414758e-5,70,El Salvador,3.915362080414758e-5,2016,meat and milk,5266,0.20618296715464116
SLV,sheep,mixed,meat,0,0,0.49996084637919586,70,El Salvador,0.49996084637919586,2016,meat and milk,5266,2632.7938170328453
SLV,sheep,mixed,milk,0,0,0.49996084637919586,70,El Salvador,0.49996084637919586,2016,meat and milk,5266,2632.7938170328453
SLV,goats,grassland,meat,0,0,5.955957270389766e-4,70,El Salvador,5.955957270389766e-4,2016,meat and milk,14529,8.653410318149291
SLV,goats,grassland,milk,0,0,5.955957270389766e-4,70,El Salvador,5.955957270389766e-4,2016,meat and milk,14529,8.653410318149291
SLV,goats,mixed,meat,0,0,0.499404404272961,70,El Salvador,0.499404404272961,2016,meat and milk,14529,7255.846589681851
SLV,goats,mixed,milk,0,0,0.499404404272961,70,El Salvador,0.499404404272961,2016,meat and milk,14529,7255.846589681851
GNQ,sheep,grassland,meat,0,27817.976041728263,NA,71,Equatorial Guinea,NA,2016,meat and milk,40208,NA
GNQ,sheep,grassland,milk,27817.976041728263,27817.976041728263,NA,71,Equatorial Guinea,NA,2016,meat and milk,40208,NA
GNQ,sheep,mixed,meat,0,27817.976041728263,NA,71,Equatorial Guinea,NA,2016,meat and milk,40208,NA
GNQ,sheep,mixed,milk,0,27817.976041728263,NA,71,Equatorial Guinea,NA,2016,meat and milk,40208,NA
GNQ,goats,grassland,meat,0,0,0.0023676895376001706,71,Equatorial Guinea,0.0023676895376001706,2016,meat and milk,9569,22.656421185296033
GNQ,goats,grassland,milk,0,0,0.0023676895376001706,71,Equatorial Guinea,0.0023676895376001706,2016,meat and milk,9569,22.656421185296033
GNQ,goats,mixed,meat,0,0,0.4976323104623998,71,Equatorial Guinea,0.4976323104623998,2016,meat and milk,9569,4761.8435788147035
GNQ,goats,mixed,milk,0,0,0.4976323104623998,71,Equatorial Guinea,0.4976323104623998,2016,meat and milk,9569,4761.8435788147035
ERI,sheep,grassland,meat,243535.11070195347,1803623.6385135283,0.13502545958128215,72,Eritrea,NA,2016,meat and milk,2413999,325951.32440375554
ERI,sheep,grassland,milk,793334.2468502468,1803623.6385135283,0.439855760320418,72,Eritrea,NA,2016,meat and milk,2413999,1061811.3655577288
ERI,sheep,mixed,meat,180917.0049495463,1803623.6385135283,0.10030751487524892,72,Eritrea,NA,2016,meat and milk,2413999,242142.240601336
ERI,sheep,mixed,milk,585837.2760117817,1803623.6385135283,0.32481126522305087,72,Eritrea,NA,2016,meat and milk,2413999,784094.0694371796
ERI,goats,grassland,meat,284147.9514650531,1747888.551358036,0.16256640118403548,72,Eritrea,NA,2016,meat and milk,1805997,293594.4328391645
ERI,goats,grassland,milk,866728.8858332457,1747888.551358036,0.495871939409314,72,Eritrea,NA,2016,meat and milk,1805997,895543.2349574029
ERI,goats,mixed,meat,148489.82584171515,1747888.551358036,0.08495382942255945,72,Eritrea,NA,2016,meat and milk,1805997,153426.3610756541
ERI,goats,mixed,milk,448521.88821802207,1747888.551358036,0.25660782998409104,72,Eritrea,NA,2016,meat and milk,1805997,463432.97112777847
EST,sheep,grassland,meat,0,74876.73144573142,NA,73,Estonia,NA,2016,meat and milk,85900,NA
EST,sheep,grassland,milk,28593.581178724588,74876.73144573142,NA,73,Estonia,NA,2016,meat and milk,85900,NA
EST,sheep,mixed,meat,0,74876.73144573142,NA,73,Estonia,NA,2016,meat and milk,85900,NA
EST,sheep,mixed,milk,46283.15026700684,74876.73144573142,NA,73,Estonia,NA,2016,meat and milk,85900,NA
EST,goats,grassland,meat,0,0,0,73,Estonia,0,2016,meat and milk,5000,0
EST,goats,grassland,milk,0,0,0,73,Estonia,0,2016,meat and milk,5000,0
EST,goats,mixed,meat,0,0,0.5,73,Estonia,0.5,2016,meat and milk,5000,2500
EST,goats,mixed,milk,0,0,0.5,73,Estonia,0.5,2016,meat and milk,5000,2500
ETH,sheep,grassland,meat,2241165.08361517,26418606.91950499,0.08483282598676717,74,Ethiopia,NA,2016,meat and milk,30697942,2604193.1718378714
ETH,sheep,grassland,milk,8308689.331748122,26418606.91950499,0.3145014177720997,74,Ethiopia,NA,2016,meat and milk,30697942,9654546.281685686
ETH,sheep,mixed,meat,3415052.9242407475,26418606.91950499,0.12926695698399587,74,Ethiopia,NA,2016,meat and milk,30697942,3968229.5480112
ETH,sheep,mixed,milk,12453699.579900948,26418606.91950499,0.47139879925713724,74,Ethiopia,NA,2016,meat and milk,30697942,14470972.998465242
ETH,goats,grassland,meat,1168863.2832628111,22219806.85580568,0.05260456541535625,74,Ethiopia,NA,2016,meat and milk,30200226,1588669.7641755426
ETH,goats,grassland,milk,10122786.892982313,22219806.85580568,0.4555749273012871,74,Ethiopia,NA,2016,meat and milk,30200226,13758465.764432441
ETH,goats,mixed,meat,1184168.9877981036,22219806.85580568,0.05329339698957371,74,Ethiopia,NA,2016,meat and milk,30200226,1609472.6333928455
ETH,goats,mixed,milk,9743987.691762453,22219806.85580568,0.438527110293783,74,Ethiopia,NA,2016,meat and milk,30200226,13243617.837999173
FLK,sheep,grassland,meat,0,680858.9456297763,NA,75,Falkland Islands,NA,2016,meat and milk,697835,NA
FLK,sheep,grassland,milk,668461.0483329492,680858.9456297763,NA,75,Falkland Islands,NA,2016,meat and milk,697835,NA
FLK,sheep,mixed,meat,0,680858.9456297763,NA,75,Falkland Islands,NA,2016,meat and milk,697835,NA
FLK,sheep,mixed,milk,12397.897296827205,680858.9456297763,NA,75,Falkland Islands,NA,2016,meat and milk,697835,NA
FLK,goats,grassland,meat,0,0,0,75,Falkland Islands,0,NA,NA,NA,0
FLK,goats,grassland,milk,0,0,0,75,Falkland Islands,0,NA,NA,NA,0
FLK,goats,mixed,meat,0,0,0.5,75,Falkland Islands,0.5,NA,NA,NA,0
FLK,goats,mixed,milk,0,0,0.5,75,Falkland Islands,0.5,NA,NA,NA,0
FRO,sheep,grassland,meat,0,65484.805947875786,NA,76,Faroe Islands,NA,2016,meat and milk,70285,NA
FRO,sheep,grassland,milk,65484.805947875786,65484.805947875786,NA,76,Faroe Islands,NA,2016,meat and milk,70285,NA
FRO,sheep,mixed,meat,0,65484.805947875786,NA,76,Faroe Islands,NA,2016,meat and milk,70285,NA
FRO,sheep,mixed,milk,0,65484.805947875786,NA,76,Faroe Islands,NA,2016,meat and milk,70285,NA
FRO,goats,grassland,meat,0,0,0,76,Faroe Islands,0,NA,NA,NA,0
FRO,goats,grassland,milk,0,0,0,76,Faroe Islands,0,NA,NA,NA,0
FRO,goats,mixed,meat,0,0,0.5,76,Faroe Islands,0.5,NA,NA,NA,0
FRO,goats,mixed,milk,0,0,0.5,76,Faroe Islands,0.5,NA,NA,NA,0
FSM,sheep,grassland,meat,0,28996.768424168644,NA,146,Micronesia,NA,NA,NA,NA,0
FSM,sheep,grassland,milk,0,28996.768424168644,NA,146,Micronesia,NA,NA,NA,NA,0
FSM,sheep,mixed,meat,0,28996.768424168644,NA,146,Micronesia,NA,NA,NA,NA,0
FSM,sheep,mixed,milk,28996.768424168644,28996.768424168644,NA,146,Micronesia,NA,NA,NA,NA,NA
FSM,goats,grassland,meat,0,0,0,146,Micronesia,0,2016,meat and milk,4551,0
FSM,goats,grassland,milk,0,0,0,146,Micronesia,0,2016,meat and milk,4551,0
FSM,goats,mixed,meat,0,0,0,146,Micronesia,0,2016,meat and milk,4551,0
FSM,goats,mixed,milk,0,0,0,146,Micronesia,0,2016,meat and milk,4551,0
FJI,sheep,grassland,meat,0,0,0.31545842735572177,77,Fiji,0.31545842735572177,2016,meat and milk,21613,6818.002990439215
FJI,sheep,grassland,milk,0,0,0.31545842735572177,77,Fiji,0.31545842735572177,2016,meat and milk,21613,6818.002990439215
FJI,sheep,mixed,meat,0,0,0.1845415726442782,77,Fiji,0.1845415726442782,2016,meat and milk,21613,3988.4970095607846
FJI,sheep,mixed,milk,0,0,0.1845415726442782,77,Fiji,0.1845415726442782,2016,meat and milk,21613,3988.4970095607846
FJI,goats,grassland,meat,0,214507.0928857764,NA,77,Fiji,NA,2016,meat and milk,264941,NA
FJI,goats,grassland,milk,109564.42041100291,214507.0928857764,NA,77,Fiji,NA,2016,meat and milk,264941,NA
FJI,goats,mixed,meat,0,214507.0928857764,NA,77,Fiji,NA,2016,meat and milk,264941,NA
FJI,goats,mixed,milk,104942.67247477348,214507.0928857764,NA,77,Fiji,NA,2016,meat and milk,264941,NA
FIN,sheep,grassland,meat,0,123908.45532709036,NA,78,Finland,NA,2016,meat and milk,156496,NA
FIN,sheep,grassland,milk,113824.56060847938,123908.45532709036,NA,78,Finland,NA,2016,meat and milk,156496,NA
FIN,sheep,mixed,meat,0,123908.45532709036,NA,78,Finland,NA,2016,meat and milk,156496,NA
FIN,sheep,mixed,milk,10083.894718610973,123908.45532709036,NA,78,Finland,NA,2016,meat and milk,156496,NA
FIN,goats,grassland,meat,0,0,0,78,Finland,0,2016,meat and milk,4799,0
FIN,goats,grassland,milk,0,0,0,78,Finland,0,2016,meat and milk,4799,0
FIN,goats,mixed,meat,0,0,0.5,78,Finland,0.5,2016,meat and milk,4799,2399.5
FIN,goats,mixed,milk,0,0,0.5,78,Finland,0.5,2016,meat and milk,4799,2399.5
FRA,sheep,grassland,meat,850237.1368751558,7823708.97055775,0.10867443306937613,79,France,NA,2016,meat and milk,7003559,761107.8037929268
FRA,sheep,grassland,milk,1119702.889585693,7823708.97055775,0.14311663353012855,79,France,NA,2016,meat and milk,7003559,1002325.7868096336
FRA,sheep,mixed,meat,2526519.070622951,7823708.97055775,0.3229311161919199,79,France,NA,2016,meat and milk,7003559,2261667.125185966
FRA,sheep,mixed,milk,3327249.8734739507,7823708.97055775,0.42527781720857544,79,France,NA,2016,meat and milk,7003559,2978458.2842114735
FRA,goats,grassland,meat,277854.76845720084,1428945.0932081798,0.19444747721788133,79,France,NA,2016,meat and milk,1234184,239983.96522267367
FRA,goats,grassland,milk,0,1428945.0932081798,0,79,France,NA,2016,meat and milk,1234184,0
FRA,goats,mixed,meat,1151090.324750979,1428945.0932081798,0.8055525227821186,79,France,NA,2016,meat and milk,1234184,994200.0347773263
FRA,goats,mixed,milk,0,1428945.0932081798,0,79,France,NA,2016,meat and milk,1234184,0
GUF,sheep,grassland,meat,0,0,4.186554876555095e-5,80,French Guiana,4.186554876555095e-5,2016,meat and milk,1114,0.04663822132482376
GUF,sheep,grassland,milk,0,0,4.186554876555095e-5,80,French Guiana,4.186554876555095e-5,2016,meat and milk,1114,0.04663822132482376
GUF,sheep,mixed,meat,0,0,0.49995813445123444,80,French Guiana,0.49995813445123444,2016,meat and milk,1114,556.9533617786751
GUF,sheep,mixed,milk,0,0,0.49995813445123444,80,French Guiana,0.49995813445123444,2016,meat and milk,1114,556.9533617786751
GUF,goats,grassland,meat,0,0,0.09551694977667594,80,French Guiana,0.09551694977667594,2016,meat and milk,1617,154.450907788885
GUF,goats,grassland,milk,0,0,0.09551694977667594,80,French Guiana,0.09551694977667594,2016,meat and milk,1617,154.450907788885
GUF,goats,mixed,meat,0,0,0.4044830502233241,80,French Guiana,0.4044830502233241,2016,meat and milk,1617,654.0490922111151
GUF,goats,mixed,milk,0,0,0.4044830502233241,80,French Guiana,0.4044830502233241,2016,meat and milk,1617,654.0490922111151
PYF,sheep,grassland,meat,0,0,0,81,French Polynesia,0,2016,meat and milk,441,0
PYF,sheep,grassland,milk,0,0,0,81,French Polynesia,0,2016,meat and milk,441,0
PYF,sheep,mixed,meat,0,0,0,81,French Polynesia,0,2016,meat and milk,441,0
PYF,sheep,mixed,milk,0,0,0,81,French Polynesia,0,2016,meat and milk,441,0
PYF,goats,grassland,meat,0,0,0,81,French Polynesia,0,2016,meat and milk,16754,0
PYF,goats,grassland,milk,0,0,0,81,French Polynesia,0,2016,meat and milk,16754,0
PYF,goats,mixed,meat,0,0,0,81,French Polynesia,0,2016,meat and milk,16754,0
PYF,goats,mixed,milk,0,0,0,81,French Polynesia,0,2016,meat and milk,16754,0
GAB,sheep,grassland,meat,0,183130.0945012017,0,83,Gabon,NA,2016,meat and milk,215584,0
GAB,sheep,grassland,milk,169691.68572212989,183130.0945012017,0.9266182392595028,83,Gabon,NA,2016,meat and milk,215584,199764.06649252065
GAB,sheep,mixed,meat,0,183130.0945012017,0,83,Gabon,NA,2016,meat and milk,215584,0
GAB,sheep,mixed,milk,13438.408779071822,183130.0945012017,0.07338176074049718,83,Gabon,NA,2016,meat and milk,215584,15819.933507479345
GAB,goats,grassland,meat,0,81983.4491529201,0,83,Gabon,NA,2016,meat and milk,109198,0
GAB,goats,grassland,milk,81983.4491529201,81983.4491529201,1,83,Gabon,NA,2016,meat and milk,109198,109198
GAB,goats,mixed,meat,0,81983.4491529201,0,83,Gabon,NA,2016,meat and milk,109198,0
GAB,goats,mixed,milk,0,81983.4491529201,0,83,Gabon,NA,2016,meat and milk,109198,0
GMB,sheep,grassland,meat,0,229242.9993374452,0,84,Gambia,NA,2016,meat and milk,60000,0
GMB,sheep,grassland,milk,37137.541902985125,229242.9993374452,0.162000767789287,84,Gambia,NA,2016,meat and milk,60000,9720.04606735722
GMB,sheep,mixed,meat,0,229242.9993374452,0,84,Gambia,NA,2016,meat and milk,60000,0
GMB,sheep,mixed,milk,192105.45743446006,229242.9993374452,0.837999232210713,84,Gambia,NA,2016,meat and milk,60000,50279.953932642784
GMB,goats,grassland,meat,0,314216.8629802804,0,84,Gambia,NA,2016,meat and milk,349314,0
GMB,goats,grassland,milk,69333.02591006403,314216.8629802804,0.2206534215014909,84,Gambia,NA,2016,meat and milk,349314,77077.32927837179
GMB,goats,mixed,meat,0,314216.8629802804,0,84,Gambia,NA,2016,meat and milk,349314,0
GMB,goats,mixed,milk,244883.8370702164,314216.8629802804,0.7793465784985091,84,Gambia,NA,2016,meat and milk,349314,272236.6707216282
GEO,sheep,grassland,meat,68583.28745112303,686825.7681648608,0.09985543733219512,85,Georgia,NA,2016,meat and milk,841600,84038.33605877541
GEO,sheep,grassland,milk,251037.2845539497,686825.7681648608,0.3655035908520143,85,Georgia,NA,2016,meat and milk,841600,307607.8220610552
GEO,sheep,mixed,meat,78692.15534666368,686825.7681648608,0.11457367937275029,85,Georgia,NA,2016,meat and milk,841600,96425.20856010664
GEO,sheep,mixed,milk,288513.04081312433,686825.7681648608,0.42006729244304025,85,Georgia,NA,2016,meat and milk,841600,353528.63332006265
GEO,goats,grassland,meat,35400.63376409275,73983.33222626861,0.4784947189973063,85,Georgia,NA,2016,meat and milk,49800,23829.037006065853
GEO,goats,grassland,milk,0,73983.33222626861,0,85,Georgia,NA,2016,meat and milk,49800,0
GEO,goats,mixed,meat,38582.69846217586,73983.33222626861,0.5215052810026938,85,Georgia,NA,2016,meat and milk,49800,25970.96299393415
GEO,goats,mixed,milk,0,73983.33222626861,0,85,Georgia,NA,2016,meat and milk,49800,0
DEU,sheep,grassland,meat,0,2088753.3926821887,0,86,Germany,NA,2016,meat and milk,1574269,0
DEU,sheep,grassland,milk,504530.04412227136,2088753.3926821887,0.2415460082027201,86,Germany,NA,2016,meat and milk,1574269,380258.39278728794
DEU,sheep,mixed,meat,0,2088753.3926821887,0,86,Germany,NA,2016,meat and milk,1574269,0
DEU,sheep,mixed,milk,1584223.3485599174,2088753.3926821887,0.75845399179728,86,Germany,NA,2016,meat and milk,1574269,1194010.6072127123
DEU,goats,grassland,meat,0,146216.83447614402,0,86,Germany,NA,2016,meat and milk,138810,0
DEU,goats,grassland,milk,33474.21687429262,146216.83447614402,0.22893545051923622,86,Germany,NA,2016,meat and milk,138810,31778.52988657518
DEU,goats,mixed,meat,20888.286857102816,146216.83447614402,0.1428582894161263,86,Germany,NA,2016,meat and milk,138810,19830.15915385249
DEU,goats,mixed,milk,91854.33074474859,146216.83447614402,0.6282062600646375,86,Germany,NA,2016,meat and milk,138810,87201.31095957234
GHA,sheep,grassland,meat,0,3484118.860691473,0,87,Ghana,NA,2016,meat and milk,4522000,0
GHA,sheep,grassland,milk,1541518.0290184214,3484118.860691473,0.4424412859188407,87,Ghana,NA,2016,meat and milk,4522000,2000719.4949249977
GHA,sheep,mixed,meat,0,3484118.860691473,0,87,Ghana,NA,2016,meat and milk,4522000,0
GHA,sheep,mixed,milk,1942600.8316730517,3484118.860691473,0.5575587140811594,87,Ghana,NA,2016,meat and milk,4522000,2521280.505075003
GHA,goats,grassland,meat,0,4564728.6226449795,0,87,Ghana,NA,2016,meat and milk,6352000,0
GHA,goats,grassland,milk,2122344.155154285,4564728.6226449795,0.4649442125925368,87,Ghana,NA,2016,meat and milk,6352000,2953325.6383877937
GHA,goats,mixed,meat,0,4564728.6226449795,0,87,Ghana,NA,2016,meat and milk,6352000,0
GHA,goats,mixed,milk,2442384.4674906945,4564728.6226449795,0.5350557874074632,87,Ghana,NA,2016,meat and milk,6352000,3398674.3616122063
GRC,sheep,grassland,meat,3022895.8090176843,8792695.946683127,0.3437962403508349,89,Greece,NA,2016,meat and milk,8739000,3004435.344425946
GRC,sheep,grassland,milk,0,8792695.946683127,0,89,Greece,NA,2016,meat and milk,8739000,0
GRC,sheep,mixed,meat,5769800.137665444,8792695.946683127,0.6562037596491652,89,Greece,NA,2016,meat and milk,8739000,5734564.655574054
GRC,sheep,mixed,milk,0,8792695.946683127,0,89,Greece,NA,2016,meat and milk,8739000,0
GRC,goats,grassland,meat,1799339.9045849699,4704588.469795442,0.3824648885098352,89,Greece,NA,2016,meat and milk,5090000,1946746.282515061
GRC,goats,grassland,milk,0,4704588.469795442,0,89,Greece,NA,2016,meat and milk,5090000,0
GRC,goats,mixed,meat,2905248.5652104723,4704588.469795442,0.6175351114901648,89,Greece,NA,2016,meat and milk,5090000,3143253.717484939
GRC,goats,mixed,milk,0,4704588.469795442,0,89,Greece,NA,2016,meat and milk,5090000,0
GRL,sheep,grassland,meat,0,0,0,90,Greenland,0,2016,meat and milk,18190,0
GRL,sheep,grassland,milk,0,0,0,90,Greenland,0,2016,meat and milk,18190,0
GRL,sheep,mixed,meat,0,0,0,90,Greenland,0,2016,meat and milk,18190,0
GRL,sheep,mixed,milk,0,0,0,90,Greenland,0,2016,meat and milk,18190,0
GRL,goats,grassland,meat,0,0,0,90,Greenland,0,NA,NA,NA,0
GRL,goats,grassland,milk,0,0,0,90,Greenland,0,NA,NA,NA,0
GRL,goats,mixed,meat,0,0,0,90,Greenland,0,NA,NA,NA,0
GRL,goats,mixed,milk,0,0,0,90,Greenland,0,NA,NA,NA,0
GRD,sheep,grassland,meat,0,0,0,91,Grenada,0,2016,meat and milk,13625,0
GRD,sheep,grassland,milk,0,0,0,91,Grenada,0,2016,meat and milk,13625,0
GRD,sheep,mixed,meat,0,0,0.5,91,Grenada,0.5,2016,meat and milk,13625,6812.5
GRD,sheep,mixed,milk,0,0,0.5,91,Grenada,0.5,2016,meat and milk,13625,6812.5
GRD,goats,grassland,meat,0,0,0,91,Grenada,0,2016,meat and milk,7132,0
GRD,goats,grassland,milk,0,0,0,91,Grenada,0,2016,meat and milk,7132,0
GRD,goats,mixed,meat,0,0,0.5,91,Grenada,0.5,2016,meat and milk,7132,3566
GRD,goats,mixed,milk,0,0,0.5,91,Grenada,0.5,2016,meat and milk,7132,3566
GLP,sheep,grassland,meat,0,0,0.24878502987650322,92,Guadeloupe,0.24878502987650322,2016,meat and milk,1426,354.7674526038936
GLP,sheep,grassland,milk,0,0,0.24878502987650322,92,Guadeloupe,0.24878502987650322,2016,meat and milk,1426,354.7674526038936
GLP,sheep,mixed,meat,0,0,0.2512149701234968,92,Guadeloupe,0.2512149701234968,2016,meat and milk,1426,358.23254739610644
GLP,sheep,mixed,milk,0,0,0.2512149701234968,92,Guadeloupe,0.2512149701234968,2016,meat and milk,1426,358.23254739610644
GLP,goats,grassland,meat,0,11342.236603126621,NA,92,Guadeloupe,NA,2016,meat and milk,9779,NA
GLP,goats,grassland,milk,11342.236603126621,11342.236603126621,NA,92,Guadeloupe,NA,2016,meat and milk,9779,NA
GLP,goats,mixed,meat,0,11342.236603126621,NA,92,Guadeloupe,NA,2016,meat and milk,9779,NA
GLP,goats,mixed,milk,0,11342.236603126621,NA,92,Guadeloupe,NA,2016,meat and milk,9779,NA
GUM,sheep,grassland,meat,0,265609.1932104357,NA,93,Guam,NA,NA,NA,NA,0
GUM,sheep,grassland,milk,48827.00938263076,265609.1932104357,NA,93,Guam,NA,NA,NA,NA,NA
GUM,sheep,mixed,meat,0,265609.1932104357,NA,93,Guam,NA,NA,NA,NA,0
GUM,sheep,mixed,milk,216782.18382780495,265609.1932104357,NA,93,Guam,NA,NA,NA,NA,NA
GUM,goats,grassland,meat,0,0,0,93,Guam,0,2016,meat and milk,837,0
GUM,goats,grassland,milk,0,0,0,93,Guam,0,2016,meat and milk,837,0
GUM,goats,mixed,meat,0,0,0.5,93,Guam,0.5,2016,meat and milk,837,418.5
GUM,goats,mixed,milk,0,0,0.5,93,Guam,0.5,2016,meat and milk,837,418.5
GTM,sheep,grassland,meat,0,600697.4129563587,0,94,Guatemala,NA,2016,meat and milk,589300,0
GTM,sheep,grassland,milk,448234.92968976946,600697.4129563587,0.7461908775064663,94,Guatemala,NA,2016,meat and milk,589300,439730.2841145606
GTM,sheep,mixed,meat,0,600697.4129563587,0,94,Guatemala,NA,2016,meat and milk,589300,0
GTM,sheep,mixed,milk,152462.48326658926,600697.4129563587,0.2538091224935337,94,Guatemala,NA,2016,meat and milk,589300,149569.71588543942
GTM,goats,grassland,meat,19357.494517507435,126733.09096712813,0.15274222675219337,94,Guatemala,NA,2016,meat and milk,113800,17382.065404399607
GTM,goats,grassland,milk,62088.335867584334,126733.09096712813,0.48991416049095443,94,Guatemala,NA,2016,meat and milk,113800,55752.231463870616
GTM,goats,mixed,meat,10763.408067215987,126733.09096712813,0.0849297368593952,94,Guatemala,NA,2016,meat and milk,113800,9665.004054599174
GTM,goats,mixed,milk,34523.85251482037,126733.09096712813,0.272413875897457,94,Guatemala,NA,2016,meat and milk,113800,31000.69907713061
GGY,sheep,grassland,meat,0,0,0,95,Guernsey,0,NA,NA,NA,0
GGY,sheep,grassland,milk,0,0,0,95,Guernsey,0,NA,NA,NA,0
GGY,sheep,mixed,meat,0,0,0.5,95,Guernsey,0.5,NA,NA,NA,0
GGY,sheep,mixed,milk,0,0,0.5,95,Guernsey,0.5,NA,NA,NA,0
GGY,goats,grassland,meat,0,0,0,95,Guernsey,0,NA,NA,NA,0
GGY,goats,grassland,milk,0,0,0,95,Guernsey,0,NA,NA,NA,0
GGY,goats,mixed,meat,0,0,0.5,95,Guernsey,0.5,NA,NA,NA,0
GGY,goats,mixed,milk,0,0,0.5,95,Guernsey,0.5,NA,NA,NA,0
GNB,sheep,grassland,meat,108198.65548423288,427003.2112749362,NA,97,Guinea-Bissau,NA,2016,meat and milk,495590,NA
GNB,sheep,grassland,milk,169196.10632366725,427003.2112749362,NA,97,Guinea-Bissau,NA,2016,meat and milk,495590,NA
GNB,sheep,mixed,meat,58339.25469460082,427003.2112749362,NA,97,Guinea-Bissau,NA,2016,meat and milk,495590,NA
GNB,sheep,mixed,milk,91269.1947724353,427003.2112749362,NA,97,Guinea-Bissau,NA,2016,meat and milk,495590,NA
GNB,goats,grassland,meat,0,0,0.19606802245340257,97,Guinea-Bissau,0.19606802245340257,2016,meat and milk,801431,157134.99130285287
GNB,goats,grassland,milk,0,0,0.19606802245340257,97,Guinea-Bissau,0.19606802245340257,2016,meat and milk,801431,157134.99130285287
GNB,goats,mixed,meat,0,0,0.3039319775465974,97,Guinea-Bissau,0.3039319775465974,2016,meat and milk,801431,243580.5086971471
