iso3c,total_count,animal,nonmeat_count,meat_count,prop_nonmeat
MOZ,86000,sheep,0,86000,0
MMR,3752000,buffaloes,428038,3323962,0.11408262260127931
MMR,17113000,cows,3700000,13413000,0.21620989890726347
MMR,322044000,chickens,82500000,239544000,0.2561761746842046
MMR,8447697,goats,1583705,6863992,0.18747180444563766
MMR,17910000,pigs,0,17910000,0
MMR,1314303,sheep,243048,1071255,0.1849253939160148
NAM,2978501,cows,251769,2726732,0.08452876127958325
NAM,4439000,chickens,980000,3459000,0.22077044379364721
NAM,2005838,goats,0,2005838,0
NAM,87221,pigs,0,87221,0
NAM,1679176,sheep,0,1679176,0
NRU,5000,chickens,4000,1000,0.8
NRU,3034,pigs,0,3034,0
NPL,5177998,buffaloes,1509512,3668486,0.2915242531959263
NPL,7347487,cows,1029529,6317958,0.14011988044347679
NPL,70007000,chickens,12389000,57618000,0.1769680174839659
NPL,11165099,goats,1883067,9282032,0.16865654303647465
NPL,1328036,pigs,0,1328036,0
NPL,801975,sheep,320281,481694,0.39936531687396737
NLD,4030000,cows,1665000,2365000,0.413151364764268
NLD,105184000,chickens,46442000,58742000,0.4415310313355643
NLD,532870,goats,344432,188438,0.6463715352712669
NLD,12409000,pigs,0,12409000,0
NLD,798830,sheep,0,798830,0
NCL,85954,cows,307,85647,0.0035716778742117877
NCL,490000,chickens,160000,330000,0.32653061224489793
NCL,2000,goats,0,2000,0
NCL,39393,pigs,0,39393,0
NCL,2312,sheep,0,2312,0
NZL,10145902,cows,5043813,5102089,0.4971281015724378
NZL,23763000,chickens,3775000,19988000,0.1588604132474856
NZL,98812,goats,0,98812,0
NZL,273860,pigs,0,273860,0
NZL,27526537,sheep,0,27526537,0
NIC,4880169,cows,773337,4106832,0.1584652088892823
NIC,23335000,chickens,4800000,18535000,0.20569959288622242
NIC,7738,goats,0,7738,0
NIC,513782,pigs,0,513782,0
NIC,6692,sheep,0,6692,0
NER,13550559,cows,2032584,11517975,0.15000001106965402
NER,19020000,chickens,3650000,15370000,0.19190325972660358
NER,16741979,goats,5859692,10882287,0.3499999611754381
NER,42812,pigs,0,42812,0
NER,12315737,sheep,3694721,8621016,0.2999999918803073
NGA,20057095,cows,2154449,17902646,0.10741580473144291
NGA,180073000,chickens,115000000,65073000,0.6386298889894654
NGA,78038709,goats,0,78038709,0
NGA,7949306,pigs,0,7949306,0
NGA,44504420,sheep,0,44504420,0
NIU,113,cows,72,41,0.6371681415929203
NIU,18000,chickens,3000,15000,0.16666666666666666
NIU,2230,pigs,0,2230,0
MKD,638,buffaloes,0,638,0
MKD,255036,cows,137461,117575,0.5389866528646936
MKD,1840000,chickens,1466000,374000,0.7967391304347826
MKD,107466,goats,76548,30918,0.7122997040924571
MKD,202197,pigs,0,202197,0
MKD,724555,sheep,510893,213662,0.7051127933697234
NOR,885292,cows,219265,666027,0.24767534327656862
NOR,15643000,chickens,4380000,11263000,0.27999744294572654
NOR,65564,goats,33913,31651,0.5172503202977243
NOR,851998,pigs,0,851998,0
NOR,2417813,sheep,0,2417813,0
OMN,389130,cows,116739,272391,0.3
OMN,4805000,chickens,1475000,3330000,0.30697190426638915
OMN,2257090,goats,1411573,845517,0.6253950883659933
OMN,593420,sheep,450300,143120,0.7588217451383505
PAK,37700000,buffaloes,14108000,23592000,0.3742175066312997
PAK,44400000,cows,13101000,31299000,0.2950675675675676
PAK,1108000000,chickens,90470000,1017530000,0.08165162454873647
PAK,72179000,goats,6274000,65905000,0.0869227891769074
PAK,30141000,sheep,783000,29358000,0.02597790385189609
PSE,23000,cows,14000,9000,0.6086956521739131
PSE,7302000,chickens,1735000,5567000,0.2376061353053958
PSE,215000,goats,160050,54950,0.7444186046511628
PSE,748306,sheep,524333,223973,0.7006932992652738
PAN,1523000,cows,145217,1377783,0.09534931057124098
PAN,25453000,chickens,2973000,22480000,0.11680352021372727
PAN,9004,goats,0,9004,0
PAN,400700,pigs,0,400700,0
PNG,93258,cows,1780,91478,0.019086834373458577
PNG,4563000,chickens,1680000,2883000,0.36817882971729127
PNG,3036,goats,1337,1699,0.4403820816864295
PNG,2119729,pigs,0,2119729,0
PNG,7352,sheep,0,7352,0
PRY,13821526,cows,218000,13603526,0.015772498637270586
PRY,22316000,chickens,9734000,12582000,0.4361892812331959
PRY,132470,goats,0,132470,0
PRY,1316074,pigs,0,1316074,0
PRY,296339,sheep,0,296339,0
PER,5535569,cows,889114,4646455,0.16061835739017977
PER,156638000,chickens,25560000,131078000,0.16317879441770197
PER,1885990,goats,297000,1588990,0.15747697495744942
PER,3187254,pigs,0,3187254,0
PER,11338424,sheep,0,11338424,0
PHL,2881894,buffaloes,0,2881894,0
PHL,2547614,cows,5429,2542185,0.0021310135679894994
PHL,175317000,chickens,98500000,76817000,0.5618394108956918
PHL,3710348,goats,0,3710348,0
PHL,12427790,pigs,0,12427790,0
PHL,30000,sheep,0,30000,0
POL,6143083,cows,2154345,3988738,0.3506944314442764
POL,177640000,chickens,50160000,127480000,0.28236883584778205
POL,44204,goats,29452,14752,0.666274545290019
POL,11352719,pigs,0,11352719,0
POL,261224,sheep,40577,220647,0.15533411937647382
PRT,1670000,cows,239000,1431000,0.14311377245508983
PRT,10755000,chickens,7800000,2955000,0.7252440725244073
PRT,340000,goats,43269,296731,0.12726176470588235
PRT,2165000,pigs,0,2165000,0
PRT,2225000,sheep,340000,1885000,0.15280898876404495
PRI,364069,cows,85729,278340,0.23547459410166754
PRI,15192000,chickens,1168000,14024000,0.07688256977356503
PRI,2838,goats,1720,1118,0.6060606060606061
PRI,44992,pigs,0,44992,0
PRI,7102,sheep,0,7102,0
QAT,24958,cows,5300,19658,0.2123567593557176
QAT,9219000,chickens,360000,8859000,0.039049788480312396
QAT,382423,goats,125229,257194,0.32746199888605027
QAT,932472,sheep,265502,666970,0.28472919294091403
KOR,3428330,cows,205143,3223187,0.05983758856352801
KOR,170551000,chickens,72710000,97841000,0.42632409074118593
KOR,412436,goats,86010,326426,0.20854144643047648
KOR,11272978,pigs,0,11272978,0
KOR,1261,sheep,0,1261,0
MDA,182339,cows,112752,69587,0.6183646943330828
MDA,37885000,chickens,3190000,34695000,0.08420219084070213
MDA,159219,goats,118873,40346,0.7466005941501956
MDA,439007,pigs,0,439007,0
MDA,710567,sheep,534973,175594,0.7528818535057215
ROU,2049700,cows,1192543,857157,0.5818134361126018
ROU,75690000,chickens,36262000,39428000,0.4790857444840798
ROU,1483100,goats,0,1483100,0
ROU,4707700,pigs,0,4707700,0
ROU,9875500,sheep,7569635,2305865,0.7665065059996962
RUS,5662,buffaloes,0,5662,0
RUS,18346089,cows,7043569,11302520,0.38392754989905475
RUS,505768000,chickens,159494000,346274000,0.31535012100409676
RUS,2054454,goats,768023,1286431,0.37383314496211645
RUS,21924642,pigs,0,21924642,0
RUS,22662426,sheep,3780050,18882376,0.1667981177302024
RWA,1166187,cows,301464,864723,0.2585039963573595
RWA,5273000,chickens,1450000,3823000,0.2749857765977622
RWA,2923706,goats,1013378,1910328,0.3466073538173811
RWA,1716438,pigs,0,1716438,0
RWA,664703,sheep,123945,540758,0.18646673777611955
KNA,2000,cows,0,2000,0
KNA,92000,chickens,42000,50000,0.45652173913043476
KNA,3850,goats,0,3850,0
KNA,7310,pigs,0,7310,0
KNA,6039,sheep,0,6039,0
LCA,10898,cows,746,10152,0.06845292714259497
LCA,464000,chickens,68000,396000,0.14655172413793102
LCA,11112,goats,0,11112,0
LCA,16334,pigs,0,16334,0
LCA,9165,sheep,0,9165,0
VCT,3924,cows,764,3160,0.1946992864424057
VCT,250000,chickens,55000,195000,0.22
VCT,10015,goats,0,10015,0
VCT,6169,pigs,0,6169,0
VCT,10405,sheep,0,10405,0
WSM,55513,cows,2025,53488,0.0364779421036514
WSM,505000,chickens,84000,421000,0.16633663366336635
WSM,172783,pigs,0,172783,0
STP,1375,cows,388,987,0.2821818181818182
STP,284000,chickens,85000,199000,0.2992957746478873
STP,5917,goats,0,5917,0
STP,40104,pigs,0,40104,0
STP,3353,sheep,0,3353,0
SAU,364958,cows,259000,105958,0.7096707018341837
SAU,190503000,chickens,27000000,163503000,0.14173005149525203
SAU,3670440,goats,1341154,2329286,0.3653932498556031
SAU,9328455,sheep,2869922,6458533,0.30765244619821824
SEN,3587000,cows,648212,2938788,0.18071145804293282
SEN,67332000,chickens,11060000,56272000,0.16426067842927583
SEN,5886000,goats,715687,5170313,0.12159140332993544
SEN,437000,pigs,0,437000,0
SEN,6911000,sheep,820012,6090988,0.11865316162639271
SRB,898650,cows,429595,469055,0.4780448450453458
SRB,16338000,chickens,8852000,7486000,0.541804382421349
SRB,182558,goats,102871,79687,0.5634976281510533
SRB,2910525,pigs,0,2910525,0
SRB,1704192,sheep,132878,1571314,0.07797126145410846
SYC,290,cows,130,160,0.4482758620689655
SYC,86000,chickens,86000,0,1
SYC,5600,goats,0,5600,0
SYC,4745,pigs,0,4745,0
SLE,546881,cows,101411,445470,0.18543522265355716
SLE,21523000,chickens,5300000,16223000,0.24624819960042746
SLE,812906,goats,0,812906,0
SLE,217497,pigs,0,217497,0
SLE,870000,sheep,0,870000,0
SGP,174,cows,0,174,0
SGP,3677000,chickens,2800000,877000,0.7614903453902638
SGP,736,goats,0,736,0
SVK,446112,cows,132610,313502,0.2972571910192956
SVK,11806000,chickens,6118000,5688000,0.5182110791123158
SVK,36355,goats,26687,9668,0.7340668408747077
SVK,585843,pigs,0,585843,0
SVK,368896,sheep,188217,180679,0.5102169717210271
SVN,488598,cows,107841,380757,0.22071518917392213
SVN,3639000,chickens,1718000,1921000,0.4721077219016213
SVN,22405,goats,3388,19017,0.15121624637357733
SVN,265744,pigs,0,265744,0
SVN,119845,sheep,2679,117166,0.0223538737535984
SLB,15393,cows,2277,13116,0.14792438121223933
SLB,244000,chickens,158000,86000,0.6475409836065574
SLB,54418,pigs,0,54418,0
SOM,4800000,cows,1100000,3700000,0.22916666666666666
SOM,3667000,chickens,820000,2847000,0.22361603490591764
SOM,11473213,goats,6244804,5228409,0.5442942617730535
SOM,3911,pigs,0,3911,0
SOM,11000000,sheep,5800000,5200000,0.5272727272727272
ZAF,12953388,cows,1000000,11953388,0.07719988006226633
ZAF,174681000,chickens,38000000,136681000,0.21753940039271585
ZAF,5474800,goats,0,5474800,0
ZAF,1480839,pigs,0,1480839,0
ZAF,22688930,sheep,0,22688930,0
SSD,11837500,cows,7385000,4452500,0.6238648363252376
SSD,15000000,chickens,0,15000000,0
SSD,13564517,goats,6947000,6617517,0.5121450325138742
SSD,17790163,sheep,7508649,10281514,0.4220674650367172
ESP,6465747,cows,726131,5739616,0.11230427048877724
ESP,137500000,chickens,48904000,88596000,0.35566545454545456
ESP,3059731,goats,1328278,1731453,0.4341159402574932
ESP,29971357,pigs,0,29971357,0
ESP,15963106,sheep,2426467,13536639,0.15200469131759195
LKA,283550,buffaloes,86490,197060,0.305025568682772
LKA,1000880,cows,296250,704630,0.29598952921429145
LKA,21276000,chickens,9546000,11730000,0.44867456288776086
LKA,287190,goats,121946,165244,0.42461784881089176
LKA,95120,pigs,0,95120,0
LKA,10389,sheep,0,10389,0
SDN,30926000,cows,8023000,22903000,0.25942572592640495
SDN,48584000,chickens,9717000,38867000,0.20000411658159065
SDN,31659000,goats,17865000,13794000,0.5642945134085094
SDN,40752000,sheep,22916000,17836000,0.56232822928936
SUR,844,buffaloes,0,844,0
SUR,35995,cows,1450,34545,0.04028337269065148
SUR,6023000,chickens,1160000,4863000,0.1925950522995185
SUR,3640,goats,0,3640,0
SUR,34754,pigs,0,34754,0
SUR,5823,sheep,0,5823,0
SWE,1448590,cows,326440,1122150,0.22535016809449188
SWE,9075000,chickens,7260000,1815000,0.8
SWE,1382300,pigs,0,1382300,0
SWE,606080,sheep,0,606080,0
CHE,1544612,cows,562082,982530,0.36389850655051237
CHE,11409000,chickens,3174000,8235000,0.27820141993163294
CHE,78146,goats,35732,42414,0.4572466920891664
CHE,1444591,pigs,0,1444591,0
CHE,342419,sheep,13747,328672,0.040146720830327755
SYR,6996,buffaloes,3608,3388,0.5157232704402516
SYR,833130,cows,457720,375410,0.5493980531249625
SYR,15542000,chickens,10371000,5171000,0.6672886372410243
SYR,1806720,goats,1209774,596946,0.6695968384697131
SYR,9,pigs,0,9,0
SYR,13876048,sheep,8946123,4929925,0.6447169251648596
TJK,15246,buffaloes,0,15246,0
TJK,2317294,cows,1196283,1121011,0.5162413573763192
TJK,5217000,chickens,2150000,3067000,0.41211424190147594
TJK,1945733,goats,214636,1731097,0.11031112696346312
TJK,160,pigs,0,160,0
TJK,3635763,sheep,0,3635763,0
THA,965306,buffaloes,0,965306,0
THA,4680000,cows,220000,4460000,0.04700854700854701
THA,274496000,chickens,93000000,181496000,0.33880275122406156
THA,465014,goats,0,465014,0
THA,7825417,pigs,0,7825417,0
THA,40385,sheep,0,40385,0
TLS,124186,buffaloes,0,124186,0
TLS,205663,cows,0,205663,0
TLS,950000,chickens,145000,805000,0.15263157894736842
TLS,95810,goats,25656,70154,0.26777998121281704
TLS,388319,pigs,0,388319,0
TLS,43334,sheep,0,43334,0
TGO,450643,cows,66656,383987,0.1479130930692366
TGO,30359000,chickens,2490000,27869000,0.08201851180868935
TGO,3711611,goats,0,3711611,0
TGO,1043336,pigs,0,1043336,0
TGO,1488083,sheep,0,1488083,0
TKL,5000,chickens,2000,3000,0.4
TKL,1000,pigs,0,1000,0
TON,11918,cows,206,11712,0.017284779325390166
TON,343000,chickens,80000,263000,0.23323615160349853
TON,13392,goats,0,13392,0
TON,82025,pigs,0,82025,0
TTO,6061,buffaloes,0,6061,0
TTO,34813,cows,7300,27513,0.20969178180564732
TTO,37245000,chickens,950000,36295000,0.025506779433481005
TTO,7559,goats,0,7559,0
TTO,26137,pigs,0,26137,0
TTO,13066,sheep,0,13066,0
TUN,618796,cows,434074,184722,0.7014815868234442
TUN,90505000,chickens,23800000,66705000,0.26296889674603613
TUN,1201592,goats,410073,791519,0.3412747421753807
TUN,5427,pigs,0,5427,0
TUN,6571335,sheep,320000,6251335,0.048696345567529276
TUR,142073,buffaloes,69496,72577,0.48915698267791907
TUR,14080155,cows,5969046,8111109,0.42393325925744424
TUR,342801000,chickens,121556000,221245000,0.35459639849358665
TUR,10345299,goats,4963581,5381718,0.47979096592568277
TUR,1299,pigs,0,1299,0
TUR,30983933,sheep,17503414,13480519,0.5649190501412458
TKM,2203000,cows,1024000,1179000,0.46482069904675444
TKM,16649000,chickens,3300000,13349000,0.1982101027088714
TKM,2361075,goats,0,2361075,0
TKM,9500,pigs,0,9500,0
TKM,14044847,sheep,0,14044847,0
TUV,54000,chickens,11000,43000,0.2037037037037037
TUV,14366,pigs,0,14366,0
UGA,15376481,cows,4029126,11347355,0.26203173534959007
UGA,35949000,chickens,8000000,27949000,0.22253748365740356
UGA,15859649,goats,0,15859649,0
UGA,2648977,pigs,0,2648977,0
UGA,2024955,sheep,0,2024955,0
UKR,3682300,cows,2089500,1592800,0.5674442603807403
UKR,184336000,chickens,91200000,93136000,0.49474871972919016
UKR,595900,goats,446600,149300,0.7494546064775969
UKR,6669100,pigs,0,6669100,0
UKR,718900,sheep,315200,403700,0.43844762832104606
ARE,106177,cows,42000,64177,0.39556589468528963
ARE,23587000,chickens,4800000,18787000,0.20350192902870226
ARE,2329732,goats,854131,1475601,0.3666219977233433
ARE,2128755,sheep,616589,1512166,0.289647704879143
GBR,10004000,cows,1897000,8107000,0.18962415033986404
GBR,171000000,chickens,54000000,117000000,0.3157894736842105
GBR,104000,goats,0,104000,0
GBR,4969000,pigs,0,4969000,0
GBR,34832000,sheep,0,34832000,0
TZA,26519776,cows,6740744,19779032,0.25417801417327207
TZA,37518000,chickens,16000000,21518000,0.4264619649235034
TZA,18017462,goats,3572744,14444718,0.19829341113637425
TZA,518023,pigs,0,518023,0
TZA,7332299,sheep,0,7332299,0
USA,93624600,cows,9368500,84256100,0.1000645129592009
USA,1971919000,chickens,381175000,1590744000,0.1933015504186531
USA,2627000,goats,255409,2371591,0.09722459078797106
USA,73144900,pigs,0,73144900,0
USA,5270000,sheep,0,5270000,0
URY,11739000,cows,767000,10972000,0.06533776301218161
URY,32788000,chickens,2771000,30017000,0.0845126265706966
URY,17817,goats,0,17817,0
URY,175000,pigs,0,175000,0
URY,6565000,sheep,0,6565000,0
UZB,12471000,cows,4963030,7507970,0.39796568037847807
UZB,63000000,chickens,29610000,33390000,0.47
UZB,3830000,goats,0,3830000,0
UZB,75255,pigs,0,75255,0
UZB,16811000,sheep,0,16811000,0
VUT,176020,cows,15982,160038,0.09079650039768208
VUT,903000,chickens,146000,757000,0.16168327796234774
VUT,29338,goats,0,29338,0
VUT,98569,pigs,0,98569,0
VEN,16058763,cows,2265370,13793393,0.1410675280530636
VEN,122622000,chickens,9853000,112769000,0.0803526284027336
VEN,1493857,goats,0,1493857,0
VEN,3247850,pigs,0,3247850,0
VEN,602873,sheep,0,602873,0
VNM,2491662,buffaloes,28133,2463529,0.011290857267157424
VNM,5654901,cows,301649,5353252,0.053342932086697895
VNM,295209000,chickens,66535000,228674000,0.22538269497203675
VNM,2556268,goats,0,2556268,0
VNM,27406739,pigs,0,27406739,0
YEM,1671954,cows,392335,1279619,0.23465657547994742
YEM,65000000,chickens,10700000,54300000,0.1646153846153846
YEM,9004596,goats,1601083,7403513,0.17780731084437326
YEM,9185435,sheep,1685757,7499678,0.1835250045316308
ZMB,3765768,cows,285000,3480768,0.07568177327971345
ZMB,40503000,chickens,11000000,29503000,0.2715848208774659
ZMB,2756086,goats,0,2756086,0
ZMB,1098640,pigs,0,1098640,0
ZMB,257248,sheep,0,257248,0
ZWE,5333343,cows,960430,4372913,0.1800802986044588
ZWE,11966000,chickens,4900000,7066000,0.40949356510111984
ZWE,4692803,goats,0,4692803,0
ZWE,242020,pigs,0,242020,0
ZWE,349828,sheep,0,349828,0
