iso3c,animal,system,product,kgCO2eq_per_animal
SGP,chickens,industrial,meat,54.40673204104903
SGP,goats,mixed,meat,10.877593873517787
SVK,cows,mixed,meat,13.113334642739572
SVK,chickens,industrial,meat,5.05590315451075
SVK,goats,mixed,meat,24.930906081919737
SVK,pigs,industrial,meat,18.713046886079923
SVK,sheep,mixed,meat,4.075252242928066
SVN,cows,mixed,meat,36.044323306179294
SVN,chickens,industrial,meat,12.702297693578982
SVN,goats,mixed,meat,10.769347204188657
SVN,pigs,industrial,meat,21.574182154124237
SVN,sheep,mixed,meat,8.632407143579327
SLB,cows,mixed,meat,0
SLB,chickens,industrial,meat,1.5075116279069765
SLB,pigs,industrial,meat,15.130104009702672
SOM,cows,mixed,meat,2.875519901719901
SOM,chickens,industrial,meat,0.634490779768177
SOM,goats,mixed,meat,2.6467018934440665
SOM,pigs,industrial,meat,1.8556890820761955
SOM,sheep,mixed,meat,2.9353846153846153
ZAF,cows,mixed,meat,13.885392271114869
ZAF,chickens,industrial,meat,5.670705144398426
ZAF,goats,mixed,meat,0.6689649689056597
ZAF,pigs,industrial,meat,9.973805390052531
ZAF,sheep,mixed,meat,2.544798667170704
SSD,cows,mixed,meat,9.703063821822944
SSD,chickens,industrial,meat,0.5791968
SSD,goats,mixed,meat,2.723317522267038
SSD,sheep,mixed,meat,4.267157541194808
ESP,cows,mixed,meat,44.75918580615846
ESP,chickens,industrial,meat,5.729245885003009
ESP,goats,mixed,meat,4.910671096779205
ESP,pigs,industrial,meat,28.538874153780416
ESP,sheep,mixed,meat,5.612563059412311
LKA,buffaloes,mixed,meat,0
LKA,cows,mixed,meat,5.333619062486695
LKA,chickens,industrial,meat,7.9157033248081845
LKA,goats,mixed,meat,1.7163860715063783
LKA,pigs,industrial,meat,5.606059802887976
LKA,sheep,mixed,meat,3.1684955241120414
SDN,cows,mixed,meat,2.987251706472223
SDN,chickens,industrial,meat,0.7558082692258213
SDN,goats,mixed,meat,3.0795998260113095
SDN,sheep,mixed,meat,5.308365104283471
SUR,cows,mixed,meat,9.433745838761036
SUR,chickens,industrial,meat,0.4850818615107321
SUR,goats,mixed,meat,0.543956043956044
SUR,pigs,industrial,meat,11.027334983023536
SUR,sheep,mixed,meat,0.7513309290743603
SWE,cows,mixed,meat,45.83635148436645
SWE,chickens,industrial,meat,33.38825757575757
SWE,pigs,industrial,meat,36.354961596349675
SWE,sheep,mixed,meat,6.364396339317143
CHE,cows,mixed,meat,55.33925185684258
CHE,chickens,industrial,meat,4.602620256021049
CHE,goats,mixed,meat,8.421558919224784
CHE,pigs,industrial,meat,32.61109372825941
CHE,sheep,mixed,meat,11.500121381610972
SYR,buffaloes,mixed,meat,0
SYR,cows,mixed,meat,25.632295357076263
SYR,chickens,industrial,meat,11.95100444788242
SYR,goats,mixed,meat,6.282477812063402
SYR,sheep,mixed,meat,9.530579065604446
TJK,cows,mixed,meat,34.951590573152274
TJK,chickens,industrial,meat,1.042718703609867
TJK,sheep,mixed,meat,8.937308619951299
THA,buffaloes,mixed,meat,0
THA,cows,mixed,meat,5.325336322869955
THA,chickens,industrial,meat,4.205789941464207
THA,goats,mixed,meat,1.639589345697119
THA,pigs,industrial,meat,47.78251300857194
THA,sheep,mixed,meat,1.7078123065494617
TLS,buffaloes,mixed,meat,0
TLS,cows,mixed,meat,1.0178787628304555
TLS,chickens,industrial,meat,0.5991857142857143
TLS,goats,mixed,meat,1.5413091199361406
TLS,pigs,industrial,meat,9.531970458215117
TLS,sheep,mixed,meat,0.6537360963677482
TGO,cows,mixed,meat,2.6405581438954964
TGO,chickens,industrial,meat,0.6819691144282177
TGO,goats,mixed,meat,0.7925399509808545
TGO,pigs,industrial,meat,1.2343482828158907
TGO,sheep,mixed,meat,0.8714030064183248
TKL,chickens,industrial,meat,0.7389802712688371
TKL,pigs,industrial,meat,5.809121191970675
TON,cows,mixed,meat,0
TON,chickens,industrial,meat,0.5163227465891298
TON,goats,mixed,meat,0.7261051373954601
TON,pigs,industrial,meat,7.613715330691862
TTO,cows,mixed,meat,5.63297350343474
TTO,chickens,industrial,meat,0.5651103848200373
TTO,goats,mixed,meat,3.1353353618203466
TTO,pigs,industrial,meat,12.91103698147858
TTO,sheep,mixed,meat,1.5704882902188886
TUN,cows,mixed,meat,53.59404943645045
TUN,chickens,industrial,meat,0.9741850652623509
TUN,goats,mixed,meat,4.215420433184369
TUN,pigs,industrial,meat,8.585222037958356
TUN,sheep,mixed,meat,2.9427314325660037
TUR,buffaloes,mixed,meat,0
TUR,cows,mixed,meat,21.913989813230224
TUR,chickens,industrial,meat,4.345997875658207
TUR,goats,mixed,meat,5.2678345465147
TUR,sheep,mixed,meat,10.078543711855604
TKM,cows,mixed,meat,19.219494221501982
TKM,chickens,industrial,meat,0.7314122413341357
TKM,goats,mixed,meat,1.8247959086433085
TKM,pigs,industrial,meat,9.693438596491228
TKM,sheep,mixed,meat,3.6292829676250653
TUV,chickens,industrial,meat,0.7284075631453988
TUV,pigs,industrial,meat,3.5317764165390506
UGA,cows,mixed,meat,2.8276950884148775
UGA,chickens,industrial,meat,1.0006182029355666
UGA,goats,mixed,meat,0.9279315759705079
UGA,pigs,industrial,meat,2.883830248431753
UGA,sheep,mixed,meat,1.882407643246773
UKR,cows,mixed,meat,34.61970376126532
UKR,chickens,industrial,meat,5.585283885930251
UKR,goats,mixed,meat,17.620691431809984
UKR,pigs,industrial,meat,31.047237514404806
UKR,sheep,mixed,meat,8.145805148529945
ARE,cows,mixed,meat,48.49827196659239
ARE,chickens,industrial,meat,1.1390961835311653
ARE,goats,mixed,meat,13.41826144059268
ARE,sheep,mixed,meat,0.9660844113675351
GBR,cows,mixed,meat,43.37697580574107
GBR,chickens,industrial,meat,5.951407407407407
GBR,pigs,industrial,meat,36.895640293765005
GBR,sheep,mixed,meat,5.516388438943017
TZA,cows,mixed,meat,3.456864863137061
TZA,chickens,industrial,meat,1.4471895327942497
TZA,goats,mixed,meat,1.0260387222512755
TZA,pigs,industrial,meat,1.7552278566781785
TZA,sheep,mixed,meat,1.1793299754960893
USA,cows,mixed,meat,71.72090557834981
USA,chickens,industrial,meat,5.4105450899880605
USA,goats,mixed,meat,2.640121353677911
USA,pigs,industrial,meat,48.333292922595774
USA,sheep,mixed,meat,9.261912442396316
URY,cows,mixed,meat,9.223909076400481
URY,chickens,industrial,meat,0.3529070593330446
URY,pigs,industrial,meat,12.463905306122449
URY,sheep,mixed,meat,0.7241401370906322
UZB,cows,mixed,meat,17.543884171614437
UZB,chickens,industrial,meat,0.8062242314647378
UZB,pigs,industrial,meat,77.2923543821973
UZB,sheep,mixed,meat,4.41658654872335
VUT,cows,mixed,meat,0
VUT,chickens,industrial,meat,0.6727714663143989
VUT,goats,mixed,meat,0.7011384552457565
VUT,pigs,industrial,meat,11.950064242844515
VEN,cows,mixed,meat,5.696414218024528
VEN,chickens,industrial,meat,1.2942876635225795
VEN,goats,mixed,meat,1.375093833202975
VEN,pigs,industrial,meat,6.076112014473895
VEN,sheep,mixed,meat,2.502823339881891
VNM,buffaloes,mixed,meat,0
VNM,cows,mixed,meat,9.88466863118069
VNM,chickens,industrial,meat,1.5366595249569255
VNM,goats,mixed,meat,2.6876086544916262
VNM,pigs,industrial,meat,56.90874232805583
YEM,cows,mixed,meat,8.41441858092908
YEM,chickens,industrial,meat,1.4721588261932796
YEM,goats,mixed,meat,3.049017405655936
YEM,sheep,mixed,meat,2.6096800422631476
ZMB,cows,mixed,meat,10.858614587877785
ZMB,chickens,industrial,meat,0.6930167372809545
ZMB,goats,mixed,meat,1.2531521149920575
ZMB,pigs,industrial,meat,1.7142913883611475
ZMB,sheep,mixed,meat,1.3943298740070726
ZWE,cows,mixed,meat,4.27225961480106
ZWE,chickens,industrial,meat,4.41975658080951
ZWE,goats,mixed,meat,1.857840612529441
ZWE,pigs,industrial,meat,2.900871603398667
ZWE,sheep,mixed,meat,0.4311833243765507
AFG,cows,grassland,meat,7.92285493845917
AFG,goats,grassland,meat,3.6090269833623836
AFG,sheep,grassland,meat,6.7885850152888825
ALB,cows,grassland,meat,40.45950521660001
ALB,goats,grassland,meat,22.337706202520216
ALB,sheep,grassland,meat,12.107557382268663
DZA,cows,grassland,meat,27.232385936785025
DZA,goats,grassland,meat,3.296454071618192
DZA,sheep,grassland,meat,10.954781601746308
AGO,cows,grassland,meat,3.0195066712359866
AGO,goats,grassland,meat,1.7223848461256084
AGO,sheep,grassland,meat,1.483517860873198
ATG,cows,grassland,meat,14.037234042553191
ATG,goats,grassland,meat,0.15888888888888889
ATG,sheep,grassland,meat,0.25535714285714284
ARG,cows,grassland,meat,7.884642948672112
ARG,goats,grassland,meat,0.439486065354968
ARG,sheep,grassland,meat,1.0297176983441432
ARM,cows,grassland,meat,26.07303562842381
ARM,goats,grassland,meat,1.9960312828294617
ARM,sheep,grassland,meat,19.157947513557023
AUS,cows,grassland,meat,60.54992777841214
AUS,goats,grassland,meat,6.688000000000001
AUS,sheep,grassland,meat,7.05575990816209
AUT,cows,grassland,meat,54.47654438425754
AUT,goats,grassland,meat,7.628619888183931
AUT,sheep,grassland,meat,12.10903829953484
AZE,cows,grassland,meat,13.546384712215858
AZE,sheep,grassland,meat,4.010172013992323
BHS,cows,grassland,meat,38.14878892733564
BHS,goats,grassland,meat,3.0242192479286163
BHS,sheep,grassland,meat,1.43794469771207
BHR,goats,grassland,meat,3.659599186755736
BGD,buffaloes,grassland,meat,0
BGD,cows,grassland,meat,1.4384314086835897
BGD,goats,grassland,meat,2.815295382124328
BGD,sheep,grassland,meat,1.220197063410638
BRB,cows,grassland,meat,2.797605090852249
BRB,goats,grassland,meat,1.6988205889244705
BRB,sheep,grassland,meat,2.269742027005727
BLR,cows,grassland,meat,13.630079589308764
BLR,sheep,grassland,meat,7.007786429365962
BEL,cows,grassland,meat,49.452838083113676
BEL,goats,grassland,meat,16.63860122668309
BEL,sheep,grassland,meat,22.482159765363388
BLZ,cows,grassland,meat,1.9516229016010571
BLZ,cows,grassland,meat,1.9396291522057707
BLZ,goats,grassland,meat,1.5873015873015872
BLZ,goats,grassland,meat,1.7195767195767193
BLZ,sheep,grassland,meat,0.8364312267657992
BEN,cows,grassland,meat,3.133640552995392
BEN,goats,grassland,meat,1.3125169006598638
BEN,sheep,grassland,meat,1.248051391862955
BTN,buffaloes,grassland,meat,0
BTN,cows,grassland,meat,3.6789047765385012
BTN,goats,grassland,meat,1.6814115528069944
BTN,sheep,grassland,meat,2.16124090386825
BOL,cows,grassland,meat,3.998242530755712
BOL,goats,grassland,meat,1.313609851050291
BOL,sheep,grassland,meat,1.1776155717761558
BIH,cows,grassland,meat,8.509117774593719
BIH,sheep,grassland,meat,0.6412900164799228
BWA,cows,grassland,meat,4.8137941496220265
BWA,goats,grassland,meat,1.433656720673167
BWA,sheep,grassland,meat,1.8412674057309446
BRA,cows,grassland,meat,6.855022935966621
BRA,goats,grassland,meat,1.8049449936402382
BRA,sheep,grassland,meat,1.385680341458567
BRN,buffaloes,grassland,meat,0
BRN,goats,grassland,meat,0.6259059164580314
BRN,sheep,grassland,meat,2.358547302792582
BGR,buffaloes,grassland,meat,0
BGR,cows,grassland,meat,20.772588923943506
BGR,goats,grassland,meat,32.998556619866164
BGR,sheep,grassland,meat,20.841093432694556
BFA,cows,grassland,meat,1.8335868963647957
BFA,goats,grassland,meat,0.7484214506560469
BFA,sheep,grassland,meat,0.5873337698587674
BDI,cows,grassland,meat,2.108483992890665
BDI,goats,grassland,meat,0.9265604812558408
BDI,sheep,grassland,meat,0.8921490880253767
CPV,cows,grassland,meat,4.486520575426679
CPV,goats,grassland,meat,4.384629940765292
CPV,sheep,grassland,meat,1.6253465346534652
KHM,buffaloes,grassland,meat,0
KHM,cows,grassland,meat,2.594491915849509
CMR,cows,grassland,meat,2.2791574145130187
CMR,goats,grassland,meat,1.4806393667919322
CMR,sheep,grassland,meat,2.0665458911346737
CAN,cows,grassland,meat,26.463342776203966
CAN,sheep,grassland,meat,12.357341196707212
CAF,cows,grassland,meat,2.395202171343654
CAF,goats,grassland,meat,1.2864185615904897
CAF,sheep,grassland,meat,2.053946601775371
TCD,cows,grassland,meat,2.226904935162742
TCD,goats,grassland,meat,1.2416459890123068
TCD,sheep,grassland,meat,2.040790195315116
CHL,cows,grassland,meat,12.082147331887324
CHL,goats,grassland,meat,8.325388942406077
CHL,sheep,grassland,meat,1.2142628573223473
HKG,goats,grassland,meat,58.41954022988506
CHN,buffaloes,grassland,meat,0
CHN,cows,grassland,meat,17.67562968554171
CHN,goats,grassland,meat,6.669671949123398
CHN,sheep,grassland,meat,7.810638400538794
TWN,buffaloes,grassland,meat,0
TWN,cows,grassland,meat,17.568424586352613
TWN,goats,grassland,meat,9.189854513726736
COL,buffaloes,grassland,meat,0
COL,cows,grassland,meat,5.07982925674298
COL,goats,grassland,meat,1.7854048868535133
COL,sheep,grassland,meat,0.8648147604955507
COM,cows,grassland,meat,4.148907604052241
COM,goats,grassland,meat,1.1835628660889106
COM,sheep,grassland,meat,1.3715397397965388
COG,cows,grassland,meat,2.370285212861376
COG,goats,grassland,meat,1.2909276473671143
COG,sheep,grassland,meat,1.4126439411271259
COK,cows,grassland,meat,0
COK,goats,grassland,meat,0.43337195828505215
CRI,cows,grassland,meat,18.977405412510116
CRI,goats,grassland,meat,1.3424468922108574
CRI,sheep,grassland,meat,1.5421023780594585
CIV,cows,grassland,meat,3.229700054253753
CIV,goats,grassland,meat,0.9638016483666931
CIV,sheep,grassland,meat,1.5409232189785431
HRV,cows,grassland,meat,46.726701922127624
HRV,goats,grassland,meat,8.08641849257724
HRV,sheep,grassland,meat,6.358145377095735
CUB,cows,grassland,meat,3.308630102112975
CUB,goats,grassland,meat,0.9721226950974395
CUB,sheep,grassland,meat,1.8621745788667687
CYP,cows,grassland,meat,47.09959551153956
CYP,goats,grassland,meat,14.497879282218598
CYP,sheep,grassland,meat,20.998867862125113
CZE,cows,grassland,meat,21.738576498010442
CZE,goats,grassland,meat,17.230298870655773
CZE,sheep,grassland,meat,18.558621797088623
PRK,cows,grassland,meat,5.2140417394073255
PRK,goats,grassland,meat,1.5852003257328993
PRK,sheep,grassland,meat,2.5104880952380952
COD,cows,grassland,meat,2.3622761359096476
COD,goats,grassland,meat,1.4805644165822558
COD,sheep,grassland,meat,1.2398596642358062
DNK,cows,grassland,meat,46.37798574741088
DNK,sheep,grassland,meat,6.787171784673877
DJI,cows,grassland,meat,3.47056892315513
DJI,goats,grassland,meat,1.8127690588406784
DJI,sheep,grassland,meat,1.782022347274426
DMA,cows,grassland,meat,11.78544294180216
DMA,goats,grassland,meat,1.3731450948062653
DMA,sheep,grassland,meat,1.0067294269248666
DOM,cows,grassland,meat,3.381074006234134
DOM,goats,grassland,meat,1.2070417451978988
DOM,sheep,grassland,meat,0.89
ECU,cows,grassland,meat,9.151388521095102
ECU,cows,grassland,meat,9.11632572982654
ECU,goats,grassland,meat,75.80543272267846
ECU,sheep,grassland,meat,4.308588343841304
ECU,sheep,grassland,meat,5.744784458455071
EGY,buffaloes,grassland,meat,0
EGY,cows,grassland,meat,15.985814260730299
EGY,goats,grassland,meat,4.645940513336946
EGY,sheep,grassland,meat,7.25604352354357
SLV,cows,grassland,meat,3.6806761745016434
SLV,goats,grassland,meat,1.7158593419008614
SLV,sheep,grassland,meat,2.027407546461423
SLV,sheep,grassland,meat,1.8673490559513106
GNQ,cows,grassland,meat,1.2248696947133284
GNQ,goats,grassland,meat,1.802252816020025
GNQ,sheep,grassland,meat,0.9203047827058152
ERI,cows,grassland,meat,2.242090106989513
ERI,goats,grassland,meat,1.4339453019272923
ERI,sheep,grassland,meat,1.1873249976161677
EST,cows,grassland,meat,22.853669127225356
EST,goats,grassland,meat,3.33660273349716
EST,sheep,grassland,meat,5.6361386138613865
SWZ,cows,grassland,meat,4.752406565080694
SWZ,goats,grassland,meat,2.3855415943335885
SWZ,sheep,grassland,meat,5.679025149079594
ETH,cows,grassland,meat,1.2602212837146238
ETH,goats,grassland,meat,0.9551914324877024
ETH,sheep,grassland,meat,1.2632356638268185
FRO,cows,grassland,meat,6.883554062276207
FRO,sheep,grassland,meat,3.0183024445733615
FJI,cows,grassland,meat,0
FJI,goats,grassland,meat,0.2710517431538639
FJI,sheep,grassland,meat,1.1884648995048064
FIN,cows,grassland,meat,48.26134858391481
FIN,sheep,grassland,meat,6.285673973551558
FRA,cows,grassland,meat,31.701650962496938
FRA,goats,grassland,meat,17.652383870038097
FRA,sheep,grassland,meat,12.150399920803249
PYF,cows,grassland,meat,0
PYF,goats,grassland,meat,1.6296782665791203
PYF,sheep,grassland,meat,2.5384615384615388
GAB,cows,grassland,meat,5.334180043606933
GAB,goats,grassland,meat,1.2609161749470745
GAB,sheep,grassland,meat,1.434758312377759
GMB,cows,grassland,meat,1.3687469447612843
GMB,goats,grassland,meat,0.9514120451093581
GMB,sheep,grassland,meat,1.7667692307692309
GEO,cows,grassland,meat,7.9068311975237435
GEO,goats,grassland,meat,0.4401475946315403
GEO,sheep,grassland,meat,4.11941522065856
DEU,cows,grassland,meat,47.64070783300409
DEU,goats,grassland,meat,2.8162266674612475
DEU,sheep,grassland,meat,13.699482279569033
GHA,cows,grassland,meat,2.9152570111979705
GHA,goats,grassland,meat,1.3582303118445034
GHA,sheep,grassland,meat,1.5225827150591538
GRC,cows,grassland,meat,29.63597544602682
GRC,goats,grassland,meat,12.897616917851911
GRC,sheep,grassland,meat,14.21181774178862
GRD,cows,grassland,meat,5.05029412470065
GRD,goats,grassland,meat,1.2232845894263218
GRD,sheep,grassland,meat,2.36320235034888
GTM,cows,grassland,meat,7.68248420063166
GTM,goats,grassland,meat,0.7069466494922565
GTM,sheep,grassland,meat,1.0350285947712419
GIN,cows,grassland,meat,2.2424080385216234
GIN,goats,grassland,meat,1.599739334647975
GIN,sheep,grassland,meat,1.3054345701062724
GNB,cows,grassland,meat,1.6886672972378889
GNB,goats,grassland,meat,0.6382734084439773
GNB,sheep,grassland,meat,1.218098664441496
GUY,cows,grassland,meat,4.424323720098369
GUY,goats,grassland,meat,1.0396039603960396
GUY,sheep,grassland,meat,1.2662167599122454
HTI,cows,grassland,meat,5.0157625712527105
HTI,goats,grassland,meat,1.3071374961673727
HTI,sheep,grassland,meat,1.7644269159211865
HND,cows,grassland,meat,3.6607306686413965
HND,goats,grassland,meat,1.8602630435641216
HND,sheep,grassland,meat,1.7851721415993687
HUN,cows,grassland,meat,14.51331140350877
HUN,goats,grassland,meat,2.413475977229613
HUN,sheep,grassland,meat,0.9583333333333334
ISL,cows,grassland,meat,24.06985762561631
ISL,sheep,grassland,meat,16.30009114021202
IND,buffaloes,grassland,meat,0
IND,cows,grassland,meat,0.9066753218756619
IND,goats,grassland,meat,1.7071915284528882
IND,sheep,grassland,meat,1.4869022749275298
IDN,buffaloes,grassland,meat,0
IDN,cows,grassland,meat,4.285118802648002
IDN,goats,grassland,meat,2.541092769848317
IDN,sheep,grassland,meat,1.993833445357716
IRN,buffaloes,grassland,meat,0
IRN,cows,grassland,meat,20.60882770247445
IRN,goats,grassland,meat,2.413223600975734
IRN,sheep,grassland,meat,4.144357698338429
IRQ,buffaloes,grassland,meat,0
IRQ,cows,grassland,meat,1.8761063324336122
IRQ,goats,grassland,meat,6.299628731939821
IRQ,sheep,grassland,meat,5.125273614645845
IRL,cows,grassland,meat,36.03859796030377
IRL,sheep,grassland,meat,8.521225135362911
ISR,cows,grassland,meat,46.89244279446473
ISR,goats,grassland,meat,87.47132972161133
ISR,sheep,grassland,meat,10.812330852503383
ITA,buffaloes,grassland,meat,0
ITA,cows,grassland,meat,57.17854250398764
ITA,goats,grassland,meat,2.41168657573098
ITA,sheep,grassland,meat,9.149586423614489
JAM,cows,grassland,meat,7.263245174238843
JAM,goats,grassland,meat,9.926285464286009
JAM,sheep,grassland,meat,2.425487282580194
JPN,cows,grassland,meat,57.48742193886787
JPN,goats,grassland,meat,3.2588470078983613
JPN,sheep,grassland,meat,14.200187090739009
JOR,goats,grassland,meat,9.802140486300454
JOR,sheep,grassland,meat,9.270936419478119
KAZ,cows,grassland,meat,13.426560929300015
KAZ,goats,grassland,meat,3.61690133313131
KAZ,sheep,grassland,meat,3.8076151056323653
KEN,cows,grassland,meat,6.447202842442672
KEN,goats,grassland,meat,0.5823554016916365
KEN,sheep,grassland,meat,0.3928428395138601
KWT,cows,grassland,meat,14.927109063568695
KWT,goats,grassland,meat,2.608058776675103
KWT,sheep,grassland,meat,25.825613083443177
KGZ,cows,grassland,meat,15.734965454259866
KGZ,goats,grassland,meat,4.820499593915315
KGZ,sheep,grassland,meat,5.540076095882311
LAO,buffaloes,grassland,meat,0
LAO,cows,grassland,meat,2.0180912597670426
LAO,goats,grassland,meat,1.3559678416821273
LVA,cows,grassland,meat,20.412412535902686
LVA,sheep,grassland,meat,4.5872448708450175
LBN,goats,grassland,meat,2.592211008352728
LBN,sheep,grassland,meat,9.468646773673756
LSO,cows,grassland,meat,3.236778532981688
LSO,goats,grassland,meat,0.8759526308701234
LSO,sheep,grassland,meat,1.449467711760367
LBR,cows,grassland,meat,4.37534939438307
LBR,goats,grassland,meat,1.0820496254870686
LBR,sheep,grassland,meat,1.1229560360205888
LBY,cows,grassland,meat,10.883134173492389
LBY,cows,grassland,meat,10.911549667417955
LBY,goats,grassland,meat,2.265117004410685
LBY,sheep,grassland,meat,2.2067457848614547
LBY,sheep,grassland,meat,1.986071206375309
LTU,cows,grassland,meat,32.372447389709826
LTU,goats,grassland,meat,11.078483226359262
LTU,sheep,grassland,meat,5.883715953902119
LUX,cows,grassland,meat,21.139779903366886
LUX,goats,grassland,meat,0.8212360836713931
LUX,sheep,grassland,meat,3.8924274593064405
MDG,cows,grassland,meat,2.7503384726278566
MDG,goats,grassland,meat,2.62342528587118
MDG,sheep,grassland,meat,1.450205640423032
MWI,cows,grassland,meat,4.616939874161595
MWI,goats,grassland,meat,2.581010303605464
MWI,sheep,grassland,meat,2.06225950705446
MYS,buffaloes,grassland,meat,0
MYS,cows,grassland,meat,10.868428336370513
MYS,goats,grassland,meat,2.566376587928402
MYS,sheep,grassland,meat,4.617015414287682
MLI,cows,grassland,meat,2.6571127404176047
MLI,goats,grassland,meat,6.0839667329897855
MLI,sheep,grassland,meat,5.661275862068965
MLT,cows,grassland,meat,43.780402684563754
MLT,goats,grassland,meat,11.53846153846154
MLT,sheep,grassland,meat,20.28192839018889
MRT,cows,grassland,meat,2.8330764827858097
MRT,goats,grassland,meat,1.131474012082188
MRT,sheep,grassland,meat,1.4407206039138276
MUS,goats,grassland,meat,0.4830587867905378
MUS,sheep,grassland,meat,2.535787321063394
MEX,cows,grassland,meat,7.800122222373385
MEX,goats,grassland,meat,1.2477433527717425
MEX,sheep,grassland,meat,2.862217067567103
FSM,cows,grassland,meat,0
FSM,goats,grassland,meat,1.0006485363795723
MNG,cows,grassland,meat,4.259703884045548
MNG,goats,grassland,meat,1.518962854350906
MNG,sheep,grassland,meat,2.170853693165993
MNE,cows,grassland,meat,19.087921991413236
MNE,goats,grassland,meat,1.6820408852846764
MNE,sheep,grassland,meat,4.345484672742336
MAR,cows,grassland,meat,22.63583587566323
MAR,goats,grassland,meat,4.871245222995615
MAR,sheep,grassland,meat,3.5269201712369282
MOZ,cows,grassland,meat,1.5622352627247675
MOZ,goats,grassland,meat,0.1586404782940542
MOZ,sheep,grassland,meat,1.7665116279069766
MMR,buffaloes,grassland,meat,0
MMR,cows,grassland,meat,4.071469892915219
MMR,goats,grassland,meat,3.9090237419139897
MMR,sheep,grassland,meat,3.030981275376868
NAM,cows,grassland,meat,1.6697185495310873
NAM,goats,grassland,meat,0.8193383513524023
NAM,sheep,grassland,meat,1.6835377887725884
NPL,buffaloes,grassland,meat,0
NPL,cows,grassland,meat,1.0927739627265645
NPL,goats,grassland,meat,2.7718370287885237
NPL,sheep,grassland,meat,2.1410272911848605
NLD,cows,grassland,meat,61.43869604547188
NLD,goats,grassland,meat,6.234411318311594
NLD,sheep,grassland,meat,10.616777036415758
NCL,cows,grassland,meat,0
NCL,goats,grassland,meat,0.36833333333333335
NCL,sheep,grassland,meat,0.8272058823529412
NZL,cows,grassland,meat,30.187399710197138
NZL,goats,grassland,meat,9.288603150887084
NZL,sheep,grassland,meat,10.1552243931011
NIC,cows,grassland,meat,5.054062864867196
NIC,goats,grassland,meat,1.3084776428017575
NIC,sheep,grassland,meat,1.214136282127914
NER,cows,grassland,meat,0.8766705343817481
NER,goats,grassland,meat,0.963988543952204
NER,sheep,grassland,meat,0.7454804340926869
NGA,cows,grassland,meat,2.3738480845885945
NGA,goats,grassland,meat,1.2656267160954702
NGA,sheep,grassland,meat,1.2149966228073525
NIU,cows,grassland,meat,0
MKD,cows,grassland,meat,5.045363403364131
MKD,sheep,grassland,meat,6.246220666286004
NOR,cows,grassland,meat,41.79836627014112
NOR,goats,grassland,meat,8.773182521879246
NOR,sheep,grassland,meat,8.674681579897554
OMN,cows,grassland,meat,7.426309973530698
OMN,goats,grassland,meat,5.720372269274302
OMN,sheep,grassland,meat,63.513135830072656
PAK,buffaloes,grassland,meat,0
PAK,cows,grassland,meat,4.732036520327288
PAK,goats,grassland,meat,3.0162734238676885
PAK,sheep,grassland,meat,3.0547039989100075
PSE,goats,grassland,meat,31.175541401273883
PSE,sheep,grassland,meat,18.16290356426891
PAN,cows,grassland,meat,6.854345763823996
PNG,cows,grassland,meat,0
PNG,goats,grassland,meat,2.201294879340789
PNG,sheep,grassland,meat,1.6278563656147986
PRY,cows,grassland,meat,5.2612804476669135
PRY,goats,grassland,meat,2.341662263153922
PRY,sheep,grassland,meat,1.63191480027941
PER,cows,grassland,meat,5.68676980622862
PER,goats,grassland,meat,1.0891257968898482
PER,sheep,grassland,meat,0.9737808358551417
PHL,buffaloes,grassland,meat,0
PHL,cows,grassland,meat,11.579558529375323
PHL,goats,grassland,meat,7.0324525230102815
PHL,sheep,grassland,meat,1.482
POL,cows,grassland,meat,49.44133742386274
POL,sheep,grassland,meat,3.028593182776109
PRT,cows,grassland,meat,20.608812190008692
PRT,goats,grassland,meat,2.5220210969034693
PRT,sheep,grassland,meat,5.533145888594165
PRI,cows,grassland,meat,3.3056123315500336
PRI,goats,grassland,meat,4.098227354041307
PRI,sheep,grassland,meat,0.9240354829625458
QAT,cows,grassland,meat,6.929494353443891
QAT,goats,grassland,meat,5.181469463295634
QAT,sheep,grassland,meat,5.787822540743962
KOR,cows,grassland,meat,30.013060029726102
KOR,goats,grassland,meat,5.06209676925245
KOR,sheep,grassland,meat,2.888863713605982
MDA,cows,grassland,meat,13.394779197263858
MDA,sheep,grassland,meat,5.938514413932139
ROU,cows,grassland,meat,47.77120582469066
ROU,goats,grassland,meat,5.291659362146856
ROU,sheep,grassland,meat,26.270596934339174
RUS,cows,grassland,meat,17.038928481144815
RUS,goats,grassland,meat,4.862356173230989
RUS,sheep,grassland,meat,3.865294353493084
RWA,cows,grassland,meat,5.3451721178120275
RWA,goats,grassland,meat,3.98984886365064
RWA,sheep,grassland,meat,3.6282680977442774
KNA,cows,grassland,meat,3.411049723756906
KNA,goats,grassland,meat,0.5009276437847866
KNA,sheep,grassland,meat,0.5433432687531048
LCA,cows,grassland,meat,5.890843789779961
LCA,goats,grassland,meat,1.5620178957112
LCA,sheep,grassland,meat,3.265139116202946
VCT,cows,grassland,meat,9.023533114203792
VCT,goats,grassland,meat,1.1882176734897654
VCT,sheep,grassland,meat,2.2289579713894945
WSM,cows,grassland,meat,0
STP,cows,grassland,meat,26.627981947130884
STP,goats,grassland,meat,0.36504985634612136
STP,sheep,grassland,meat,0.21473307485833582
SAU,goats,grassland,meat,4.789776781382793
SAU,sheep,grassland,meat,5.163306025213648
SEN,cows,grassland,meat,3.585430456365005
