iso3c,animal,system,product,kgCO2eq_per_animal
NZL,cows,mixed,milk,286.7239680791
NIC,cows,mixed,milk,19.7397
NER,cows,mixed,milk,9.1773
NER,goats,mixed,milk,3.3372
NER,sheep,mixed,milk,2.2248
NGA,cows,mixed,milk,6.4152000000000005
NIU,cows,mixed,milk,21.000600000000002
MKD,cows,mixed,milk,173.9495342891
MKD,goats,mixed,milk,30.3818668336
MKD,sheep,mixed,milk,8.396266712800001
NOR,cows,mixed,milk,420.172669014
NOR,goats,mixed,milk,76.3494670932
OMN,cows,mixed,milk,22.221
OMN,goats,mixed,milk,4.185
OMN,sheep,mixed,milk,2.7918000000000003
PAK,buffaloes,mixed,milk,62.03790000000001
PAK,cows,mixed,milk,39.438900000000004
PAK,goats,mixed,milk,7.668
PAK,sheep,mixed,milk,2.6892
PSE,cows,mixed,milk,114.75
PSE,goats,mixed,milk,6.8418
PSE,sheep,mixed,milk,5.3946000000000005
PAN,cows,mixed,milk,39.4929
PNG,cows,mixed,milk,2.5785
PNG,goats,mixed,milk,1.7766
PRY,cows,mixed,milk,42.519600000000004
PER,cows,mixed,milk,61.14960000000001
PER,goats,mixed,milk,4.32
PHL,cows,mixed,milk,99.9621
POL,cows,mixed,milk,374.65913539190007
POL,goats,mixed,milk,29.4718668286
POL,sheep,mixed,milk,1.6016000088000002
PRT,cows,mixed,milk,497.3696027328
PRT,goats,mixed,milk,69.8758670506
PRT,sheep,mixed,milk,25.358666806
PRI,cows,mixed,milk,105.9912
PRI,goats,mixed,milk,1.8198
QAT,cows,mixed,milk,38.2077
QAT,goats,mixed,milk,4.239
QAT,sheep,mixed,milk,2.6514
KOR,cows,mixed,milk,678.9064366777001
KOR,goats,mixed,milk,17.106133417600002
MDA,cows,mixed,milk,238.18946797540002
MDA,goats,mixed,milk,22.4345334566
MDA,sheep,mixed,milk,4.659200025600001
ROU,cows,mixed,milk,194.0302010661
ROU,sheep,mixed,milk,10.0221333884
RUS,cows,mixed,milk,257.712001416
RUS,goats,mixed,milk,39.858000219
RUS,sheep,mixed,milk,0.182000001
RWA,cows,mixed,milk,14.0427
RWA,goats,mixed,milk,4.0986
RWA,sheep,mixed,milk,3.8609999999999998
LCA,cows,mixed,milk,37.4247
VCT,cows,mixed,milk,36.6471
WSM,cows,mixed,milk,26.8137
STP,cows,mixed,milk,36.882
SAU,cows,mixed,milk,225.0693
SAU,goats,mixed,milk,2.7432000000000003
SAU,sheep,mixed,milk,1.593
SEN,cows,mixed,milk,8.996400000000001
SEN,goats,mixed,milk,1.161
SEN,sheep,mixed,milk,0.8316
SRB,cows,mixed,milk,218.9884678699
SRB,goats,mixed,milk,39.8944002192
SRB,sheep,mixed,milk,13.455866740600001
SYC,cows,mixed,milk,17.2395
SLE,cows,mixed,milk,37.6839
SVK,cows,mixed,milk,426.96593567930006
SVK,goats,mixed,milk,38.66893354580001
SVK,sheep,mixed,milk,7.3406667070000005
SVN,cows,mixed,milk,364.52780200290005
SVN,goats,mixed,milk,52.8285336236
SVN,sheep,mixed,milk,22.5558667906
SLB,cows,mixed,milk,37.4112
SOM,cows,mixed,milk,10.554300000000001
SOM,goats,mixed,milk,3.2292
SOM,sheep,mixed,milk,3.537
ZAF,cows,mixed,milk,98.35560000000001
SSD,cows,mixed,milk,9.584999999999999
SSD,goats,mixed,milk,3.6396
SSD,sheep,mixed,milk,1.107
ESP,cows,mixed,milk,586.404003222
ESP,goats,mixed,milk,47.82960026280001
ESP,sheep,mixed,milk,27.202933482800002
LKA,buffaloes,mixed,milk,21.4137
LKA,cows,mixed,milk,29.856599999999997
LKA,goats,mixed,milk,6.318
SDN,cows,mixed,milk,9.8847
SDN,goats,mixed,milk,3.456
SDN,sheep,mixed,milk,0.972
SUR,cows,mixed,milk,80.0685
SWE,cows,mixed,milk,523.4562695428
CHE,cows,mixed,milk,413.1976356417
CHE,goats,mixed,milk,75.1442004198
CHE,sheep,mixed,milk,53.819333634
SYR,buffaloes,mixed,milk,45.1845
SYR,cows,mixed,milk,69.48720000000002
SYR,goats,mixed,milk,5.67
SYR,sheep,mixed,milk,3.3966000000000003
TJK,cows,mixed,milk,21.4407
TJK,goats,mixed,milk,13.7052
THA,cows,mixed,milk,147.2715
TLS,goats,mixed,milk,8.7696
TGO,cows,mixed,milk,4.625100000000001
TON,cows,mixed,milk,42.0741
TTO,cows,mixed,milk,12.1365
TUN,cows,mixed,milk,90.1908
TUN,goats,mixed,milk,1.512
TUN,sheep,mixed,milk,4.2174000000000005
TUR,buffaloes,mixed,milk,29.0634208541375
TUR,cows,mixed,milk,91.48312714881875
TUR,goats,mixed,milk,6.135158337725
TUR,sheep,mixed,milk,4.470400003200001
TKM,cows,mixed,milk,55.50390000000001
UGA,cows,mixed,milk,10.8162
UKR,cows,mixed,milk,298.4860683067
UKR,goats,mixed,milk,60.44826699880001
UKR,sheep,mixed,milk,6.5398667026
ARE,cows,mixed,milk,27.6426
ARE,goats,mixed,milk,2.673
ARE,sheep,mixed,milk,1.971
GBR,cows,mixed,milk,480.197336016
TZA,cows,mixed,milk,8.359200000000001
TZA,goats,mixed,milk,3.132
USA,cows,mixed,milk,733.9353631883
USA,goats,mixed,milk,14.1651332662
URY,cows,mixed,milk,72.12780000000001
UZB,cows,mixed,milk,54.432
VUT,cows,mixed,milk,5.5647
VEN,cows,mixed,milk,26.748900000000003
VNM,buffaloes,mixed,milk,26.7975
VNM,cows,mixed,milk,78.8805
YEM,cows,mixed,milk,14.004900000000001
YEM,goats,mixed,milk,2.2194000000000003
YEM,sheep,mixed,milk,1.4418000000000002
ZMB,cows,mixed,milk,37.5813
ZWE,cows,mixed,milk,11.6451
AFG,cows,grassland,milk,10.506000000000002
AFG,goats,grassland,milk,1.744
AFG,sheep,grassland,milk,1.1560000000000001
ALB,buffaloes,grassland,milk,28.89
ALB,cows,grassland,milk,168.81
ALB,goats,grassland,milk,14.532
ALB,sheep,grassland,milk,7.416
DZA,cows,grassland,milk,49.660000000000004
DZA,goats,grassland,milk,5.4239999999999995
DZA,sheep,grassland,milk,1.1640000000000001
AGO,cows,grassland,milk,9.978000000000002
ATG,cows,grassland,milk,17.714000000000002
ARG,cows,grassland,milk,117.40800000000002
ARM,cows,grassland,milk,46.882
ARM,goats,grassland,milk,8.768
ARM,sheep,grassland,milk,5.0920000000000005
AUS,cows,grassland,milk,587.1637353792
AUT,cows,grassland,milk,411.9
AUT,goats,grassland,milk,79.164
AUT,sheep,grassland,milk,52.572
AZE,cows,grassland,milk,30.562000000000005
AZE,goats,grassland,milk,2.3440000000000003
AZE,sheep,grassland,milk,4.04
BHS,cows,grassland,milk,20.09
BHS,goats,grassland,milk,12.016000000000002
BHR,cows,grassland,milk,48.002
BHR,goats,grassland,milk,4.192
BHR,sheep,grassland,milk,3.24
BGD,buffaloes,grassland,milk,7.876
BGD,cows,grassland,milk,4.106
BGD,goats,grassland,milk,3.616
BGD,sheep,grassland,milk,1.94
BRB,cows,grassland,milk,33.462
BLR,cows,grassland,milk,292.12199999999996
BLR,goats,grassland,milk,61.248000000000005
BEL,cows,grassland,milk,465.22200000000004
BEL,goats,grassland,milk,75.504
BLZ,cows,grassland,milk,14.724000000000002
BEN,cows,grassland,milk,4.12
BEN,goats,grassland,milk,3.9920000000000004
BTN,buffaloes,grassland,milk,19.864
BTN,cows,grassland,milk,27.746000000000006
BOL,cows,grassland,milk,54.35
BOL,goats,grassland,milk,2.616
BOL,sheep,grassland,milk,1.096
BIH,cows,grassland,milk,175.518
BIH,sheep,grassland,milk,7.212
BWA,cows,grassland,milk,27.878000000000004
BWA,goats,grassland,milk,4.936
BRA,cows,grassland,milk,40.722
BRA,goats,grassland,milk,2.168
BRN,buffaloes,grassland,milk,20.618000000000002
BRN,cows,grassland,milk,9.272
BGR,buffaloes,grassland,milk,82.02600000000001
BGR,cows,grassland,milk,214.098
BGR,goats,grassland,milk,26.196
BGR,sheep,grassland,milk,8.112
BFA,cows,grassland,milk,2.6040000000000005
BFA,goats,grassland,milk,3.0040000000000004
BFA,sheep,grassland,milk,2.2920000000000003
BDI,cows,grassland,milk,10
BDI,goats,grassland,milk,3.3040000000000003
BDI,sheep,grassland,milk,0.668
CPV,cows,grassland,milk,10.597999999999999
CPV,goats,grassland,milk,2.948
KHM,cows,grassland,milk,3.9820000000000007
CMR,cows,grassland,milk,11.914000000000001
CMR,goats,grassland,milk,2.092
CMR,sheep,grassland,milk,0.8240000000000001
CAN,cows,grassland,milk,658.0149301698
CAF,cows,grassland,milk,4.986000000000001
TCD,cows,grassland,milk,3.18
TCD,goats,grassland,milk,2.7880000000000003
TCD,sheep,grassland,milk,1.7160000000000002
CHL,cows,grassland,milk,74.742
CHL,goats,grassland,milk,1.316
HKG,cows,grassland,milk,106.1666665
CHN,buffaloes,grassland,milk,10.08
CHN,cows,grassland,milk,50.834
CHN,goats,grassland,milk,7.18
CHN,sheep,grassland,milk,1.116
TWN,cows,grassland,milk,129.65
TWN,goats,grassland,milk,12.52
COL,cows,grassland,milk,120.006
COM,cows,grassland,milk,27.722000000000005
COG,cows,grassland,milk,28
CRI,cows,grassland,milk,27.41
CRI,goats,grassland,milk,1.8960000000000004
CIV,cows,grassland,milk,2.164
HRV,cows,grassland,milk,268.116
HRV,goats,grassland,milk,46.62
HRV,sheep,grassland,milk,8.796
CUB,cows,grassland,milk,32.49
CUB,goats,grassland,milk,14.028000000000002
CYP,cows,grassland,milk,430.77
CYP,goats,grassland,milk,21.984
CYP,sheep,grassland,milk,17.58
CZE,cows,grassland,milk,506.66999999999996
CZE,goats,grassland,milk,77.55600000000001
CZE,sheep,grassland,milk,3.9
PRK,cows,grassland,milk,46.338
COD,cows,grassland,milk,18.086000000000002
DNK,cows,grassland,milk,584.928
DJI,cows,grassland,milk,6.97
DMA,cows,grassland,milk,18.694000000000003
DOM,cows,grassland,milk,31.784000000000002
ECU,cows,grassland,milk,43.216
ECU,goats,grassland,milk,1.264
ECU,sheep,grassland,milk,1.324
EGY,buffaloes,grassland,milk,29.822000000000003
EGY,cows,grassland,milk,37.406000000000006
EGY,goats,grassland,milk,0.524
EGY,sheep,grassland,milk,1.9440000000000002
SLV,cows,grassland,milk,43.106
ERI,cows,grassland,milk,3.3340000000000005
ERI,goats,grassland,milk,4.188000000000001
ERI,sheep,grassland,milk,2.34
EST,cows,grassland,milk,548.628
EST,goats,grassland,milk,37.08
SWZ,cows,grassland,milk,5.888000000000001
ETH,cows,grassland,milk,5.21
ETH,goats,grassland,milk,2.728
ETH,sheep,grassland,milk,1.244
FJI,cows,grassland,milk,21.496
FIN,cows,grassland,milk,524.982
FRA,cows,grassland,milk,426.03
FRA,goats,grassland,milk,89.48400000000001
FRA,sheep,grassland,milk,30.863999999999997
PYF,cows,grassland,milk,27.844
GAB,cows,grassland,milk,27.722000000000005
GMB,cows,grassland,milk,27.808000000000003
GEO,buffaloes,grassland,milk,12.144000000000002
GEO,cows,grassland,milk,20.346
GEO,goats,grassland,milk,2.9560000000000004
GEO,sheep,grassland,milk,2.004
DEU,cows,grassland,milk,465.798
DEU,goats,grassland,milk,86.328
GHA,cows,grassland,milk,2.704
GRC,buffaloes,grassland,milk,76.014
GRC,cows,grassland,milk,320.526
GRC,goats,grassland,milk,16.86
GRC,sheep,grassland,milk,16.164
GRD,cows,grassland,milk,16.292
GTM,cows,grassland,milk,16.016000000000002
GTM,goats,grassland,milk,7.28
GIN,cows,grassland,milk,5.626
GIN,goats,grassland,milk,3.724
GIN,sheep,grassland,milk,2.424
GNB,cows,grassland,milk,3.2940000000000005
GNB,goats,grassland,milk,4.68
GNB,sheep,grassland,milk,3.008
GUY,cows,grassland,milk,28.206000000000003
HTI,cows,grassland,milk,5.104
HTI,goats,grassland,milk,3.1440000000000006
HND,cows,grassland,milk,27.444000000000003
HUN,cows,grassland,milk,483.81
HUN,goats,grassland,milk,29.459999999999997
HUN,sheep,grassland,milk,11.436000000000002
ISL,cows,grassland,milk,343.40360000000004
IND,buffaloes,grassland,milk,39.948
IND,cows,grassland,milk,32.858000000000004
IND,goats,grassland,milk,6.824000000000001
IND,sheep,grassland,milk,0.9680000000000001
IDN,buffaloes,grassland,milk,14.482000000000001
IDN,cows,grassland,milk,34.346000000000004
IDN,goats,grassland,milk,2.004
IDN,sheep,grassland,milk,1.072
IRN,buffaloes,grassland,milk,56.888000000000005
IRN,cows,grassland,milk,76.914
IRN,goats,grassland,milk,2.196
IRN,sheep,grassland,milk,1.348
IRQ,buffaloes,grassland,milk,11.872
IRQ,cows,grassland,milk,13.456000000000001
IRQ,goats,grassland,milk,1.232
IRQ,sheep,grassland,milk,0.7160000000000001
IRL,cows,grassland,milk,313.182
ISR,cows,grassland,milk,296.58825
ISR,goats,grassland,milk,14.6745
ISR,sheep,grassland,milk,3.7665
ITA,buffaloes,grassland,milk,50.339999999999996
ITA,cows,grassland,milk,381.216
ITA,goats,grassland,milk,6.012
ITA,sheep,grassland,milk,9.6
JAM,cows,grassland,milk,47.44
JAM,goats,grassland,milk,14.464
JPN,cows,grassland,milk,557.9139971535
JPN,goats,grassland,milk,27.2570665276
JPN,sheep,grassland,milk,19.8090665656
JOR,cows,grassland,milk,127.99600000000001
JOR,goats,grassland,milk,1.1
JOR,sheep,grassland,milk,1.6680000000000001
KAZ,cows,grassland,milk,46.736000000000004
KAZ,goats,grassland,milk,1.608
KAZ,sheep,grassland,milk,3.4440000000000004
KEN,cows,grassland,milk,12.948000000000002
KEN,goats,grassland,milk,2.552
KEN,sheep,grassland,milk,1.48
KWT,cows,grassland,milk,107.79800000000002
KWT,goats,grassland,milk,9.792
KWT,sheep,grassland,milk,8.9
KGZ,cows,grassland,milk,39.676
KGZ,goats,grassland,milk,0.396
KGZ,sheep,grassland,milk,3.3120000000000007
LAO,cows,grassland,milk,3.3760000000000003
LVA,cows,grassland,milk,388.77
LVA,goats,grassland,milk,28.044
LBN,cows,grassland,milk,102.51200000000001
LBN,goats,grassland,milk,9.132000000000001
LBN,sheep,grassland,milk,3.208
LSO,cows,grassland,milk,28.334000000000003
LBR,cows,grassland,milk,27.75
LBY,cows,grassland,milk,22.874000000000002
LBY,goats,grassland,milk,1.4000000000000001
LBY,sheep,grassland,milk,1.24
LTU,cows,grassland,milk,328.956
LTU,goats,grassland,milk,56.964000000000006
LUX,cows,grassland,milk,440.802
LUX,goats,grassland,milk,132.012
MDG,cows,grassland,milk,5.816000000000001
MWI,cows,grassland,milk,10.358
MWI,goats,grassland,milk,2.736
MWI,sheep,grassland,milk,3.2320000000000007
MYS,buffaloes,grassland,milk,27.704
MYS,cows,grassland,milk,17.150000000000002
MLI,cows,grassland,milk,3.4520000000000004
MLI,goats,grassland,milk,0.336
MLI,sheep,grassland,milk,0.336
MLT,cows,grassland,milk,401.66999999999996
MLT,goats,grassland,milk,37.116
MLT,sheep,grassland,milk,24.336000000000002
MRT,cows,grassland,milk,7.47
MRT,goats,grassland,milk,2.668
MRT,sheep,grassland,milk,1.3920000000000001
MUS,cows,grassland,milk,22.5
MEX,cows,grassland,milk,93.91
MEX,goats,grassland,milk,8.596
MEX,sheep,grassland,milk,1.516
MNG,cows,grassland,milk,9.166
MNG,goats,grassland,milk,0.708
MNG,sheep,grassland,milk,0.5680000000000001
MNE,cows,grassland,milk,169.23
MNE,sheep,grassland,milk,10.176
MAR,cows,grassland,milk,28.97
MAR,goats,grassland,milk,1.18
MAR,sheep,grassland,milk,1.3800000000000001
MOZ,cows,grassland,milk,25.868000000000002
MOZ,goats,grassland,milk,4.284000000000001
MMR,buffaloes,grassland,milk,8.978000000000002
MMR,cows,grassland,milk,11.892000000000001
MMR,goats,grassland,milk,0.528
MMR,sheep,grassland,milk,0.6960000000000001
NAM,cows,grassland,milk,8.96
NPL,buffaloes,grassland,milk,16.508000000000003
NPL,cows,grassland,milk,12.924000000000001
NPL,goats,grassland,milk,2.656
NPL,sheep,grassland,milk,2.24
NLD,cows,grassland,milk,515.22
NLD,goats,grassland,milk,86.03999999999999
NCL,cows,grassland,milk,26.058000000000003
NZL,cows,grassland,milk,283.89910000000003
NIC,cows,grassland,milk,14.622
NER,cows,grassland,milk,6.798000000000001
NER,goats,grassland,milk,2.4720000000000004
NER,sheep,grassland,milk,1.6480000000000001
NGA,cows,grassland,milk,4.752000000000001
NIU,cows,grassland,milk,15.556000000000001
MKD,cows,grassland,milk,172.038
MKD,goats,grassland,milk,30.048
MKD,sheep,grassland,milk,8.304
NOR,cows,grassland,milk,415.47799999999995
NOR,goats,grassland,milk,75.49640000000001
OMN,cows,grassland,milk,16.46
OMN,goats,grassland,milk,3.1
OMN,sheep,grassland,milk,2.068
PAK,buffaloes,grassland,milk,45.95400000000001
PAK,cows,grassland,milk,29.214000000000002
PAK,goats,grassland,milk,5.68
PAK,sheep,grassland,milk,1.9920000000000002
PSE,cows,grassland,milk,85
PSE,goats,grassland,milk,5.0680000000000005
PSE,sheep,grassland,milk,3.9960000000000004
PAN,cows,grassland,milk,29.254
PNG,cows,grassland,milk,1.9100000000000001
PNG,goats,grassland,milk,1.316
PRY,cows,grassland,milk,31.496000000000006
PER,cows,grassland,milk,45.29600000000001
PER,goats,grassland,milk,3.2
PHL,cows,grassland,milk,74.046
POL,cows,grassland,milk,370.54200000000003
POL,goats,grassland,milk,29.148
POL,sheep,grassland,milk,1.584
PRT,cows,grassland,milk,491.90399999999994
PRT,goats,grassland,milk,69.10799999999999
PRT,sheep,grassland,milk,25.08
PRI,cows,grassland,milk,78.51200000000001
PRI,goats,grassland,milk,1.348
QAT,cows,grassland,milk,28.302000000000003
QAT,goats,grassland,milk,3.14
QAT,sheep,grassland,milk,1.9640000000000002
KOR,cows,grassland,milk,672.2177
KOR,goats,grassland,milk,16.937600000000003
MDA,cows,grassland,milk,235.572
MDA,goats,grassland,milk,22.188
MDA,sheep,grassland,milk,4.6080000000000005
ROU,cows,grassland,milk,191.898
ROU,sheep,grassland,milk,9.912
RUS,cows,grassland,milk,254.88
RUS,goats,grassland,milk,39.42
RUS,sheep,grassland,milk,0.18
RWA,cows,grassland,milk,10.402000000000001
RWA,goats,grassland,milk,3.0360000000000005
RWA,sheep,grassland,milk,2.86
LCA,cows,grassland,milk,27.722000000000005
VCT,cows,grassland,milk,27.146000000000004
WSM,cows,grassland,milk,19.862000000000002
STP,cows,grassland,milk,27.32
SAU,cows,grassland,milk,166.718
SAU,goats,grassland,milk,2.032
SAU,sheep,grassland,milk,1.18
SEN,cows,grassland,milk,6.6640000000000015
SEN,goats,grassland,milk,0.86
SEN,sheep,grassland,milk,0.616
SRB,cows,grassland,milk,216.58200000000002
SRB,goats,grassland,milk,39.456
SRB,sheep,grassland,milk,13.308
SYC,cows,grassland,milk,12.77
SLE,cows,grassland,milk,27.914
SVK,cows,grassland,milk,422.274
SVK,goats,grassland,milk,38.24400000000001
SVK,sheep,grassland,milk,7.26
SVN,cows,grassland,milk,360.52200000000005
SVN,goats,grassland,milk,52.248000000000005
SVN,sheep,grassland,milk,22.308
SLB,cows,grassland,milk,27.712000000000003
SOM,cows,grassland,milk,7.8180000000000005
SOM,goats,grassland,milk,2.3920000000000003
SOM,sheep,grassland,milk,2.62
ZAF,cows,grassland,milk,72.85600000000001
SSD,cows,grassland,milk,7.1000000000000005
SSD,goats,grassland,milk,2.696
SSD,sheep,grassland,milk,0.8200000000000001
ESP,cows,grassland,milk,579.9599999999999
ESP,goats,grassland,milk,47.304
ESP,sheep,grassland,milk,26.904
LKA,buffaloes,grassland,milk,15.862
LKA,cows,grassland,milk,22.116
LKA,goats,grassland,milk,4.68
SDN,cows,grassland,milk,7.322000000000001
SDN,goats,grassland,milk,2.56
SDN,sheep,grassland,milk,0.72
SUR,cows,grassland,milk,59.31
SWE,cows,grassland,milk,517.704
CHE,cows,grassland,milk,408.5809
CHE,goats,grassland,milk,74.30460000000001
CHE,sheep,grassland,milk,53.217999999999996
SYR,buffaloes,grassland,milk,33.47
SYR,cows,grassland,milk,51.47200000000001
SYR,goats,grassland,milk,4.2
SYR,sheep,grassland,milk,2.5160000000000005
TJK,cows,grassland,milk,15.882000000000001
TJK,goats,grassland,milk,10.152000000000001
THA,cows,grassland,milk,109.09
TLS,goats,grassland,milk,6.496
TGO,cows,grassland,milk,3.426
TON,cows,grassland,milk,31.166000000000004
TTO,cows,grassland,milk,8.99
TUN,cows,grassland,milk,66.808
TUN,goats,grassland,milk,1.12
TUN,sheep,grassland,milk,3.1240000000000006
TUR,buffaloes,grassland,milk,22.4685
TUR,cows,grassland,milk,70.72425
TUR,goats,grassland,milk,4.743
TUR,sheep,grassland,milk,3.4560000000000004
TKM,cows,grassland,milk,41.114000000000004
UGA,cows,grassland,milk,8.012
UKR,cows,grassland,milk,295.206
UKR,goats,grassland,milk,59.784000000000006
UKR,sheep,grassland,milk,6.468000000000001
ARE,cows,grassland,milk,20.476000000000003
ARE,goats,grassland,milk,1.98
ARE,sheep,grassland,milk,1.46
GBR,cows,grassland,milk,474.832
TZA,cows,grassland,milk,6.192
TZA,goats,grassland,milk,2.32
USA,cows,grassland,milk,723.5002631883
USA,goats,grassland,milk,13.9637332662
URY,cows,grassland,milk,53.428000000000004
UZB,cows,grassland,milk,40.32
VUT,cows,grassland,milk,4.122000000000001
VEN,cows,grassland,milk,19.814
VNM,buffaloes,grassland,milk,19.85
VNM,cows,grassland,milk,58.43
YEM,cows,grassland,milk,10.374
YEM,goats,grassland,milk,1.6440000000000001
YEM,sheep,grassland,milk,1.068
ZMB,cows,grassland,milk,27.838
ZWE,cows,grassland,milk,8.626000000000001
AFG,cows,mixed,meat,10.186527778018931
AFG,chickens,industrial,meat,4.8479272097053725
AFG,goats,mixed,meat,3.6090269833623836
AFG,sheep,mixed,meat,6.7885850152888825
ALB,cows,mixed,meat,52.019363849914285
ALB,chickens,industrial,meat,1.8416541812411908
ALB,goats,mixed,meat,22.337706202520216
ALB,pigs,industrial,meat,16.7510717967797
ALB,sheep,mixed,meat,12.107557382268663
DZA,cows,mixed,meat,35.013067633009314
DZA,chickens,industrial,meat,1.0871025643290608
DZA,goats,mixed,meat,3.296454071618192
DZA,pigs,industrial,meat,9.155313351498638
DZA,sheep,mixed,meat,10.954781601746308
AGO,cows,mixed,meat,3.8822228630176965
AGO,chickens,industrial,meat,0.5253178189994379
AGO,goats,mixed,meat,1.7223848461256084
AGO,pigs,industrial,meat,2.147495972230943
AGO,sheep,mixed,meat,1.483517860873198
ATG,cows,mixed,meat,18.047872340425528
ATG,chickens,industrial,meat,0.10541666666666667
ATG,goats,mixed,meat,0.15888888888888889
ATG,pigs,industrial,meat,2.0560392156862743
ATG,sheep,mixed,meat,0.25535714285714284
ARG,cows,mixed,meat,10.137398076864143
ARG,chickens,industrial,meat,9.162195968961335
ARG,goats,mixed,meat,0.439486065354968
ARG,pigs,industrial,meat,15.004028454338586
ARG,sheep,mixed,meat,1.0297176983441432
ARM,cows,mixed,meat,33.522474379402034
ARM,chickens,industrial,meat,4.408248605577689
ARM,goats,mixed,meat,1.9960312828294617
ARM,pigs,industrial,meat,31.961446661615845
ARM,sheep,mixed,meat,19.157947513557023
AUS,cows,mixed,meat,70.6415824081475
AUS,chickens,industrial,meat,7.78062111300433
AUS,goats,mixed,meat,6.688000000000001
AUS,pigs,industrial,meat,74.97064894873118
AUS,sheep,mixed,meat,7.05575990816209
AUT,cows,mixed,meat,63.555968448300455
AUT,chickens,industrial,meat,5.2061666801791935
AUT,goats,mixed,meat,7.628619888183931
AUT,pigs,industrial,meat,35.91964281533364
AUT,sheep,mixed,meat,12.10903829953484
AZE,cows,mixed,meat,17.41678034427753
AZE,chickens,industrial,meat,3.5196322479705495
AZE,pigs,industrial,meat,34.45315219156787
AZE,sheep,mixed,meat,4.010172013992323
BHS,cows,mixed,meat,49.04844290657439
BHS,chickens,industrial,meat,0.7296436492301643
BHS,goats,mixed,meat,3.0242192479286163
BHS,pigs,industrial,meat,11.420597014925374
BHS,sheep,mixed,meat,1.43794469771207
BHR,chickens,industrial,meat,0.49738982589210173
BHR,goats,mixed,meat,3.659599186755736
BGD,buffaloes,mixed,meat,0
BGD,cows,mixed,meat,1.849411811164615
BGD,chickens,industrial,meat,1.2099386254961824
BGD,goats,mixed,meat,2.815295382124328
BGD,sheep,mixed,meat,1.220197063410638
BRB,cows,mixed,meat,3.5969208310957486
BRB,chickens,industrial,meat,1.3585405988181283
BRB,goats,mixed,meat,1.6988205889244705
BRB,pigs,industrial,meat,17.043318872561883
BRB,sheep,mixed,meat,2.269742027005727
BLR,cows,mixed,meat,17.52438804339698
BLR,chickens,industrial,meat,7.2419434443140895
BLR,pigs,industrial,meat,33.910980131191174
BLR,sheep,mixed,meat,7.007786429365962
BEL,cows,mixed,meat,57.69497776363262
BEL,chickens,industrial,meat,10.509045857764594
BEL,goats,mixed,meat,16.63860122668309
BEL,pigs,industrial,meat,34.27778459444891
BEL,sheep,mixed,meat,22.482159765363388
BLZ,cows,mixed,meat,2.5092294449156443
BLZ,cows,mixed,meat,2.493808909978848
BLZ,chickens,industrial,meat,6.1965136988485945
BLZ,chickens,industrial,meat,6.431726190476191
BLZ,goats,mixed,meat,1.5873015873015872
BLZ,goats,mixed,meat,1.7195767195767193
BLZ,pigs,industrial,meat,12.83740340030912
BLZ,pigs,industrial,meat,11.869004505460094
BLZ,sheep,mixed,meat,0.8364312267657992
BEN,cows,mixed,meat,4.02896642527979
BEN,chickens,industrial,meat,1.6557111951283436
BEN,goats,mixed,meat,1.3125169006598638
BEN,pigs,industrial,meat,0.9124948453608248
BEN,sheep,mixed,meat,1.248051391862955
BTN,buffaloes,mixed,meat,0
BTN,cows,mixed,meat,4.730020426978072
BTN,chickens,industrial,meat,8.519125364431488
BTN,goats,mixed,meat,1.6814115528069944
BTN,pigs,industrial,meat,24.12820739953347
BTN,sheep,mixed,meat,2.16124090386825
BOL,cows,mixed,meat,5.140597539543058
BOL,chickens,industrial,meat,0.7399514175912879
BOL,goats,mixed,meat,1.313609851050291
BOL,pigs,industrial,meat,5.7424150005647805
BOL,sheep,mixed,meat,1.1776155717761558
BIH,cows,mixed,meat,10.940294281620496
BIH,chickens,industrial,meat,2.0920230940449334
BIH,pigs,industrial,meat,4.0463937270005035
BIH,sheep,mixed,meat,0.6412900164799228
BWA,cows,mixed,meat,6.189163906656891
BWA,chickens,industrial,meat,14.631833333333331
BWA,goats,mixed,meat,1.433656720673167
BWA,pigs,industrial,meat,9.35482254697286
BWA,sheep,mixed,meat,1.8412674057309446
BRA,cows,mixed,meat,8.81360091767137
BRA,chickens,industrial,meat,3.7691457999043094
BRA,goats,mixed,meat,1.8049449936402382
BRA,pigs,industrial,meat,14.391349306844738
BRA,sheep,mixed,meat,1.385680341458567
BRN,buffaloes,mixed,meat,0
BRN,chickens,industrial,meat,0.7061965041928608
BRN,goats,mixed,meat,0.6259059164580314
BRN,pigs,industrial,meat,18.068923076923078
BRN,sheep,mixed,meat,2.358547302792582
BGR,buffaloes,mixed,meat,0
BGR,cows,mixed,meat,24.234687077934087
BGR,chickens,industrial,meat,2.9885693422501776
BGR,goats,mixed,meat,32.998556619866164
BGR,pigs,industrial,meat,29.252367680792183
BGR,sheep,mixed,meat,20.841093432694556
BFA,cows,mixed,meat,2.3574688667547368
BFA,chickens,industrial,meat,0.9270042033018426
BFA,goats,mixed,meat,0.7484214506560469
BFA,pigs,industrial,meat,1.1509512186606239
BFA,sheep,mixed,meat,0.5873337698587674
BDI,cows,mixed,meat,2.710907990859426
BDI,chickens,industrial,meat,1.8217499999999998
BDI,goats,mixed,meat,0.9265604812558408
BDI,pigs,industrial,meat,0.9105173931048763
BDI,sheep,mixed,meat,0.8921490880253767
CPV,cows,mixed,meat,5.768383596977158
CPV,chickens,industrial,meat,0.9122744594915655
CPV,goats,mixed,meat,4.384629940765292
