iso3c,species,product,kg_co2eq_head
KEN,goats,meat,4.25
MDG,goats,meat,4.25
MWI,goats,meat,4.25
MUS,goats,meat,4.25
MYT,goats,meat,4.25
MOZ,goats,meat,4.25
REU,goats,meat,4.25
RWA,goats,meat,4.25
SYC,goats,meat,4.25
SOM,goats,meat,5.5
SSD,goats,meat,5.5
UGA,goats,meat,4.25
TZA,goats,meat,4.25
ZMB,goats,meat,4.25
ZWE,goats,meat,4.25
AGO,goats,meat,4.25
CMR,goats,meat,4.25
CAF,goats,meat,4.25
TCD,goats,meat,5.5
COG,goats,meat,4.25
COD,goats,meat,4.25
GNQ,goats,meat,4.25
GAB,goats,meat,4.25
STP,goats,meat,4.25
BWA,goats,meat,4.25
SWZ,goats,meat,4.25
LSO,goats,meat,2.75
NAM,goats,meat,4.25
ZAF,goats,meat,4.25
BEN,goats,meat,5.5
BFA,goats,meat,5.5
CPV,goats,meat,4.25
CIV,goats,meat,5.5
GMB,goats,meat,5.5
GHA,goats,meat,5.5
GIN,goats,meat,4.6899999999999995
GNB,goats,meat,5.5
LBR,goats,meat,4.4925
MLI,goats,meat,5.5
MRT,goats,meat,5.5
NER,goats,meat,5.5
NGA,goats,meat,5.5
SHN,goats,meat,4.25
SEN,goats,meat,5.5
SLE,goats,meat,5.5
TGO,goats,meat,5.5
AIA,goats,meat,4.8925
ATG,goats,meat,5.5
ABW,goats,meat,4.8925
BHS,goats,meat,4.25
BRB,goats,meat,5.3975
BES,goats,meat,5.5
VGB,goats,meat,5.035
CYM,goats,meat,5.5
CUB,goats,meat,4.3950000000000005
CUW,goats,meat,4.8925
DMA,goats,meat,4.25
DOM,goats,meat,4.25
GRD,goats,meat,4.8925
GLP,goats,meat,4.25
HTI,goats,meat,4.25
JAM,goats,meat,4.65
MTQ,goats,meat,4.9
MSR,goats,meat,4.43
PRI,goats,meat,4.52
BLM,goats,meat,4.8925
KNA,goats,meat,4.9
LCA,goats,meat,5.5
MAF,goats,meat,4.8925
VCT,goats,meat,4.415
SXM,goats,meat,4.8925
TTO,goats,meat,5.5
TCA,goats,meat,4.8925
VIR,goats,meat,5.19
BLZ,goats,meat,4.35
CRI,goats,meat,4.25
SLV,goats,meat,4.25
GTM,goats,meat,4.25
HND,goats,meat,4.25
MEX,goats,meat,4.25
NIC,goats,meat,4.745
PAN,goats,meat,4.4624999999999995
ARG,goats,meat,3.955
BOL,goats,meat,4.25
BVT,goats,meat,4.25
BRA,goats,meat,4.25
CHL,goats,meat,2.75
COL,goats,meat,4.25
ECU,goats,meat,4.25
FLK,goats,meat,4.25
GUF,goats,meat,5.0424999999999995
GUY,goats,meat,5.5
PRY,goats,meat,4.25
PER,goats,meat,4.25
SGS,goats,meat,4.25
SUR,goats,meat,5.5
URY,goats,meat,4.25
VEN,goats,meat,5.4175
BMU,goats,meat,5
CAN,goats,meat,3.25
GRL,goats,meat,3.25
SPM,goats,meat,3.25
USA,goats,meat,3.25
ATA,goats,meat,4.25
KAZ,goats,meat,2.75
KGZ,goats,meat,2.75
TJK,goats,meat,2.75
TKM,goats,meat,2.77
UZB,goats,meat,2.75
CHN,goats,meat,2.75
HKG,goats,meat,4.25
MAC,goats,meat,2.75
PRK,goats,meat,2.75
JPN,goats,meat,3.25
MNG,goats,meat,2.75
KOR,goats,meat,2.75
BRN,goats,meat,5.5
KHM,goats,meat,5.13375
IDN,goats,meat,5.0375000000000005
LAO,goats,meat,4.25
MYS,goats,meat,5.382499999999999
MMR,goats,meat,4.25
PHL,goats,meat,5.2299999999999995
SGP,goats,meat,5.5
THA,goats,meat,5.5
TLS,goats,meat,4.25
VNM,goats,meat,4.25
AFG,goats,meat,2.75
BGD,goats,meat,4.9
BTN,goats,meat,2.75
IND,goats,meat,4.4575
IRN,goats,meat,4.25
MDV,goats,meat,4.25
NPL,goats,meat,2.75
PAK,goats,meat,4.25
LKA,goats,meat,5.5
ARM,goats,meat,2.75
AZE,goats,meat,2.75
BHR,goats,meat,5.5
CYP,goats,meat,4.25
GEO,goats,meat,2.75
IRQ,goats,meat,4.25
ISR,goats,meat,4.25
JOR,goats,meat,4.25
KWT,goats,meat,4.6125
LBN,goats,meat,3.1925000000000003
OMN,goats,meat,5.5
QAT,goats,meat,5.5
SAU,goats,meat,4.3825
PSE,goats,meat,4.25
SYR,goats,meat,4.25
TUR,goats,meat,2.75
ARE,goats,meat,5.5
YEM,goats,meat,4.375
BLR,goats,meat,3.25
BGR,goats,meat,3.25
CZE,goats,meat,3.25
HUN,goats,meat,3.25
POL,goats,meat,3.25
MDA,goats,meat,3.25
ROU,goats,meat,3.25
RUS,goats,meat,3.25
SVK,goats,meat,3.25
UKR,goats,meat,3.25
ALA,goats,meat,3.25
GGY,goats,meat,3.25
JEY,goats,meat,3.25
NA,goats,meat,3.25
DNK,goats,meat,3.25
EST,goats,meat,3.25
FRO,goats,meat,3.25
FIN,goats,meat,3.25
ISL,goats,meat,3.25
IRL,goats,meat,3.25
IMN,goats,meat,3.25
LVA,goats,meat,3.25
LTU,goats,meat,3.25
NOR,goats,meat,3.25
SJM,goats,meat,3.25
SWE,goats,meat,3.25
GBR,goats,meat,3.25
ALB,goats,meat,3.25
AND,goats,meat,3.25
BIH,goats,meat,3.25
HRV,goats,meat,3.25
GIB,goats,meat,3.25
GRC,goats,meat,3.25
VAT,goats,meat,3.25
ITA,goats,meat,3.25
MLT,goats,meat,5
MNE,goats,meat,3.25
MKD,goats,meat,3.25
PRT,goats,meat,5
SMR,goats,meat,3.25
XKO,goats,meat,3.25
SRB,goats,meat,3.25
SVN,goats,meat,3.25
ESP,goats,meat,3.25
AUT,goats,meat,3.25
BEL,goats,meat,3.25
FRA,goats,meat,3.25
DEU,goats,meat,3.25
LIE,goats,meat,3.25
LUX,goats,meat,3.25
MCO,goats,meat,3.25
NLD,goats,meat,3.25
CHE,goats,meat,3.25
AUS,goats,meat,5
CXR,goats,meat,4.125
CCK,goats,meat,4.125
HMD,goats,meat,4.125
NZL,goats,meat,3.25
NFK,goats,meat,4.125
FJI,goats,meat,4.25
NCL,goats,meat,4.25
PNG,goats,meat,4.25
SLB,goats,meat,4.25
VUT,goats,meat,4.25
GUM,goats,meat,5.5
KIR,goats,meat,5.5
MHL,goats,meat,5.5
FSM,goats,meat,5.5
NRU,goats,meat,5.5
MNP,goats,meat,5.5
PLW,goats,meat,5.5
UMI,goats,meat,5.5
ASM,goats,meat,4.25
COK,goats,meat,4.25
PYF,goats,meat,4.25
NIU,goats,meat,4.25
PCN,goats,meat,4.25
WSM,goats,meat,4.25
TKL,goats,meat,4.25
TON,goats,meat,4.25
TUV,goats,meat,4.25
WLF,goats,meat,5.5
XMI,goats,meat,4.25
TWN,goats,meat,4.25
