iso3c,ID_0,Country,animal,kg_n_yr
MTQ,141,Martinique,cows,34.99
MTQ,141,Martinique,buffaloes,50.828863636363636
MTQ,141,Martinique,goats,2.93
MTQ,141,Martinique,sheep,4.13
MTQ,141,Martinique,pigs,11.92
MTQ,141,Martinique,chickens,0.53
MRT,142,Mauritania,cows,31.97
MRT,142,Mauritania,buffaloes,32.82
MRT,142,Mauritania,goats,3.08
MRT,142,Mauritania,sheep,3.1
MRT,142,Mauritania,pigs,8.04
MRT,142,Mauritania,chickens,0.4
MUS,143,Mauritius,cows,30.596249999999998
MUS,143,Mauritius,buffaloes,32.82
MUS,143,Mauritius,goats,2.716
MUS,143,Mauritius,sheep,2.92875
MUS,143,Mauritius,pigs,5.43
MUS,143,Mauritius,chickens,0.47933333333333333
MYT,144,Mayotte,cows,13.61
MYT,144,Mayotte,buffaloes,32.82
MYT,144,Mayotte,goats,2.716
MYT,144,Mayotte,sheep,1.04
MYT,144,Mayotte,pigs,7.633333333333333
MYT,144,Mayotte,chickens,0.47933333333333333
MEX,145,Mexico,cows,41.87
MEX,145,Mexico,buffaloes,46.57
MEX,145,Mexico,goats,3.3
MEX,145,Mexico,sheep,4.24
MEX,145,Mexico,pigs,12.91
MEX,145,Mexico,chickens,0.54
FSM,146,Micronesia,cows,46.58625
FSM,146,Micronesia,buffaloes,43.435267916415384
FSM,146,Micronesia,goats,5.071666666666666
FSM,146,Micronesia,sheep,5.865
FSM,146,Micronesia,pigs,18.32
FSM,146,Micronesia,chickens,0.6375
MDA,147,Moldova,cows,47.4
MDA,147,Moldova,buffaloes,47.943333333333335
MDA,147,Moldova,goats,4.49
MDA,147,Moldova,sheep,4.24
MDA,147,Moldova,pigs,19.46
MDA,147,Moldova,chickens,0.79
MNG,149,Mongolia,cows,30.68
MNG,149,Mongolia,buffaloes,32.665
MNG,149,Mongolia,goats,4.03
MNG,149,Mongolia,sheep,4.33
MNG,149,Mongolia,pigs,12.75
MNG,149,Mongolia,chickens,0.67
MNE,150,Montenegro,cows,42.77
MNE,150,Montenegro,buffaloes,55.74
MNE,150,Montenegro,goats,4.72
MNE,150,Montenegro,sheep,4.78
MNE,150,Montenegro,pigs,21.65
MNE,150,Montenegro,chickens,0.56
MSR,151,Montserrat,cows,34.01416666666667
MSR,151,Montserrat,buffaloes,50.828863636363636
MSR,151,Montserrat,goats,2.9341666666666666
MSR,151,Montserrat,sheep,3.8433333333333333
MSR,151,Montserrat,pigs,25.36
MSR,151,Montserrat,chickens,0.4928571428571428
MAR,152,Morocco,cows,23.78
MAR,152,Morocco,buffaloes,32.82
MAR,152,Morocco,goats,1.85
MAR,152,Morocco,sheep,2.73
MAR,152,Morocco,pigs,10.18
MAR,152,Morocco,chickens,0.58
MOZ,153,Mozambique,cows,36.63
MOZ,153,Mozambique,buffaloes,32.82
MOZ,153,Mozambique,goats,3.44
MOZ,153,Mozambique,sheep,3.44
MOZ,153,Mozambique,pigs,8.65
MOZ,153,Mozambique,chickens,0.53
MMR,154,Myanmar,cows,29.69
MMR,154,Myanmar,buffaloes,33.91
MMR,154,Myanmar,goats,3.51
MMR,154,Myanmar,sheep,3.01
MMR,154,Myanmar,pigs,10.88
MMR,154,Myanmar,chickens,0.55
NAM,155,Namibia,cows,26.47
NAM,155,Namibia,buffaloes,32.82
NAM,155,Namibia,goats,3.42
NAM,155,Namibia,sheep,2.58
NAM,155,Namibia,pigs,8.48
NAM,155,Namibia,chickens,0.47
NPL,157,Nepal,cows,29.99
NPL,157,Nepal,buffaloes,38.98
NPL,157,Nepal,goats,2.67
NPL,157,Nepal,sheep,4.28
NPL,157,Nepal,pigs,13.06
NPL,157,Nepal,chickens,0.42
NLD,158,Netherlands,cows,65.18
NLD,158,Netherlands,buffaloes,52.741282051282056
NLD,158,Netherlands,goats,3.66
NLD,158,Netherlands,sheep,5.14
NLD,158,Netherlands,pigs,16.49
NLD,158,Netherlands,chickens,0.47
NCL,159,New Caledonia,cows,41.57
NCL,159,New Caledonia,buffaloes,43.435267916415384
NCL,159,New Caledonia,goats,4.5
NCL,159,New Caledonia,sheep,5.43
NCL,159,New Caledonia,pigs,25.13
NCL,159,New Caledonia,chickens,0.37
NZL,160,New Zealand,cows,55.01
NZL,160,New Zealand,buffaloes,43.435267916415384
NZL,160,New Zealand,goats,6.02
NZL,160,New Zealand,sheep,6.3
NZL,160,New Zealand,pigs,12.3
NZL,160,New Zealand,chickens,0.7
NIC,161,Nicaragua,cows,45.01
NIC,161,Nicaragua,buffaloes,46.57
NIC,161,Nicaragua,goats,3.16
NIC,161,Nicaragua,sheep,4.12
NIC,161,Nicaragua,pigs,13.28
NIC,161,Nicaragua,chickens,0.52
NER,162,Niger,cows,30.97
NER,162,Niger,buffaloes,32.82
NER,162,Niger,goats,2.65
NER,162,Niger,sheep,3.27
NER,162,Niger,pigs,9.85
NER,162,Niger,chickens,0.64
NGA,163,Nigeria,cows,28.41
NGA,163,Nigeria,buffaloes,32.82
NGA,163,Nigeria,goats,2.08
NGA,163,Nigeria,sheep,2.67
NGA,163,Nigeria,pigs,10.12
NGA,163,Nigeria,chickens,0.51
NIU,164,Niue,cows,46.58625
NIU,164,Niue,buffaloes,43.435267916415384
NIU,164,Niue,goats,5.071666666666666
NIU,164,Niue,sheep,5.865
NIU,164,Niue,pigs,24.59
NIU,164,Niue,chickens,0.6375
PRK,166,North Korea,cows,29.48
PRK,166,North Korea,buffaloes,32.665
PRK,166,North Korea,goats,2.73
PRK,166,North Korea,sheep,3.27
PRK,166,North Korea,pigs,17.29
PRK,166,North Korea,chickens,0.63
NOR,169,Norway,cows,62.31
NOR,169,Norway,buffaloes,52.741282051282056
NOR,169,Norway,goats,6.9
NOR,169,Norway,sheep,4.48
NOR,169,Norway,pigs,19.01
NOR,169,Norway,chickens,0.66
OMN,170,Oman,cows,30.29
OMN,170,Oman,buffaloes,44.6325
OMN,170,Oman,goats,3.95
OMN,170,Oman,sheep,4.3
OMN,170,Oman,pigs,14.82625
OMN,170,Oman,chickens,0.38
PAK,171,Pakistan,cows,34.94
PAK,171,Pakistan,buffaloes,43.33
PAK,171,Pakistan,goats,2.71
PAK,171,Pakistan,sheep,3.31
PAK,171,Pakistan,pigs,15.064
PAK,171,Pakistan,chickens,0.54
PSE,173,Palestina,cows,30.81
PSE,173,Palestina,buffaloes,44.6325
PSE,173,Palestina,goats,3.65
PSE,173,Palestina,sheep,4.19
PSE,173,Palestina,pigs,14.82625
PSE,173,Palestina,chickens,0.51
PAN,174,Panama,cows,35.65
PAN,174,Panama,buffaloes,46.57
PAN,174,Panama,goats,3.1
PAN,174,Panama,sheep,4.78
PAN,174,Panama,pigs,14.41
PAN,174,Panama,chickens,0.55
PNG,175,Papua New Guinea,cows,41.54
PNG,175,Papua New Guinea,buffaloes,43.435267916415384
PNG,175,Papua New Guinea,goats,4.39
PNG,175,Papua New Guinea,sheep,5.43
PNG,175,Papua New Guinea,pigs,28.1
PNG,175,Papua New Guinea,chickens,0.78
PRY,177,Paraguay,cows,42.22
PRY,177,Paraguay,buffaloes,53.2625
PRY,177,Paraguay,goats,3.38
PRY,177,Paraguay,sheep,4.87
PRY,177,Paraguay,pigs,27.13
PRY,177,Paraguay,chickens,0.68
PER,178,Peru,cows,46.05
PER,178,Peru,buffaloes,53.2625
PER,178,Peru,goats,3.49
PER,178,Peru,sheep,4.1
PER,178,Peru,pigs,14.05
PER,178,Peru,chickens,0.56
PHL,179,Philippines,cows,24.78
PHL,179,Philippines,buffaloes,27.56
PHL,179,Philippines,goats,2.71
PHL,179,Philippines,sheep,1.92
PHL,179,Philippines,pigs,19.24
PHL,179,Philippines,chickens,0.62
POL,181,Poland,cows,48.68
POL,181,Poland,buffaloes,47.943333333333335
POL,181,Poland,goats,5.36
POL,181,Poland,sheep,4.24
POL,181,Poland,pigs,17.45
POL,181,Poland,chickens,0.46
PRT,182,Portugal,cows,54.17
PRT,182,Portugal,buffaloes,55.74
PRT,182,Portugal,goats,5.31
PRT,182,Portugal,sheep,4.94
PRT,182,Portugal,pigs,21.43
PRT,182,Portugal,chickens,0.46
PRI,183,Puerto Rico,cows,34.62
PRI,183,Puerto Rico,buffaloes,50.828863636363636
PRI,183,Puerto Rico,goats,3.29
PRI,183,Puerto Rico,sheep,4.46
PRI,183,Puerto Rico,pigs,13.9
PRI,183,Puerto Rico,chickens,0.69
QAT,184,Qatar,cows,31.37
QAT,184,Qatar,buffaloes,44.6325
QAT,184,Qatar,goats,3.7
QAT,184,Qatar,sheep,4.31
QAT,184,Qatar,pigs,14.82625
QAT,184,Qatar,chickens,0.11
COG,185,Republic of Congo,cows,29.01
COG,185,Republic of Congo,buffaloes,32.82
COG,185,Republic of Congo,goats,2.71
COG,185,Republic of Congo,sheep,3.43
COG,185,Republic of Congo,pigs,7.97
COG,185,Republic of Congo,chickens,0.45
REU,186,Reunion,cows,30.596249999999998
REU,186,Reunion,buffaloes,32.82
REU,186,Reunion,goats,2.716
REU,186,Reunion,sheep,2.92875
REU,186,Reunion,pigs,14.67
REU,186,Reunion,chickens,0.47933333333333333
ROU,187,Romania,cows,44.64
ROU,187,Romania,buffaloes,45.57
ROU,187,Romania,goats,4.26
ROU,187,Romania,sheep,4.52
ROU,187,Romania,pigs,15.51
ROU,187,Romania,chickens,0.62
RUS,188,Russia,cows,44.95
RUS,188,Russia,buffaloes,45.5
RUS,188,Russia,goats,4.86
RUS,188,Russia,sheep,4.07
RUS,188,Russia,pigs,19.26
RUS,188,Russia,chickens,0.58
RWA,189,Rwanda,cows,28.43
RWA,189,Rwanda,buffaloes,32.82
RWA,189,Rwanda,goats,2.26
RWA,189,Rwanda,sheep,2.23
RWA,189,Rwanda,pigs,6.44
RWA,189,Rwanda,chickens,0.46
SHN,192,Saint Helena,cows,14.98
SHN,192,Saint Helena,buffaloes,32.82
SHN,192,Saint Helena,goats,1.21
SHN,192,Saint Helena,sheep,1.43
SHN,192,Saint Helena,pigs,10.515625
SHN,192,Saint Helena,chickens,0.5293333333333333
KNA,193,Saint Kitts and Nevis,cows,34.01416666666667
KNA,193,Saint Kitts and Nevis,buffaloes,50.828863636363636
KNA,193,Saint Kitts and Nevis,goats,2.9341666666666666
KNA,193,Saint Kitts and Nevis,sheep,3.8433333333333333
KNA,193,Saint Kitts and Nevis,pigs,6.98
KNA,193,Saint Kitts and Nevis,chickens,0.4928571428571428
LCA,194,Saint Lucia,cows,35.13
LCA,194,Saint Lucia,buffaloes,50.828863636363636
LCA,194,Saint Lucia,goats,2.48
LCA,194,Saint Lucia,sheep,3.37
LCA,194,Saint Lucia,pigs,19.79
LCA,194,Saint Lucia,chickens,0.27
SPM,195,Saint Pierre and Miquelon,cows,56.834999999999994
SPM,195,Saint Pierre and Miquelon,buffaloes,58.1
SPM,195,Saint Pierre and Miquelon,goats,5.720000000000001
SPM,195,Saint Pierre and Miquelon,sheep,6.475
SPM,195,Saint Pierre and Miquelon,pigs,11.87
SPM,195,Saint Pierre and Miquelon,chickens,0.85
VCT,196,Saint Vincent and the Grenadines,cows,29.29
VCT,196,Saint Vincent and the Grenadines,buffaloes,50.828863636363636
VCT,196,Saint Vincent and the Grenadines,goats,1.63
VCT,196,Saint Vincent and the Grenadines,sheep,2.85
VCT,196,Saint Vincent and the Grenadines,pigs,14.32
VCT,196,Saint Vincent and the Grenadines,chickens,0.58
WSM,197,Samoa,cows,46.58625
WSM,197,Samoa,buffaloes,43.435267916415384
WSM,197,Samoa,goats,5.071666666666666
WSM,197,Samoa,sheep,5.865
WSM,197,Samoa,pigs,26.16
WSM,197,Samoa,chickens,0.6375
STP,199,São Tomé and Príncipe,cows,26.76
STP,199,São Tomé and Príncipe,buffaloes,32.82
STP,199,São Tomé and Príncipe,goats,0.95
STP,199,São Tomé and Príncipe,sheep,1.44
STP,199,São Tomé and Príncipe,pigs,16.71
STP,199,São Tomé and Príncipe,chickens,0.74
SAU,200,Saudi Arabia,cows,42.11
SAU,200,Saudi Arabia,buffaloes,44.6325
SAU,200,Saudi Arabia,goats,3.34
SAU,200,Saudi Arabia,sheep,3.97
SAU,200,Saudi Arabia,pigs,0
SAU,200,Saudi Arabia,chickens,0.47
SEN,201,Senegal,cows,32.22
SEN,201,Senegal,buffaloes,32.82
SEN,201,Senegal,goats,2.03
SEN,201,Senegal,sheep,3.22
SEN,201,Senegal,pigs,8.54
SEN,201,Senegal,chickens,0.45
SRB,202,Serbia,cows,42.98
SRB,202,Serbia,buffaloes,55.74
SRB,202,Serbia,goats,4.72
SRB,202,Serbia,sheep,4.78
SRB,202,Serbia,pigs,18.57
SRB,202,Serbia,chickens,0.65
SYC,203,Seychelles,cows,30.596249999999998
SYC,203,Seychelles,buffaloes,32.82
SYC,203,Seychelles,goats,2.716
SYC,203,Seychelles,sheep,2.92875
SYC,203,Seychelles,pigs,3.27
SYC,203,Seychelles,chickens,0.27
SLE,204,Sierra Leone,cows,32.56
SLE,204,Sierra Leone,buffaloes,32.82
SLE,204,Sierra Leone,goats,2.48
SLE,204,Sierra Leone,sheep,2.54
SLE,204,Sierra Leone,pigs,7.8
SLE,204,Sierra Leone,chickens,0.45
SGP,205,Singapore,cows,29.02
SGP,205,Singapore,buffaloes,30.891
SGP,205,Singapore,goats,2.37
SGP,205,Singapore,sheep,3.68
SGP,205,Singapore,pigs,0
SGP,205,Singapore,chickens,0
SVK,207,Slovakia,cows,56.47
SVK,207,Slovakia,buffaloes,47.943333333333335
SVK,207,Slovakia,goats,5.03
SVK,207,Slovakia,sheep,4.21
SVK,207,Slovakia,pigs,19.14
SVK,207,Slovakia,chickens,0.51
SVN,208,Slovenia,cows,48.69
SVN,208,Slovenia,buffaloes,55.74
SVN,208,Slovenia,goats,5.08
SVN,208,Slovenia,sheep,4.7
SVN,208,Slovenia,pigs,16.46
SVN,208,Slovenia,chickens,0.41
SLB,209,Solomon Islands,cows,41.54
SLB,209,Solomon Islands,buffaloes,43.435267916415384
SLB,209,Solomon Islands,goats,4.463333333333333
SLB,209,Solomon Islands,sheep,5.43
SLB,209,Solomon Islands,pigs,25.17
SLB,209,Solomon Islands,chickens,0.39
SOM,210,Somalia,cows,31.24
SOM,210,Somalia,buffaloes,32.82
SOM,210,Somalia,goats,2.24
SOM,210,Somalia,sheep,2.93
SOM,210,Somalia,pigs,6.89
SOM,210,Somalia,chickens,0.4
ZAF,211,South Africa,cows,41.82
ZAF,211,South Africa,buffaloes,32.82
ZAF,211,South Africa,goats,3.8
ZAF,211,South Africa,sheep,3.75
ZAF,211,South Africa,pigs,8.5
ZAF,211,South Africa,chickens,0.45
KOR,213,South Korea,cows,46.36
KOR,213,South Korea,buffaloes,32.665
KOR,213,South Korea,goats,2.71
KOR,213,South Korea,sheep,3.51
KOR,213,South Korea,pigs,15.29
KOR,213,South Korea,chickens,0.56
ESP,215,Spain,cows,47.61
ESP,215,Spain,buffaloes,55.74
ESP,215,Spain,goats,6.8
ESP,215,Spain,sheep,4.87
ESP,215,Spain,pigs,17.62
ESP,215,Spain,chickens,0.46
LKA,217,Sri Lanka,cows,28.46
LKA,217,Sri Lanka,buffaloes,36.96
LKA,217,Sri Lanka,goats,3.52
LKA,217,Sri Lanka,sheep,2.31
LKA,217,Sri Lanka,pigs,22.13
LKA,217,Sri Lanka,chickens,0.58
SDN,218,Sudan,cows,31.17
SDN,218,Sudan,buffaloes,32.82
SDN,218,Sudan,goats,3.57
SDN,218,Sudan,sheep,4.13
SDN,218,Sudan,pigs,11.8875
SDN,218,Sudan,chickens,0.46
SUR,219,Suriname,cows,36.69
SUR,219,Suriname,buffaloes,53.2625
SUR,219,Suriname,goats,3.25
SUR,219,Suriname,sheep,4.76
SUR,219,Suriname,pigs,14.84
SUR,219,Suriname,chickens,0.51
SWZ,221,Swaziland,cows,31.04
SWZ,221,Swaziland,buffaloes,32.82
SWZ,221,Swaziland,goats,3.61
SWZ,221,Swaziland,sheep,3.08
SWZ,221,Swaziland,pigs,6.15
SWZ,221,Swaziland,chickens,0.4
SWE,222,Sweden,cows,68.17
SWE,222,Sweden,buffaloes,52.741282051282056
SWE,222,Sweden,goats,5.888333333333334
SWE,222,Sweden,sheep,4.41
SWE,222,Sweden,pigs,20.22
SWE,222,Sweden,chickens,0.58
CHE,223,Switzerland,cows,63.4
CHE,223,Switzerland,buffaloes,52.741282051282056
CHE,223,Switzerland,goats,6.57
CHE,223,Switzerland,sheep,5.49
CHE,223,Switzerland,pigs,19
CHE,223,Switzerland,chickens,0.6
SYR,224,Syria,cows,31.07
SYR,224,Syria,buffaloes,45.13
SYR,224,Syria,goats,2.89
SYR,224,Syria,sheep,3.74
SYR,224,Syria,pigs,14.82625
SYR,224,Syria,chickens,0.52
TJK,226,Tajikistan,cows,51.44
TJK,226,Tajikistan,buffaloes,35.09
TJK,226,Tajikistan,goats,3.28
TJK,226,Tajikistan,sheep,5
TJK,226,Tajikistan,pigs,22.68
TJK,226,Tajikistan,chickens,0.9
TZA,227,Tanzania,cows,37.47
TZA,227,Tanzania,buffaloes,32.82
TZA,227,Tanzania,goats,3.07
TZA,227,Tanzania,sheep,3.28
TZA,227,Tanzania,pigs,8.9
TZA,227,Tanzania,chickens,0.5
THA,228,Thailand,cows,24.59
THA,228,Thailand,buffaloes,26.67
THA,228,Thailand,goats,1.7
THA,228,Thailand,sheep,2.49
THA,228,Thailand,pigs,14.68
THA,228,Thailand,chickens,0.57
TLS,229,Timor-Leste,cows,32.05
TLS,229,Timor-Leste,buffaloes,33.46
TLS,229,Timor-Leste,goats,3.59
TLS,229,Timor-Leste,sheep,3.17
TLS,229,Timor-Leste,pigs,17.52
TLS,229,Timor-Leste,chickens,0.7
TGO,230,Togo,cows,31.1
TGO,230,Togo,buffaloes,32.82
TGO,230,Togo,goats,2.22
TGO,230,Togo,sheep,2.75
TGO,230,Togo,pigs,8.05
TGO,230,Togo,chickens,0.41
TON,232,Tonga,cows,46.58625
TON,232,Tonga,buffaloes,43.435267916415384
TON,232,Tonga,goats,5.071666666666666
TON,232,Tonga,sheep,5.865
TON,232,Tonga,pigs,19.82
TON,232,Tonga,chickens,0.6375
TTO,233,Trinidad and Tobago,cows,34.01416666666667
TTO,233,Trinidad and Tobago,buffaloes,50.828863636363636
TTO,233,Trinidad and Tobago,goats,2.9341666666666666
TTO,233,Trinidad and Tobago,sheep,3.8433333333333333
TTO,233,Trinidad and Tobago,pigs,13.43
TTO,233,Trinidad and Tobago,chickens,0.4928571428571428
TUN,234,Tunisia,cows,25.82
TUN,234,Tunisia,buffaloes,32.82
TUN,234,Tunisia,goats,2.15
TUN,234,Tunisia,sheep,2.84
TUN,234,Tunisia,pigs,16.64
TUN,234,Tunisia,chickens,0.79
TUR,235,Turkey,cows,34.41
TUR,235,Turkey,buffaloes,39.06
TUR,235,Turkey,goats,3.47
TUR,235,Turkey,sheep,4.01
TUR,235,Turkey,pigs,17.81
TUR,235,Turkey,chickens,0.55
TKM,236,Turkmenistan,cows,51.76
TKM,236,Turkmenistan,buffaloes,35.09
TKM,236,Turkmenistan,goats,2.99
TKM,236,Turkmenistan,sheep,5.26
TKM,236,Turkmenistan,pigs,22.56
TKM,236,Turkmenistan,chickens,0.61
TUV,238,Tuvalu,cows,46.58625
TUV,238,Tuvalu,buffaloes,43.435267916415384
TUV,238,Tuvalu,goats,5.071666666666666
TUV,238,Tuvalu,sheep,5.865
TUV,238,Tuvalu,pigs,26.36
TUV,238,Tuvalu,chickens,0.6375
UGA,239,Uganda,cows,37.25
UGA,239,Uganda,buffaloes,32.82
UGA,239,Uganda,goats,2.41
UGA,239,Uganda,sheep,2.92
UGA,239,Uganda,pigs,6.31
UGA,239,Uganda,chickens,0.5
UKR,240,Ukraine,cows,49.63
UKR,240,Ukraine,buffaloes,47.943333333333335
UKR,240,Ukraine,goats,6.14
UKR,240,Ukraine,sheep,4.54
UKR,240,Ukraine,pigs,19.8
UKR,240,Ukraine,chickens,0.65
ARE,241,United Arab Emirates,cows,30.75
ARE,241,United Arab Emirates,buffaloes,44.6325
ARE,241,United Arab Emirates,goats,3.65
ARE,241,United Arab Emirates,sheep,4.31
ARE,241,United Arab Emirates,pigs,14.82625
ARE,241,United Arab Emirates,chickens,0.44
GBR,242,United Kingdom,cows,61.6
GBR,242,United Kingdom,buffaloes,52.741282051282056
GBR,242,United Kingdom,goats,5.888333333333334
GBR,242,United Kingdom,sheep,4.59375
GBR,242,United Kingdom,pigs,18.73
GBR,242,United Kingdom,chickens,0.64
USA,243,United States,cows,61.37
USA,243,United States,buffaloes,58.1
USA,243,United States,goats,6.21
USA,243,United States,sheep,6.48
USA,243,United States,pigs,10.7
USA,243,United States,chickens,0.74
URY,245,Uruguay,cows,42.54
URY,245,Uruguay,buffaloes,53.2625
URY,245,Uruguay,goats,3.52
URY,245,Uruguay,sheep,5.82
URY,245,Uruguay,pigs,15.21
URY,245,Uruguay,chickens,0.54
UZB,246,Uzbekistan,cows,53.38
UZB,246,Uzbekistan,buffaloes,35.09
UZB,246,Uzbekistan,goats,2.88
UZB,246,Uzbekistan,sheep,4.72
UZB,246,Uzbekistan,pigs,24.27
UZB,246,Uzbekistan,chickens,0.68
VUT,247,Vanuatu,cows,41.54
VUT,247,Vanuatu,buffaloes,43.435267916415384
VUT,247,Vanuatu,goats,4.5
VUT,247,Vanuatu,sheep,5.43
VUT,247,Vanuatu,pigs,29.81
VUT,247,Vanuatu,chickens,0.78
VEN,249,Venezuela,cows,44.87
VEN,249,Venezuela,buffaloes,53.72
VEN,249,Venezuela,goats,3.54
VEN,249,Venezuela,sheep,5.02
VEN,249,Venezuela,pigs,14.02
VEN,249,Venezuela,chickens,0.55
VNM,250,Vietnam,cows,29.1
VNM,250,Vietnam,buffaloes,29.45
VNM,250,Vietnam,goats,3.17
VNM,250,Vietnam,sheep,2.79
VNM,250,Vietnam,pigs,13.09
VNM,250,Vietnam,chickens,0.54
VIR,251,"Virgin Islands, U.S.",cows,34.01416666666667
VIR,251,"Virgin Islands, U.S.",buffaloes,50.828863636363636
VIR,251,"Virgin Islands, U.S.",goats,2.9341666666666666
VIR,251,"Virgin Islands, U.S.",sheep,3.8433333333333333
VIR,251,"Virgin Islands, U.S.",pigs,12.66
VIR,251,"Virgin Islands, U.S.",chickens,0.4928571428571428
ESH,253,Western Sahara,cows,17.04
ESH,253,Western Sahara,buffaloes,32.82
ESH,253,Western Sahara,goats,2.3383333333333334
ESH,253,Western Sahara,sheep,2.03
ESH,253,Western Sahara,pigs,11.8875
ESH,253,Western Sahara,chickens,0.5566666666666666
YEM,254,Yemen,cows,31.54
YEM,254,Yemen,buffaloes,44.6325
YEM,254,Yemen,goats,3.06
YEM,254,Yemen,sheep,3.86
YEM,254,Yemen,pigs,14.82625
YEM,254,Yemen,chickens,0.5
ZMB,255,Zambia,cows,32.58
ZMB,255,Zambia,buffaloes,32.82
ZMB,255,Zambia,goats,3.09
ZMB,255,Zambia,sheep,3.69
ZMB,255,Zambia,pigs,8.62
ZMB,255,Zambia,chickens,0.51
ZWE,256,Zimbabwe,cows,33.05
ZWE,256,Zimbabwe,buffaloes,32.82
ZWE,256,Zimbabwe,goats,3.8
ZWE,256,Zimbabwe,sheep,4.94
ZWE,256,Zimbabwe,pigs,9.74
ZWE,256,Zimbabwe,chickens,0.55
ALA,3,Åland,cows,62.891111111111115
ALA,3,Åland,goats,5.888333333333334
ALA,3,Åland,sheep,4.59375
ALA,3,Åland,chickens,0.616
ALA,3,Åland,pigs,18.93
ALA,3,Åland,buffaloes,52.741282051282056
AND,7,Andorra,cows,46.75833333333333
AND,7,Andorra,goats,5.31
AND,7,Andorra,sheep,4.91
AND,7,Andorra,chickens,0.545
AND,7,Andorra,pigs,18.395833333333332
AND,7,Andorra,buffaloes,55.74
AIA,9,Anguilla,cows,34.01416666666667
AIA,9,Anguilla,goats,2.9341666666666666
AIA,9,Anguilla,sheep,3.8433333333333333
AIA,9,Anguilla,chickens,0.4928571428571428
AIA,9,Anguilla,pigs,16.163809523809523
AIA,9,Anguilla,buffaloes,50.828863636363636
ABW,14,Aruba,cows,34.01416666666667
ABW,14,Aruba,goats,2.9341666666666666
ABW,14,Aruba,sheep,3.8433333333333333
ABW,14,Aruba,chickens,0.4928571428571428
ABW,14,Aruba,pigs,16.163809523809523
ABW,14,Aruba,buffaloes,50.828863636363636
BMU,26,Bermuda,cows,56.834999999999994
BMU,26,Bermuda,goats,5.720000000000001
BMU,26,Bermuda,sheep,6.475
BMU,26,Bermuda,chickens,0.77
BMU,26,Bermuda,pigs,11.87
BMU,26,Bermuda,buffaloes,58.1
IOT,34,British Indian Ocean Territory,cows,30.596249999999998
IOT,34,British Indian Ocean Territory,goats,2.716
IOT,34,British Indian Ocean Territory,sheep,2.92875
IOT,34,British Indian Ocean Territory,chickens,0.47933333333333333
IOT,34,British Indian Ocean Territory,pigs,7.633333333333333
IOT,34,British Indian Ocean Territory,buffaloes,32.82
CXR,50,Christmas Island,cows,51.625
CXR,50,Christmas Island,goats,5.68
CXR,50,Christmas Island,sheep,6.3
CXR,50,Christmas Island,chickens,0.695
CXR,50,Christmas Island,pigs,12.275
CXR,50,Christmas Island,buffaloes,43.435267916415384
CCK,52,Cocos Islands,cows,51.625
CCK,52,Cocos Islands,goats,5.68
CCK,52,Cocos Islands,sheep,6.3
CCK,52,Cocos Islands,chickens,0.695
CCK,52,Cocos Islands,pigs,12.275
CCK,52,Cocos Islands,buffaloes,43.435267916415384
CUW,60,Curaçao,cows,34.01416666666667
CUW,60,Curaçao,goats,2.9341666666666666
CUW,60,Curaçao,sheep,3.8433333333333333
CUW,60,Curaçao,chickens,0.4928571428571428
CUW,60,Curaçao,pigs,16.163809523809523
CUW,60,Curaçao,buffaloes,50.828863636363636
FRO,76,Faroe Islands,cows,62.891111111111115
FRO,76,Faroe Islands,goats,5.888333333333334
FRO,76,Faroe Islands,sheep,4.59375
FRO,76,Faroe Islands,chickens,0.616
FRO,76,Faroe Islands,pigs,18.93
FRO,76,Faroe Islands,buffaloes,52.741282051282056
GIB,88,Gibraltar,cows,46.75833333333333
GIB,88,Gibraltar,goats,5.31
GIB,88,Gibraltar,sheep,4.91
GIB,88,Gibraltar,chickens,0.545
GIB,88,Gibraltar,pigs,18.395833333333332
GIB,88,Gibraltar,buffaloes,55.74
GRL,90,Greenland,cows,56.834999999999994
GRL,90,Greenland,goats,5.720000000000001
GRL,90,Greenland,sheep,6.475
GRL,90,Greenland,chickens,0.77
GRL,90,Greenland,pigs,11.87
GRL,90,Greenland,buffaloes,58.1
GGY,95,Guernsey,cows,62.891111111111115
GGY,95,Guernsey,goats,5.888333333333334
GGY,95,Guernsey,sheep,4.59375
GGY,95,Guernsey,chickens,0.616
GGY,95,Guernsey,pigs,18.93
GGY,95,Guernsey,buffaloes,52.741282051282056
IMN,110,Isle of Man,cows,62.891111111111115
IMN,110,Isle of Man,goats,5.888333333333334
IMN,110,Isle of Man,sheep,4.59375
IMN,110,Isle of Man,chickens,0.616
IMN,110,Isle of Man,pigs,18.93
IMN,110,Isle of Man,buffaloes,52.741282051282056
JEY,115,Jersey,cows,62.891111111111115
JEY,115,Jersey,goats,5.888333333333334
JEY,115,Jersey,sheep,4.59375
JEY,115,Jersey,chickens,0.616
JEY,115,Jersey,pigs,18.93
JEY,115,Jersey,buffaloes,52.741282051282056
XKO,120,Kosovo,cows,46.75833333333333
XKO,120,Kosovo,goats,5.31
XKO,120,Kosovo,sheep,4.91
XKO,120,Kosovo,chickens,0.545
XKO,120,Kosovo,pigs,18.395833333333332
XKO,120,Kosovo,buffaloes,55.74
MAC,132,Macao,cows,37.94166666666667
MAC,132,Macao,goats,2.952
MAC,132,Macao,sheep,3.3066666666666666
MAC,132,Macao,chickens,0.5820000000000001
MAC,132,Macao,pigs,14.455
