Country,Species,Production_system,Herd_type,Variable,Unit,Value
Bhutan,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Bhutan,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bhutan,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bhutan,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bhutan,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,37973.34557085119
Bhutan,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,9144227.861361792
Bhutan,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,8669256.880513405
Bhutan,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bhutan,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,474970.98084838636
Bolivia,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,7511894.068352743
Bolivia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,20873630155.279205
Bolivia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,20246489886.735657
Bolivia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,627140268.543548
Bolivia,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,401876.9324324692
Bolivia,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1524287122.650275
Bolivia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1466784083.1890745
Bolivia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,57503039.46120052
Bolivia,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,7110017.135920274
Bolivia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,19349343032.62893
Bolivia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,18779705803.54658
Bolivia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,569637229.0823475
Bolivia,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Bolivia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Bolivia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Bolivia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bolivia,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,8066752.383937035
Bolivia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,2553284473.560358
Bolivia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,2532792898.8417754
Bolivia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,20491574.718582593
Bolivia,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,2684632.0412478317
Bolivia,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,863499967.0524659
Bolivia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,849998477.6590842
Bolivia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,13501489.393381711
Bolivia,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,5382120.342689203
Bolivia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,1689784506.507892
Bolivia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,1682794421.182691
Bolivia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,6990085.325200881
Bolivia,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,2121878.466902981
Bolivia,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,530294366.0125742
Bolivia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,523315850.7288037
Bolivia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,6978515.283770515
Bolivia,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,1371849.9581733798
Bolivia,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,348344780.0802979
Bolivia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,342374282.62678826
Bolivia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,5970497.453509634
Bolivia,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,750028.5087296013
Bolivia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,181949585.9322763
Bolivia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,180941568.10201544
Bolivia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bolivia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1008017.8302608805
Bosnia_and_Herzegovina,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,182906.47839906556
Bosnia_and_Herzegovina,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,505322253.1250811
Bosnia_and_Herzegovina,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,426067183.9760206
Bosnia_and_Herzegovina,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,34098288.311246194
Bosnia_and_Herzegovina,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,45156780.83781433
Bosnia_and_Herzegovina,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,182906.47839906556
Bosnia_and_Herzegovina,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,505322253.1250811
Bosnia_and_Herzegovina,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,426067183.9760206
Bosnia_and_Herzegovina,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,34098288.311246194
Bosnia_and_Herzegovina,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,45156780.83781433
Bosnia_and_Herzegovina,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Bosnia_and_Herzegovina,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Bosnia_and_Herzegovina,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bosnia_and_Herzegovina,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bosnia_and_Herzegovina,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bosnia_and_Herzegovina,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bosnia_and_Herzegovina,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,356308.7003842278
Bosnia_and_Herzegovina,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,100823443.44744799
Bosnia_and_Herzegovina,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,78395852.60633224
Bosnia_and_Herzegovina,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,3660298.667103859
Bosnia_and_Herzegovina,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,18767292.17401187
Bosnia_and_Herzegovina,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,248382.99174791842
Bosnia_and_Herzegovina,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,69758987.73543346
Bosnia_and_Herzegovina,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,49868110.3523849
Bosnia_and_Herzegovina,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,3453247.999216187
Bosnia_and_Herzegovina,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,16437629.383832375
Bosnia_and_Herzegovina,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,107925.7086363094
Bosnia_and_Herzegovina,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,31064455.71201452
Bosnia_and_Herzegovina,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,28527742.253947347
Bosnia_and_Herzegovina,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,207050.66788767243
Bosnia_and_Herzegovina,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2329662.7901794976
Bosnia_and_Herzegovina,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,20788.210483090344
Bosnia_and_Herzegovina,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,5744629.71422283
Bosnia_and_Herzegovina,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,5285138.066190389
Bosnia_and_Herzegovina,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,36265.2973307998
Bosnia_and_Herzegovina,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,423226.3507016408
Bosnia_and_Herzegovina,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Bosnia_and_Herzegovina,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Bosnia_and_Herzegovina,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Bosnia_and_Herzegovina,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Bosnia_and_Herzegovina,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Bosnia_and_Herzegovina,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,20788.210483090344
Bosnia_and_Herzegovina,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,5744629.71422283
Bosnia_and_Herzegovina,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,5285138.066190389
Bosnia_and_Herzegovina,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,36265.2973307998
Bosnia_and_Herzegovina,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,423226.3507016408
Botswana,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,2095157.3388812058
Botswana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,3907474164.5572762
Botswana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,3907474164.5572762
Botswana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,793404.5464608665
Botswana,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1608407180.1433992
Botswana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1608407180.1433992
Botswana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,1301752.7924203393
Botswana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,2299066984.413877
Botswana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,2299066984.413877
Botswana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Botswana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Botswana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Botswana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Botswana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Botswana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Botswana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Botswana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Botswana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Botswana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,205120.35803179437
Botswana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,56414244.61952397
Botswana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,56414244.61952397
Botswana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Botswana,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Botswana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Botswana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,205120.35803179437
Botswana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,56414244.61952397
Botswana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,56414244.61952397
Botswana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1423625.2961422405
Botswana,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,390125095.4179078
Botswana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,390125095.4179078
Botswana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Botswana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Botswana,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,254356.52584260452
Botswana,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,72009388.80024092
Botswana,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,72009388.80024092
