iso3c,animal,system,meters_sq_animal
BWA,sheep,mixed,1.445157778
BRA,sheep,mixed,1.445157778
BLZ,sheep,mixed,1.445157778
SLB,sheep,mixed,1.445157778
BRN,sheep,mixed,1.445157778
BGR,sheep,mixed,1.445157778
MMR,sheep,mixed,1.445157778
BDI,sheep,mixed,1.445157778
CMR,sheep,mixed,1.445157778
CAN,sheep,mixed,2.167736667
CPV,sheep,mixed,1.445157778
CAF,sheep,mixed,1.445157778
LKA,sheep,mixed,1.445157778
TCD,sheep,mixed,1.445157778
CHL,sheep,mixed,1.445157778
CHN,sheep,mixed,1.445157778
COL,sheep,mixed,1.445157778
COM,sheep,mixed,1.445157778
COG,sheep,mixed,1.445157778
COK,sheep,mixed,1.445157778
CRI,sheep,mixed,1.445157778
CUB,sheep,mixed,1.445157778
CYP,sheep,mixed,1.445157778
AZE,sheep,mixed,1.445157778
BEN,sheep,mixed,1.445157778
DNK,sheep,mixed,1.445157778
DMA,sheep,mixed,1.445157778
DOM,sheep,mixed,1.445157778
BLR,sheep,mixed,1.445157778
ECU,sheep,mixed,1.445157778
EGY,sheep,mixed,1.445157778
SLV,sheep,mixed,1.445157778
GNQ,sheep,mixed,1.445157778
EST,sheep,mixed,1.445157778
FRO,sheep,mixed,1.445157778
FJI,sheep,mixed,1.445157778
FIN,sheep,mixed,1.445157778
FRA,sheep,mixed,1.445157778
DJI,sheep,mixed,1.445157778
GEO,sheep,mixed,1.445157778
GAB,sheep,mixed,1.445157778
GMB,sheep,mixed,1.445157778
DEU,sheep,mixed,1.445157778
BIH,sheep,mixed,1.445157778
GHA,sheep,mixed,1.445157778
KIR,sheep,mixed,1.445157778
GRC,sheep,mixed,1.445157778
GRD,sheep,mixed,1.445157778
GTM,sheep,mixed,1.445157778
GIN,sheep,mixed,1.445157778
GUY,sheep,mixed,1.445157778
HTI,sheep,mixed,1.445157778
HND,sheep,mixed,1.445157778
HUN,sheep,mixed,1.445157778
HRV,sheep,mixed,1.445157778
ISL,sheep,mixed,1.445157778
IND,sheep,mixed,1.445157778
IDN,sheep,mixed,1.445157778
IRN,sheep,mixed,1.445157778
IRQ,sheep,mixed,1.445157778
IRL,sheep,mixed,1.445157778
ISR,sheep,mixed,1.445157778
ITA,sheep,mixed,1.445157778
CIV,sheep,mixed,1.445157778
KAZ,sheep,mixed,1.445157778
JAM,sheep,mixed,1.445157778
JPN,sheep,mixed,1.445157778
JOR,sheep,mixed,1.445157778
KGZ,sheep,mixed,1.445157778
KEN,sheep,mixed,1.445157778
KHM,sheep,mixed,1.445157778
PRK,sheep,mixed,1.445157778
KOR,sheep,mixed,1.445157778
KWT,sheep,mixed,1.445157778
LVA,sheep,mixed,1.445157778
LAO,sheep,mixed,1.445157778
LBN,sheep,mixed,1.445157778
LSO,sheep,mixed,1.445157778
LBR,sheep,mixed,1.445157778
LBY,sheep,mixed,1.445157778
LTU,sheep,mixed,1.445157778
MHL,sheep,mixed,1.445157778
MDG,sheep,mixed,1.445157778
MWI,sheep,mixed,1.445157778
MYS,sheep,mixed,1.445157778
MDV,sheep,mixed,1.445157778
MLI,sheep,mixed,1.445157778
MLT,sheep,mixed,1.445157778
MRT,sheep,mixed,1.445157778
MUS,sheep,mixed,1.445157778
MEX,sheep,mixed,1.445157778
MCO,sheep,mixed,1.445157778
MNG,sheep,mixed,1.445157778
MAR,sheep,mixed,1.445157778
MOZ,sheep,mixed,1.445157778
FSM,sheep,mixed,1.445157778
MDA,sheep,mixed,1.445157778
NAM,sheep,mixed,1.445157778
NRU,sheep,mixed,1.445157778
NPL,sheep,mixed,1.445157778
NLD,sheep,mixed,1.445157778
MKD,sheep,mixed,1.445157778
VUT,sheep,mixed,1.445157778
NZL,sheep,mixed,1.445157778
NIC,sheep,mixed,1.445157778
NER,sheep,mixed,1.445157778
NGA,sheep,mixed,1.445157778
NIU,sheep,mixed,1.445157778
NOR,sheep,mixed,1.445157778
PAK,sheep,mixed,1.445157778
PAN,sheep,mixed,1.445157778
CZE,sheep,mixed,1.445157778
PNG,sheep,mixed,1.445157778
PRY,sheep,mixed,1.445157778
PER,sheep,mixed,1.445157778
PHL,sheep,mixed,1.445157778
POL,sheep,mixed,1.445157778
PRT,sheep,mixed,1.445157778
GNB,sheep,mixed,1.445157778
TLS,sheep,mixed,1.445157778
ERI,sheep,mixed,1.445157778
QAT,sheep,mixed,1.445157778
PLW,sheep,mixed,1.445157778
ZWE,sheep,mixed,1.445157778
ROU,sheep,mixed,1.445157778
RWA,sheep,mixed,1.445157778
RUS,sheep,mixed,1.445157778
KNA,sheep,mixed,1.445157778
LCA,sheep,mixed,1.445157778
VCT,sheep,mixed,1.445157778
SMR,sheep,mixed,1.445157778
STP,sheep,mixed,1.445157778
SAU,sheep,mixed,1.445157778
SEN,sheep,mixed,1.445157778
SYC,sheep,mixed,1.445157778
SLE,sheep,mixed,1.445157778
SVN,sheep,mixed,1.445157778
SVK,sheep,mixed,1.445157778
SGP,sheep,mixed,1.445157778
SOM,sheep,mixed,1.445157778
ZAF,sheep,mixed,1.445157778
ESP,sheep,mixed,1.445157778
SUR,sheep,mixed,1.445157778
TJK,sheep,mixed,1.445157778
SWZ,sheep,mixed,1.445157778
SWE,sheep,mixed,1.445157778
CHE,sheep,mixed,1.445157778
SYR,sheep,mixed,1.445157778
TKM,sheep,mixed,1.445157778
TZA,sheep,mixed,1.445157778
THA,sheep,mixed,1.445157778
TGO,sheep,mixed,1.445157778
TKL,sheep,mixed,1.445157778
TON,sheep,mixed,1.445157778
TTO,sheep,mixed,1.445157778
OMN,sheep,mixed,1.445157778
TUN,sheep,mixed,1.445157778
TUR,sheep,mixed,1.445157778
ARE,sheep,mixed,1.445157778
UGA,sheep,mixed,1.445157778
TUV,sheep,mixed,1.445157778
GBR,sheep,mixed,1.445157778
UKR,sheep,mixed,1.445157778
USA,sheep,mixed,2.167736667
BFA,sheep,mixed,1.445157778
URY,sheep,mixed,1.445157778
UZB,sheep,mixed,1.445157778
VEN,sheep,mixed,1.445157778
VNM,sheep,mixed,1.445157778
ETH,sheep,mixed,1.445157778
WSM,sheep,mixed,1.445157778
YEM,sheep,mixed,1.445157778
COD,sheep,mixed,1.445157778
ZMB,sheep,mixed,1.445157778
BEL,sheep,mixed,1.445157778
LUX,sheep,mixed,1.445157778
SRB,sheep,mixed,1.445157778
MNE,sheep,mixed,1.445157778
SDN,sheep,mixed,1.445157778
SSD,sheep,mixed,1.445157778
ALA,sheep,mixed,4.6661079165424235
ASM,sheep,mixed,3.877840037633333
AIA,sheep,mixed,3.877840037633333
ABW,sheep,mixed,3.877840037633333
BMU,sheep,mixed,3.6369804079666666
BES,sheep,mixed,3.877840037633333
IOT,sheep,mixed,2.191822629966667
VGB,sheep,mixed,3.877840037633333
CYM,sheep,mixed,3.877840037633333
CXR,sheep,mixed,4.961708371133333
CCK,sheep,mixed,4.961708371133333
CUW,sheep,mixed,3.877840037633333
FLK,sheep,mixed,2.7939717041333334
GUF,sheep,mixed,2.7939717041333334
PYF,sheep,mixed,3.877840037633333
GIB,sheep,mixed,4.368161426597618
GRL,sheep,mixed,3.6369804079666666
GLP,sheep,mixed,3.877840037633333
GUM,sheep,mixed,3.877840037633333
GGY,sheep,mixed,4.6661079165424235
HKG,sheep,mixed,4.4799891118
IMN,sheep,mixed,4.6661079165424235
JEY,sheep,mixed,4.6661079165424235
XKO,sheep,mixed,4.368161426597618
LIE,sheep,mixed,4.826224829445834
MAC,sheep,mixed,4.4799891118
MTQ,sheep,mixed,3.877840037633333
MYT,sheep,mixed,2.191822629966667
MSR,sheep,mixed,3.877840037633333
NCL,sheep,mixed,3.877840037633333
NFK,sheep,mixed,4.961708371133333
MNP,sheep,mixed,3.877840037633333
PSE,sheep,mixed,4.309970549682353
PCN,sheep,mixed,3.877840037633333
XMI,sheep,mixed,3.9982698524666667
PRI,sheep,mixed,3.877840037633333
REU,sheep,mixed,2.191822629966667
BLM,sheep,mixed,3.877840037633333
MAF,sheep,mixed,3.877840037633333
SHN,sheep,mixed,2.191822629966667
SPM,sheep,mixed,3.6369804079666666
SXM,sheep,mixed,3.877840037633333
SJM,sheep,mixed,4.6661079165424235
TWN,sheep,mixed,4.4799891118
TCA,sheep,mixed,3.877840037633333
VIR,sheep,mixed,3.877840037633333
WLF,sheep,mixed,3.877840037633333
ESH,sheep,mixed,3.9982698524666667
ARM,chickens,backyard,0.3251605
AFG,chickens,backyard,0.3251605
ALB,chickens,backyard,0.3251605
DZA,chickens,backyard,0.3251605
AND,chickens,backyard,0.3251605
AGO,chickens,backyard,0.3251605
ATG,chickens,backyard,0.3251605
ARG,chickens,backyard,0.3251605
AUS,chickens,backyard,0.3251605
AUT,chickens,backyard,0.3251605
BHS,chickens,backyard,0.3251605
BHR,chickens,backyard,0.3251605
BRB,chickens,backyard,0.3251605
BGD,chickens,backyard,0.3251605
BTN,chickens,backyard,0.3251605
BOL,chickens,backyard,0.3251605
BWA,chickens,backyard,0.3251605
BRA,chickens,backyard,0.3251605
BLZ,chickens,backyard,0.3251605
SLB,chickens,backyard,0.3251605
BRN,chickens,backyard,0.3251605
BGR,chickens,backyard,0.3251605
MMR,chickens,backyard,0.3251605
BDI,chickens,backyard,0.3251605
CMR,chickens,backyard,0.3251605
CAN,chickens,backyard,0.3251605
CPV,chickens,backyard,0.3251605
CAF,chickens,backyard,0.3251605
LKA,chickens,backyard,0.3251605
TCD,chickens,backyard,0.3251605
CHL,chickens,backyard,0.3251605
CHN,chickens,backyard,0.3251605
COL,chickens,backyard,0.3251605
COM,chickens,backyard,0.3251605
COG,chickens,backyard,0.3251605
COK,chickens,backyard,0.3251605
CRI,chickens,backyard,0.3251605
CUB,chickens,backyard,0.3251605
CYP,chickens,backyard,0.3251605
AZE,chickens,backyard,0.3251605
BEN,chickens,backyard,0.3251605
DNK,chickens,backyard,0.3251605
DMA,chickens,backyard,0.3251605
DOM,chickens,backyard,0.3251605
BLR,chickens,backyard,0.3251605
ECU,chickens,backyard,0.3251605
EGY,chickens,backyard,0.3251605
SLV,chickens,backyard,0.3251605
GNQ,chickens,backyard,0.3251605
EST,chickens,backyard,0.3251605
FRO,chickens,backyard,0.3251605
FJI,chickens,backyard,0.3251605
FIN,chickens,backyard,0.3251605
FRA,chickens,backyard,0.3251605
DJI,chickens,backyard,0.3251605
GEO,chickens,backyard,0.3251605
GAB,chickens,backyard,0.3251605
GMB,chickens,backyard,0.3251605
DEU,chickens,backyard,0.3251605
BIH,chickens,backyard,0.3251605
GHA,chickens,backyard,0.3251605
KIR,chickens,backyard,0.3251605
GRC,chickens,backyard,0.3251605
GRD,chickens,backyard,0.3251605
GTM,chickens,backyard,0.3251605
GIN,chickens,backyard,0.3251605
GUY,chickens,backyard,0.3251605
HTI,chickens,backyard,0.3251605
HND,chickens,backyard,0.3251605
HUN,chickens,backyard,0.3251605
HRV,chickens,backyard,0.3251605
ISL,chickens,backyard,0.3251605
IND,chickens,backyard,0.3251605
IDN,chickens,backyard,0.3251605
IRN,chickens,backyard,0.3251605
IRQ,chickens,backyard,0.3251605
IRL,chickens,backyard,0.3251605
ISR,chickens,backyard,0.3251605
ITA,chickens,backyard,0.3251605
CIV,chickens,backyard,0.3251605
KAZ,chickens,backyard,0.3251605
JAM,chickens,backyard,0.3251605
JPN,chickens,backyard,0.3251605
JOR,chickens,backyard,0.3251605
KGZ,chickens,backyard,0.3251605
KEN,chickens,backyard,0.3251605
KHM,chickens,backyard,0.3251605
PRK,chickens,backyard,0.3251605
KOR,chickens,backyard,0.3251605
KWT,chickens,backyard,0.3251605
LVA,chickens,backyard,0.3251605
LAO,chickens,backyard,0.3251605
LBN,chickens,backyard,0.3251605
LSO,chickens,backyard,0.3251605
LBR,chickens,backyard,0.3251605
LBY,chickens,backyard,0.3251605
LTU,chickens,backyard,0.3251605
MHL,chickens,backyard,0.3251605
MDG,chickens,backyard,0.3251605
MWI,chickens,backyard,0.3251605
MYS,chickens,backyard,0.3251605
MDV,chickens,backyard,0.3251605
MLI,chickens,backyard,0.3251605
MLT,chickens,backyard,0.3251605
MRT,chickens,backyard,0.3251605
MUS,chickens,backyard,0.3251605
MEX,chickens,backyard,0.3251605
MCO,chickens,backyard,0.3251605
MNG,chickens,backyard,0.3251605
MAR,chickens,backyard,0.3251605
MOZ,chickens,backyard,0.3251605
FSM,chickens,backyard,0.3251605
MDA,chickens,backyard,0.3251605
NAM,chickens,backyard,0.3251605
NRU,chickens,backyard,0.3251605
NPL,chickens,backyard,0.3251605
NLD,chickens,backyard,0.3251605
MKD,chickens,backyard,0.3251605
VUT,chickens,backyard,0.3251605
NZL,chickens,backyard,0.3251605
NIC,chickens,backyard,0.3251605
NER,chickens,backyard,0.3251605
NGA,chickens,backyard,0.3251605
NIU,chickens,backyard,0.3251605
NOR,chickens,backyard,0.3251605
PAK,chickens,backyard,0.3251605
PAN,chickens,backyard,0.3251605
CZE,chickens,backyard,0.3251605
PNG,chickens,backyard,0.3251605
PRY,chickens,backyard,0.3251605
PER,chickens,backyard,0.3251605
PHL,chickens,backyard,0.3251605
POL,chickens,backyard,0.3251605
PRT,chickens,backyard,0.3251605
GNB,chickens,backyard,0.3251605
TLS,chickens,backyard,0.3251605
ERI,chickens,backyard,0.3251605
QAT,chickens,backyard,0.3251605
PLW,chickens,backyard,0.3251605
ZWE,chickens,backyard,0.3251605
ROU,chickens,backyard,0.3251605
RWA,chickens,backyard,0.3251605
RUS,chickens,backyard,0.3251605
KNA,chickens,backyard,0.3251605
LCA,chickens,backyard,0.3251605
VCT,chickens,backyard,0.3251605
SMR,chickens,backyard,0.3251605
STP,chickens,backyard,0.3251605
SAU,chickens,backyard,0.3251605
SEN,chickens,backyard,0.3251605
SYC,chickens,backyard,0.3251605
SLE,chickens,backyard,0.3251605
SVN,chickens,backyard,0.3251605
SVK,chickens,backyard,0.3251605
SGP,chickens,backyard,0.3251605
SOM,chickens,backyard,0.3251605
ZAF,chickens,backyard,0.3251605
ESP,chickens,backyard,0.3251605
SUR,chickens,backyard,0.3251605
TJK,chickens,backyard,0.3251605
SWZ,chickens,backyard,0.3251605
SWE,chickens,backyard,0.3251605
CHE,chickens,backyard,0.3251605
SYR,chickens,backyard,0.3251605
TKM,chickens,backyard,0.3251605
TZA,chickens,backyard,0.3251605
THA,chickens,backyard,0.3251605
TGO,chickens,backyard,0.3251605
TKL,chickens,backyard,0.3251605
TON,chickens,backyard,0.3251605
TTO,chickens,backyard,0.3251605
OMN,chickens,backyard,0.3251605
TUN,chickens,backyard,0.3251605
TUR,chickens,backyard,0.3251605
ARE,chickens,backyard,0.3251605
UGA,chickens,backyard,0.3251605
TUV,chickens,backyard,0.3251605
GBR,chickens,backyard,0.3251605
UKR,chickens,backyard,0.3251605
USA,chickens,backyard,0.3251605
BFA,chickens,backyard,0.3251605
URY,chickens,backyard,0.3251605
UZB,chickens,backyard,0.3251605
VEN,chickens,backyard,0.3251605
VNM,chickens,backyard,0.3251605
ETH,chickens,backyard,0.3251605
WSM,chickens,backyard,0.3251605
YEM,chickens,backyard,0.3251605
COD,chickens,backyard,0.3251605
ZMB,chickens,backyard,0.3251605
BEL,chickens,backyard,0.3251605
LUX,chickens,backyard,0.3251605
SRB,chickens,backyard,0.3251605
MNE,chickens,backyard,0.3251605
SDN,chickens,backyard,0.3251605
SSD,chickens,backyard,0.3251605
ALA,chickens,backyard,10.498742810606062
ASM,chickens,backyard,8.725140083333333
AIA,chickens,backyard,8.725140083333333
ABW,chickens,backyard,8.725140083333333
BMU,chickens,backyard,8.183205916666667
BES,chickens,backyard,8.725140083333333
IOT,chickens,backyard,4.9316009166666666
VGB,chickens,backyard,8.725140083333333
CYM,chickens,backyard,8.725140083333333
CXR,chickens,backyard,11.163843833333333
CCK,chickens,backyard,11.163843833333333
CUW,chickens,backyard,8.725140083333333
FLK,chickens,backyard,6.2864363333333335
GUF,chickens,backyard,6.2864363333333335
PYF,chickens,backyard,8.725140083333333
GIB,chickens,backyard,9.828363208333332
GRL,chickens,backyard,8.183205916666667
GLP,chickens,backyard,8.725140083333333
GUM,chickens,backyard,8.725140083333333
GGY,chickens,backyard,10.498742810606062
HKG,chickens,backyard,10.0799755
IMN,chickens,backyard,10.498742810606062
JEY,chickens,backyard,10.498742810606062
XKO,chickens,backyard,9.828363208333332
LIE,chickens,backyard,10.859005864583334
MAC,chickens,backyard,10.0799755
MTQ,chickens,backyard,8.725140083333333
MYT,chickens,backyard,4.9316009166666666
MSR,chickens,backyard,8.725140083333333
NCL,chickens,backyard,8.725140083333333
NFK,chickens,backyard,11.163843833333333
MNP,chickens,backyard,8.725140083333333
PSE,chickens,backyard,9.697433735294117
PCN,chickens,backyard,8.725140083333333
XMI,chickens,backyard,8.996107166666668
PRI,chickens,backyard,8.725140083333333
REU,chickens,backyard,4.9316009166666666
BLM,chickens,backyard,8.725140083333333
MAF,chickens,backyard,8.725140083333333
SHN,chickens,backyard,4.9316009166666666
SPM,chickens,backyard,8.183205916666667
SXM,chickens,backyard,8.725140083333333
SJM,chickens,backyard,10.498742810606062
TWN,chickens,backyard,10.0799755
TCA,chickens,backyard,8.725140083333333
VIR,chickens,backyard,8.725140083333333
WLF,chickens,backyard,8.725140083333333
ESH,chickens,backyard,8.996107166666668
ARM,pigs,backyard,9.2903
AFG,pigs,backyard,7.43224
ALB,pigs,backyard,9.2903
DZA,pigs,backyard,7.43224
AND,pigs,backyard,7.43224
AGO,pigs,backyard,7.43224
ATG,pigs,backyard,7.43224
ARG,pigs,backyard,9.2903
AUS,pigs,backyard,9.2903
AUT,pigs,backyard,9.2903
BHS,pigs,backyard,7.43224
BHR,pigs,backyard,7.43224
BRB,pigs,backyard,7.43224
BGD,pigs,backyard,7.43224
BTN,pigs,backyard,7.43224
BOL,pigs,backyard,9.2903
BWA,pigs,backyard,7.43224
BRA,pigs,backyard,9.2903
BLZ,pigs,backyard,9.2903
SLB,pigs,backyard,7.43224
BRN,pigs,backyard,9.2903
BGR,pigs,backyard,9.2903
MMR,pigs,backyard,9.2903
BDI,pigs,backyard,7.43224
CMR,pigs,backyard,7.43224
CAN,pigs,backyard,9.2903
CPV,pigs,backyard,7.43224
CAF,pigs,backyard,7.43224
LKA,pigs,backyard,7.43224
TCD,pigs,backyard,7.43224
CHL,pigs,backyard,9.2903
CHN,pigs,backyard,9.2903
COL,pigs,backyard,9.2903
COM,pigs,backyard,7.43224
COG,pigs,backyard,7.43224
COK,pigs,backyard,7.43224
CRI,pigs,backyard,9.2903
CUB,pigs,backyard,7.43224
CYP,pigs,backyard,7.43224
AZE,pigs,backyard,9.2903
BEN,pigs,backyard,7.43224
DNK,pigs,backyard,9.2903
DMA,pigs,backyard,7.43224
DOM,pigs,backyard,7.43224
BLR,pigs,backyard,9.2903
ECU,pigs,backyard,9.2903
EGY,pigs,backyard,7.43224
SLV,pigs,backyard,9.2903
GNQ,pigs,backyard,7.43224
EST,pigs,backyard,9.2903
FRO,pigs,backyard,7.43224
FJI,pigs,backyard,7.43224
FIN,pigs,backyard,9.2903
FRA,pigs,backyard,9.2903
DJI,pigs,backyard,7.43224
GEO,pigs,backyard,9.2903
GAB,pigs,backyard,7.43224
GMB,pigs,backyard,7.43224
DEU,pigs,backyard,9.2903
BIH,pigs,backyard,9.2903
GHA,pigs,backyard,7.43224
KIR,pigs,backyard,7.43224
GRC,pigs,backyard,9.2903
GRD,pigs,backyard,7.43224
GTM,pigs,backyard,9.2903
GIN,pigs,backyard,7.43224
GUY,pigs,backyard,9.2903
HTI,pigs,backyard,7.43224
HND,pigs,backyard,9.2903
HUN,pigs,backyard,9.2903
HRV,pigs,backyard,9.2903
ISL,pigs,backyard,9.2903
IND,pigs,backyard,7.43224
IDN,pigs,backyard,9.2903
IRN,pigs,backyard,7.43224
IRQ,pigs,backyard,7.43224
IRL,pigs,backyard,9.2903
ISR,pigs,backyard,7.43224
ITA,pigs,backyard,9.2903
CIV,pigs,backyard,7.43224
KAZ,pigs,backyard,9.2903
JAM,pigs,backyard,7.43224
JPN,pigs,backyard,9.2903
JOR,pigs,backyard,7.43224
KGZ,pigs,backyard,9.2903
KEN,pigs,backyard,7.43224
KHM,pigs,backyard,9.2903
PRK,pigs,backyard,9.2903
KOR,pigs,backyard,9.2903
KWT,pigs,backyard,7.43224
LVA,pigs,backyard,9.2903
LAO,pigs,backyard,9.2903
LBN,pigs,backyard,7.43224
LSO,pigs,backyard,7.43224
LBR,pigs,backyard,7.43224
LBY,pigs,backyard,7.43224
LTU,pigs,backyard,9.2903
MHL,pigs,backyard,7.43224
MDG,pigs,backyard,7.43224
MWI,pigs,backyard,7.43224
MYS,pigs,backyard,9.2903
MDV,pigs,backyard,7.43224
MLI,pigs,backyard,7.43224
MLT,pigs,backyard,7.43224
MRT,pigs,backyard,7.43224
MUS,pigs,backyard,7.43224
MEX,pigs,backyard,9.2903
MCO,pigs,backyard,7.43224
MNG,pigs,backyard,9.2903
MAR,pigs,backyard,7.43224
MOZ,pigs,backyard,7.43224
FSM,pigs,backyard,7.43224
MDA,pigs,backyard,9.2903
NAM,pigs,backyard,7.43224
NRU,pigs,backyard,7.43224
NPL,pigs,backyard,7.43224
NLD,pigs,backyard,9.2903
MKD,pigs,backyard,9.2903
VUT,pigs,backyard,7.43224
NZL,pigs,backyard,9.2903
NIC,pigs,backyard,9.2903
NER,pigs,backyard,7.43224
NGA,pigs,backyard,7.43224
NIU,pigs,backyard,7.43224
NOR,pigs,backyard,9.2903
PAK,pigs,backyard,7.43224
PAN,pigs,backyard,9.2903
CZE,pigs,backyard,9.2903
PNG,pigs,backyard,7.43224
PRY,pigs,backyard,9.2903
PER,pigs,backyard,9.2903
PHL,pigs,backyard,9.2903
POL,pigs,backyard,9.2903
PRT,pigs,backyard,9.2903
GNB,pigs,backyard,7.43224
TLS,pigs,backyard,9.2903
ERI,pigs,backyard,7.43224
QAT,pigs,backyard,7.43224
PLW,pigs,backyard,7.43224
ZWE,pigs,backyard,7.43224
ROU,pigs,backyard,9.2903
RWA,pigs,backyard,7.43224
RUS,pigs,backyard,9.2903
KNA,pigs,backyard,7.43224
LCA,pigs,backyard,7.43224
VCT,pigs,backyard,7.43224
SMR,pigs,backyard,7.43224
STP,pigs,backyard,7.43224
SAU,pigs,backyard,7.43224
SEN,pigs,backyard,7.43224
SYC,pigs,backyard,7.43224
SLE,pigs,backyard,7.43224
SVN,pigs,backyard,9.2903
SVK,pigs,backyard,9.2903
SGP,pigs,backyard,9.2903
SOM,pigs,backyard,7.43224
ZAF,pigs,backyard,7.43224
ESP,pigs,backyard,9.2903
SUR,pigs,backyard,9.2903
TJK,pigs,backyard,9.2903
SWZ,pigs,backyard,7.43224
SWE,pigs,backyard,9.2903
CHE,pigs,backyard,9.2903
SYR,pigs,backyard,7.43224
TKM,pigs,backyard,9.2903
TZA,pigs,backyard,7.43224
THA,pigs,backyard,9.2903
TGO,pigs,backyard,7.43224
TKL,pigs,backyard,7.43224
TON,pigs,backyard,7.43224
TTO,pigs,backyard,7.43224
OMN,pigs,backyard,7.43224
TUN,pigs,backyard,7.43224
TUR,pigs,backyard,7.43224
ARE,pigs,backyard,7.43224
UGA,pigs,backyard,7.43224
TUV,pigs,backyard,7.43224
GBR,pigs,backyard,9.2903
UKR,pigs,backyard,9.2903
USA,pigs,backyard,9.2903
BFA,pigs,backyard,7.43224
URY,pigs,backyard,9.2903
UZB,pigs,backyard,9.2903
VEN,pigs,backyard,9.2903
VNM,pigs,backyard,9.2903
ETH,pigs,backyard,7.43224
WSM,pigs,backyard,7.43224
YEM,pigs,backyard,7.43224
COD,pigs,backyard,7.43224
ZMB,pigs,backyard,7.43224
BEL,pigs,backyard,9.2903
LUX,pigs,backyard,9.2903
SRB,pigs,backyard,9.2903
MNE,pigs,backyard,9.2903
SDN,pigs,backyard,7.43224
SSD,pigs,backyard,7.43224
ALA,pigs,backyard,11.998563212121212
ASM,pigs,backyard,9.971588666666666
AIA,pigs,backyard,9.971588666666666
ABW,pigs,backyard,9.971588666666666
BMU,pigs,backyard,9.352235333333333
BES,pigs,backyard,9.971588666666666
IOT,pigs,backyard,5.636115333333334
VGB,pigs,backyard,9.971588666666666
CYM,pigs,backyard,9.971588666666666
CXR,pigs,backyard,12.758678666666667
CCK,pigs,backyard,12.758678666666667
CUW,pigs,backyard,9.971588666666666
FLK,pigs,backyard,7.184498666666666
GUF,pigs,backyard,7.184498666666666
PYF,pigs,backyard,9.971588666666666
GIB,pigs,backyard,11.232415095238094
GRL,pigs,backyard,9.352235333333333
GLP,pigs,backyard,9.971588666666666
GUM,pigs,backyard,9.971588666666666
GGY,pigs,backyard,11.998563212121212
HKG,pigs,backyard,11.519972000000001
IMN,pigs,backyard,11.998563212121212
JEY,pigs,backyard,11.998563212121212
XKO,pigs,backyard,11.232415095238094
LIE,pigs,backyard,12.410292416666667
MAC,pigs,backyard,11.519972000000001
MTQ,pigs,backyard,9.971588666666666
MYT,pigs,backyard,5.636115333333334
MSR,pigs,backyard,9.971588666666666
NCL,pigs,backyard,9.971588666666666
NFK,pigs,backyard,12.758678666666667
MNP,pigs,backyard,9.971588666666666
PSE,pigs,backyard,11.082781411764705
PCN,pigs,backyard,9.971588666666666
XMI,pigs,backyard,10.281265333333334
PRI,pigs,backyard,9.971588666666666
REU,pigs,backyard,5.636115333333334
BLM,pigs,backyard,9.971588666666666
MAF,pigs,backyard,9.971588666666666
SHN,pigs,backyard,5.636115333333334
SPM,pigs,backyard,9.352235333333333
SXM,pigs,backyard,9.971588666666666
SJM,pigs,backyard,11.998563212121212
TWN,pigs,backyard,11.519972000000001
TCA,pigs,backyard,9.971588666666666
VIR,pigs,backyard,9.971588666666666
WLF,pigs,backyard,9.971588666666666
ESH,pigs,backyard,10.281265333333334
