iso3c,animal,system,product,headcount,kg_dm,kg_dm_per_head
TZA,cows,grassland,meat,347015.7296899875,497145942.0893561,1432.6322974854484
TZA,buffaloes,grassland,milk,0,0,3301.837936933596
TZA,buffaloes,grassland,meat,0,0,2553.6630536843745
TZA,sheep,grassland,milk,0,0,238.18160071852955
TZA,sheep,grassland,meat,1307736.3077161934,301113113.2317427,230.25522152673202
TZA,goats,grassland,milk,2689914.2314062268,561499308.0785671,208.742457853397
TZA,goats,grassland,meat,2785224.7542032376,590871976.0926263,212.14516896739835
USA,cows,grassland,milk,10189228.940403674,34606408744.37448,3396.371692773394
USA,cows,grassland,meat,27623512.486567102,83785134842.39972,3033.1093803926337
USA,buffaloes,grassland,milk,0,0,1713.869499319224
USA,buffaloes,grassland,meat,0,0,3170.871731986684
USA,sheep,grassland,milk,0,0,313.1057762532239
USA,sheep,grassland,meat,4742699.940904331,1327683521.0783544,279.9425512095951
USA,goats,grassland,milk,551172.8805005117,156368628.3276555,283.7016004591146
USA,goats,grassland,meat,1253700.1558355344,309728473.4259268,247.0514755735248
VIR,cows,grassland,milk,0,0,2179.0810195813524
VIR,cows,grassland,meat,0,0,1972.9170556150248
VIR,buffaloes,grassland,milk,0,0,3358.572676103807
VIR,buffaloes,grassland,meat,0,0,3170.871731986684
VIR,sheep,grassland,milk,0,0,313.1057762532239
VIR,sheep,grassland,meat,0,0,231.1404424858868
VIR,goats,grassland,milk,0,0,235.85346910577044
VIR,goats,grassland,meat,0,0,170.44684947185294
URY,cows,grassland,milk,1008517.1666950143,3933386140.988385,3900.167762020734
URY,cows,grassland,meat,5061039.142393053,13452450541.61708,2658.041197297725
URY,buffaloes,grassland,milk,0,0,3358.572676103807
URY,buffaloes,grassland,meat,0,0,3170.871731986684
URY,sheep,grassland,milk,0,0,313.1057762532239
URY,sheep,grassland,meat,4592322.717128697,1782524665.1600168,388.15317976488427
URY,goats,grassland,milk,0,0,250.47471263951374
URY,goats,grassland,meat,10545.013474554564,2667459.5133623164,252.95932715486583
UZB,cows,grassland,milk,3981836.753420328,15417843274.247112,3872.0430366723235
UZB,cows,grassland,meat,0,0,1921.7635829237
UZB,buffaloes,grassland,milk,0,0,2670.8162072918117
UZB,buffaloes,grassland,meat,92421.66886513896,260165202.87478915,2814.980578357878
UZB,sheep,grassland,milk,0,0,420.36330102802015
UZB,sheep,grassland,meat,8530504.825118212,3496274965.5132523,409.85557562999236
UZB,goats,grassland,milk,1608652.3413846209,482748452.2069161,300.0949551295828
UZB,goats,grassland,meat,0,0,261.70735409904796
VUT,cows,grassland,milk,28575.52155001846,46628729.90788952,1631.7717885313418
VUT,cows,grassland,meat,83389.01547758728,136757030.09313393,1639.9885441733095
VUT,buffaloes,grassland,milk,0,0,2736.120699098977
VUT,buffaloes,grassland,meat,0,0,2553.6630536843745
VUT,sheep,grassland,milk,0,0,253.68687400051996
VUT,sheep,grassland,meat,31950.402643016663,9026156.558049656,282.5052522467189
VUT,goats,grassland,milk,0,0,199.8261874269004
VUT,goats,grassland,meat,11394.53614180515,2582806.5928789377,226.6706218433007
VEN,cows,grassland,milk,1693812.5378011768,6194336289.360866,3657.0376893077228
VEN,cows,grassland,meat,5454522.615694609,15416516432.26706,2826.3731802868024
VEN,buffaloes,grassland,milk,26746.537731432734,94837456.15659842,3545.784396802309
VEN,buffaloes,grassland,meat,57804.34713729812,190804766.78229347,3300.8722740019866
VEN,sheep,grassland,milk,0,0,313.1057762532239
VEN,sheep,grassland,meat,280275.4412347324,92976065.30784868,331.73104606757414
VEN,goats,grassland,milk,0,0,250.47471263951374
VEN,goats,grassland,meat,1130380.6071124626,286776671.0756604,253.69921358455215
VNM,cows,grassland,milk,35120.38017441532,96072605.59935744,2735.5229391663856
VNM,cows,grassland,meat,510436.4656134138,1129898692.9037936,2213.5932070330146
VNM,buffaloes,grassland,milk,0,0,2178.9826562814956
VNM,buffaloes,grassland,meat,253084.80912476373,552613853.3126022,2183.512535674075
VNM,sheep,grassland,milk,0,0,216.07250301639905
VNM,sheep,grassland,meat,17664.785095688992,3980213.4133060616,225.319096255375
VNM,goats,grassland,milk,0,0,245.16227120387492
VNM,goats,grassland,meat,324162.48855557694,85071836.06837262,262.4357816582693
WLF,cows,grassland,milk,0,0,2110.426304224341
WLF,cows,grassland,meat,0,0,1953.2660651258843
WLF,buffaloes,grassland,milk,0,0,2736.120699098977
WLF,buffaloes,grassland,meat,0,0,2553.6630536843745
WLF,sheep,grassland,milk,0,0,253.68687400051996
WLF,sheep,grassland,meat,0,0,280.5140120029873
WLF,goats,grassland,milk,0,0,199.8261874269004
WLF,goats,grassland,meat,0,0,228.33099458144392
ESH,cows,grassland,milk,0,0,1992.5969191484562
ESH,cows,grassland,meat,0,0,1570.3281152732202
ESH,buffaloes,grassland,milk,0,0,3301.837936933596
ESH,buffaloes,grassland,meat,0,0,2553.6630536843745
ESH,sheep,grassland,milk,0,0,238.38142462381916
ESH,sheep,grassland,meat,33017.83407842598,7270968.407137835,220.21336680859764
ESH,goats,grassland,milk,165063.0545538761,30210625.465713963,183.02475709882918
ESH,goats,grassland,meat,0,0,167.79539065294836
YEM,cows,grassland,milk,712939.1563345781,1206762984.3976374,1692.65914724329
YEM,cows,grassland,meat,131167.35411239893,209945704.3589292,1600.594185798885
YEM,buffaloes,grassland,milk,0,0,3132.5417012168887
YEM,buffaloes,grassland,meat,377254.07082100376,974822397.9977658,2583.994377784438
YEM,sheep,grassland,milk,3302743.310996011,840158640.6312408,254.38205804067576
YEM,sheep,grassland,meat,3679937.0229431903,941300494.2434036,255.79255524611054
YEM,goats,grassland,milk,4461877.664602215,1040160645.2671843,233.12173113108346
YEM,goats,grassland,meat,2975349.323169232,689296515.1862856,231.66910514294588
ZMB,cows,grassland,milk,512895.809223451,1010512158.6214701,1970.209427430172
ZMB,cows,grassland,meat,1728006.3278648974,2821294003.062793,1632.6873099757381
ZMB,buffaloes,grassland,milk,0,0,3301.837936933596
ZMB,buffaloes,grassland,meat,0,0,2553.6630536843745
ZMB,sheep,grassland,milk,0,0,238.18160071852955
ZMB,sheep,grassland,meat,180469.20549968194,43031886.472213484,238.4444833846699
ZMB,goats,grassland,milk,0,0,211.90820289974906
ZMB,goats,grassland,meat,1619538.8323165542,364081613.3495549,224.8057324002415
ZWE,cows,grassland,milk,1386027.969302923,1530451876.4736187,1104.19985048594
ZWE,cows,grassland,meat,1139234.6173468456,0,1400.7215131502144
ZWE,buffaloes,grassland,milk,0,0,3301.837936933596
ZWE,buffaloes,grassland,meat,0,0,2553.6630536843745
ZWE,sheep,grassland,milk,0,0,238.18160071852955
ZWE,sheep,grassland,meat,137135.5960644036,50458113.2031007,367.94322299371373
ZWE,goats,grassland,milk,0,0,211.90820289974906
ZWE,goats,grassland,meat,1187245.3004736986,318266587.8191005,268.0714656795149
PSE,buffaloes,grassland,milk,0,0,3132.5417012168887
PSE,buffaloes,grassland,meat,0,0,2713.012736171676
PSE,cows,grassland,milk,12573.358823379001,33863829.40495431,2693.30016590218
PSE,cows,grassland,meat,0,0,1762.682751282521
PSE,goats,grassland,milk,227088.45666069217,64470858.962696105,283.90196450639615
PSE,goats,grassland,meat,0,0,251.99787171932917
PSE,sheep,grassland,milk,398735.4639427676,126420384.17089115,317.05327366877225
PSE,sheep,grassland,meat,0,0,275.37943961335424
ALA,cows,grassland,meat,NA,NA,2070.8534146907487
ALA,cows,grassland,milk,NA,NA,2346.477263988162
ALA,buffaloes,grassland,meat,NA,NA,1969.2300419101177
ALA,buffaloes,grassland,milk,NA,NA,1625.849168917518
ALA,goats,grassland,meat,NA,NA,217.89452508248303
ALA,goats,grassland,milk,NA,NA,291.35004212809986
ALA,sheep,grassland,meat,NA,NA,213.72059130629273
ALA,sheep,grassland,milk,NA,NA,209.31420142409814
IOT,cows,grassland,meat,NA,NA,1400.7215131502144
IOT,cows,grassland,milk,NA,NA,1618.4360333828224
IOT,buffaloes,grassland,meat,NA,NA,2553.6630536843745
IOT,buffaloes,grassland,milk,NA,NA,3301.837936933596
IOT,goats,grassland,meat,NA,NA,210.35281899325653
IOT,goats,grassland,milk,NA,NA,211.90820289974906
IOT,sheep,grassland,meat,NA,NA,234.4060756199724
IOT,sheep,grassland,milk,NA,NA,238.18160071852955
CXR,cows,grassland,meat,NA,NA,2171.7495672605282
CXR,cows,grassland,milk,NA,NA,2455.495773189261
CXR,buffaloes,grassland,meat,NA,NA,2553.6630536843745
CXR,buffaloes,grassland,milk,NA,NA,2736.120699098977
CXR,goats,grassland,meat,NA,NA,250.87985334129377
CXR,goats,grassland,milk,NA,NA,199.8261874269004
CXR,sheep,grassland,meat,NA,NA,300.8885168154425
CXR,sheep,grassland,milk,NA,NA,253.68687400051996
CCK,cows,grassland,meat,NA,NA,2171.7495672605282
CCK,cows,grassland,milk,NA,NA,2455.495773189261
CCK,buffaloes,grassland,meat,NA,NA,2553.6630536843745
CCK,buffaloes,grassland,milk,NA,NA,2736.120699098977
CCK,goats,grassland,meat,NA,NA,250.87985334129377
CCK,goats,grassland,milk,NA,NA,199.8261874269004
CCK,sheep,grassland,meat,NA,NA,300.8885168154425
CCK,sheep,grassland,milk,NA,NA,253.68687400051996
CUW,cows,grassland,meat,NA,NA,1972.9170556150248
CUW,cows,grassland,milk,NA,NA,2179.0810195813524
CUW,buffaloes,grassland,meat,NA,NA,3170.871731986684
CUW,buffaloes,grassland,milk,NA,NA,3358.572676103807
CUW,goats,grassland,meat,NA,NA,170.44684947185294
CUW,goats,grassland,milk,NA,NA,235.85346910577044
CUW,sheep,grassland,meat,NA,NA,231.1404424858868
CUW,sheep,grassland,milk,NA,NA,313.1057762532239
GIB,cows,grassland,meat,NA,NA,2213.784689455979
GIB,cows,grassland,milk,NA,NA,2332.0061274728405
GIB,buffaloes,grassland,meat,NA,NA,1969.2300419101177
GIB,buffaloes,grassland,milk,NA,NA,1625.849168917518
GIB,goats,grassland,meat,NA,NA,257.8608604654041
GIB,goats,grassland,milk,NA,NA,226.20697028893227
GIB,sheep,grassland,meat,NA,NA,260.6676518001507
GIB,sheep,grassland,milk,NA,NA,206.92052844029536
XKO,cows,grassland,meat,NA,NA,2213.784689455979
XKO,cows,grassland,milk,NA,NA,2332.0061274728405
XKO,buffaloes,grassland,meat,NA,NA,1969.2300419101177
XKO,buffaloes,grassland,milk,NA,NA,1625.849168917518
XKO,goats,grassland,meat,NA,NA,257.8608604654041
XKO,goats,grassland,milk,NA,NA,226.20697028893227
XKO,sheep,grassland,meat,NA,NA,260.6676518001507
XKO,sheep,grassland,milk,NA,NA,206.92052844029536
BLM,cows,grassland,meat,NA,NA,1972.9170556150248
BLM,cows,grassland,milk,NA,NA,2179.0810195813524
BLM,buffaloes,grassland,meat,NA,NA,3170.871731986684
BLM,buffaloes,grassland,milk,NA,NA,3358.572676103807
BLM,goats,grassland,meat,NA,NA,170.44684947185294
BLM,goats,grassland,milk,NA,NA,235.85346910577044
BLM,sheep,grassland,meat,NA,NA,231.1404424858868
BLM,sheep,grassland,milk,NA,NA,313.1057762532239
MAF,cows,grassland,meat,NA,NA,1972.9170556150248
MAF,cows,grassland,milk,NA,NA,2179.0810195813524
MAF,buffaloes,grassland,meat,NA,NA,3170.871731986684
MAF,buffaloes,grassland,milk,NA,NA,3358.572676103807
MAF,goats,grassland,meat,NA,NA,170.44684947185294
MAF,goats,grassland,milk,NA,NA,235.85346910577044
MAF,sheep,grassland,meat,NA,NA,231.1404424858868
MAF,sheep,grassland,milk,NA,NA,313.1057762532239
SXM,cows,grassland,meat,NA,NA,1972.9170556150248
SXM,cows,grassland,milk,NA,NA,2179.0810195813524
SXM,buffaloes,grassland,meat,NA,NA,3170.871731986684
SXM,buffaloes,grassland,milk,NA,NA,3358.572676103807
SXM,goats,grassland,meat,NA,NA,170.44684947185294
SXM,goats,grassland,milk,NA,NA,235.85346910577044
SXM,sheep,grassland,meat,NA,NA,231.1404424858868
SXM,sheep,grassland,milk,NA,NA,313.1057762532239
TWN,cows,grassland,meat,NA,NA,2252.0842358623318
TWN,cows,grassland,milk,NA,NA,2370.455979710697
TWN,buffaloes,grassland,meat,NA,NA,1914.4952307347658
TWN,buffaloes,grassland,milk,NA,NA,2114.042351121596
TWN,goats,grassland,meat,NA,NA,194.47514739903085
TWN,goats,grassland,milk,NA,NA,189.27969833542554
TWN,sheep,grassland,meat,NA,NA,221.1067223778261
TWN,sheep,grassland,milk,NA,NA,208.17273106031905
