iso3c,animal,system,product,headcount,kg_dm,kg_dm_per_head
PRK,buffaloes,grassland,milk,0,0,2114.042351121596
PRK,buffaloes,grassland,meat,90133.36227751365,180857761.4544206,2006.5573599437414
PRK,sheep,grassland,milk,0,0,208.17273106031905
PRK,sheep,grassland,meat,117822.25279388299,26547864.978497054,225.3213153625539
PRK,goats,grassland,milk,0,0,189.27969833542554
PRK,goats,grassland,meat,2136173.818119138,430856461.3276184,201.69541339429938
COD,cows,grassland,milk,22667.17984089833,48170712.62750258,2125.1303852360275
COD,cows,grassland,meat,609802.9913586719,1092235682.4093795,1791.1287709098033
COD,buffaloes,grassland,milk,0,0,3301.837936933596
COD,buffaloes,grassland,meat,0,0,2553.6630536843745
COD,sheep,grassland,milk,0,0,233.68649660757313
COD,sheep,grassland,meat,645619.670627008,154580212.25924465,239.4292170638491
COD,goats,grassland,milk,0,0,204.55103010183515
COD,goats,grassland,meat,3159395.1489467295,610716930.2393119,193.3018509707186
DNK,cows,grassland,milk,76316.43498047264,188541687.50973153,2470.525353522795
DNK,cows,grassland,meat,0,0,2070.8534146907487
DNK,buffaloes,grassland,milk,0,0,1625.849168917518
DNK,buffaloes,grassland,meat,0,0,1969.2300419101177
DNK,sheep,grassland,milk,0,0,209.31420142409814
DNK,sheep,grassland,meat,15292.557566807613,3771039.4479118166,246.59311769385332
DNK,goats,grassland,milk,0,0,291.35004212809986
DNK,goats,grassland,meat,0,0,217.89452508248303
DJI,cows,grassland,milk,66276.0741812111,101818518.85090894,1536.278666302989
DJI,cows,grassland,meat,176292.91318852466,234453327.0376327,1329.9078380247327
DJI,buffaloes,grassland,milk,0,0,3301.837936933596
DJI,buffaloes,grassland,meat,0,0,2553.6630536843745
DJI,sheep,grassland,milk,0,0,238.18160071852955
DJI,sheep,grassland,meat,396989.65908227395,82622512.41444011,208.12258083860326
DJI,goats,grassland,milk,0,0,211.90820289974906
DJI,goats,grassland,meat,461397.29250811803,92713597.31569773,200.9409218933951
DMA,cows,grassland,milk,11718.51080955065,21691499.249398597,1851.0457174916721
DMA,cows,grassland,meat,0,0,1972.9170556150248
DMA,buffaloes,grassland,milk,0,0,3358.572676103807
DMA,buffaloes,grassland,meat,0,0,3170.871731986684
DMA,sheep,grassland,milk,0,0,313.1057762532239
DMA,sheep,grassland,meat,0,0,231.1404424858868
DMA,goats,grassland,milk,0,0,235.85346910577044
DMA,goats,grassland,meat,0,0,170.44684947185294
DOM,cows,grassland,milk,169538.84483237594,399177953.16722554,2354.4925858253614
DOM,cows,grassland,meat,436427.9995261182,929459955.8139582,2129.6982705582213
DOM,buffaloes,grassland,milk,0,0,3358.572676103807
DOM,buffaloes,grassland,meat,0,0,3170.871731986684
DOM,sheep,grassland,milk,0,0,313.1057762532239
DOM,sheep,grassland,meat,90496.35820805369,23605360.140421018,260.84320527188095
DOM,goats,grassland,milk,0,0,235.85346910577044
DOM,goats,grassland,meat,126962.10167455554,22819085.433924578,179.73147209249254
ECU,cows,grassland,milk,777733.5696124029,3798322208.1362896,4883.834717368893
ECU,cows,grassland,meat,566094.4582326426,1726471004.5399504,3049.7931563047355
ECU,buffaloes,grassland,milk,0,0,3358.572676103807
ECU,buffaloes,grassland,meat,0,0,3170.871731986684
ECU,sheep,grassland,milk,227945.00917745073,70570674.51238512,309.59517283156316
ECU,sheep,grassland,meat,82344.87926205003,25026963.779147867,303.9285988810958
ECU,goats,grassland,milk,70092.93706749282,19729184.369964376,281.4717886763263
ECU,goats,grassland,meat,0,0,247.68517339954968
EGY,cows,grassland,milk,815597.0889480306,1962468290.5910487,2406.1737311032703
EGY,cows,grassland,meat,0,0,1570.3281152732202
EGY,buffaloes,grassland,milk,1418601.9902484186,4683993868.811732,3301.837936933596
EGY,buffaloes,grassland,meat,0,0,2553.6630536843745
EGY,sheep,grassland,milk,1658353.9062068942,496678506.0026379,299.50091120096107
EGY,sheep,grassland,meat,570012.0789475117,165102137.2219881,289.6467343759415
EGY,goats,grassland,milk,1458217.8278819576,275999032.11122245,189.27147016993163
EGY,goats,grassland,meat,75520.56166840676,14374076.822309917,190.33328811063598
SLV,cows,grassland,milk,188115.0382815186,632098504.7573758,3360.1699817928725
SLV,cows,grassland,meat,155481.7125940144,428124718.9265289,2753.537453272241
SLV,buffaloes,grassland,milk,0,0,3358.572676103807
SLV,buffaloes,grassland,meat,0,0,3170.871731986684
SLV,sheep,grassland,milk,0,0,313.1057762532239
SLV,sheep,grassland,meat,0,0,349.80724966990596
SLV,goats,grassland,milk,0,0,317.25591808782843
SLV,goats,grassland,meat,0,0,240.67210479915545
GNQ,cows,grassland,milk,0,0,2065.3426143742395
GNQ,cows,grassland,meat,0,0,1809.0406004204788
GNQ,buffaloes,grassland,milk,0,0,3301.837936933596
GNQ,buffaloes,grassland,meat,0,0,2553.6630536843745
GNQ,sheep,grassland,milk,0,0,233.68649660757313
GNQ,sheep,grassland,meat,27817.976041728263,6218508.5009063585,223.54280885059018
GNQ,goats,grassland,milk,0,0,204.55103010183515
GNQ,goats,grassland,meat,0,0,185.6780034423162
ERI,cows,grassland,milk,851523.6861630933,1393997586.7296796,1637.0626083355778
ERI,cows,grassland,meat,0,0,1400.7215131502144
ERI,buffaloes,grassland,milk,0,0,3301.837936933596
ERI,buffaloes,grassland,meat,0,0,2553.6630536843745
ERI,sheep,grassland,milk,243535.11070195347,58088065.54860407,238.52029130901875
ERI,sheep,grassland,meat,793334.2468502468,181191310.60312378,228.39214533155814
ERI,goats,grassland,milk,284147.9514650531,61014731.83688187,214.72874086296545
ERI,goats,grassland,meat,866728.8858332457,176139336.10163888,203.22310584157364
EST,cows,grassland,milk,77420.4485890276,170926200.15878913,2207.765561604013
EST,cows,grassland,meat,0,0,2070.8534146907487
EST,buffaloes,grassland,milk,0,0,1625.849168917518
EST,buffaloes,grassland,meat,0,0,1969.2300419101177
EST,sheep,grassland,milk,0,0,209.31420142409814
EST,sheep,grassland,meat,28593.581178724588,6012484.23007339,210.27391401210892
EST,goats,grassland,milk,0,0,291.35004212809986
EST,goats,grassland,meat,0,0,217.89452508248303
ETH,cows,grassland,milk,5272526.28433683,8802692118.189072,1669.5397317106522
ETH,cows,grassland,meat,4254953.122977426,6153882962.017572,1446.2869000331923
ETH,buffaloes,grassland,milk,0,0,3301.837936933596
ETH,buffaloes,grassland,meat,0,0,2553.6630536843745
ETH,sheep,grassland,milk,2241165.08361517,545883834.7993314,243.5714525405595
ETH,sheep,grassland,meat,8308689.331748122,1938823039.8386695,233.3488426905411
ETH,goats,grassland,milk,1168863.2832628111,247295715.45566204,211.56941020967912
ETH,goats,grassland,meat,10122786.892982313,2097082000.2015765,207.16449159424585
FLK,cows,grassland,milk,0,0,3727.2635108784825
FLK,cows,grassland,meat,0,0,2693.9494970516084
FLK,buffaloes,grassland,milk,0,0,3358.572676103807
FLK,buffaloes,grassland,meat,0,0,3170.871731986684
FLK,sheep,grassland,milk,0,0,313.1057762532239
FLK,sheep,grassland,meat,668461.0483329492,165237467.22948605,247.19086869992768
FLK,goats,grassland,milk,0,0,250.47471263951374
FLK,goats,grassland,meat,0,0,247.68517339954968
FRO,cows,grassland,milk,0,0,2346.477263988162
FRO,cows,grassland,meat,0,0,2070.8534146907487
FRO,buffaloes,grassland,milk,0,0,1625.849168917518
FRO,buffaloes,grassland,meat,0,0,1969.2300419101177
FRO,sheep,grassland,milk,0,0,209.31420142409814
FRO,sheep,grassland,meat,65484.805947875786,13932756.788062844,212.76319882741896
FRO,goats,grassland,milk,0,0,291.35004212809986
FRO,goats,grassland,meat,0,0,217.89452508248303
FSM,cows,grassland,milk,0,0,2110.426304224341
FSM,cows,grassland,meat,0,0,1919.2046089400646
FSM,buffaloes,grassland,milk,0,0,2736.120699098977
FSM,buffaloes,grassland,meat,0,0,2553.6630536843745
FSM,sheep,grassland,milk,0,0,253.68687400051996
FSM,sheep,grassland,meat,0,0,264.5374561005152
FSM,goats,grassland,milk,0,0,199.8261874269004
FSM,goats,grassland,meat,0,0,213.4075028500286
FJI,cows,grassland,milk,20087.324339377275,38144661.48511043,1898.9418819875016
FJI,cows,grassland,meat,50746.02549262496,104914814.6865702,2067.4489020192864
FJI,buffaloes,grassland,milk,0,0,2736.120699098977
FJI,buffaloes,grassland,meat,0,0,2553.6630536843745
FJI,sheep,grassland,milk,0,0,253.68687400051996
FJI,sheep,grassland,meat,0,0,282.506685453993
FJI,goats,grassland,milk,0,0,199.8261874269004
FJI,goats,grassland,meat,109564.42041100291,24835709.39515994,226.6767742848922
FIN,cows,grassland,milk,690274.7213187522,1462603624.7568443,2118.87177609891
FIN,cows,grassland,meat,94468.5913332972,169906776.2170832,1798.553083295489
FIN,buffaloes,grassland,milk,0,0,1625.849168917518
FIN,buffaloes,grassland,meat,0,0,1969.2300419101177
FIN,sheep,grassland,milk,0,0,209.31420142409814
FIN,sheep,grassland,meat,113824.56060847938,21962372.702593427,192.94932996172125
FIN,goats,grassland,milk,0,0,291.35004212809986
FIN,goats,grassland,meat,0,0,217.89452508248303
FRA,cows,grassland,milk,1817351.6288868147,4424310065.609679,2434.4821306373765
FRA,cows,grassland,meat,1217090.2568760507,2473831917.3572874,2032.5788522101561
FRA,buffaloes,grassland,milk,0,0,1625.849168917518
FRA,buffaloes,grassland,meat,0,0,1969.2300419101177
FRA,sheep,grassland,milk,850237.1368751558,173351668.04141578,203.88625775454665
FRA,sheep,grassland,meat,1119702.889585693,256486276.582702,229.06637016682689
FRA,goats,grassland,milk,277854.76845720084,74862867.22973888,269.4316446157026
FRA,goats,grassland,meat,0,0,178.60888245972234
GUF,cows,grassland,milk,0,0,3727.2635108784825
GUF,cows,grassland,meat,12071.32084142826,29465650.187051,2440.963219693916
GUF,buffaloes,grassland,milk,0,0,3358.572676103807
GUF,buffaloes,grassland,meat,0,0,3170.871731986684
GUF,sheep,grassland,milk,0,0,313.1057762532239
GUF,sheep,grassland,meat,0,0,318.8075068609248
GUF,goats,grassland,milk,0,0,250.47471263951374
GUF,goats,grassland,meat,0,0,247.68517339954968
PYF,cows,grassland,milk,0,0,2110.426304224341
PYF,cows,grassland,meat,0,0,1953.2660651258843
PYF,buffaloes,grassland,milk,0,0,2736.120699098977
PYF,buffaloes,grassland,meat,0,0,2553.6630536843745
PYF,sheep,grassland,milk,0,0,253.68687400051996
PYF,sheep,grassland,meat,0,0,280.5140120029873
PYF,goats,grassland,milk,0,0,199.8261874269004
PYF,goats,grassland,meat,0,0,228.33099458144392
GAB,cows,grassland,milk,24289.69300616205,46510038.02354632,1914.8055107879377
GAB,cows,grassland,meat,0,0,1809.0406004204788
GAB,buffaloes,grassland,milk,0,0,3301.837936933596
GAB,buffaloes,grassland,meat,0,0,2553.6630536843745
GAB,sheep,grassland,milk,0,0,233.68649660757313
GAB,sheep,grassland,meat,169691.68572212989,39242657.75193455,231.2585769004287
GAB,goats,grassland,milk,0,0,204.55103010183515
GAB,goats,grassland,meat,81983.4491529201,14622266.097531375,178.35631763012444
GMB,cows,grassland,milk,15132.774520387686,22873786.144168667,1511.5394809690633
GMB,cows,grassland,meat,32980.848605395506,48438742.69966209,1468.6930369565368
GMB,buffaloes,grassland,milk,0,0,3301.837936933596
GMB,buffaloes,grassland,meat,0,0,2553.6630536843745
GMB,sheep,grassland,milk,0,0,233.14947923016828
GMB,sheep,grassland,meat,37137.541902985125,8280316.404478033,222.96350216470464
GMB,goats,grassland,milk,0,0,209.91788493459822
GMB,goats,grassland,meat,69333.02591006403,11261124.55758503,162.42078590645247
GEO,cows,grassland,milk,451707.2915711453,1404747821.051625,3109.8630623507943
GEO,cows,grassland,meat,0,0,1762.682751282521
GEO,buffaloes,grassland,milk,0,0,3132.5417012168887
GEO,buffaloes,grassland,meat,0,0,2713.012736171676
GEO,sheep,grassland,milk,68583.28745112303,17988566.185420446,262.28789627852535
GEO,sheep,grassland,meat,251037.2845539497,58655982.96435741,233.65446717836778
GEO,goats,grassland,milk,35400.63376409275,8712015.02650458,246.097713520069
GEO,goats,grassland,meat,0,0,251.99787171932917
DEU,cows,grassland,milk,3105257.906574577,7609223064.355285,2450.431910420301
DEU,cows,grassland,meat,97332.85881014552,206128280.56168112,2117.7666317574067
DEU,buffaloes,grassland,milk,0,0,1625.849168917518
DEU,buffaloes,grassland,meat,0,0,1969.2300419101177
DEU,sheep,grassland,milk,0,0,223.84639871906916
DEU,sheep,grassland,meat,504530.04412227136,115915002.50255032,229.74846365038007
DEU,goats,grassland,milk,0,0,245.58092279401856
DEU,goats,grassland,meat,33474.21687429262,5978792.467131785,178.60888245972234
GHA,cows,grassland,milk,354234.49186363886,514640560.69836295,1452.824534366551
GHA,cows,grassland,meat,328825.0954299717,478729206.8493863,1455.8779530601214
GHA,buffaloes,grassland,milk,0,0,3301.837936933596
GHA,buffaloes,grassland,meat,0,0,2553.6630536843745
GHA,sheep,grassland,milk,0,0,233.14947923016828
GHA,sheep,grassland,meat,1541518.0290184214,327336367.80647933,212.34676574941804
GHA,goats,grassland,milk,0,0,209.91788493459822
GHA,goats,grassland,meat,2122344.155154285,360909774.86651134,170.05242716644833
GRC,cows,grassland,milk,157203.00631398725,278707450.72144043,1772.914254354449
GRC,cows,grassland,meat,16628.787994860046,37280569.520404965,2241.929449814886
GRC,buffaloes,grassland,milk,0,0,1625.849168917518
GRC,buffaloes,grassland,meat,0,0,1969.2300419101177
GRC,sheep,grassland,milk,3022895.8090176843,706058110.5695587,233.5701113029755
GRC,sheep,grassland,meat,0,0,260.6676518001507
GRC,goats,grassland,milk,1799339.9045849699,347907022.44770485,193.35258533487146
GRC,goats,grassland,meat,0,0,257.8608604654041
GRL,cows,grassland,milk,0,0,3111.4985488759953
GRL,cows,grassland,meat,0,0,2809.726753197509
GRL,buffaloes,grassland,milk,0,0,1713.869499319224
GRL,buffaloes,grassland,meat,0,0,3170.871731986684
GRL,sheep,grassland,milk,0,0,313.1057762532239
GRL,sheep,grassland,meat,0,0,283.2745964391759
GRL,goats,grassland,milk,0,0,283.7016004591146
GRL,goats,grassland,meat,0,0,247.57598628270262
GRD,cows,grassland,milk,0,0,2179.0810195813524
GRD,cows,grassland,meat,0,0,1972.9170556150248
GRD,buffaloes,grassland,milk,0,0,3358.572676103807
GRD,buffaloes,grassland,meat,0,0,3170.871731986684
GRD,sheep,grassland,milk,0,0,313.1057762532239
GRD,sheep,grassland,meat,0,0,231.1404424858868
GRD,goats,grassland,milk,0,0,235.85346910577044
GRD,goats,grassland,meat,0,0,170.44684947185294
GLP,cows,grassland,milk,0,0,2179.0810195813524
GLP,cows,grassland,meat,33490.18923746378,57453015.480510354,1715.5177915877696
GLP,buffaloes,grassland,milk,0,0,3358.572676103807
GLP,buffaloes,grassland,meat,0,0,3170.871731986684
GLP,sheep,grassland,milk,0,0,313.1057762532239
GLP,sheep,grassland,meat,0,0,231.1404424858868
GLP,goats,grassland,milk,0,0,235.85346910577044
GLP,goats,grassland,meat,11342.236603126621,1686714.1406441974,148.7108935974087
GUM,cows,grassland,milk,0,0,2110.426304224341
GUM,cows,grassland,meat,0,0,1919.2046089400646
GUM,buffaloes,grassland,milk,0,0,2736.120699098977
GUM,buffaloes,grassland,meat,0,0,2553.6630536843745
GUM,sheep,grassland,milk,0,0,253.68687400051996
GUM,sheep,grassland,meat,48827.00938263076,13794086.501498997,282.5093462800933
GUM,goats,grassland,milk,0,0,199.8261874269004
GUM,goats,grassland,meat,0,0,213.4075028500286
GTM,cows,grassland,milk,688610.7570527524,2362981975.984477,3431.52056772685
GTM,cows,grassland,meat,769661.9353724382,2131412401.4592102,2769.283894009677
GTM,buffaloes,grassland,milk,0,0,3358.572676103807
GTM,buffaloes,grassland,meat,0,0,3170.871731986684
GTM,sheep,grassland,milk,0,0,313.1057762532239
GTM,sheep,grassland,meat,448234.92968976946,157606155.28143233,351.6150679968517
GTM,goats,grassland,milk,19357.494517507435,6035709.889465777,311.8022264713504
GTM,goats,grassland,meat,62088.335867584334,14841533.257898321,239.0389925983977
GGY,cows,grassland,milk,0,0,2346.477263988162
GGY,cows,grassland,meat,0,0,2070.8534146907487
GGY,buffaloes,grassland,milk,0,0,1625.849168917518
GGY,buffaloes,grassland,meat,0,0,1969.2300419101177
GGY,sheep,grassland,milk,0,0,209.31420142409814
GGY,sheep,grassland,meat,0,0,213.72059130629273
GGY,goats,grassland,milk,0,0,291.35004212809986
GGY,goats,grassland,meat,0,0,217.89452508248303
GNB,cows,grassland,milk,155602.06349536724,227391900.88033834,1461.3681578015096
GNB,cows,grassland,meat,238441.27144331014,346843599.0472316,1454.6290453315853
GNB,buffaloes,grassland,milk,0,0,3301.837936933596
GNB,buffaloes,grassland,meat,0,0,2553.6630536843745
GNB,sheep,grassland,milk,108198.65548423288,24121439.730601843,222.93659401448767
GNB,sheep,grassland,meat,169196.10632366725,35874688.0027992,212.03022210317275
GNB,goats,grassland,milk,0,0,209.91788493459822
GNB,goats,grassland,meat,0,0,178.31801750218872
GIN,cows,grassland,milk,1167063.7632755768,1768293592.5137558,1515.1645078506406
GIN,cows,grassland,meat,2365934.5841706675,3563961699.8718734,1506.3652747276406
GIN,buffaloes,grassland,milk,0,0,3301.837936933596
GIN,buffaloes,grassland,meat,0,0,2553.6630536843745
GIN,sheep,grassland,milk,249595.86949725857,57098264.99552954,228.76286018089206
GIN,sheep,grassland,meat,754504.2813913854,165791599.84635776,219.73579731134274
GIN,goats,grassland,milk,506862.54576402873,96388363.49851902,190.16667201800485
GIN,goats,grassland,meat,606137.714769416,106656787.80693322,175.96131243459595
GUY,cows,grassland,milk,88077.97693481087,298574398.2120247,3389.8871046164977
GUY,cows,grassland,meat,18062.01530078814,47119895.97953314,2608.7839698307116
GUY,buffaloes,grassland,milk,0,0,3358.572676103807
GUY,buffaloes,grassland,meat,0,0,3170.871731986684
GUY,sheep,grassland,milk,0,0,313.1057762532239
GUY,sheep,grassland,meat,119651.72672365574,37406496.27732256,312.62813585394844
GUY,goats,grassland,milk,0,0,250.47471263951374
GUY,goats,grassland,meat,74106.54988130173,17330525.857974976,233.8595695756138
HTI,cows,grassland,milk,59008.524074001514,128581136.14370206,2179.026473911647
HTI,cows,grassland,meat,127964.55983301377,273374180.8189597,2136.327286052458
HTI,buffaloes,grassland,milk,0,0,3358.572676103807
HTI,buffaloes,grassland,meat,0,0,3170.871731986684
HTI,sheep,grassland,milk,0,0,313.1057762532239
HTI,sheep,grassland,meat,38288.14366065306,10737548.826959465,280.4405698569801
HTI,goats,grassland,milk,263325.998032709,56299212.49901334,213.80043337771815
HTI,goats,grassland,meat,39292.44541432937,7842972.012261803,199.60508768440226
HND,cows,grassland,milk,702418.0811294542,2476508852.006035,3525.690637154341
HND,cows,grassland,meat,655516.802158251,1790276269.3928416,2731.0913518897773
HND,buffaloes,grassland,milk,0,0,3358.572676103807
HND,buffaloes,grassland,meat,0,0,3170.871731986684
HND,sheep,grassland,milk,0,0,313.1057762532239
HND,sheep,grassland,meat,10940.723658051484,3790302.8001603577,346.4398625378864
HND,goats,grassland,milk,0,0,317.25591808782843
HND,goats,grassland,meat,15289.594618078672,3602286.180400258,235.60377304842697
HUN,cows,grassland,milk,69019.20857770676,148466183.0351571,2151.084981914901
HUN,cows,grassland,meat,0,0,2227.1297406967506
HUN,buffaloes,grassland,milk,0,0,1625.849168917518
HUN,buffaloes,grassland,meat,0,0,1969.2300419101177
HUN,sheep,grassland,milk,0,0,200.0651006327087
HUN,sheep,grassland,meat,64890.74739831542,13735146.52389138,211.66571621654566
HUN,goats,grassland,milk,0,0,272.50066460197223
HUN,goats,grassland,meat,0,0,224.52406130231333
ISL,cows,grassland,milk,69213.2229215002,161282430.92352796,2330.225701329502
ISL,cows,grassland,meat,0,0,2070.8534146907487
ISL,buffaloes,grassland,milk,0,0,1625.849168917518
ISL,buffaloes,grassland,meat,0,0,1969.2300419101177
ISL,sheep,grassland,milk,0,0,209.31420142409814
ISL,sheep,grassland,meat,476465.2789416793,100385996.18550473,210.6890063605081
ISL,goats,grassland,milk,0,0,291.35004212809986
ISL,goats,grassland,meat,0,0,217.89452508248303
IND,cows,grassland,milk,15541907.599446902,32217412335.6202,2072.9380952417155
IND,cows,grassland,meat,19867437.732876915,36227166425.0079,1823.4443168813193
IND,buffaloes,grassland,milk,8168951.988226315,22949420386.911865,2809.346954173342
IND,buffaloes,grassland,meat,3709643.3230998195,9430836223.948105,2542.248783116861
IND,sheep,grassland,milk,0,0,212.71213015033246
IND,sheep,grassland,meat,8518471.147503197,2026905352.3090591,237.94238628173957
IND,goats,grassland,milk,12339283.589066654,2955406926.154369,239.5120352670261
IND,goats,grassland,meat,9506087.917559197,1816354345.267477,191.072748434442
IDN,cows,grassland,milk,255688.03355469875,576669454.2936482,2255.363484463901
IDN,cows,grassland,meat,1978636.062229264,4104362539.152139,2074.339297408685
IDN,buffaloes,grassland,milk,0,0,2178.9826562814956
IDN,buffaloes,grassland,meat,823367.4260632546,1824863979.3795462,2216.342208368287
IDN,sheep,grassland,milk,1015899.7650460727,219508005.04727662,216.07250301639905
IDN,sheep,grassland,meat,280279.7216526711,63183651.82332873,225.4306927763662
IDN,goats,grassland,milk,2240087.609588879,625913730.9699292,279.4148444420897
IDN,goats,grassland,meat,237213.68407382182,69053960.30294333,291.1044553460646
IRN,cows,grassland,milk,3877415.688043878,8030339962.860144,2071.05469439914
IRN,cows,grassland,meat,0,0,1741.4628099767604
IRN,buffaloes,grassland,milk,115098.12992194844,354774151.5649617,3082.362431131982
IRN,buffaloes,grassland,meat,0,0,2708.2357837859226
IRN,sheep,grassland,milk,13301974.654835075,2882855719.0297256,216.72389204123533
IRN,sheep,grassland,meat,13983335.136798983,2591985787.6888814,185.36248772781897
IRN,goats,grassland,milk,10534647.371887414,2098860639.2257662,199.23406689689025
IRN,goats,grassland,meat,5444725.091801187,934942115.05833745,171.7152104641974
IRQ,cows,grassland,milk,386910.01242971973,794990142.7157373,2054.7158697790055
IRQ,cows,grassland,meat,523389.0287805605,1007404190.1069193,1924.7713167661568
IRQ,buffaloes,grassland,milk,32730.181172562323,111588258.05708465,3409.338233380418
IRQ,buffaloes,grassland,meat,80757.36707565683,256429670.24242654,3175.3099380046983
IRQ,sheep,grassland,milk,2907979.426194587,909939768.9785006,312.91135032865674
IRQ,sheep,grassland,meat,1036631.7553136941,329446453.8789381,317.8047095221819
IRQ,goats,grassland,milk,513078.10671412025,144350628.0171444,281.3424040670956
IRQ,goats,grassland,meat,0,0,251.99787171932917
IRL,cows,grassland,milk,1742940.8610842575,4097713246.0159082,2351.034012402912
IRL,cows,grassland,meat,2278320.91698617,4773727133.876276,2095.283021055305
IRL,buffaloes,grassland,milk,0,0,1625.849168917518
IRL,buffaloes,grassland,meat,0,0,1969.2300419101177
IRL,sheep,grassland,milk,0,0,209.31420142409814
IRL,sheep,grassland,meat,2825990.9812205774,558035164.4248831,197.4653026613204
IRL,goats,grassland,milk,0,0,291.35004212809986
IRL,goats,grassland,meat,0,0,217.89452508248303
IMN,cows,grassland,milk,0,0,2346.477263988162
IMN,cows,grassland,meat,16631.555179962063,39323566.28601983,2364.3950226252705
IMN,buffaloes,grassland,milk,0,0,1625.849168917518
IMN,buffaloes,grassland,meat,0,0,1969.2300419101177
IMN,sheep,grassland,milk,0,0,209.31420142409814
IMN,sheep,grassland,meat,16395.913013737594,4030318.2153150914,245.8123687249512
IMN,goats,grassland,milk,0,0,291.35004212809986
IMN,goats,grassland,meat,0,0,217.89452508248303
ISR,cows,grassland,milk,0,0,2341.6873265397526
ISR,cows,grassland,meat,0,0,1762.682751282521
ISR,buffaloes,grassland,milk,0,0,3132.5417012168887
ISR,buffaloes,grassland,meat,0,0,2713.012736171676
ISR,sheep,grassland,milk,107764.85036869955,26445868.25938821,245.40347032365432
ISR,sheep,grassland,meat,47684.93987894155,12985543.357610727,272.319591690318
ISR,goats,grassland,milk,20240.866285470478,4947792.7035358315,244.44569880329237
ISR,goats,grassland,meat,0,0,251.99787171932917
ITA,cows,grassland,milk,1001825.6557670869,2616041101.176792,2611.2738140786764
ITA,cows,grassland,meat,215729.44423242135,411562490.57805884,1907.7715239216582
ITA,buffaloes,grassland,milk,102059.50462030128,165933360.76705042,1625.849168917518
ITA,buffaloes,grassland,meat,0,0,1969.2300419101177
ITA,sheep,grassland,milk,2175879.791934851,439957500.84738785,202.19752142473172
ITA,sheep,grassland,meat,0,0,260.6676518001507
ITA,goats,grassland,milk,521289.0685106672,92416840.86920567,177.28520786603553
ITA,goats,grassland,meat,0,0,257.8608604654041
JAM,cows,grassland,milk,0,0,2179.0810195813524
JAM,cows,grassland,meat,34378.947929321694,65436046.28445148,1903.3754732395776
JAM,buffaloes,grassland,milk,0,0,3358.572676103807
JAM,buffaloes,grassland,meat,0,0,3170.871731986684
JAM,sheep,grassland,milk,0,0,313.1057762532239
JAM,sheep,grassland,meat,0,0,231.1404424858868
JAM,goats,grassland,milk,112660.23213238896,30731571.356286727,272.78100510367784
JAM,goats,grassland,meat,0,0,170.44684947185294
JPN,cows,grassland,milk,1587392.1651816256,4565099698.630498,2875.848702521579
JPN,cows,grassland,meat,847372.1822968356,2650512321.0382824,3127.9199110052973
JPN,buffaloes,grassland,milk,0,0,2114.042351121596
JPN,buffaloes,grassland,meat,202435.58693299978,370005031.74136907,1827.7667348272605
JPN,sheep,grassland,milk,0,0,208.17273106031905
JPN,sheep,grassland,meat,0,0,221.1067223778261
JPN,goats,grassland,milk,0,0,189.27969833542554
JPN,goats,grassland,meat,0,0,194.47514739903085
JEY,cows,grassland,milk,0,0,2346.477263988162
JEY,cows,grassland,meat,0,0,2070.8534146907487
JEY,buffaloes,grassland,milk,0,0,1625.849168917518
JEY,buffaloes,grassland,meat,0,0,1969.2300419101177
JEY,sheep,grassland,milk,0,0,209.31420142409814
JEY,sheep,grassland,meat,0,0,213.72059130629273
JEY,goats,grassland,milk,0,0,291.35004212809986
JEY,goats,grassland,meat,0,0,217.89452508248303
JOR,cows,grassland,milk,44213.037177794075,85027234.48707192,1923.1258451020124
JOR,cows,grassland,meat,0,0,1762.682751282521
JOR,buffaloes,grassland,milk,0,0,3132.5417012168887
JOR,buffaloes,grassland,meat,0,0,2713.012736171676
JOR,sheep,grassland,milk,1627736.0641643358,365827253.61539656,224.7460516906399
JOR,sheep,grassland,meat,0,0,275.37943961335424
JOR,goats,grassland,milk,502992.0870177651,102087271.62315242,202.9599953121068
JOR,goats,grassland,meat,0,0,251.99787171932917
KAZ,cows,grassland,milk,3863688.63267111,13494460287.516747,3492.6365891413798
KAZ,cows,grassland,meat,0,0,1921.7635829237
KAZ,buffaloes,grassland,milk,0,0,2670.8162072918117
KAZ,buffaloes,grassland,meat,0,0,2746.815435299427
KAZ,sheep,grassland,milk,327421.0026082274,134349528.8025993,410.3265451280595
KAZ,sheep,grassland,meat,10542732.127643585,3811210109.0616975,361.50118042632505
KAZ,goats,grassland,milk,397018.0113502103,104632407.31938817,263.54574434430816
KAZ,goats,grassland,meat,1680519.612720528,415011732.3517791,246.9544117250335
KEN,cows,grassland,milk,6855557.5444370825,12114526733.634031,1767.110356102885
KEN,cows,grassland,meat,942639.8336960638,1375889854.623798,1459.6135294102448
KEN,buffaloes,grassland,milk,0,0,3301.837936933596
KEN,buffaloes,grassland,meat,0,0,2553.6630536843745
KEN,sheep,grassland,milk,2356880.6078910283,574396946.5675014,243.71066766995904
KEN,sheep,grassland,meat,8963505.215474062,2110559922.3042693,235.4614485704459
KEN,goats,grassland,milk,7142747.900080794,1626326714.4588535,227.68922230062995
KEN,goats,grassland,meat,11601196.862340318,2897105924.632425,249.72474469741817
KIR,cows,grassland,milk,0,0,2110.426304224341
KIR,cows,grassland,meat,15053.675874830747,28891084.12046503,1919.2046089400646
KIR,buffaloes,grassland,milk,0,0,2736.120699098977
