iso3c,animal,lsu_value,ref_value,adjust_multiplier
NOR,goats,0.1,0.1,1
PAK,goats,0.1,0.1,1
PAN,goats,0.1,0.1,1
CZE,goats,0.1,0.1,1
PNG,goats,0.1,0.1,1
PRY,goats,0.1,0.1,1
PER,goats,0.1,0.1,1
PHL,goats,0.1,0.1,1
POL,goats,0.1,0.1,1
PRT,goats,0.1,0.1,1
GNB,goats,0.1,0.1,1
TLS,goats,0.1,0.1,1
ERI,goats,0.1,0.1,1
QAT,goats,0.1,0.1,1
PLW,goats,0.1,0.1,1
ZWE,goats,0.1,0.1,1
ROU,goats,0.1,0.1,1
RWA,goats,0.1,0.1,1
RUS,goats,0.1,0.1,1
KNA,goats,0.1,0.1,1
LCA,goats,0.1,0.1,1
VCT,goats,0.1,0.1,1
SMR,goats,0.1,0.1,1
STP,goats,0.1,0.1,1
SAU,goats,0.1,0.1,1
SEN,goats,0.1,0.1,1
SYC,goats,0.1,0.1,1
SLE,goats,0.1,0.1,1
SVN,goats,0.1,0.1,1
SVK,goats,0.1,0.1,1
SGP,goats,0.1,0.1,1
SOM,goats,0.1,0.1,1
ZAF,goats,0.1,0.1,1
ESP,goats,0.1,0.1,1
SUR,goats,0.1,0.1,1
TJK,goats,0.1,0.1,1
SWZ,goats,0.1,0.1,1
SWE,goats,0.1,0.1,1
CHE,goats,0.1,0.1,1
SYR,goats,0.1,0.1,1
TKM,goats,0.1,0.1,1
TZA,goats,0.1,0.1,1
THA,goats,0.1,0.1,1
TGO,goats,0.1,0.1,1
TKL,goats,0.1,0.1,1
TON,goats,0.1,0.1,1
TTO,goats,0.1,0.1,1
OMN,goats,0.1,0.1,1
TUN,goats,0.1,0.1,1
TUR,goats,0.1,0.1,1
ARE,goats,0.1,0.1,1
UGA,goats,0.1,0.1,1
TUV,goats,0.1,0.1,1
GBR,goats,0.1,0.1,1
UKR,goats,0.1,0.1,1
USA,goats,0.1,0.1,1
BFA,goats,0.1,0.1,1
URY,goats,0.1,0.1,1
UZB,goats,0.1,0.1,1
VEN,goats,0.1,0.1,1
VNM,goats,0.1,0.1,1
ETH,goats,0.1,0.1,1
WSM,goats,0.1,0.1,1
YEM,goats,0.1,0.1,1
COD,goats,0.1,0.1,1
ZMB,goats,0.1,0.1,1
BEL,goats,0.1,0.1,1
LUX,goats,0.1,0.1,1
SRB,goats,0.1,0.1,1
MNE,goats,0.1,0.1,1
SDN,goats,0.1,0.1,1
SSD,goats,0.1,0.1,1
ARM,pigs,0.25,0.25,1
AFG,pigs,0.2,0.25,0.8
ALB,pigs,0.25,0.25,1
DZA,pigs,0.2,0.25,0.8
AND,pigs,0.2,0.25,0.8
AGO,pigs,0.2,0.25,0.8
ATG,pigs,0.2,0.25,0.8
ARG,pigs,0.25,0.25,1
AUS,pigs,0.25,0.25,1
AUT,pigs,0.25,0.25,1
BHS,pigs,0.2,0.25,0.8
BHR,pigs,0.2,0.25,0.8
BRB,pigs,0.2,0.25,0.8
BGD,pigs,0.2,0.25,0.8
BTN,pigs,0.2,0.25,0.8
BOL,pigs,0.25,0.25,1
BWA,pigs,0.2,0.25,0.8
BRA,pigs,0.25,0.25,1
BLZ,pigs,0.25,0.25,1
SLB,pigs,0.2,0.25,0.8
BRN,pigs,0.25,0.25,1
BGR,pigs,0.25,0.25,1
MMR,pigs,0.25,0.25,1
BDI,pigs,0.2,0.25,0.8
CMR,pigs,0.2,0.25,0.8
CAN,pigs,0.25,0.25,1
CPV,pigs,0.2,0.25,0.8
CAF,pigs,0.2,0.25,0.8
LKA,pigs,0.2,0.25,0.8
TCD,pigs,0.2,0.25,0.8
CHL,pigs,0.25,0.25,1
CHN,pigs,0.25,0.25,1
COL,pigs,0.25,0.25,1
COM,pigs,0.2,0.25,0.8
COG,pigs,0.2,0.25,0.8
COK,pigs,0.2,0.25,0.8
CRI,pigs,0.25,0.25,1
CUB,pigs,0.2,0.25,0.8
CYP,pigs,0.2,0.25,0.8
AZE,pigs,0.25,0.25,1
BEN,pigs,0.2,0.25,0.8
DNK,pigs,0.25,0.25,1
DMA,pigs,0.2,0.25,0.8
DOM,pigs,0.2,0.25,0.8
BLR,pigs,0.25,0.25,1
ECU,pigs,0.25,0.25,1
EGY,pigs,0.2,0.25,0.8
SLV,pigs,0.25,0.25,1
GNQ,pigs,0.2,0.25,0.8
EST,pigs,0.25,0.25,1
FRO,pigs,0.2,0.25,0.8
FJI,pigs,0.2,0.25,0.8
FIN,pigs,0.25,0.25,1
FRA,pigs,0.25,0.25,1
DJI,pigs,0.2,0.25,0.8
GEO,pigs,0.25,0.25,1
GAB,pigs,0.2,0.25,0.8
GMB,pigs,0.2,0.25,0.8
DEU,pigs,0.25,0.25,1
BIH,pigs,0.25,0.25,1
GHA,pigs,0.2,0.25,0.8
KIR,pigs,0.2,0.25,0.8
GRC,pigs,0.25,0.25,1
GRD,pigs,0.2,0.25,0.8
GTM,pigs,0.25,0.25,1
GIN,pigs,0.2,0.25,0.8
GUY,pigs,0.25,0.25,1
HTI,pigs,0.2,0.25,0.8
HND,pigs,0.25,0.25,1
HUN,pigs,0.25,0.25,1
HRV,pigs,0.25,0.25,1
ISL,pigs,0.25,0.25,1
IND,pigs,0.2,0.25,0.8
IDN,pigs,0.25,0.25,1
IRN,pigs,0.2,0.25,0.8
IRQ,pigs,0.2,0.25,0.8
IRL,pigs,0.25,0.25,1
ISR,pigs,0.2,0.25,0.8
ITA,pigs,0.25,0.25,1
CIV,pigs,0.2,0.25,0.8
KAZ,pigs,0.25,0.25,1
JAM,pigs,0.2,0.25,0.8
JPN,pigs,0.25,0.25,1
JOR,pigs,0.2,0.25,0.8
KGZ,pigs,0.25,0.25,1
KEN,pigs,0.2,0.25,0.8
KHM,pigs,0.25,0.25,1
PRK,pigs,0.25,0.25,1
KOR,pigs,0.25,0.25,1
KWT,pigs,0.2,0.25,0.8
LVA,pigs,0.25,0.25,1
LAO,pigs,0.25,0.25,1
LBN,pigs,0.2,0.25,0.8
LSO,pigs,0.2,0.25,0.8
LBR,pigs,0.2,0.25,0.8
LBY,pigs,0.2,0.25,0.8
LTU,pigs,0.25,0.25,1
MHL,pigs,0.2,0.25,0.8
MDG,pigs,0.2,0.25,0.8
MWI,pigs,0.2,0.25,0.8
MYS,pigs,0.25,0.25,1
MDV,pigs,0.2,0.25,0.8
MLI,pigs,0.2,0.25,0.8
MLT,pigs,0.2,0.25,0.8
MRT,pigs,0.2,0.25,0.8
MUS,pigs,0.2,0.25,0.8
MEX,pigs,0.25,0.25,1
MCO,pigs,0.2,0.25,0.8
MNG,pigs,0.25,0.25,1
MAR,pigs,0.2,0.25,0.8
MOZ,pigs,0.2,0.25,0.8
FSM,pigs,0.2,0.25,0.8
MDA,pigs,0.25,0.25,1
NAM,pigs,0.2,0.25,0.8
NRU,pigs,0.2,0.25,0.8
NPL,pigs,0.2,0.25,0.8
NLD,pigs,0.25,0.25,1
MKD,pigs,0.25,0.25,1
VUT,pigs,0.2,0.25,0.8
NZL,pigs,0.25,0.25,1
NIC,pigs,0.25,0.25,1
NER,pigs,0.2,0.25,0.8
NGA,pigs,0.2,0.25,0.8
NIU,pigs,0.2,0.25,0.8
NOR,pigs,0.25,0.25,1
PAK,pigs,0.2,0.25,0.8
PAN,pigs,0.25,0.25,1
CZE,pigs,0.25,0.25,1
PNG,pigs,0.2,0.25,0.8
PRY,pigs,0.25,0.25,1
PER,pigs,0.25,0.25,1
PHL,pigs,0.25,0.25,1
POL,pigs,0.25,0.25,1
PRT,pigs,0.25,0.25,1
GNB,pigs,0.2,0.25,0.8
TLS,pigs,0.25,0.25,1
ERI,pigs,0.2,0.25,0.8
QAT,pigs,0.2,0.25,0.8
PLW,pigs,0.2,0.25,0.8
ZWE,pigs,0.2,0.25,0.8
ROU,pigs,0.25,0.25,1
RWA,pigs,0.2,0.25,0.8
RUS,pigs,0.25,0.25,1
KNA,pigs,0.2,0.25,0.8
LCA,pigs,0.2,0.25,0.8
VCT,pigs,0.2,0.25,0.8
SMR,pigs,0.2,0.25,0.8
STP,pigs,0.2,0.25,0.8
SAU,pigs,0.2,0.25,0.8
SEN,pigs,0.2,0.25,0.8
SYC,pigs,0.2,0.25,0.8
SLE,pigs,0.2,0.25,0.8
SVN,pigs,0.25,0.25,1
SVK,pigs,0.25,0.25,1
SGP,pigs,0.25,0.25,1
SOM,pigs,0.2,0.25,0.8
ZAF,pigs,0.2,0.25,0.8
ESP,pigs,0.25,0.25,1
SUR,pigs,0.25,0.25,1
TJK,pigs,0.25,0.25,1
SWZ,pigs,0.2,0.25,0.8
SWE,pigs,0.25,0.25,1
CHE,pigs,0.25,0.25,1
SYR,pigs,0.2,0.25,0.8
TKM,pigs,0.25,0.25,1
TZA,pigs,0.2,0.25,0.8
THA,pigs,0.25,0.25,1
TGO,pigs,0.2,0.25,0.8
TKL,pigs,0.2,0.25,0.8
TON,pigs,0.2,0.25,0.8
TTO,pigs,0.2,0.25,0.8
OMN,pigs,0.2,0.25,0.8
TUN,pigs,0.2,0.25,0.8
TUR,pigs,0.2,0.25,0.8
ARE,pigs,0.2,0.25,0.8
UGA,pigs,0.2,0.25,0.8
TUV,pigs,0.2,0.25,0.8
GBR,pigs,0.25,0.25,1
UKR,pigs,0.25,0.25,1
USA,pigs,0.25,0.25,1
BFA,pigs,0.2,0.25,0.8
URY,pigs,0.25,0.25,1
UZB,pigs,0.25,0.25,1
VEN,pigs,0.25,0.25,1
VNM,pigs,0.25,0.25,1
ETH,pigs,0.2,0.25,0.8
WSM,pigs,0.2,0.25,0.8
YEM,pigs,0.2,0.25,0.8
COD,pigs,0.2,0.25,0.8
ZMB,pigs,0.2,0.25,0.8
BEL,pigs,0.25,0.25,1
LUX,pigs,0.25,0.25,1
SRB,pigs,0.25,0.25,1
MNE,pigs,0.25,0.25,1
SDN,pigs,0.2,0.25,0.8
SSD,pigs,0.2,0.25,0.8
ARM,chickens,0.01,0.01,1
AFG,chickens,0.01,0.01,1
ALB,chickens,0.01,0.01,1
DZA,chickens,0.01,0.01,1
AND,chickens,0.01,0.01,1
AGO,chickens,0.01,0.01,1
ATG,chickens,0.01,0.01,1
ARG,chickens,0.01,0.01,1
AUS,chickens,0.01,0.01,1
AUT,chickens,0.01,0.01,1
BHS,chickens,0.01,0.01,1
BHR,chickens,0.01,0.01,1
BRB,chickens,0.01,0.01,1
BGD,chickens,0.01,0.01,1
BTN,chickens,0.01,0.01,1
BOL,chickens,0.01,0.01,1
BWA,chickens,0.01,0.01,1
BRA,chickens,0.01,0.01,1
BLZ,chickens,0.01,0.01,1
SLB,chickens,0.01,0.01,1
BRN,chickens,0.01,0.01,1
BGR,chickens,0.01,0.01,1
MMR,chickens,0.01,0.01,1
BDI,chickens,0.01,0.01,1
CMR,chickens,0.01,0.01,1
CAN,chickens,0.01,0.01,1
CPV,chickens,0.01,0.01,1
CAF,chickens,0.01,0.01,1
LKA,chickens,0.01,0.01,1
TCD,chickens,0.01,0.01,1
CHL,chickens,0.01,0.01,1
CHN,chickens,0.01,0.01,1
COL,chickens,0.01,0.01,1
COM,chickens,0.01,0.01,1
COG,chickens,0.01,0.01,1
COK,chickens,0.01,0.01,1
CRI,chickens,0.01,0.01,1
CUB,chickens,0.01,0.01,1
CYP,chickens,0.01,0.01,1
AZE,chickens,0.01,0.01,1
BEN,chickens,0.01,0.01,1
DNK,chickens,0.01,0.01,1
DMA,chickens,0.01,0.01,1
DOM,chickens,0.01,0.01,1
BLR,chickens,0.01,0.01,1
ECU,chickens,0.01,0.01,1
EGY,chickens,0.01,0.01,1
SLV,chickens,0.01,0.01,1
GNQ,chickens,0.01,0.01,1
EST,chickens,0.01,0.01,1
FRO,chickens,0.01,0.01,1
FJI,chickens,0.01,0.01,1
FIN,chickens,0.01,0.01,1
FRA,chickens,0.01,0.01,1
DJI,chickens,0.01,0.01,1
GEO,chickens,0.01,0.01,1
GAB,chickens,0.01,0.01,1
GMB,chickens,0.01,0.01,1
DEU,chickens,0.01,0.01,1
BIH,chickens,0.01,0.01,1
GHA,chickens,0.01,0.01,1
KIR,chickens,0.01,0.01,1
GRC,chickens,0.01,0.01,1
GRD,chickens,0.01,0.01,1
GTM,chickens,0.01,0.01,1
GIN,chickens,0.01,0.01,1
GUY,chickens,0.01,0.01,1
HTI,chickens,0.01,0.01,1
HND,chickens,0.01,0.01,1
HUN,chickens,0.01,0.01,1
HRV,chickens,0.01,0.01,1
ISL,chickens,0.01,0.01,1
IND,chickens,0.01,0.01,1
IDN,chickens,0.01,0.01,1
IRN,chickens,0.01,0.01,1
IRQ,chickens,0.01,0.01,1
IRL,chickens,0.01,0.01,1
ISR,chickens,0.01,0.01,1
ITA,chickens,0.01,0.01,1
CIV,chickens,0.01,0.01,1
KAZ,chickens,0.01,0.01,1
JAM,chickens,0.01,0.01,1
JPN,chickens,0.01,0.01,1
JOR,chickens,0.01,0.01,1
KGZ,chickens,0.01,0.01,1
KEN,chickens,0.01,0.01,1
KHM,chickens,0.01,0.01,1
PRK,chickens,0.01,0.01,1
KOR,chickens,0.01,0.01,1
KWT,chickens,0.01,0.01,1
LVA,chickens,0.01,0.01,1
LAO,chickens,0.01,0.01,1
LBN,chickens,0.01,0.01,1
LSO,chickens,0.01,0.01,1
LBR,chickens,0.01,0.01,1
LBY,chickens,0.01,0.01,1
LTU,chickens,0.01,0.01,1
MHL,chickens,0.01,0.01,1
MDG,chickens,0.01,0.01,1
MWI,chickens,0.01,0.01,1
MYS,chickens,0.01,0.01,1
MDV,chickens,0.01,0.01,1
MLI,chickens,0.01,0.01,1
MLT,chickens,0.01,0.01,1
MRT,chickens,0.01,0.01,1
MUS,chickens,0.01,0.01,1
MEX,chickens,0.01,0.01,1
MCO,chickens,0.01,0.01,1
MNG,chickens,0.01,0.01,1
MAR,chickens,0.01,0.01,1
MOZ,chickens,0.01,0.01,1
FSM,chickens,0.01,0.01,1
MDA,chickens,0.01,0.01,1
NAM,chickens,0.01,0.01,1
NRU,chickens,0.01,0.01,1
NPL,chickens,0.01,0.01,1
NLD,chickens,0.01,0.01,1
MKD,chickens,0.01,0.01,1
VUT,chickens,0.01,0.01,1
NZL,chickens,0.01,0.01,1
NIC,chickens,0.01,0.01,1
NER,chickens,0.01,0.01,1
NGA,chickens,0.01,0.01,1
NIU,chickens,0.01,0.01,1
NOR,chickens,0.01,0.01,1
PAK,chickens,0.01,0.01,1
PAN,chickens,0.01,0.01,1
CZE,chickens,0.01,0.01,1
PNG,chickens,0.01,0.01,1
PRY,chickens,0.01,0.01,1
PER,chickens,0.01,0.01,1
PHL,chickens,0.01,0.01,1
POL,chickens,0.01,0.01,1
PRT,chickens,0.01,0.01,1
GNB,chickens,0.01,0.01,1
TLS,chickens,0.01,0.01,1
ERI,chickens,0.01,0.01,1
QAT,chickens,0.01,0.01,1
PLW,chickens,0.01,0.01,1
ZWE,chickens,0.01,0.01,1
ROU,chickens,0.01,0.01,1
RWA,chickens,0.01,0.01,1
RUS,chickens,0.01,0.01,1
KNA,chickens,0.01,0.01,1
LCA,chickens,0.01,0.01,1
VCT,chickens,0.01,0.01,1
SMR,chickens,0.01,0.01,1
STP,chickens,0.01,0.01,1
SAU,chickens,0.01,0.01,1
SEN,chickens,0.01,0.01,1
SYC,chickens,0.01,0.01,1
SLE,chickens,0.01,0.01,1
SVN,chickens,0.01,0.01,1
SVK,chickens,0.01,0.01,1
SGP,chickens,0.01,0.01,1
SOM,chickens,0.01,0.01,1
ZAF,chickens,0.01,0.01,1
ESP,chickens,0.01,0.01,1
SUR,chickens,0.01,0.01,1
TJK,chickens,0.01,0.01,1
SWZ,chickens,0.01,0.01,1
SWE,chickens,0.01,0.01,1
CHE,chickens,0.01,0.01,1
SYR,chickens,0.01,0.01,1
TKM,chickens,0.01,0.01,1
TZA,chickens,0.01,0.01,1
THA,chickens,0.01,0.01,1
TGO,chickens,0.01,0.01,1
TKL,chickens,0.01,0.01,1
TON,chickens,0.01,0.01,1
TTO,chickens,0.01,0.01,1
OMN,chickens,0.01,0.01,1
TUN,chickens,0.01,0.01,1
TUR,chickens,0.01,0.01,1
ARE,chickens,0.01,0.01,1
UGA,chickens,0.01,0.01,1
TUV,chickens,0.01,0.01,1
GBR,chickens,0.01,0.01,1
UKR,chickens,0.01,0.01,1
USA,chickens,0.01,0.01,1
BFA,chickens,0.01,0.01,1
URY,chickens,0.01,0.01,1
UZB,chickens,0.01,0.01,1
VEN,chickens,0.01,0.01,1
VNM,chickens,0.01,0.01,1
ETH,chickens,0.01,0.01,1
WSM,chickens,0.01,0.01,1
YEM,chickens,0.01,0.01,1
COD,chickens,0.01,0.01,1
ZMB,chickens,0.01,0.01,1
BEL,chickens,0.01,0.01,1
LUX,chickens,0.01,0.01,1
SRB,chickens,0.01,0.01,1
MNE,chickens,0.01,0.01,1
SDN,chickens,0.01,0.01,1
SSD,chickens,0.01,0.01,1
ALA,cows,0.3228787878787879,1,0.3228787878787879
ALA,chickens,0.3228787878787879,0.01,32.28787878787879
ALA,buffaloes,0.3228787878787879,1,0.3228787878787879
ALA,goats,0.3228787878787879,0.1,3.2287878787878785
ALA,sheep,0.3228787878787879,0.15,2.1525252525252525
ALA,pigs,0.3228787878787879,0.25,1.2915151515151515
ASM,cows,0.2683333333333333,1,0.2683333333333333
ASM,chickens,0.2683333333333333,0.01,26.833333333333332
ASM,buffaloes,0.2683333333333333,1,0.2683333333333333
ASM,goats,0.2683333333333333,0.1,2.683333333333333
ASM,sheep,0.2683333333333333,0.15,1.7888888888888888
ASM,pigs,0.2683333333333333,0.25,1.0733333333333333
AIA,cows,0.2683333333333333,1,0.2683333333333333
AIA,chickens,0.2683333333333333,0.01,26.833333333333332
AIA,buffaloes,0.2683333333333333,1,0.2683333333333333
AIA,goats,0.2683333333333333,0.1,2.683333333333333
AIA,sheep,0.2683333333333333,0.15,1.7888888888888888
AIA,pigs,0.2683333333333333,0.25,1.0733333333333333
ABW,cows,0.2683333333333333,1,0.2683333333333333
ABW,chickens,0.2683333333333333,0.01,26.833333333333332
ABW,buffaloes,0.2683333333333333,1,0.2683333333333333
ABW,goats,0.2683333333333333,0.1,2.683333333333333
ABW,sheep,0.2683333333333333,0.15,1.7888888888888888
ABW,pigs,0.2683333333333333,0.25,1.0733333333333333
BMU,cows,0.25166666666666665,1,0.25166666666666665
BMU,chickens,0.25166666666666665,0.01,25.166666666666664
BMU,buffaloes,0.25166666666666665,1,0.25166666666666665
BMU,goats,0.25166666666666665,0.1,2.516666666666666
BMU,sheep,0.25166666666666665,0.15,1.6777777777777778
BMU,pigs,0.25166666666666665,0.25,1.0066666666666666
BES,cows,0.2683333333333333,1,0.2683333333333333
BES,chickens,0.2683333333333333,0.01,26.833333333333332
BES,buffaloes,0.2683333333333333,1,0.2683333333333333
BES,goats,0.2683333333333333,0.1,2.683333333333333
BES,sheep,0.2683333333333333,0.15,1.7888888888888888
BES,pigs,0.2683333333333333,0.25,1.0733333333333333
IOT,cows,0.15166666666666667,1,0.15166666666666667
IOT,chickens,0.15166666666666667,0.01,15.166666666666666
IOT,buffaloes,0.15166666666666667,1,0.15166666666666667
IOT,goats,0.15166666666666667,0.1,1.5166666666666666
IOT,sheep,0.15166666666666667,0.15,1.0111111111111113
IOT,pigs,0.15166666666666667,0.25,0.6066666666666667
VGB,cows,0.2683333333333333,1,0.2683333333333333
VGB,chickens,0.2683333333333333,0.01,26.833333333333332
VGB,buffaloes,0.2683333333333333,1,0.2683333333333333
VGB,goats,0.2683333333333333,0.1,2.683333333333333
VGB,sheep,0.2683333333333333,0.15,1.7888888888888888
VGB,pigs,0.2683333333333333,0.25,1.0733333333333333
CYM,cows,0.2683333333333333,1,0.2683333333333333
CYM,chickens,0.2683333333333333,0.01,26.833333333333332
CYM,buffaloes,0.2683333333333333,1,0.2683333333333333
CYM,goats,0.2683333333333333,0.1,2.683333333333333
CYM,sheep,0.2683333333333333,0.15,1.7888888888888888
CYM,pigs,0.2683333333333333,0.25,1.0733333333333333
CXR,cows,0.3433333333333333,1,0.3433333333333333
CXR,chickens,0.3433333333333333,0.01,34.33333333333333
CXR,buffaloes,0.3433333333333333,1,0.3433333333333333
CXR,goats,0.3433333333333333,0.1,3.433333333333333
CXR,sheep,0.3433333333333333,0.15,2.2888888888888888
CXR,pigs,0.3433333333333333,0.25,1.3733333333333333
CCK,cows,0.3433333333333333,1,0.3433333333333333
CCK,chickens,0.3433333333333333,0.01,34.33333333333333
CCK,buffaloes,0.3433333333333333,1,0.3433333333333333
CCK,goats,0.3433333333333333,0.1,3.433333333333333
CCK,sheep,0.3433333333333333,0.15,2.2888888888888888
CCK,pigs,0.3433333333333333,0.25,1.3733333333333333
CUW,cows,0.2683333333333333,1,0.2683333333333333
CUW,chickens,0.2683333333333333,0.01,26.833333333333332
CUW,buffaloes,0.2683333333333333,1,0.2683333333333333
CUW,goats,0.2683333333333333,0.1,2.683333333333333
CUW,sheep,0.2683333333333333,0.15,1.7888888888888888
CUW,pigs,0.2683333333333333,0.25,1.0733333333333333
FLK,cows,0.19333333333333333,1,0.19333333333333333
FLK,chickens,0.19333333333333333,0.01,19.333333333333332
FLK,buffaloes,0.19333333333333333,1,0.19333333333333333
FLK,goats,0.19333333333333333,0.1,1.9333333333333331
FLK,sheep,0.19333333333333333,0.15,1.288888888888889
FLK,pigs,0.19333333333333333,0.25,0.7733333333333333
GUF,cows,0.19333333333333333,1,0.19333333333333333
GUF,chickens,0.19333333333333333,0.01,19.333333333333332
GUF,buffaloes,0.19333333333333333,1,0.19333333333333333
GUF,goats,0.19333333333333333,0.1,1.9333333333333331
GUF,sheep,0.19333333333333333,0.15,1.288888888888889
GUF,pigs,0.19333333333333333,0.25,0.7733333333333333
PYF,cows,0.2683333333333333,1,0.2683333333333333
PYF,chickens,0.2683333333333333,0.01,26.833333333333332
PYF,buffaloes,0.2683333333333333,1,0.2683333333333333
PYF,goats,0.2683333333333333,0.1,2.683333333333333
PYF,sheep,0.2683333333333333,0.15,1.7888888888888888
PYF,pigs,0.2683333333333333,0.25,1.0733333333333333
GIB,cows,0.30226190476190473,1,0.30226190476190473
GIB,chickens,0.30226190476190473,0.01,30.22619047619047
GIB,buffaloes,0.30226190476190473,1,0.30226190476190473
GIB,goats,0.30226190476190473,0.1,3.022619047619047
GIB,sheep,0.30226190476190473,0.15,2.015079365079365
GIB,pigs,0.30226190476190473,0.25,1.209047619047619
GRL,cows,0.25166666666666665,1,0.25166666666666665
GRL,chickens,0.25166666666666665,0.01,25.166666666666664
GRL,buffaloes,0.25166666666666665,1,0.25166666666666665
GRL,goats,0.25166666666666665,0.1,2.516666666666666
GRL,sheep,0.25166666666666665,0.15,1.6777777777777778
GRL,pigs,0.25166666666666665,0.25,1.0066666666666666
GLP,cows,0.2683333333333333,1,0.2683333333333333
GLP,chickens,0.2683333333333333,0.01,26.833333333333332
GLP,buffaloes,0.2683333333333333,1,0.2683333333333333
GLP,goats,0.2683333333333333,0.1,2.683333333333333
GLP,sheep,0.2683333333333333,0.15,1.7888888888888888
GLP,pigs,0.2683333333333333,0.25,1.0733333333333333
GUM,cows,0.2683333333333333,1,0.2683333333333333
GUM,chickens,0.2683333333333333,0.01,26.833333333333332
GUM,buffaloes,0.2683333333333333,1,0.2683333333333333
GUM,goats,0.2683333333333333,0.1,2.683333333333333
GUM,sheep,0.2683333333333333,0.15,1.7888888888888888
GUM,pigs,0.2683333333333333,0.25,1.0733333333333333
GGY,cows,0.3228787878787879,1,0.3228787878787879
GGY,chickens,0.3228787878787879,0.01,32.28787878787879
GGY,buffaloes,0.3228787878787879,1,0.3228787878787879
GGY,goats,0.3228787878787879,0.1,3.2287878787878785
GGY,sheep,0.3228787878787879,0.15,2.1525252525252525
GGY,pigs,0.3228787878787879,0.25,1.2915151515151515
HKG,cows,0.31,1,0.31
HKG,chickens,0.31,0.01,31
HKG,buffaloes,0.31,1,0.31
HKG,goats,0.31,0.1,3.0999999999999996
HKG,sheep,0.31,0.15,2.066666666666667
HKG,pigs,0.31,0.25,1.24
IMN,cows,0.3228787878787879,1,0.3228787878787879
IMN,chickens,0.3228787878787879,0.01,32.28787878787879
IMN,buffaloes,0.3228787878787879,1,0.3228787878787879
IMN,goats,0.3228787878787879,0.1,3.2287878787878785
IMN,sheep,0.3228787878787879,0.15,2.1525252525252525
IMN,pigs,0.3228787878787879,0.25,1.2915151515151515
JEY,cows,0.3228787878787879,1,0.3228787878787879
JEY,chickens,0.3228787878787879,0.01,32.28787878787879
JEY,buffaloes,0.3228787878787879,1,0.3228787878787879
JEY,goats,0.3228787878787879,0.1,3.2287878787878785
JEY,sheep,0.3228787878787879,0.15,2.1525252525252525
JEY,pigs,0.3228787878787879,0.25,1.2915151515151515
XKO,cows,0.30226190476190473,1,0.30226190476190473
XKO,chickens,0.30226190476190473,0.01,30.22619047619047
XKO,buffaloes,0.30226190476190473,1,0.30226190476190473
XKO,goats,0.30226190476190473,0.1,3.022619047619047
XKO,sheep,0.30226190476190473,0.15,2.015079365079365
XKO,pigs,0.30226190476190473,0.25,1.209047619047619
LIE,cows,0.33395833333333336,1,0.33395833333333336
LIE,chickens,0.33395833333333336,0.01,33.395833333333336
LIE,buffaloes,0.33395833333333336,1,0.33395833333333336
LIE,goats,0.33395833333333336,0.1,3.3395833333333336
LIE,sheep,0.33395833333333336,0.15,2.226388888888889
LIE,pigs,0.33395833333333336,0.25,1.3358333333333334
MAC,cows,0.31,1,0.31
MAC,chickens,0.31,0.01,31
MAC,buffaloes,0.31,1,0.31
MAC,goats,0.31,0.1,3.0999999999999996
MAC,sheep,0.31,0.15,2.066666666666667
MAC,pigs,0.31,0.25,1.24
MTQ,cows,0.2683333333333333,1,0.2683333333333333
MTQ,chickens,0.2683333333333333,0.01,26.833333333333332
MTQ,buffaloes,0.2683333333333333,1,0.2683333333333333
MTQ,goats,0.2683333333333333,0.1,2.683333333333333
MTQ,sheep,0.2683333333333333,0.15,1.7888888888888888
MTQ,pigs,0.2683333333333333,0.25,1.0733333333333333
MYT,cows,0.15166666666666667,1,0.15166666666666667
MYT,chickens,0.15166666666666667,0.01,15.166666666666666
MYT,buffaloes,0.15166666666666667,1,0.15166666666666667
MYT,goats,0.15166666666666667,0.1,1.5166666666666666
MYT,sheep,0.15166666666666667,0.15,1.0111111111111113
MYT,pigs,0.15166666666666667,0.25,0.6066666666666667
MSR,cows,0.2683333333333333,1,0.2683333333333333
MSR,chickens,0.2683333333333333,0.01,26.833333333333332
MSR,buffaloes,0.2683333333333333,1,0.2683333333333333
MSR,goats,0.2683333333333333,0.1,2.683333333333333
MSR,sheep,0.2683333333333333,0.15,1.7888888888888888
MSR,pigs,0.2683333333333333,0.25,1.0733333333333333
NCL,cows,0.2683333333333333,1,0.2683333333333333
NCL,chickens,0.2683333333333333,0.01,26.833333333333332
NCL,buffaloes,0.2683333333333333,1,0.2683333333333333
NCL,goats,0.2683333333333333,0.1,2.683333333333333
NCL,sheep,0.2683333333333333,0.15,1.7888888888888888
NCL,pigs,0.2683333333333333,0.25,1.0733333333333333
NFK,cows,0.3433333333333333,1,0.3433333333333333
NFK,chickens,0.3433333333333333,0.01,34.33333333333333
NFK,buffaloes,0.3433333333333333,1,0.3433333333333333
NFK,goats,0.3433333333333333,0.1,3.433333333333333
NFK,sheep,0.3433333333333333,0.15,2.2888888888888888
NFK,pigs,0.3433333333333333,0.25,1.3733333333333333
MNP,cows,0.2683333333333333,1,0.2683333333333333
MNP,chickens,0.2683333333333333,0.01,26.833333333333332
MNP,buffaloes,0.2683333333333333,1,0.2683333333333333
MNP,goats,0.2683333333333333,0.1,2.683333333333333
MNP,sheep,0.2683333333333333,0.15,1.7888888888888888
MNP,pigs,0.2683333333333333,0.25,1.0733333333333333
