country,iso3c,SPAM_super,imported
Denmark,DNK,spis,14000
Denmark,DNK,sugb,3000
Denmark,DNK,sugc,0
Denmark,DNK,swpo,1000
Denmark,DNK,tnut,16000
Denmark,DNK,vege,388000
Denmark,DNK,whea,595000
Denmark,DNK,xfru,463000
Denmark,DNK,xmil,1000
Denmark,DNK,xoil,532000
Denmark,DNK,xpul,10000
Denmark,DNK,yams,0
Dominica,DMA,bana,0
Dominica,DMA,barl,0
Dominica,DMA,cass,0
Dominica,DMA,cnut,0
Dominica,DMA,coco,0
Dominica,DMA,maiz,0
Dominica,DMA,ocer,0
Dominica,DMA,oilp,0
Dominica,DMA,orts,0
Dominica,DMA,plnt,0
Dominica,DMA,pota,1000
Dominica,DMA,rice,1000
Dominica,DMA,soyb,0
Dominica,DMA,spis,0
Dominica,DMA,sugc,0
Dominica,DMA,swpo,0
Dominica,DMA,tnut,0
Dominica,DMA,vege,0
Dominica,DMA,whea,3000
Dominica,DMA,xfru,2000
Dominica,DMA,xoil,0
Dominica,DMA,xpul,0
Dominica,DMA,yams,0
Dominican Republic,DOM,bana,0
Dominican Republic,DOM,barl,44000
Dominican Republic,DOM,cass,1000
Dominican Republic,DOM,cnut,21000
Dominican Republic,DOM,coco,0
Dominican Republic,DOM,maiz,1373000
Dominican Republic,DOM,ocer,5000
Dominican Republic,DOM,oilp,35000
Dominican Republic,DOM,orts,1000
Dominican Republic,DOM,plnt,0
Dominican Republic,DOM,pota,35000
Dominican Republic,DOM,rice,39000
Dominican Republic,DOM,sorg,0
Dominican Republic,DOM,soyb,197000
Dominican Republic,DOM,spis,3000
Dominican Republic,DOM,sugb,0
Dominican Republic,DOM,sugc,0
Dominican Republic,DOM,swpo,0
Dominican Republic,DOM,tnut,2000
Dominican Republic,DOM,vege,56000
Dominican Republic,DOM,whea,541000
Dominican Republic,DOM,xfru,87000
Dominican Republic,DOM,xmil,0
Dominican Republic,DOM,xoil,73000
Dominican Republic,DOM,xpul,33000
Dominican Republic,DOM,yams,0
Belarus,BLR,bana,74000
Belarus,BLR,barl,172000
Belarus,BLR,cass,2000
Belarus,BLR,cnut,1000
Belarus,BLR,coco,10000
Belarus,BLR,maiz,83000
Belarus,BLR,ocer,67000
Belarus,BLR,oilp,8000
Belarus,BLR,orts,0
Belarus,BLR,plnt,0
Belarus,BLR,pota,46000
Belarus,BLR,rice,30000
Belarus,BLR,sorg,0
Belarus,BLR,soyb,131000
Belarus,BLR,spis,2000
Belarus,BLR,sugb,0
Belarus,BLR,sugc,0
Belarus,BLR,swpo,0
Belarus,BLR,tnut,11000
Belarus,BLR,vege,533000
Belarus,BLR,whea,312000
Belarus,BLR,xfru,1108000
Belarus,BLR,xmil,0
Belarus,BLR,xoil,219000
Belarus,BLR,xpul,8000
Ecuador,ECU,bana,0
Ecuador,ECU,barl,55000
Ecuador,ECU,cass,10000
Ecuador,ECU,cnut,1000
Ecuador,ECU,coco,0
Ecuador,ECU,maiz,109000
Ecuador,ECU,ocer,65000
Ecuador,ECU,oilp,0
Ecuador,ECU,orts,0
Ecuador,ECU,plnt,0
Ecuador,ECU,pota,18000
Ecuador,ECU,rice,0
Ecuador,ECU,sorg,0
Ecuador,ECU,soyb,110000
Ecuador,ECU,spis,2000
Ecuador,ECU,sugb,0
Ecuador,ECU,sugc,0
Ecuador,ECU,swpo,1000
Ecuador,ECU,tnut,3000
Ecuador,ECU,vege,45000
Ecuador,ECU,whea,1171000
Ecuador,ECU,xfru,116000
Ecuador,ECU,xmil,0
Ecuador,ECU,xoil,44000
Ecuador,ECU,xpul,29000
Ecuador,ECU,yams,0
Egypt,EGY,bana,3000
Egypt,EGY,barl,30000
Egypt,EGY,cass,0
Egypt,EGY,cnut,15000
Egypt,EGY,coco,3000
Egypt,EGY,maiz,8408000
Egypt,EGY,ocer,6000
Egypt,EGY,oilp,798000
Egypt,EGY,orts,0
Egypt,EGY,plnt,4000
Egypt,EGY,pota,163000
Egypt,EGY,rice,87000
Egypt,EGY,sorg,3000
Egypt,EGY,soyb,2168000
Egypt,EGY,spis,23000
Egypt,EGY,sugb,0
Egypt,EGY,sugc,6000
Egypt,EGY,swpo,0
Egypt,EGY,tnut,7000
Egypt,EGY,vege,23000
Egypt,EGY,whea,10141000
Egypt,EGY,xfru,257000
Egypt,EGY,xmil,0
Egypt,EGY,xoil,510000
Egypt,EGY,xpul,454000
El Salvador,SLV,bana,66000
El Salvador,SLV,barl,12000
El Salvador,SLV,cass,4000
El Salvador,SLV,cnut,2000
El Salvador,SLV,coco,1000
El Salvador,SLV,maiz,513000
El Salvador,SLV,ocer,3000
El Salvador,SLV,oilp,94000
El Salvador,SLV,orts,0
El Salvador,SLV,plnt,83000
El Salvador,SLV,pota,91000
El Salvador,SLV,rice,88000
El Salvador,SLV,sorg,1000
El Salvador,SLV,soyb,20000
El Salvador,SLV,spis,1000
El Salvador,SLV,sugc,0
El Salvador,SLV,swpo,0
El Salvador,SLV,tnut,1000
El Salvador,SLV,vege,416000
El Salvador,SLV,whea,409000
El Salvador,SLV,xfru,165000
El Salvador,SLV,xmil,0
El Salvador,SLV,xoil,46000
El Salvador,SLV,xpul,28000
El Salvador,SLV,yams,0
Estonia,EST,bana,19000
Estonia,EST,barl,43000
Estonia,EST,cass,0
Estonia,EST,cnut,0
Estonia,EST,coco,2000
Estonia,EST,maiz,24000
Estonia,EST,ocer,24000
Estonia,EST,oilp,1000
Estonia,EST,orts,0
Estonia,EST,plnt,0
Estonia,EST,pota,20000
Estonia,EST,rice,4000
Estonia,EST,sorg,0
Estonia,EST,soyb,2000
Estonia,EST,spis,4000
Estonia,EST,sugb,0
Estonia,EST,sugc,0
Estonia,EST,swpo,0
Estonia,EST,tnut,3000
Estonia,EST,vege,90000
Estonia,EST,whea,92000
Estonia,EST,xfru,80000
Estonia,EST,xmil,0
Estonia,EST,xoil,63000
Estonia,EST,xpul,6000
Estonia,EST,yams,0
Fiji,FJI,bana,0
Fiji,FJI,barl,2000
Fiji,FJI,cass,0
Fiji,FJI,cnut,19000
Fiji,FJI,coco,0
Fiji,FJI,maiz,2000
Fiji,FJI,ocer,1000
Fiji,FJI,oilp,4000
Fiji,FJI,orts,0
Fiji,FJI,plnt,0
Fiji,FJI,pota,26000
Fiji,FJI,rice,56000
Fiji,FJI,sorg,0
Fiji,FJI,soyb,9000
Fiji,FJI,spis,1000
Fiji,FJI,sugb,0
Fiji,FJI,sugc,0
Fiji,FJI,swpo,0
Fiji,FJI,tnut,1000
Fiji,FJI,vege,23000
Fiji,FJI,whea,64000
Fiji,FJI,xfru,12000
Fiji,FJI,xmil,0
Fiji,FJI,xoil,12000
Fiji,FJI,xpul,3000
Fiji,FJI,yams,0
Finland,FIN,bana,114000
Finland,FIN,barl,8000
Finland,FIN,cass,1000
Finland,FIN,cnut,1000
Finland,FIN,coco,5000
Finland,FIN,maiz,13000
Finland,FIN,ocer,28000
Finland,FIN,oilp,2000
Finland,FIN,orts,0
Finland,FIN,plnt,0
Finland,FIN,pota,44000
Finland,FIN,rice,28000
Finland,FIN,sorg,0
Finland,FIN,soyb,16000
Finland,FIN,spis,3000
Finland,FIN,sugb,0
Finland,FIN,sugc,0
Finland,FIN,swpo,5000
Finland,FIN,tnut,6000
Finland,FIN,vege,244000
Finland,FIN,whea,237000
Finland,FIN,xfru,304000
Finland,FIN,xmil,0
Finland,FIN,xoil,225000
Finland,FIN,xpul,2000
Finland,FIN,yams,0
France,FRA,bana,669000
France,FRA,barl,140000
France,FRA,cass,14000
France,FRA,cnut,64000
France,FRA,coco,263000
France,FRA,maiz,1040000
France,FRA,ocer,175000
France,FRA,oilp,376000
France,FRA,orts,5000
France,FRA,plnt,20000
France,FRA,pota,1424000
France,FRA,rice,810000
France,FRA,sorg,2000
France,FRA,soyb,625000
France,FRA,spis,42000
France,FRA,sugb,0
France,FRA,sugc,0
France,FRA,swpo,47000
France,FRA,tnut,274000
France,FRA,vege,4220000
France,FRA,whea,2639000
France,FRA,xfru,5673000
France,FRA,xmil,3000
France,FRA,xoil,2852000
France,FRA,xpul,188000
France,FRA,yams,4000
French Polynesia,PYF,bana,0
French Polynesia,PYF,barl,3000
French Polynesia,PYF,cass,0
French Polynesia,PYF,cnut,0
French Polynesia,PYF,coco,0
French Polynesia,PYF,maiz,3000
French Polynesia,PYF,ocer,0
French Polynesia,PYF,oilp,0
French Polynesia,PYF,orts,0
French Polynesia,PYF,plnt,0
French Polynesia,PYF,pota,6000
French Polynesia,PYF,rice,10000
French Polynesia,PYF,sorg,0
French Polynesia,PYF,soyb,0
French Polynesia,PYF,spis,0
French Polynesia,PYF,sugc,0
French Polynesia,PYF,swpo,0
French Polynesia,PYF,tnut,0
French Polynesia,PYF,vege,11000
French Polynesia,PYF,whea,35000
French Polynesia,PYF,xfru,6000
French Polynesia,PYF,xmil,0
French Polynesia,PYF,xoil,5000
French Polynesia,PYF,xpul,0
Djibouti,DJI,bana,2000
Djibouti,DJI,barl,4000
Djibouti,DJI,cass,0
Djibouti,DJI,cnut,0
Djibouti,DJI,coco,0
Djibouti,DJI,maiz,1000
Djibouti,DJI,ocer,1000
Djibouti,DJI,oilp,315000
Djibouti,DJI,orts,0
Djibouti,DJI,plnt,0
Djibouti,DJI,pota,17000
Djibouti,DJI,rice,278000
Djibouti,DJI,sorg,135000
Djibouti,DJI,soyb,2000
Djibouti,DJI,spis,1000
Djibouti,DJI,sugc,0
Djibouti,DJI,swpo,0
Djibouti,DJI,tnut,0
Djibouti,DJI,vege,52000
Djibouti,DJI,whea,467000
Djibouti,DJI,xfru,28000
Djibouti,DJI,xmil,0
Djibouti,DJI,xoil,52000
Djibouti,DJI,xpul,28000
Djibouti,DJI,yams,0
Georgia,GEO,bana,23000
Georgia,GEO,barl,2000
Georgia,GEO,cass,0
Georgia,GEO,cnut,1000
Georgia,GEO,coco,0
Georgia,GEO,maiz,82000
Georgia,GEO,ocer,13000
Georgia,GEO,oilp,1000
Georgia,GEO,orts,0
Georgia,GEO,plnt,0
Georgia,GEO,pota,19000
Georgia,GEO,rice,11000
Georgia,GEO,sorg,0
Georgia,GEO,soyb,8000
Georgia,GEO,spis,1000
Georgia,GEO,sugb,0
Georgia,GEO,swpo,0
Georgia,GEO,tnut,6000
Georgia,GEO,vege,96000
Georgia,GEO,whea,561000
Georgia,GEO,xfru,46000
Georgia,GEO,xmil,0
Georgia,GEO,xoil,63000
Georgia,GEO,xpul,6000
Gabon,GAB,bana,0
Gabon,GAB,barl,19000
Gabon,GAB,cass,3000
Gabon,GAB,cnut,0
Gabon,GAB,coco,0
Gabon,GAB,maiz,7000
Gabon,GAB,ocer,0
Gabon,GAB,oilp,24000
Gabon,GAB,orts,1000
Gabon,GAB,plnt,0
Gabon,GAB,pota,3000
Gabon,GAB,rice,80000
Gabon,GAB,sorg,0
Gabon,GAB,soyb,3000
Gabon,GAB,spis,0
Gabon,GAB,sugc,0
Gabon,GAB,swpo,0
Gabon,GAB,tnut,0
Gabon,GAB,vege,22000
Gabon,GAB,whea,117000
Gabon,GAB,xfru,12000
Gabon,GAB,xmil,0
Gabon,GAB,xoil,7000
Gabon,GAB,xpul,0
Gabon,GAB,yams,1000
Gambia,GMB,bana,0
Gambia,GMB,barl,0
Gambia,GMB,cass,0
Gambia,GMB,cnut,0
Gambia,GMB,coco,0
Gambia,GMB,maiz,2000
Gambia,GMB,ocer,1000
Gambia,GMB,oilp,2000
Gambia,GMB,orts,0
Gambia,GMB,pota,4000
Gambia,GMB,rice,163000
Gambia,GMB,sorg,0
Gambia,GMB,soyb,0
Gambia,GMB,spis,1000
Gambia,GMB,sugb,0
Gambia,GMB,swpo,0
Gambia,GMB,tnut,0
Gambia,GMB,vege,27000
Gambia,GMB,whea,98000
Gambia,GMB,xfru,5000
Gambia,GMB,xmil,0
Gambia,GMB,xoil,62000
Gambia,GMB,xpul,0
Gambia,GMB,yams,0
Germany,DEU,bana,1417000
Germany,DEU,barl,1612000
Germany,DEU,cass,13000
Germany,DEU,cnut,142000
Germany,DEU,coco,529000
Germany,DEU,maiz,2944000
Germany,DEU,ocer,1239000
Germany,DEU,oilp,1390000
Germany,DEU,orts,2000
Germany,DEU,plnt,2000
Germany,DEU,pota,1504000
Germany,DEU,rice,671000
Germany,DEU,sorg,7000
Germany,DEU,soyb,3120000
Germany,DEU,spis,131000
Germany,DEU,sugb,17000
Germany,DEU,sugc,0
Germany,DEU,swpo,32000
Germany,DEU,tnut,414000
Germany,DEU,vege,5853000
Germany,DEU,whea,6034000
Germany,DEU,xfru,5694000
Germany,DEU,xmil,29000
Germany,DEU,xoil,8429000
Germany,DEU,xpul,176000
Germany,DEU,yams,0
Bosnia and Herzegovina,BIH,bana,48000
Bosnia and Herzegovina,BIH,barl,51000
Bosnia and Herzegovina,BIH,cass,0
Bosnia and Herzegovina,BIH,cnut,0
Bosnia and Herzegovina,BIH,coco,1000
Bosnia and Herzegovina,BIH,maiz,247000
Bosnia and Herzegovina,BIH,ocer,13000
Bosnia and Herzegovina,BIH,oilp,6000
Bosnia and Herzegovina,BIH,orts,0
Bosnia and Herzegovina,BIH,plnt,2000
Bosnia and Herzegovina,BIH,pota,20000
Bosnia and Herzegovina,BIH,rice,10000
Bosnia and Herzegovina,BIH,sorg,0
Bosnia and Herzegovina,BIH,soyb,29000
Bosnia and Herzegovina,BIH,spis,1000
Bosnia and Herzegovina,BIH,sugb,0
Bosnia and Herzegovina,BIH,swpo,0
Bosnia and Herzegovina,BIH,tnut,2000
Bosnia and Herzegovina,BIH,vege,94000
Bosnia and Herzegovina,BIH,whea,564000
Bosnia and Herzegovina,BIH,xfru,142000
Bosnia and Herzegovina,BIH,xmil,0
Bosnia and Herzegovina,BIH,xoil,269000
Bosnia and Herzegovina,BIH,xpul,5000
Ghana,GHA,bana,0
Ghana,GHA,barl,21000
Ghana,GHA,cass,1000
Ghana,GHA,cnut,0
Ghana,GHA,coco,0
Ghana,GHA,maiz,46000
Ghana,GHA,ocer,81000
Ghana,GHA,oilp,373000
Ghana,GHA,orts,0
Ghana,GHA,plnt,0
Ghana,GHA,pota,5000
Ghana,GHA,rice,941000
Ghana,GHA,sorg,1000
Ghana,GHA,soyb,7000
Ghana,GHA,spis,4000
Ghana,GHA,sugb,0
Ghana,GHA,sugc,0
Ghana,GHA,swpo,0
Ghana,GHA,tnut,2000
Ghana,GHA,vege,142000
Ghana,GHA,whea,1215000
Ghana,GHA,xfru,152000
Ghana,GHA,xmil,1000
Ghana,GHA,xoil,49000
Ghana,GHA,xpul,11000
Ghana,GHA,yams,0
Kiribati,KIR,bana,0
Kiribati,KIR,barl,0
Kiribati,KIR,cass,0
Kiribati,KIR,cnut,0
Kiribati,KIR,coco,0
Kiribati,KIR,maiz,0
Kiribati,KIR,ocer,0
Kiribati,KIR,oilp,0
Kiribati,KIR,orts,0
Kiribati,KIR,pota,0
Kiribati,KIR,rice,8000
Kiribati,KIR,soyb,0
Kiribati,KIR,spis,0
Kiribati,KIR,sugb,0
Kiribati,KIR,tnut,0
Kiribati,KIR,vege,0
Kiribati,KIR,whea,4000
Kiribati,KIR,xfru,0
Kiribati,KIR,xoil,0
Kiribati,KIR,xpul,0
Greece,GRC,bana,180000
Greece,GRC,barl,188000
Greece,GRC,cass,1000
Greece,GRC,cnut,5000
Greece,GRC,coco,7000
Greece,GRC,maiz,768000
Greece,GRC,ocer,71000
Greece,GRC,oilp,106000
Greece,GRC,orts,0
Greece,GRC,plnt,5000
Greece,GRC,pota,351000
Greece,GRC,rice,39000
Greece,GRC,sorg,0
Greece,GRC,soyb,322000
Greece,GRC,spis,6000
Greece,GRC,sugb,0
Greece,GRC,sugc,0
Greece,GRC,swpo,1000
Greece,GRC,tnut,46000
Greece,GRC,vege,232000
Greece,GRC,whea,1319000
Greece,GRC,xfru,242000
Greece,GRC,xmil,1000
Greece,GRC,xoil,291000
Greece,GRC,xpul,34000
Greece,GRC,yams,0
Grenada,GRD,bana,0
Grenada,GRD,barl,1000
Grenada,GRD,cass,0
Grenada,GRD,cnut,0
Grenada,GRD,coco,0
Grenada,GRD,maiz,4000
Grenada,GRD,ocer,0
Grenada,GRD,oilp,0
Grenada,GRD,orts,0
Grenada,GRD,plnt,0
Grenada,GRD,pota,2000
Grenada,GRD,rice,1000
Grenada,GRD,soyb,0
Grenada,GRD,spis,0
Grenada,GRD,sugb,0
Grenada,GRD,sugc,0
Grenada,GRD,swpo,0
Grenada,GRD,tnut,0
Grenada,GRD,vege,1000
Grenada,GRD,whea,16000
Grenada,GRD,xfru,0
Grenada,GRD,xoil,0
Grenada,GRD,xpul,0
Grenada,GRD,yams,0
Guatemala,GTM,bana,9000
Guatemala,GTM,barl,0
Guatemala,GTM,cass,2000
Guatemala,GTM,cnut,1000
Guatemala,GTM,coco,3000
Guatemala,GTM,maiz,1102000
Guatemala,GTM,ocer,27000
Guatemala,GTM,oilp,25000
Guatemala,GTM,orts,0
Guatemala,GTM,plnt,5000
Guatemala,GTM,pota,56000
Guatemala,GTM,rice,125000
Guatemala,GTM,sorg,0
Guatemala,GTM,soyb,93000
Guatemala,GTM,spis,3000
Guatemala,GTM,sugb,0
Guatemala,GTM,sugc,0
Guatemala,GTM,swpo,0
Guatemala,GTM,tnut,2000
Guatemala,GTM,vege,71000
Guatemala,GTM,whea,788000
Guatemala,GTM,xfru,145000
Guatemala,GTM,xmil,1000
Guatemala,GTM,xoil,71000
Guatemala,GTM,xpul,18000
Guatemala,GTM,yams,0
Guinea,GIN,bana,0
Guinea,GIN,barl,0
Guinea,GIN,cass,1000
Guinea,GIN,cnut,0
Guinea,GIN,coco,0
Guinea,GIN,maiz,4000
Guinea,GIN,ocer,0
Guinea,GIN,oilp,84000
Guinea,GIN,orts,0
Guinea,GIN,plnt,0
Guinea,GIN,pota,5000
Guinea,GIN,rice,1069000
Guinea,GIN,sorg,0
Guinea,GIN,soyb,1000
Guinea,GIN,spis,0
Guinea,GIN,sugb,0
Guinea,GIN,sugc,0
Guinea,GIN,swpo,0
Guinea,GIN,tnut,0
Guinea,GIN,vege,88000
Guinea,GIN,whea,336000
Guinea,GIN,xfru,8000
Guinea,GIN,xmil,0
Guinea,GIN,xoil,2000
Guinea,GIN,xpul,0
Guinea,GIN,yams,0
Guyana,GUY,bana,0
Guyana,GUY,barl,3000
Guyana,GUY,cass,0
Guyana,GUY,cnut,0
Guyana,GUY,coco,0
Guyana,GUY,maiz,36000
Guyana,GUY,ocer,0
Guyana,GUY,oilp,3000
Guyana,GUY,orts,0
Guyana,GUY,plnt,0
Guyana,GUY,pota,12000
Guyana,GUY,rice,0
Guyana,GUY,sorg,0
Guyana,GUY,soyb,4000
Guyana,GUY,spis,1000
Guyana,GUY,sugb,0
Guyana,GUY,sugc,0
Guyana,GUY,swpo,0
Guyana,GUY,tnut,1000
Guyana,GUY,vege,13000
Guyana,GUY,whea,55000
Guyana,GUY,xfru,9000
Guyana,GUY,xmil,0
Guyana,GUY,xoil,8000
Guyana,GUY,xpul,5000
Guyana,GUY,yams,0
Haiti,HTI,bana,0
Haiti,HTI,barl,0
Haiti,HTI,cass,0
Haiti,HTI,cnut,0
Haiti,HTI,coco,0
Haiti,HTI,maiz,46000
Haiti,HTI,ocer,0
Haiti,HTI,oilp,160000
Haiti,HTI,orts,0
Haiti,HTI,plnt,0
Haiti,HTI,pota,0
Haiti,HTI,rice,816000
Haiti,HTI,sorg,2000
Haiti,HTI,soyb,46000
Haiti,HTI,spis,0
Haiti,HTI,sugb,0
Haiti,HTI,sugc,0
Haiti,HTI,swpo,0
Haiti,HTI,tnut,0
Haiti,HTI,vege,60000
Haiti,HTI,whea,433000
Haiti,HTI,xfru,1000
Haiti,HTI,xmil,0
Haiti,HTI,xoil,10000
Haiti,HTI,xpul,16000
Haiti,HTI,yams,0
Honduras,HND,bana,72000
Honduras,HND,barl,15000
Honduras,HND,cass,0
Honduras,HND,cnut,0
Honduras,HND,coco,0
Honduras,HND,maiz,533000
Honduras,HND,ocer,11000
Honduras,HND,oilp,24000
Honduras,HND,orts,1000
Honduras,HND,plnt,23000
Honduras,HND,pota,31000
Honduras,HND,rice,158000
Honduras,HND,sorg,1000
Honduras,HND,soyb,5000
Honduras,HND,spis,1000
Honduras,HND,sugc,0
Honduras,HND,swpo,0
Honduras,HND,tnut,1000
Honduras,HND,vege,63000
Honduras,HND,whea,290000
Honduras,HND,xfru,92000
Honduras,HND,xmil,0
Honduras,HND,xoil,35000
Honduras,HND,xpul,12000
"China, Hong Kong SAR",HKG,bana,71000
"China, Hong Kong SAR",HKG,barl,7000
"China, Hong Kong SAR",HKG,cass,10000
"China, Hong Kong SAR",HKG,cnut,27000
"China, Hong Kong SAR",HKG,coco,0
"China, Hong Kong SAR",HKG,maiz,42000
"China, Hong Kong SAR",HKG,ocer,43000
"China, Hong Kong SAR",HKG,oilp,8000
"China, Hong Kong SAR",HKG,orts,3000
"China, Hong Kong SAR",HKG,plnt,0
"China, Hong Kong SAR",HKG,pota,81000
"China, Hong Kong SAR",HKG,rice,513000
"China, Hong Kong SAR",HKG,sorg,0
"China, Hong Kong SAR",HKG,soyb,62000
"China, Hong Kong SAR",HKG,spis,5000
"China, Hong Kong SAR",HKG,sugb,0
"China, Hong Kong SAR",HKG,sugc,0
"China, Hong Kong SAR",HKG,swpo,3000
"China, Hong Kong SAR",HKG,tnut,270000
"China, Hong Kong SAR",HKG,vege,1049000
"China, Hong Kong SAR",HKG,whea,515000
"China, Hong Kong SAR",HKG,xfru,1657000
"China, Hong Kong SAR",HKG,xmil,0
"China, Hong Kong SAR",HKG,xoil,150000
"China, Hong Kong SAR",HKG,xpul,9000
"China, Hong Kong SAR",HKG,yams,0
Hungary,HUN,bana,38000
Hungary,HUN,barl,55000
Hungary,HUN,cass,0
Hungary,HUN,cnut,6000
Hungary,HUN,coco,1000
Hungary,HUN,maiz,136000
Hungary,HUN,ocer,20000
Hungary,HUN,oilp,30000
Hungary,HUN,orts,0
Hungary,HUN,plnt,25000
Hungary,HUN,pota,128000
Hungary,HUN,rice,72000
Hungary,HUN,sorg,1000
Hungary,HUN,soyb,159000
Hungary,HUN,spis,8000
Hungary,HUN,sugb,3000
Hungary,HUN,sugc,0
Hungary,HUN,swpo,2000
Hungary,HUN,tnut,8000
Hungary,HUN,vege,282000
Hungary,HUN,whea,331000
Hungary,HUN,xfru,235000
Hungary,HUN,xmil,2000
Hungary,HUN,xoil,362000
Hungary,HUN,xpul,20000
Croatia,HRV,bana,61000
Croatia,HRV,barl,37000
Croatia,HRV,cass,0
Croatia,HRV,cnut,3000
Croatia,HRV,coco,6000
Croatia,HRV,maiz,64000
Croatia,HRV,ocer,12000
Croatia,HRV,oilp,22000
Croatia,HRV,orts,0
Croatia,HRV,plnt,0
Croatia,HRV,pota,50000
Croatia,HRV,rice,13000
Croatia,HRV,sorg,0
Croatia,HRV,soyb,20000
Croatia,HRV,spis,3000
Croatia,HRV,sugb,186000
Croatia,HRV,swpo,0
Croatia,HRV,tnut,7000
Croatia,HRV,vege,178000
Croatia,HRV,whea,324000
Croatia,HRV,xfru,156000
Croatia,HRV,xmil,0
Croatia,HRV,xoil,92000
Croatia,HRV,xpul,6000
Iceland,ISL,bana,4000
Iceland,ISL,barl,17000
Iceland,ISL,cass,0
Iceland,ISL,cnut,0
Iceland,ISL,coco,0
Iceland,ISL,maiz,23000
Iceland,ISL,ocer,2000
Iceland,ISL,oilp,1000
Iceland,ISL,orts,0
Iceland,ISL,plnt,3000
Iceland,ISL,pota,6000
Iceland,ISL,rice,2000
Iceland,ISL,soyb,3000
Iceland,ISL,spis,0
Iceland,ISL,sugb,1000
Iceland,ISL,sugc,0
Iceland,ISL,swpo,2000
Iceland,ISL,tnut,1000
Iceland,ISL,vege,22000
Iceland,ISL,whea,59000
Iceland,ISL,xfru,25000
Iceland,ISL,xmil,0
Iceland,ISL,xoil,8000
Iceland,ISL,xpul,0
Iceland,ISL,yams,0
India,IND,bana,0
India,IND,barl,268000
India,IND,cass,247000
India,IND,cnut,7000
India,IND,coco,32000
India,IND,maiz,87000
India,IND,ocer,77000
India,IND,oilp,9278000
India,IND,orts,0
India,IND,plnt,0
India,IND,pota,2000
India,IND,rice,3000
India,IND,sorg,0
India,IND,soyb,3419000
India,IND,spis,169000
India,IND,sugb,0
India,IND,sugc,0
India,IND,swpo,0
India,IND,tnut,936000
India,IND,vege,37000
India,IND,whea,5366000
India,IND,xfru,1034000
India,IND,xmil,0
India,IND,xoil,2732000
India,IND,xpul,7003000
India,IND,yams,0
Indonesia,IDN,bana,0
Indonesia,IDN,barl,43000
Indonesia,IDN,cass,1896000
Indonesia,IDN,cnut,13000
Indonesia,IDN,coco,247000
Indonesia,IDN,maiz,819000
Indonesia,IDN,ocer,26000
Indonesia,IDN,oilp,3000
Indonesia,IDN,orts,1000
Indonesia,IDN,plnt,0
Indonesia,IDN,pota,165000
Indonesia,IDN,rice,452000
Indonesia,IDN,sorg,6000
Indonesia,IDN,soyb,2567000
Indonesia,IDN,spis,84000
Indonesia,IDN,sugb,0
Indonesia,IDN,sugc,0
Indonesia,IDN,swpo,0
Indonesia,IDN,tnut,34000
Indonesia,IDN,vege,772000
Indonesia,IDN,whea,10626000
Indonesia,IDN,xfru,837000
Indonesia,IDN,xmil,40000
Indonesia,IDN,xoil,693000
Indonesia,IDN,xpul,109000
Indonesia,IDN,yams,0
Iran (Islamic Republic of),IRN,bana,500000
Iran (Islamic Republic of),IRN,barl,2681000
Iran (Islamic Republic of),IRN,cass,0
Iran (Islamic Republic of),IRN,cnut,27000
Iran (Islamic Republic of),IRN,coco,14000
Iran (Islamic Republic of),IRN,maiz,7329000
Iran (Islamic Republic of),IRN,ocer,4000
Iran (Islamic Republic of),IRN,oilp,495000
Iran (Islamic Republic of),IRN,orts,0
Iran (Islamic Republic of),IRN,pota,5000
Iran (Islamic Republic of),IRN,rice,2054000
Iran (Islamic Republic of),IRN,sorg,0
Iran (Islamic Republic of),IRN,soyb,2386000
Iran (Islamic Republic of),IRN,spis,35000
Iran (Islamic Republic of),IRN,sugb,0
Iran (Islamic Republic of),IRN,sugc,0
Iran (Islamic Republic of),IRN,swpo,0
Iran (Islamic Republic of),IRN,tnut,19000
Iran (Islamic Republic of),IRN,vege,22000
Iran (Islamic Republic of),IRN,whea,190000
Iran (Islamic Republic of),IRN,xfru,202000
Iran (Islamic Republic of),IRN,xmil,27000
Iran (Islamic Republic of),IRN,xoil,959000
Iran (Islamic Republic of),IRN,xpul,317000
Iraq,IRQ,bana,279000
Iraq,IRQ,barl,0
Iraq,IRQ,cass,0
Iraq,IRQ,cnut,21000
Iraq,IRQ,coco,0
Iraq,IRQ,maiz,314000
Iraq,IRQ,ocer,1000
Iraq,IRQ,oilp,163000
Iraq,IRQ,orts,0
Iraq,IRQ,plnt,3000
Iraq,IRQ,pota,426000
Iraq,IRQ,rice,1318000
Iraq,IRQ,sorg,1000
Iraq,IRQ,soyb,59000
Iraq,IRQ,spis,17000
Iraq,IRQ,sugb,0
Iraq,IRQ,sugc,0
Iraq,IRQ,swpo,0
Iraq,IRQ,tnut,46000
Iraq,IRQ,vege,1938000
Iraq,IRQ,whea,3368000
Iraq,IRQ,xfru,1794000
Iraq,IRQ,xmil,0
Iraq,IRQ,xoil,708000
Iraq,IRQ,xpul,137000
Ireland,IRL,bana,92000
Ireland,IRL,barl,256000
Ireland,IRL,cass,1000
Ireland,IRL,cnut,7000
Ireland,IRL,coco,0
Ireland,IRL,maiz,1139000
Ireland,IRL,ocer,85000
Ireland,IRL,oilp,107000
Ireland,IRL,orts,5000
Ireland,IRL,plnt,1000
Ireland,IRL,pota,182000
Ireland,IRL,rice,28000
Ireland,IRL,sorg,0
Ireland,IRL,soyb,104000
Ireland,IRL,spis,5000
