country,iso3c,SPAM_super,imported
Zambia,ZMB,ocer,1000
Zambia,ZMB,oilp,57000
Zambia,ZMB,orts,0
Zambia,ZMB,plnt,0
Zambia,ZMB,pota,12000
Zambia,ZMB,rice,8000
Zambia,ZMB,sorg,1000
Zambia,ZMB,soyb,15000
Zambia,ZMB,spis,2000
Zambia,ZMB,sugb,0
Zambia,ZMB,sugc,0
Zambia,ZMB,swpo,0
Zambia,ZMB,tnut,0
Zambia,ZMB,vege,12000
Zambia,ZMB,whea,79000
Zambia,ZMB,xfru,22000
Zambia,ZMB,xmil,0
Zambia,ZMB,xoil,6000
Zambia,ZMB,xpul,1000
Belgium,BEL,bana,1406000
Belgium,BEL,barl,2227000
Belgium,BEL,cass,8000
Belgium,BEL,cnut,68000
Belgium,BEL,coco,428000
Belgium,BEL,maiz,1915000
Belgium,BEL,ocer,230000
Belgium,BEL,oilp,565000
Belgium,BEL,orts,3000
Belgium,BEL,plnt,33000
Belgium,BEL,pota,2592000
Belgium,BEL,rice,614000
Belgium,BEL,sorg,22000
Belgium,BEL,soyb,473000
Belgium,BEL,spis,25000
Belgium,BEL,sugb,15000
Belgium,BEL,sugc,0
Belgium,BEL,swpo,34000
Belgium,BEL,tnut,81000
Belgium,BEL,vege,2061000
Belgium,BEL,whea,5625000
Belgium,BEL,xfru,4080000
Belgium,BEL,xmil,25000
Belgium,BEL,xoil,4300000
Belgium,BEL,xpul,171000
Belgium,BEL,yams,4000
Luxembourg,LUX,bana,6000
Luxembourg,LUX,barl,11000
Luxembourg,LUX,cass,0
Luxembourg,LUX,cnut,0
Luxembourg,LUX,coco,0
Luxembourg,LUX,maiz,13000
Luxembourg,LUX,ocer,6000
Luxembourg,LUX,oilp,0
Luxembourg,LUX,orts,0
Luxembourg,LUX,plnt,1000
Luxembourg,LUX,pota,18000
Luxembourg,LUX,rice,3000
Luxembourg,LUX,sorg,0
Luxembourg,LUX,soyb,2000
Luxembourg,LUX,spis,1000
Luxembourg,LUX,sugb,0
Luxembourg,LUX,sugc,0
Luxembourg,LUX,swpo,0
Luxembourg,LUX,tnut,15000
Luxembourg,LUX,vege,61000
Luxembourg,LUX,whea,177000
Luxembourg,LUX,xfru,52000
Luxembourg,LUX,xmil,0
Luxembourg,LUX,xoil,30000
Luxembourg,LUX,xpul,0
Luxembourg,LUX,yams,0
Serbia,SRB,bana,66000
Serbia,SRB,barl,3000
Serbia,SRB,cass,0
Serbia,SRB,cnut,2000
Serbia,SRB,coco,5000
Serbia,SRB,maiz,10000
Serbia,SRB,ocer,9000
Serbia,SRB,oilp,27000
Serbia,SRB,orts,0
Serbia,SRB,plnt,0
Serbia,SRB,pota,23000
Serbia,SRB,rice,8000
Serbia,SRB,sorg,1000
Serbia,SRB,soyb,81000
Serbia,SRB,spis,1000
Serbia,SRB,sugb,0
Serbia,SRB,sugc,0
Serbia,SRB,swpo,0
Serbia,SRB,tnut,2000
Serbia,SRB,vege,98000
Serbia,SRB,whea,40000
Serbia,SRB,xfru,250000
Serbia,SRB,xmil,1000
Serbia,SRB,xoil,119000
Serbia,SRB,xpul,14000
Montenegro,MNE,bana,13000
Montenegro,MNE,barl,6000
Montenegro,MNE,cass,0
Montenegro,MNE,cnut,0
Montenegro,MNE,coco,0
Montenegro,MNE,maiz,32000
Montenegro,MNE,ocer,2000
Montenegro,MNE,oilp,1000
Montenegro,MNE,orts,0
Montenegro,MNE,plnt,0
Montenegro,MNE,pota,12000
Montenegro,MNE,rice,2000
Montenegro,MNE,sorg,0
Montenegro,MNE,soyb,1000
Montenegro,MNE,spis,0
Montenegro,MNE,sugb,0
Montenegro,MNE,swpo,0
Montenegro,MNE,tnut,1000
Montenegro,MNE,vege,39000
Montenegro,MNE,whea,103000
Montenegro,MNE,xfru,39000
Montenegro,MNE,xmil,0
Montenegro,MNE,xoil,17000
Montenegro,MNE,xpul,1000
Sudan,SDN,bana,0
Sudan,SDN,barl,1000
Sudan,SDN,cass,0
Sudan,SDN,cnut,0
Sudan,SDN,coco,0
Sudan,SDN,maiz,20000
Sudan,SDN,ocer,1000
Sudan,SDN,oilp,49000
Sudan,SDN,orts,0
Sudan,SDN,plnt,0
Sudan,SDN,pota,13000
Sudan,SDN,rice,40000
Sudan,SDN,sorg,7000
Sudan,SDN,soyb,0
Sudan,SDN,spis,6000
Sudan,SDN,sugb,0
Sudan,SDN,sugc,0
Sudan,SDN,swpo,0
Sudan,SDN,tnut,1000
Sudan,SDN,vege,26000
Sudan,SDN,whea,2489000
Sudan,SDN,xfru,29000
Sudan,SDN,xmil,0
Sudan,SDN,xoil,143000
Sudan,SDN,xpul,107000
Sudan,SDN,yams,0
