iso3c,animal,system,product,feedstuff,tonnes_feedstuff
PRT,marine-fish-general,aquaculture,meat,rapeseed oil,465.40146072927723
PRT,marine-fish-general,aquaculture,meat,soybean meal,1078.9826376220599
PRT,marine-fish-general,aquaculture,meat,soybean oil,0
PRT,marine-fish-general,aquaculture,meat,sunflower oil,0
PRT,marine-fish-general,aquaculture,meat,wheat,1149.7670781595411
PRT,marine-fish-general,aquaculture,meat,wheat meal,1068.4391046929397
PRT,marine-fish-general,aquaculture,meat,fofm,615.7462951994677
SAU,marine-fish-general,aquaculture,meat,cassava,0
SAU,marine-fish-general,aquaculture,meat,corn,0
SAU,marine-fish-general,aquaculture,meat,corn meal,907.54488972441
SAU,marine-fish-general,aquaculture,meat,groundnut meal,705.2374692324904
SAU,marine-fish-general,aquaculture,meat,maize meal,1148.9652606847171
SAU,marine-fish-general,aquaculture,meat,other animal byproducts,2689.0514097113455
SAU,marine-fish-general,aquaculture,meat,palm oil,0
SAU,marine-fish-general,aquaculture,meat,pea protein,453.77244624368996
SAU,marine-fish-general,aquaculture,meat,rapeseed meal,0
SAU,marine-fish-general,aquaculture,meat,rapeseed oil,337.80837667878
SAU,marine-fish-general,aquaculture,meat,rice bran,1514.1639069142987
SAU,marine-fish-general,aquaculture,meat,soybean meal,757.0819534571493
SAU,marine-fish-general,aquaculture,meat,soybean oil,0
SAU,marine-fish-general,aquaculture,meat,sunflower oil,0
SAU,marine-fish-general,aquaculture,meat,wheat,156.29939762871
SAU,marine-fish-general,aquaculture,meat,wheat meal,907.54488972441
SAU,marine-fish-general,aquaculture,meat,fofm,1061.5297328158933
SGP,marine-fish-general,aquaculture,meat,groundnut meal,104.33539569814275
SGP,marine-fish-general,aquaculture,meat,maize meal,314.64524022388497
SGP,marine-fish-general,aquaculture,meat,other animal byproducts,397.8280439214589
SGP,marine-fish-general,aquaculture,meat,rice bran,1225.9250764873475
SGP,marine-fish-general,aquaculture,meat,soybean meal,1147.4034475255385
SGP,marine-fish-general,aquaculture,meat,wheat bran,89.0734848803108
SGP,marine-fish-general,aquaculture,meat,wheat meal,322.8101112633161
SGP,marine-fish-general,aquaculture,meat,fofm,399.2340542357522
ESP,marine-fish-general,aquaculture,meat,cassava,0
ESP,marine-fish-general,aquaculture,meat,corn,0
ESP,marine-fish-general,aquaculture,meat,corn meal,13970.73410771011
ESP,marine-fish-general,aquaculture,meat,groundnut meal,242.36028832197775
ESP,marine-fish-general,aquaculture,meat,maize meal,66.87484290052559
ESP,marine-fish-general,aquaculture,meat,other animal byproducts,1115.9823322513137
ESP,marine-fish-general,aquaculture,meat,palm oil,316.26507499999997
ESP,marine-fish-general,aquaculture,meat,pea protein,3721.017412159318
ESP,marine-fish-general,aquaculture,meat,rapeseed meal,632.5301499999999
ESP,marine-fish-general,aquaculture,meat,rapeseed oil,6626.943208364572
ESP,marine-fish-general,aquaculture,meat,soybean cake,234.0619501518395
ESP,marine-fish-general,aquaculture,meat,soybean meal,10292.257669929595
ESP,marine-fish-general,aquaculture,meat,soybean oil,0
ESP,marine-fish-general,aquaculture,meat,sunflower oil,0
ESP,marine-fish-general,aquaculture,meat,wheat,10138.098035857782
ESP,marine-fish-general,aquaculture,meat,wheat meal,11684.223307352955
ESP,marine-fish-general,aquaculture,meat,fofm,6543.914705126872
TWN,marine-fish-general,aquaculture,meat,cassava,0
TWN,marine-fish-general,aquaculture,meat,corn,0
TWN,marine-fish-general,aquaculture,meat,corn meal,2577.8161951109037
TWN,marine-fish-general,aquaculture,meat,groundnut meal,3145.954260138777
TWN,marine-fish-general,aquaculture,meat,maize meal,6480.703142683439
TWN,marine-fish-general,aquaculture,meat,other animal byproducts,5805.09092326853
TWN,marine-fish-general,aquaculture,meat,palm oil,346.823719375
TWN,marine-fish-general,aquaculture,meat,pea protein,346.823719375
TWN,marine-fish-general,aquaculture,meat,rapeseed meal,693.64743875
TWN,marine-fish-general,aquaculture,meat,rapeseed oil,1076.2358840455001
TWN,marine-fish-general,aquaculture,meat,rice bran,17954.215518119865
TWN,marine-fish-general,aquaculture,meat,soybean meal,29360.043274470594
TWN,marine-fish-general,aquaculture,meat,soybean oil,30.788937520815207
TWN,marine-fish-general,aquaculture,meat,sunflower oil,0
TWN,marine-fish-general,aquaculture,meat,sunflower oilcake,615.5540136460793
TWN,marine-fish-general,aquaculture,meat,wheat,5164.063689699309
TWN,marine-fish-general,aquaculture,meat,wheat bran,1407.0084279508708
TWN,marine-fish-general,aquaculture,meat,wheat meal,16556.513115845308
TWN,marine-fish-general,aquaculture,meat,fofm,10148.29840174267
THA,marine-fish-general,aquaculture,meat,groundnut meal,2875.924159459026
THA,marine-fish-general,aquaculture,meat,maize meal,4598.528744143903
THA,marine-fish-general,aquaculture,meat,other animal byproducts,10290.022802154144
THA,marine-fish-general,aquaculture,meat,rice bran,5721.432346908219
THA,marine-fish-general,aquaculture,meat,soybean meal,3539.731630916796
THA,marine-fish-general,aquaculture,meat,wheat meal,796.1053164179103
THA,marine-fish-general,aquaculture,meat,fofm,3083.6546119509544
TUN,marine-fish-general,aquaculture,meat,cassava,0
TUN,marine-fish-general,aquaculture,meat,corn,0
TUN,marine-fish-general,aquaculture,meat,corn meal,7850.84252553549
TUN,marine-fish-general,aquaculture,meat,other animal byproducts,0
TUN,marine-fish-general,aquaculture,meat,palm oil,0
TUN,marine-fish-general,aquaculture,meat,pea protein,3426.8976534484227
TUN,marine-fish-general,aquaculture,meat,rapeseed meal,0
TUN,marine-fish-general,aquaculture,meat,rapeseed oil,3195.905943779839
TUN,marine-fish-general,aquaculture,meat,soybean meal,1299.6865466097067
TUN,marine-fish-general,aquaculture,meat,soybean oil,0
TUN,marine-fish-general,aquaculture,meat,sunflower oil,0
TUN,marine-fish-general,aquaculture,meat,wheat,2121.610375567003
TUN,marine-fish-general,aquaculture,meat,wheat meal,7243.127955059536
TUN,marine-fish-general,aquaculture,meat,fofm,2786.206565213668
TUR,marine-fish-general,aquaculture,meat,cassava,0
TUR,marine-fish-general,aquaculture,meat,corn,0
TUR,marine-fish-general,aquaculture,meat,corn meal,53887.08730221383
TUR,marine-fish-general,aquaculture,meat,other animal byproducts,53.97393749999999
TUR,marine-fish-general,aquaculture,meat,palm oil,17.9913125
TUR,marine-fish-general,aquaculture,meat,pea protein,12448.914514754268
TUR,marine-fish-general,aquaculture,meat,rapeseed meal,35.982625
TUR,marine-fish-general,aquaculture,meat,rapeseed oil,27993.542718632263
TUR,marine-fish-general,aquaculture,meat,soybean meal,37889.894221104696
TUR,marine-fish-general,aquaculture,meat,soybean oil,0
TUR,marine-fish-general,aquaculture,meat,sunflower oil,0
TUR,marine-fish-general,aquaculture,meat,wheat,31796.72236329733
TUR,marine-fish-general,aquaculture,meat,wheat meal,36294.05300499759
TUR,marine-fish-general,aquaculture,meat,fofm,22213.57393542474
ARE,marine-fish-general,aquaculture,meat,cassava,0
ARE,marine-fish-general,aquaculture,meat,corn,0
ARE,marine-fish-general,aquaculture,meat,corn meal,928.9130964602457
ARE,marine-fish-general,aquaculture,meat,other animal byproducts,0
ARE,marine-fish-general,aquaculture,meat,palm oil,0
ARE,marine-fish-general,aquaculture,meat,pea protein,368.30857744443006
ARE,marine-fish-general,aquaculture,meat,rapeseed meal,0
ARE,marine-fish-general,aquaculture,meat,rapeseed oil,398.5393145997289
ARE,marine-fish-general,aquaculture,meat,soybean meal,250.6646036819765
ARE,marine-fish-general,aquaculture,meat,soybean oil,0
ARE,marine-fish-general,aquaculture,meat,sunflower oil,0
ARE,marine-fish-general,aquaculture,meat,wheat,308.3934428401798
ARE,marine-fish-general,aquaculture,meat,wheat meal,811.7059649734392
ARE,marine-fish-general,aquaculture,meat,fofm,339.88177085631764
USA,marine-fish-general,aquaculture,meat,cassava,0
USA,marine-fish-general,aquaculture,meat,corn,0
USA,marine-fish-general,aquaculture,meat,corn meal,525.1392974452555
USA,marine-fish-general,aquaculture,meat,other animal byproducts,46.4625
USA,marine-fish-general,aquaculture,meat,palm oil,15.487500000000002
USA,marine-fish-general,aquaculture,meat,pea protein,227.72277372262772
USA,marine-fish-general,aquaculture,meat,rapeseed meal,30.975000000000005
USA,marine-fish-general,aquaculture,meat,rapeseed oil,196.7161204379562
USA,marine-fish-general,aquaculture,meat,soybean meal,178.10625000000002
USA,marine-fish-general,aquaculture,meat,soybean oil,0
USA,marine-fish-general,aquaculture,meat,sunflower oil,0
USA,marine-fish-general,aquaculture,meat,wheat,266.69701094890513
USA,marine-fish-general,aquaculture,meat,wheat meal,548.3705474452555
USA,marine-fish-general,aquaculture,meat,fofm,225.6265654613858
VNM,marine-fish-general,aquaculture,meat,cassava,0
VNM,marine-fish-general,aquaculture,meat,corn,0
VNM,marine-fish-general,aquaculture,meat,corn meal,2222.990826875
VNM,marine-fish-general,aquaculture,meat,other animal byproducts,1025.9957662499999
VNM,marine-fish-general,aquaculture,meat,palm oil,341.99858875
VNM,marine-fish-general,aquaculture,meat,pea protein,341.99858875
VNM,marine-fish-general,aquaculture,meat,rapeseed meal,683.9971775
VNM,marine-fish-general,aquaculture,meat,rapeseed oil,854.9964718749999
VNM,marine-fish-general,aquaculture,meat,soybean meal,3932.9837706249996
VNM,marine-fish-general,aquaculture,meat,soybean oil,0
VNM,marine-fish-general,aquaculture,meat,sunflower oil,0
VNM,marine-fish-general,aquaculture,meat,wheat,4274.982359375
VNM,marine-fish-general,aquaculture,meat,wheat meal,2735.98871
VNM,marine-fish-general,aquaculture,meat,fofm,1819.4784411626033
AUS,salmon,aquaculture,meat,soya protein concentrate,12987.309399999998
AUS,salmon,aquaculture,meat,wheat gluten,6151.8834
AUS,salmon,aquaculture,meat,corn gluten,2460.75336
AUS,salmon,aquaculture,meat,faba beans,2324.04484
AUS,salmon,aquaculture,meat,sunflower meal,751.8968600000001
AUS,salmon,aquaculture,meat,pea protein concentrate,888.60538
AUS,salmon,aquaculture,meat,sunflower protein,341.7713
AUS,salmon,aquaculture,meat,other vegetable protein,1572.14798
AUS,salmon,aquaculture,meat,rapeseed and camelina oil,13534.143479999999
AUS,salmon,aquaculture,meat,linseed oil,205.06277999999998
AUS,salmon,aquaculture,meat,wheat,6083.529140000001
AUS,salmon,aquaculture,meat,pea starch,546.83408
AUS,salmon,aquaculture,meat,undefined plant carbohydrate source,683.5426
AUS,salmon,aquaculture,meat,"marine protein sources, forage fish",9026.389609032984
AUS,salmon,aquaculture,meat,"marine protein sources, trimmings",1913.9192799999996
AUS,salmon,aquaculture,meat,"marine oil, forage fish",6017.593072688656
AUS,salmon,aquaculture,meat,"marine oil, trimmings",1777.21076
AUS,salmon,aquaculture,meat,micro ingredients,2734.1704
CAN,salmon,aquaculture,meat,soya protein concentrate,34805.264
CAN,salmon,aquaculture,meat,wheat gluten,16486.704
CAN,salmon,aquaculture,meat,corn gluten,6594.681600000001
CAN,salmon,aquaculture,meat,faba beans,6228.3104
CAN,salmon,aquaculture,meat,sunflower meal,2015.0416000000002
CAN,salmon,aquaculture,meat,pea protein concentrate,2381.4128
CAN,salmon,aquaculture,meat,sunflower protein,915.928
CAN,salmon,aquaculture,meat,other vegetable protein,4213.2688
CAN,salmon,aquaculture,meat,rapeseed and camelina oil,36270.7488
CAN,salmon,aquaculture,meat,linseed oil,549.5568000000001
CAN,salmon,aquaculture,meat,wheat,16303.518400000003
CAN,salmon,aquaculture,meat,pea starch,1465.4848000000002
CAN,salmon,aquaculture,meat,undefined plant carbohydrate source,1831.856
CAN,salmon,aquaculture,meat,"marine protein sources, forage fish",24190.220132065984
CAN,salmon,aquaculture,meat,"marine protein sources, trimmings",5129.1968
CAN,salmon,aquaculture,meat,"marine oil, forage fish",16126.813421377325
CAN,salmon,aquaculture,meat,"marine oil, trimmings",4762.8256
CAN,salmon,aquaculture,meat,micro ingredients,7327.424
CHL,salmon,aquaculture,meat,soya protein concentrate,210503.55664
CHL,salmon,aquaculture,meat,wheat gluten,99712.21104
CHL,salmon,aquaculture,meat,corn gluten,39884.88441600001
CHL,salmon,aquaculture,meat,faba beans,37669.057504000004
CHL,salmon,aquaculture,meat,sunflower meal,12187.048016
CHL,salmon,aquaculture,meat,pea protein concentrate,14402.874928000001
CHL,salmon,aquaculture,meat,sunflower protein,5539.56728
CHL,salmon,aquaculture,meat,other vegetable protein,25482.009488
CHL,salmon,aquaculture,meat,rapeseed and camelina oil,219366.864288
CHL,salmon,aquaculture,meat,linseed oil,3323.740368
CHL,salmon,aquaculture,meat,wheat,98604.29758400001
CHL,salmon,aquaculture,meat,pea starch,8863.307648
CHL,salmon,aquaculture,meat,undefined plant carbohydrate source,11079.13456
CHL,salmon,aquaculture,meat,"marine protein sources, forage fish",146303.3687577954
CHL,salmon,aquaculture,meat,"marine protein sources, trimmings",31021.576767999995
CHL,salmon,aquaculture,meat,"marine oil, forage fish",97535.5791718636
CHL,salmon,aquaculture,meat,"marine oil, trimmings",28805.749856000002
CHL,salmon,aquaculture,meat,micro ingredients,44316.53824
DNK,salmon,aquaculture,meat,soya protein concentrate,3219.892
DNK,salmon,aquaculture,meat,wheat gluten,1525.212
DNK,salmon,aquaculture,meat,corn gluten,610.0848000000001
DNK,salmon,aquaculture,meat,faba beans,576.1912
DNK,salmon,aquaculture,meat,sunflower meal,186.4148
DNK,salmon,aquaculture,meat,pea protein concentrate,220.3084
DNK,salmon,aquaculture,meat,sunflower protein,84.734
DNK,salmon,aquaculture,meat,other vegetable protein,389.77639999999997
DNK,salmon,aquaculture,meat,rapeseed and camelina oil,3355.4664
DNK,salmon,aquaculture,meat,linseed oil,50.840399999999995
DNK,salmon,aquaculture,meat,wheat,1508.2652
DNK,salmon,aquaculture,meat,pea starch,135.5744
DNK,salmon,aquaculture,meat,undefined plant carbohydrate source,169.468
DNK,salmon,aquaculture,meat,"marine protein sources, forage fish",2237.876899352874
DNK,salmon,aquaculture,meat,"marine protein sources, trimmings",474.51039999999995
DNK,salmon,aquaculture,meat,"marine oil, forage fish",1491.9179329019162
DNK,salmon,aquaculture,meat,"marine oil, trimmings",440.6168
DNK,salmon,aquaculture,meat,micro ingredients,677.872
FRO,salmon,aquaculture,meat,soya protein concentrate,21439.6
FRO,salmon,aquaculture,meat,wheat gluten,10155.6
FRO,salmon,aquaculture,meat,corn gluten,4062.2400000000007
FRO,salmon,aquaculture,meat,faba beans,3836.5600000000004
FRO,salmon,aquaculture,meat,sunflower meal,1241.2400000000002
FRO,salmon,aquaculture,meat,pea protein concentrate,1466.92
FRO,salmon,aquaculture,meat,sunflower protein,564.2
FRO,salmon,aquaculture,meat,other vegetable protein,2595.32
FRO,salmon,aquaculture,meat,rapeseed and camelina oil,22342.32
FRO,salmon,aquaculture,meat,linseed oil,338.52
FRO,salmon,aquaculture,meat,wheat,10042.76
FRO,salmon,aquaculture,meat,pea starch,902.72
FRO,salmon,aquaculture,meat,undefined plant carbohydrate source,1128.4
FRO,salmon,aquaculture,meat,"marine protein sources, forage fish",14900.86797053003
FRO,salmon,aquaculture,meat,"marine protein sources, trimmings",3159.5199999999995
FRO,salmon,aquaculture,meat,"marine oil, forage fish",9933.911980353354
FRO,salmon,aquaculture,meat,"marine oil, trimmings",2933.84
FRO,salmon,aquaculture,meat,micro ingredients,4513.6
FIN,salmon,aquaculture,meat,soya protein concentrate,3034.7902000000004
FIN,salmon,aquaculture,meat,wheat gluten,1437.5322
FIN,salmon,aquaculture,meat,corn gluten,575.0128800000001
FIN,salmon,aquaculture,meat,faba beans,543.0677200000001
FIN,salmon,aquaculture,meat,sunflower meal,175.69838000000004
FIN,salmon,aquaculture,meat,pea protein concentrate,207.64354000000003
FIN,salmon,aquaculture,meat,sunflower protein,79.86290000000001
FIN,salmon,aquaculture,meat,other vegetable protein,367.36934
FIN,salmon,aquaculture,meat,rapeseed and camelina oil,3162.5708400000003
FIN,salmon,aquaculture,meat,linseed oil,47.91774000000001
FIN,salmon,aquaculture,meat,wheat,1421.5596200000002
FIN,salmon,aquaculture,meat,pea starch,127.78064000000002
FIN,salmon,aquaculture,meat,undefined plant carbohydrate source,159.72580000000002
FIN,salmon,aquaculture,meat,"marine protein sources, forage fish",2109.228161367676
FIN,salmon,aquaculture,meat,"marine protein sources, trimmings",447.23224
FIN,salmon,aquaculture,meat,"marine oil, forage fish",1406.1521075784508
FIN,salmon,aquaculture,meat,"marine oil, trimmings",415.28708000000006
FIN,salmon,aquaculture,meat,micro ingredients,638.9032000000001
ISL,salmon,aquaculture,meat,soya protein concentrate,3882.5930000000003
ISL,salmon,aquaculture,meat,wheat gluten,1839.123
ISL,salmon,aquaculture,meat,corn gluten,735.6492000000001
ISL,salmon,aquaculture,meat,faba beans,694.7798
ISL,salmon,aquaculture,meat,sunflower meal,224.78170000000003
ISL,salmon,aquaculture,meat,pea protein concentrate,265.65110000000004
ISL,salmon,aquaculture,meat,sunflower protein,102.1735
ISL,salmon,aquaculture,meat,other vegetable protein,469.9981
ISL,salmon,aquaculture,meat,rapeseed and camelina oil,4046.0706000000005
ISL,salmon,aquaculture,meat,linseed oil,61.304100000000005
ISL,salmon,aquaculture,meat,wheat,1818.6883000000003
ISL,salmon,aquaculture,meat,pea starch,163.4776
ISL,salmon,aquaculture,meat,undefined plant carbohydrate source,204.347
ISL,salmon,aquaculture,meat,"marine protein sources, forage fish",2698.4647883497873
ISL,salmon,aquaculture,meat,"marine protein sources, trimmings",572.1716
ISL,salmon,aquaculture,meat,"marine oil, forage fish",1798.976525566525
ISL,salmon,aquaculture,meat,"marine oil, trimmings",531.3022000000001
ISL,salmon,aquaculture,meat,micro ingredients,817.388
IRL,salmon,aquaculture,meat,soya protein concentrate,4530.474
IRL,salmon,aquaculture,meat,wheat gluten,2146.014
IRL,salmon,aquaculture,meat,corn gluten,858.4056000000002
IRL,salmon,aquaculture,meat,faba beans,810.7164000000001
IRL,salmon,aquaculture,meat,sunflower meal,262.29060000000004
IRL,salmon,aquaculture,meat,pea protein concentrate,309.97980000000007
IRL,salmon,aquaculture,meat,sunflower protein,119.22300000000001
IRL,salmon,aquaculture,meat,other vegetable protein,548.4258000000001
IRL,salmon,aquaculture,meat,rapeseed and camelina oil,4721.2308
IRL,salmon,aquaculture,meat,linseed oil,71.53380000000001
IRL,salmon,aquaculture,meat,wheat,2122.1694
IRL,salmon,aquaculture,meat,pea starch,190.75680000000003
IRL,salmon,aquaculture,meat,undefined plant carbohydrate source,238.44600000000003
IRL,salmon,aquaculture,meat,"marine protein sources, forage fish",3148.752538196565
IRL,salmon,aquaculture,meat,"marine protein sources, trimmings",667.6487999999999
IRL,salmon,aquaculture,meat,"marine oil, forage fish",2099.16835879771
IRL,salmon,aquaculture,meat,"marine oil, trimmings",619.9596000000001
IRL,salmon,aquaculture,meat,micro ingredients,953.7840000000001
JPN,salmon,aquaculture,meat,soya protein concentrate,3865.0560000000005
JPN,salmon,aquaculture,meat,wheat gluten,1830.816
JPN,salmon,aquaculture,meat,corn gluten,732.3264000000001
JPN,salmon,aquaculture,meat,faba beans,691.6416000000002
JPN,salmon,aquaculture,meat,sunflower meal,223.76640000000003
JPN,salmon,aquaculture,meat,pea protein concentrate,264.45120000000003
JPN,salmon,aquaculture,meat,sunflower protein,101.712
JPN,salmon,aquaculture,meat,other vegetable protein,467.8752
JPN,salmon,aquaculture,meat,rapeseed and camelina oil,4027.7952000000005
JPN,salmon,aquaculture,meat,linseed oil,61.02720000000001
JPN,salmon,aquaculture,meat,wheat,1810.4736000000003
JPN,salmon,aquaculture,meat,pea starch,162.7392
JPN,salmon,aquaculture,meat,undefined plant carbohydrate source,203.424
JPN,salmon,aquaculture,meat,"marine protein sources, forage fish",2686.2762903554603
JPN,salmon,aquaculture,meat,"marine protein sources, trimmings",569.5871999999999
JPN,salmon,aquaculture,meat,"marine oil, forage fish",1790.8508602369734
JPN,salmon,aquaculture,meat,"marine oil, trimmings",528.9024000000001
JPN,salmon,aquaculture,meat,micro ingredients,813.696
NZL,salmon,aquaculture,meat,soya protein concentrate,3268.7980000000002
NZL,salmon,aquaculture,meat,wheat gluten,1548.378
NZL,salmon,aquaculture,meat,corn gluten,619.3512000000001
NZL,salmon,aquaculture,meat,faba beans,584.9428
NZL,salmon,aquaculture,meat,sunflower meal,189.24620000000002
NZL,salmon,aquaculture,meat,pea protein concentrate,223.65460000000002
NZL,salmon,aquaculture,meat,sunflower protein,86.021
NZL,salmon,aquaculture,meat,other vegetable protein,395.6966
NZL,salmon,aquaculture,meat,rapeseed and camelina oil,3406.4316000000003
NZL,salmon,aquaculture,meat,linseed oil,51.6126
NZL,salmon,aquaculture,meat,wheat,1531.1738000000003
NZL,salmon,aquaculture,meat,pea starch,137.6336
NZL,salmon,aquaculture,meat,undefined plant carbohydrate source,172.042
NZL,salmon,aquaculture,meat,"marine protein sources, forage fish",2271.867358548323
NZL,salmon,aquaculture,meat,"marine protein sources, trimmings",481.71759999999995
NZL,salmon,aquaculture,meat,"marine oil, forage fish",1514.5782390322152
NZL,salmon,aquaculture,meat,"marine oil, trimmings",447.30920000000003
NZL,salmon,aquaculture,meat,micro ingredients,688.168
NOR,salmon,aquaculture,meat,soya protein concentrate,321904.06651000003
NOR,salmon,aquaculture,meat,wheat gluten,152480.87361
NOR,salmon,aquaculture,meat,corn gluten,60992.349444000014
NOR,salmon,aquaculture,meat,faba beans,57603.88558600001
NOR,salmon,aquaculture,meat,sunflower meal,18636.551219000004
NOR,salmon,aquaculture,meat,pea protein concentrate,22025.015077000004
NOR,salmon,aquaculture,meat,sunflower protein,8471.159645000002
NOR,salmon,aquaculture,meat,other vegetable protein,38967.334367
NOR,salmon,aquaculture,meat,rapeseed and camelina oil,335457.92194200004
NOR,salmon,aquaculture,meat,linseed oil,5082.695787000001
NOR,salmon,aquaculture,meat,wheat,150786.64168100004
NOR,salmon,aquaculture,meat,pea starch,13553.855432000002
NOR,salmon,aquaculture,meat,undefined plant carbohydrate source,16942.319290000003
NOR,salmon,aquaculture,meat,"marine protein sources, forage fish",223728.52078593947
NOR,salmon,aquaculture,meat,"marine protein sources, trimmings",47438.494012
NOR,salmon,aquaculture,meat,"marine oil, forage fish",149152.34719062634
NOR,salmon,aquaculture,meat,"marine oil, trimmings",44050.03015400001
NOR,salmon,aquaculture,meat,micro ingredients,67769.27716000001
RUS,salmon,aquaculture,meat,soya protein concentrate,3214.9519999999998
RUS,salmon,aquaculture,meat,wheat gluten,1522.8719999999998
RUS,salmon,aquaculture,meat,corn gluten,609.1488
RUS,salmon,aquaculture,meat,faba beans,575.3072
RUS,salmon,aquaculture,meat,sunflower meal,186.1288
RUS,salmon,aquaculture,meat,pea protein concentrate,219.9704
RUS,salmon,aquaculture,meat,sunflower protein,84.604
RUS,salmon,aquaculture,meat,other vegetable protein,389.17839999999995
RUS,salmon,aquaculture,meat,rapeseed and camelina oil,3350.3184
RUS,salmon,aquaculture,meat,linseed oil,50.7624
RUS,salmon,aquaculture,meat,wheat,1505.9512000000002
RUS,salmon,aquaculture,meat,pea starch,135.3664
RUS,salmon,aquaculture,meat,undefined plant carbohydrate source,169.208
RUS,salmon,aquaculture,meat,"marine protein sources, forage fish",2234.443519636162
RUS,salmon,aquaculture,meat,"marine protein sources, trimmings",473.78239999999994
RUS,salmon,aquaculture,meat,"marine oil, forage fish",1489.6290130907748
RUS,salmon,aquaculture,meat,"marine oil, trimmings",439.9408
RUS,salmon,aquaculture,meat,micro ingredients,676.832
SWE,salmon,aquaculture,meat,soya protein concentrate,705.432
SWE,salmon,aquaculture,meat,wheat gluten,334.152
SWE,salmon,aquaculture,meat,corn gluten,133.66080000000002
SWE,salmon,aquaculture,meat,faba beans,126.23520000000002
SWE,salmon,aquaculture,meat,sunflower meal,40.84080000000001
SWE,salmon,aquaculture,meat,pea protein concentrate,48.266400000000004
SWE,salmon,aquaculture,meat,sunflower protein,18.564
SWE,salmon,aquaculture,meat,other vegetable protein,85.3944
SWE,salmon,aquaculture,meat,rapeseed and camelina oil,735.1344
SWE,salmon,aquaculture,meat,linseed oil,11.1384
SWE,salmon,aquaculture,meat,wheat,330.4392
SWE,salmon,aquaculture,meat,pea starch,29.7024
SWE,salmon,aquaculture,meat,undefined plant carbohydrate source,37.128
SWE,salmon,aquaculture,meat,"marine protein sources, forage fish",490.286623546472
SWE,salmon,aquaculture,meat,"marine protein sources, trimmings",103.9584
SWE,salmon,aquaculture,meat,"marine oil, forage fish",326.8577490309813
SWE,salmon,aquaculture,meat,"marine oil, trimmings",96.53280000000001
SWE,salmon,aquaculture,meat,micro ingredients,148.512
TUR,salmon,aquaculture,meat,soya protein concentrate,1470.144
TUR,salmon,aquaculture,meat,wheat gluten,696.384
TUR,salmon,aquaculture,meat,corn gluten,278.5536000000001
TUR,salmon,aquaculture,meat,faba beans,263.07840000000004
TUR,salmon,aquaculture,meat,sunflower meal,85.11360000000002
TUR,salmon,aquaculture,meat,pea protein concentrate,100.58880000000002
TUR,salmon,aquaculture,meat,sunflower protein,38.688
TUR,salmon,aquaculture,meat,other vegetable protein,177.9648
TUR,salmon,aquaculture,meat,rapeseed and camelina oil,1532.0448000000001
TUR,salmon,aquaculture,meat,linseed oil,23.2128
TUR,salmon,aquaculture,meat,wheat,688.6464000000001
TUR,salmon,aquaculture,meat,pea starch,61.900800000000004
TUR,salmon,aquaculture,meat,undefined plant carbohydrate source,77.376
TUR,salmon,aquaculture,meat,"marine protein sources, forage fish",1021.7738036934878
TUR,salmon,aquaculture,meat,"marine protein sources, trimmings",216.65279999999998
TUR,salmon,aquaculture,meat,"marine oil, forage fish",681.1825357956586
TUR,salmon,aquaculture,meat,"marine oil, trimmings",201.17760000000004
TUR,salmon,aquaculture,meat,micro ingredients,309.504
GBR,salmon,aquaculture,meat,soya protein concentrate,47717.683000000005
GBR,salmon,aquaculture,meat,wheat gluten,22603.113
GBR,salmon,aquaculture,meat,corn gluten,9041.245200000001
GBR,salmon,aquaculture,meat,faba beans,8538.953800000001
GBR,salmon,aquaculture,meat,sunflower meal,2762.6027000000004
GBR,salmon,aquaculture,meat,pea protein concentrate,3264.8941000000004
GBR,salmon,aquaculture,meat,sunflower protein,1255.7285000000002
GBR,salmon,aquaculture,meat,other vegetable protein,5776.3511
GBR,salmon,aquaculture,meat,rapeseed and camelina oil,49726.848600000005
GBR,salmon,aquaculture,meat,linseed oil,753.4371000000001
GBR,salmon,aquaculture,meat,wheat,22351.967300000004
GBR,salmon,aquaculture,meat,pea starch,2009.1656
GBR,salmon,aquaculture,meat,undefined plant carbohydrate source,2511.4570000000003
GBR,salmon,aquaculture,meat,"marine protein sources, forage fish",33164.55970459362
GBR,salmon,aquaculture,meat,"marine protein sources, trimmings",7032.0796
GBR,salmon,aquaculture,meat,"marine oil, forage fish",22109.70646972908
GBR,salmon,aquaculture,meat,"marine oil, trimmings",6529.788200000001
GBR,salmon,aquaculture,meat,micro ingredients,10045.828000000001
USA,salmon,aquaculture,meat,soya protein concentrate,3627.195
USA,salmon,aquaculture,meat,wheat gluten,1718.145
USA,salmon,aquaculture,meat,corn gluten,687.258
USA,salmon,aquaculture,meat,faba beans,649.077
USA,salmon,aquaculture,meat,sunflower meal,209.99550000000002
USA,salmon,aquaculture,meat,pea protein concentrate,248.17650000000003
USA,salmon,aquaculture,meat,sunflower protein,95.4525
USA,salmon,aquaculture,meat,other vegetable protein,439.0815
USA,salmon,aquaculture,meat,rapeseed and camelina oil,3779.9190000000003
USA,salmon,aquaculture,meat,linseed oil,57.2715
USA,salmon,aquaculture,meat,wheat,1699.0545000000002
USA,salmon,aquaculture,meat,pea starch,152.724
USA,salmon,aquaculture,meat,undefined plant carbohydrate source,190.905
USA,salmon,aquaculture,meat,"marine protein sources, forage fish",2520.9590569957777
USA,salmon,aquaculture,meat,"marine protein sources, trimmings",534.534
USA,salmon,aquaculture,meat,"marine oil, forage fish",1680.6393713305183
