iso3c,animal,system,product,feedstuff,feeditem_kg_per_head
BRA,chickens,backyard,eggs&meat,Leguminous beans,0.24985563503605218
BRA,chickens,backyard,eggs&meat,Limestone,0
BRA,chickens,backyard,eggs&meat,Molasses,0
BRA,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
BRA,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.4277731032351084
BRA,chickens,backyard,eggs&meat,RAPESEED,0
BRA,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.13095661689217772
BRA,chickens,backyard,eggs&meat,SOY OIL,0
BRA,chickens,backyard,eggs&meat,SYNTHETIC,0
BRA,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
CHL,chickens,backyard,eggs&meat,Beans from soy,0
CHL,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.8075196084028307
CHL,chickens,backyard,eggs&meat,By-products from cottonseed,0.5106426190966612
CHL,chickens,backyard,eggs&meat,By-products from rape (canola),0
CHL,chickens,backyard,eggs&meat,By-products from soy,0
CHL,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.2891632313756805
CHL,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.041053145974375
CHL,chickens,backyard,eggs&meat,Dry by-product from grain industries,3.1345347815868454
CHL,chickens,backyard,eggs&meat,FISHMEAL,0
CHL,chickens,backyard,eggs&meat,Fresh grass,2.0736878281686923
CHL,chickens,backyard,eggs&meat,Fruit from banana trees,0
CHL,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),2.436312421302551
CHL,chickens,backyard,eggs&meat,Grains from maize (Zea mays),5.048049836202204
CHL,chickens,backyard,eggs&meat,Grains from millet,0
CHL,chickens,backyard,eggs&meat,Grains from rice,2.21959965588955
CHL,chickens,backyard,eggs&meat,Grains from sorghum,0
CHL,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,2.4116429479903165
CHL,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,5.930446971545419
CHL,chickens,backyard,eggs&meat,Leguminous beans,0.7495806241025748
CHL,chickens,backyard,eggs&meat,Limestone,0
CHL,chickens,backyard,eggs&meat,Molasses,0
CHL,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
CHL,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
CHL,chickens,backyard,eggs&meat,RAPESEED,0
CHL,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
CHL,chickens,backyard,eggs&meat,SOY OIL,0
CHL,chickens,backyard,eggs&meat,SYNTHETIC,0
CHL,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
COL,chickens,backyard,eggs&meat,Beans from soy,0.6836114147273858
COL,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
COL,chickens,backyard,eggs&meat,By-products from cottonseed,0.4942924478011273
COL,chickens,backyard,eggs&meat,By-products from rape (canola),0
COL,chickens,backyard,eggs&meat,By-products from soy,0.6836114147273858
COL,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.7949510464792929
COL,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.1609292443214927
COL,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.1638164630317143
COL,chickens,backyard,eggs&meat,FISHMEAL,0
COL,chickens,backyard,eggs&meat,Fresh grass,3.8062911549627056
COL,chickens,backyard,eggs&meat,Fruit from banana trees,0.2983674759913196
COL,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
COL,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.8701913133078724
COL,chickens,backyard,eggs&meat,Grains from millet,0
COL,chickens,backyard,eggs&meat,Grains from rice,1.4779766213041583
COL,chickens,backyard,eggs&meat,Grains from sorghum,1.3913824064510862
COL,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0
COL,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.233746932316999
COL,chickens,backyard,eggs&meat,Leguminous beans,0.4239399842627988
COL,chickens,backyard,eggs&meat,Limestone,0
COL,chickens,backyard,eggs&meat,Molasses,0
COL,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
COL,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.302890530897472
COL,chickens,backyard,eggs&meat,RAPESEED,0
COL,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.2983674759913196
COL,chickens,backyard,eggs&meat,SOY OIL,0
COL,chickens,backyard,eggs&meat,SYNTHETIC,0
COL,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
ECU,chickens,backyard,eggs&meat,Beans from soy,0.5421719338775152
ECU,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
ECU,chickens,backyard,eggs&meat,By-products from cottonseed,1.072390730543885
ECU,chickens,backyard,eggs&meat,By-products from rape (canola),0
ECU,chickens,backyard,eggs&meat,By-products from soy,0.5421719338775152
ECU,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.4422140597778373
ECU,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.742071237701819
ECU,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.9885290291730464
ECU,chickens,backyard,eggs&meat,FISHMEAL,0
ECU,chickens,backyard,eggs&meat,Fresh grass,3.3825653390333654
ECU,chickens,backyard,eggs&meat,Fruit from banana trees,0.40867573986170436
ECU,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.6862267773495566
ECU,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.6411727484453603
ECU,chickens,backyard,eggs&meat,Grains from millet,0
ECU,chickens,backyard,eggs&meat,Grains from rice,1.4217883429792872
ECU,chickens,backyard,eggs&meat,Grains from sorghum,1.5538418054620369
ECU,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.7667914611893031
ECU,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.780732546692468
ECU,chickens,backyard,eggs&meat,Leguminous beans,0.11369643537971226
ECU,chickens,backyard,eggs&meat,Limestone,0
ECU,chickens,backyard,eggs&meat,Molasses,0
ECU,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
ECU,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0.45811537076589504
ECU,chickens,backyard,eggs&meat,RAPESEED,0
ECU,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.40867573986170436
ECU,chickens,backyard,eggs&meat,SOY OIL,0
ECU,chickens,backyard,eggs&meat,SYNTHETIC,0
ECU,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
FLK,chickens,backyard,eggs&meat,Beans from soy,0.5407067610578682
FLK,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.253821367660866
FLK,chickens,backyard,eggs&meat,By-products from cottonseed,0.5535571460809051
FLK,chickens,backyard,eggs&meat,By-products from rape (canola),0
FLK,chickens,backyard,eggs&meat,By-products from soy,0.5407067610578682
FLK,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.7117393118686541
FLK,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.3356700547279905
FLK,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.3425676894958007
FLK,chickens,backyard,eggs&meat,FISHMEAL,0
FLK,chickens,backyard,eggs&meat,Fresh grass,3.824940857550025
FLK,chickens,backyard,eggs&meat,Fruit from banana trees,0.22304903593489483
FLK,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.5437986632139005
FLK,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.2783796105473857
FLK,chickens,backyard,eggs&meat,Grains from millet,0
FLK,chickens,backyard,eggs&meat,Grains from rice,1.6196352301585446
FLK,chickens,backyard,eggs&meat,Grains from sorghum,0.8318869175361261
FLK,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.6213921454898332
FLK,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.708850514790173
FLK,chickens,backyard,eggs&meat,Leguminous beans,0.3164670251683948
FLK,chickens,backyard,eggs&meat,Limestone,0
FLK,chickens,backyard,eggs&meat,Molasses,0
FLK,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
FLK,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.3727930131374766
FLK,chickens,backyard,eggs&meat,RAPESEED,0
FLK,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.22304903593489483
FLK,chickens,backyard,eggs&meat,SOY OIL,0
FLK,chickens,backyard,eggs&meat,SYNTHETIC,0
FLK,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
GUF,chickens,backyard,eggs&meat,Beans from soy,0
GUF,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
GUF,chickens,backyard,eggs&meat,By-products from cottonseed,0
GUF,chickens,backyard,eggs&meat,By-products from rape (canola),0
GUF,chickens,backyard,eggs&meat,By-products from soy,0
GUF,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.018504076134762
GUF,chickens,backyard,eggs&meat,Crop residues from sugarcane,0.6016792842744433
GUF,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.6024915628939949
GUF,chickens,backyard,eggs&meat,FISHMEAL,0
GUF,chickens,backyard,eggs&meat,Fresh grass,12.858345118743395
GUF,chickens,backyard,eggs&meat,Fruit from banana trees,0.3688036908398769
GUF,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
GUF,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.820560319324954
GUF,chickens,backyard,eggs&meat,Grains from millet,0
GUF,chickens,backyard,eggs&meat,Grains from rice,1.6294332115098746
GUF,chickens,backyard,eggs&meat,Grains from sorghum,0
GUF,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0
GUF,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,14.21741638590481
GUF,chickens,backyard,eggs&meat,Leguminous beans,0.13775169431804854
GUF,chickens,backyard,eggs&meat,Limestone,0
GUF,chickens,backyard,eggs&meat,Molasses,0
GUF,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
GUF,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.9197524986746415
GUF,chickens,backyard,eggs&meat,RAPESEED,0
GUF,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.3688036908398769
GUF,chickens,backyard,eggs&meat,SOY OIL,0
GUF,chickens,backyard,eggs&meat,SYNTHETIC,0
GUF,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
GUY,chickens,backyard,eggs&meat,Beans from soy,1.1492292418124765
GUY,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
GUY,chickens,backyard,eggs&meat,By-products from cottonseed,0
GUY,chickens,backyard,eggs&meat,By-products from rape (canola),0
GUY,chickens,backyard,eggs&meat,By-products from soy,1.1492292418124765
GUY,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.6964234574780097
GUY,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.3470930790622058
GUY,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.5692232524224654
GUY,chickens,backyard,eggs&meat,FISHMEAL,0
GUY,chickens,backyard,eggs&meat,Fresh grass,5.148932302053289
GUY,chickens,backyard,eggs&meat,Fruit from banana trees,0.1678121547166062
GUY,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
GUY,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.544991575368569
GUY,chickens,backyard,eggs&meat,Grains from millet,0
GUY,chickens,backyard,eggs&meat,Grains from rice,1.616136790381225
GUY,chickens,backyard,eggs&meat,Grains from sorghum,0.3236110207462357
GUY,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.4759618831509514
GUY,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.603286556502631
GUY,chickens,backyard,eggs&meat,Leguminous beans,0.2929824053873636
GUY,chickens,backyard,eggs&meat,Limestone,0
GUY,chickens,backyard,eggs&meat,Molasses,0
GUY,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
GUY,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.755490811514002
GUY,chickens,backyard,eggs&meat,RAPESEED,0
GUY,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.1678121547166062
GUY,chickens,backyard,eggs&meat,SOY OIL,0
GUY,chickens,backyard,eggs&meat,SYNTHETIC,0
GUY,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
PRY,chickens,backyard,eggs&meat,Beans from soy,0.7052475993841562
PRY,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.3768230445212343
PRY,chickens,backyard,eggs&meat,By-products from cottonseed,0.27584344630157137
PRY,chickens,backyard,eggs&meat,By-products from rape (canola),0
PRY,chickens,backyard,eggs&meat,By-products from soy,0.7052475993841562
PRY,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.5457263288684806
PRY,chickens,backyard,eggs&meat,Crop residues from sugarcane,1.439266986398125
PRY,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.8660916372600473
PRY,chickens,backyard,eggs&meat,FISHMEAL,0
PRY,chickens,backyard,eggs&meat,Fresh grass,3.0164920708205605
PRY,chickens,backyard,eggs&meat,Fruit from banana trees,0.07327207057186548
PRY,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.5562853647899944
PRY,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.9464813366313137
PRY,chickens,backyard,eggs&meat,Grains from millet,0
PRY,chickens,backyard,eggs&meat,Grains from rice,1.385450115241612
PRY,chickens,backyard,eggs&meat,Grains from sorghum,1.4061778945227625
PRY,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.6568601696536047
PRY,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,9.831046898667472
PRY,chickens,backyard,eggs&meat,Leguminous beans,0.24580271629331318
PRY,chickens,backyard,eggs&meat,Limestone,0
PRY,chickens,backyard,eggs&meat,Molasses,0
PRY,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
PRY,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.472229995097012
PRY,chickens,backyard,eggs&meat,RAPESEED,0
PRY,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.07327207057186548
PRY,chickens,backyard,eggs&meat,SOY OIL,0
PRY,chickens,backyard,eggs&meat,SYNTHETIC,0
PRY,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
PER,chickens,backyard,eggs&meat,Beans from soy,0.510384993173427
PER,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.5382167890543411
PER,chickens,backyard,eggs&meat,By-products from cottonseed,0.7817164349857234
PER,chickens,backyard,eggs&meat,By-products from rape (canola),0
PER,chickens,backyard,eggs&meat,By-products from soy,0.510384993173427
PER,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.6764797841813445
PER,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.8634489567589503
PER,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.1558393319311948
PER,chickens,backyard,eggs&meat,FISHMEAL,0
PER,chickens,backyard,eggs&meat,Fresh grass,2.0681591198030156
PER,chickens,backyard,eggs&meat,Fruit from banana trees,0.358259825051544
PER,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.4128645521452444
PER,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.87044787287998715
PER,chickens,backyard,eggs&meat,Grains from millet,0
PER,chickens,backyard,eggs&meat,Grains from rice,2.202155103511692
PER,chickens,backyard,eggs&meat,Grains from sorghum,0.6767657487064818
PER,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.4281275533507373
PER,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.37035885238042
PER,chickens,backyard,eggs&meat,Leguminous beans,0.3462464724060615
PER,chickens,backyard,eggs&meat,Limestone,0
PER,chickens,backyard,eggs&meat,Molasses,0
PER,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
PER,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.2977806381469432
PER,chickens,backyard,eggs&meat,RAPESEED,0
PER,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.358259825051544
PER,chickens,backyard,eggs&meat,SOY OIL,0
PER,chickens,backyard,eggs&meat,SYNTHETIC,0
PER,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
SUR,chickens,backyard,eggs&meat,Beans from soy,0
SUR,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
SUR,chickens,backyard,eggs&meat,By-products from cottonseed,0
SUR,chickens,backyard,eggs&meat,By-products from rape (canola),0
SUR,chickens,backyard,eggs&meat,By-products from soy,0
SUR,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.6118733499960918
SUR,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.3445670187199448
SUR,chickens,backyard,eggs&meat,Dry by-product from grain industries,2.0470153673614764
SUR,chickens,backyard,eggs&meat,FISHMEAL,0
SUR,chickens,backyard,eggs&meat,Fresh grass,6.509625999234124
SUR,chickens,backyard,eggs&meat,Fruit from banana trees,0.6859381514384082
SUR,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
SUR,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.857135645053278
SUR,chickens,backyard,eggs&meat,Grains from millet,0
SUR,chickens,backyard,eggs&meat,Grains from rice,2.0487145309935846
SUR,chickens,backyard,eggs&meat,Grains from sorghum,0
SUR,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0
SUR,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,12.57242791052808
SUR,chickens,backyard,eggs&meat,Leguminous beans,0.1319294637626615
SUR,chickens,backyard,eggs&meat,Limestone,0
SUR,chickens,backyard,eggs&meat,Molasses,0
SUR,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
SUR,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,2.9359036220348864
SUR,chickens,backyard,eggs&meat,RAPESEED,0
SUR,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.6859381514384082
SUR,chickens,backyard,eggs&meat,SOY OIL,0
SUR,chickens,backyard,eggs&meat,SYNTHETIC,0
SUR,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
URY,chickens,backyard,eggs&meat,Beans from soy,0.52734158584202
URY,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.22754248506931282
URY,chickens,backyard,eggs&meat,By-products from cottonseed,1.6109843146982465
URY,chickens,backyard,eggs&meat,By-products from rape (canola),0
URY,chickens,backyard,eggs&meat,By-products from soy,0.52734158584202
URY,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.4981481412857619
URY,chickens,backyard,eggs&meat,Crop residues from sugarcane,1.9516182591120776
URY,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.0344178790208418
URY,chickens,backyard,eggs&meat,FISHMEAL,0
URY,chickens,backyard,eggs&meat,Fresh grass,2.191927822262461
URY,chickens,backyard,eggs&meat,Fruit from banana trees,0.1306571439817432
URY,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.7486208021886462
URY,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.1643013777856663
URY,chickens,backyard,eggs&meat,Grains from millet,0
URY,chickens,backyard,eggs&meat,Grains from rice,1.7471443886890088
URY,chickens,backyard,eggs&meat,Grains from sorghum,1.0132009154808796
URY,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.7770509140680055
URY,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.235771731796957
URY,chickens,backyard,eggs&meat,Leguminous beans,0.2443449393873561
URY,chickens,backyard,eggs&meat,Limestone,0
URY,chickens,backyard,eggs&meat,Molasses,0
URY,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
URY,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0.8283577198736377
URY,chickens,backyard,eggs&meat,RAPESEED,0
URY,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.1306571439817432
URY,chickens,backyard,eggs&meat,SOY OIL,0
URY,chickens,backyard,eggs&meat,SYNTHETIC,0
URY,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
VEN,chickens,backyard,eggs&meat,Beans from soy,0.5365253618681622
VEN,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
VEN,chickens,backyard,eggs&meat,By-products from cottonseed,0.3548087836580794
VEN,chickens,backyard,eggs&meat,By-products from rape (canola),0
VEN,chickens,backyard,eggs&meat,By-products from soy,0.5365253618681622
VEN,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.7254903112199849
VEN,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.7960592375336746
VEN,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.2076491307185675
VEN,chickens,backyard,eggs&meat,FISHMEAL,0
VEN,chickens,backyard,eggs&meat,Fresh grass,3.894028899557689
VEN,chickens,backyard,eggs&meat,Fruit from banana trees,0.17557786244222576
VEN,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
VEN,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.1927286178025167
VEN,chickens,backyard,eggs&meat,Grains from millet,0
VEN,chickens,backyard,eggs&meat,Grains from rice,1.7595154349739917
VEN,chickens,backyard,eggs&meat,Grains from sorghum,0.708994997582631
VEN,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.4737048459658877
VEN,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.137204535381782
VEN,chickens,backyard,eggs&meat,Leguminous beans,0.3202383439200276
VEN,chickens,backyard,eggs&meat,Limestone,0
VEN,chickens,backyard,eggs&meat,Molasses,0
VEN,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
VEN,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.8483830879833902
VEN,chickens,backyard,eggs&meat,RAPESEED,0
VEN,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.17557786244222576
VEN,chickens,backyard,eggs&meat,SOY OIL,0
VEN,chickens,backyard,eggs&meat,SYNTHETIC,0
VEN,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
BMU,chickens,backyard,eggs&meat,Beans from soy,1.3458159383944481
BMU,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.7589069965454863
BMU,chickens,backyard,eggs&meat,By-products from cottonseed,0.4545163745023118
BMU,chickens,backyard,eggs&meat,By-products from rape (canola),0
BMU,chickens,backyard,eggs&meat,By-products from soy,1.3458159383944481
BMU,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.4853281464497377
BMU,chickens,backyard,eggs&meat,Crop residues from sugarcane,1.4804645875992803
BMU,chickens,backyard,eggs&meat,Dry by-product from grain industries,2.3262721942161235
BMU,chickens,backyard,eggs&meat,FISHMEAL,0
BMU,chickens,backyard,eggs&meat,Fresh grass,2.200887161143275
BMU,chickens,backyard,eggs&meat,Fruit from banana trees,0.2121764235703506
BMU,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),1.6558481283229871
BMU,chickens,backyard,eggs&meat,Grains from maize (Zea mays),4.285410409023115
BMU,chickens,backyard,eggs&meat,Grains from millet,0
BMU,chickens,backyard,eggs&meat,Grains from rice,3.161940503536153
BMU,chickens,backyard,eggs&meat,Grains from sorghum,2.4447998097862857
BMU,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.3761359977738015
BMU,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,6.415246628797306
BMU,chickens,backyard,eggs&meat,Leguminous beans,0.9144903596929072
BMU,chickens,backyard,eggs&meat,Limestone,0
BMU,chickens,backyard,eggs&meat,Molasses,0
BMU,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
BMU,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
BMU,chickens,backyard,eggs&meat,RAPESEED,0
BMU,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.2121764235703506
BMU,chickens,backyard,eggs&meat,SOY OIL,0
BMU,chickens,backyard,eggs&meat,SYNTHETIC,0
BMU,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
CAN,chickens,backyard,eggs&meat,Beans from soy,1.5147321086104983
CAN,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.8364496863594165
CAN,chickens,backyard,eggs&meat,By-products from cottonseed,0
CAN,chickens,backyard,eggs&meat,By-products from rape (canola),0
CAN,chickens,backyard,eggs&meat,By-products from soy,1.5147321086104983
CAN,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.7170013064308318
CAN,chickens,backyard,eggs&meat,Crop residues from sugarcane,0
CAN,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.8914690706982773
CAN,chickens,backyard,eggs&meat,FISHMEAL,0
CAN,chickens,backyard,eggs&meat,Fresh grass,2.5232091994197665
CAN,chickens,backyard,eggs&meat,Fruit from banana trees,0
CAN,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),1.780584419580499
CAN,chickens,backyard,eggs&meat,Grains from maize (Zea mays),4.802716651429444
CAN,chickens,backyard,eggs&meat,Grains from millet,0
CAN,chickens,backyard,eggs&meat,Grains from rice,3.2353660484448867
CAN,chickens,backyard,eggs&meat,Grains from sorghum,3.2337750672809453
CAN,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.5560459761376217
CAN,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,6.415246628797306
CAN,chickens,backyard,eggs&meat,Leguminous beans,1.0549042306618739
CAN,chickens,backyard,eggs&meat,Limestone,0
CAN,chickens,backyard,eggs&meat,Molasses,0
CAN,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
CAN,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
CAN,chickens,backyard,eggs&meat,RAPESEED,0
CAN,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
CAN,chickens,backyard,eggs&meat,SOY OIL,0
CAN,chickens,backyard,eggs&meat,SYNTHETIC,0
CAN,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
GRL,chickens,backyard,eggs&meat,Beans from soy,1.3458159383944481
GRL,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.7589069965454863
GRL,chickens,backyard,eggs&meat,By-products from cottonseed,0.4545163745023118
GRL,chickens,backyard,eggs&meat,By-products from rape (canola),0
GRL,chickens,backyard,eggs&meat,By-products from soy,1.3458159383944481
GRL,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.4853281464497377
GRL,chickens,backyard,eggs&meat,Crop residues from sugarcane,1.4804645875992803
GRL,chickens,backyard,eggs&meat,Dry by-product from grain industries,2.3262721942161235
GRL,chickens,backyard,eggs&meat,FISHMEAL,0
GRL,chickens,backyard,eggs&meat,Fresh grass,2.200887161143275
GRL,chickens,backyard,eggs&meat,Fruit from banana trees,0.2121764235703506
GRL,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),1.6558481283229871
GRL,chickens,backyard,eggs&meat,Grains from maize (Zea mays),4.285410409023115
GRL,chickens,backyard,eggs&meat,Grains from millet,0
GRL,chickens,backyard,eggs&meat,Grains from rice,3.161940503536153
GRL,chickens,backyard,eggs&meat,Grains from sorghum,2.4447998097862857
GRL,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.3761359977738015
GRL,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,6.415246628797306
GRL,chickens,backyard,eggs&meat,Leguminous beans,0.9144903596929072
GRL,chickens,backyard,eggs&meat,Limestone,0
GRL,chickens,backyard,eggs&meat,Molasses,0
