"iso3c","category1_production","category2_production","tonnes"
"PRT","demersal_meat","marine_fisheries",10.1384476056616
"ESP","demersal_meat","marine_fisheries",0.298162775621982
"TUN","demersal_meat","marine_fisheries",0.0842726723848751
"GBR","demersal_meat","marine_fisheries",5.17405849667269
"HSX","demersal_meat","marine_fisheries",1.00006073163066
"BHR","demersal_meat","marine_fisheries",328.006327860526
"CMR","demersal_meat","marine_fisheries",713.735175291193
"CAN","demersal_meat","marine_fisheries",1092.38730852742
"GNQ","demersal_meat","marine_fisheries",223.82786915045
"GAB","demersal_meat","marine_fisheries",438.206909322354
"GMB","demersal_meat","marine_fisheries",92.1375191665771
"GHA","demersal_meat","marine_fisheries",3273.83892974465
"IDN","demersal_meat","marine_fisheries",737.682230020503
"LBR","demersal_meat","marine_fisheries",308.526217018092
"MRT","demersal_meat","marine_fisheries",1612.09638378234
"NGA","demersal_meat","marine_fisheries",12892.4200100263
"QAT","demersal_meat","marine_fisheries",246.176102879199
"COG","demersal_meat","marine_fisheries",306.140628213726
"RUS","demersal_meat","marine_fisheries",446.246170730599
"SAU","demersal_meat","marine_fisheries",16.4345877897873
"SEN","demersal_meat","marine_fisheries",2704.51217525225
"SLE","demersal_meat","marine_fisheries",2176.63365326423
"TGO","demersal_meat","marine_fisheries",213.153095378942
"CHL","demersal_meat","marine_fisheries",242.911718129562
"HSX","demersal_meat","marine_fisheries",1.88824730834912
"HSX","demersal_meat","marine_fisheries",0.677329129088138
"DNK","demersal_meat","marine_fisheries",0.00115967629578029
"FRA","demersal_meat","marine_fisheries",0.892520027313833
"DEU","demersal_meat","marine_fisheries",0.0198202957028797
"ITA","demersal_meat","marine_fisheries",8.82268326944591
"MLT","demersal_meat","marine_fisheries",0.0038799909340431
"PRT","demersal_meat","marine_fisheries",4.86728951026582
"TUN","demersal_meat","marine_fisheries",0.058066889275482
"HSX","demersal_meat","marine_fisheries",2.99999040650974e-05
"AGO","demersal_meat","marine_fisheries",2.49301220113253
"DNK","demersal_meat","marine_fisheries",0.0107324534862986
"IRN","demersal_meat","marine_fisheries",2.93822573557483
"MAR","demersal_meat","marine_fisheries",0.0600574769902726
"PRT","demersal_meat","marine_fisheries",28.4733676293501
"SAU","demersal_meat","marine_fisheries",0.474475331837331
"ESP","demersal_meat","marine_fisheries",33.7670903214737
"SWE","demersal_meat","marine_fisheries",0.373627052500471
"ESH","demersal_meat","marine_fisheries",0.0213123100487658
"HSX","demersal_meat","marine_fisheries",0.0275199095423529
"AUS","demersal_meat","marine_fisheries",0.00680998408784369
"CAN","demersal_meat","marine_fisheries",0.0135399892088602
"CHN","demersal_meat","marine_fisheries",1.17570643835935
"ERI","demersal_meat","marine_fisheries",0.00114527349628237
"MEX","demersal_meat","marine_fisheries",1.30429148837566
"SAU","demersal_meat","marine_fisheries",0.0125846846538451
"USA","demersal_meat","marine_fisheries",962.650495155182
"HSX","demersal_meat","marine_fisheries",3.25390953233125
"BHR","demersal_meat","marine_fisheries",173.417081958344
"EGY","demersal_meat","marine_fisheries",13.4661769274383
"IRN","demersal_meat","marine_fisheries",374.010796150093
"JOR","demersal_meat","marine_fisheries",0.558585965761892
"KWT","demersal_meat","marine_fisheries",58.0880109299849
"OMN","demersal_meat","marine_fisheries",192.919961488084
"QAT","demersal_meat","marine_fisheries",340.834535520421
"SAU","demersal_meat","marine_fisheries",3050.48841628047
"ARE","demersal_meat","marine_fisheries",1982.077095741
"YEM","demersal_meat","marine_fisheries",3.69116533666805
"BHR","demersal_meat","marine_fisheries",692.536575902915
"EGY","demersal_meat","marine_fisheries",322.153004713315
"IRN","demersal_meat","marine_fisheries",13102.7507033965
"IRQ","demersal_meat","marine_fisheries",72.3669545892554
"ITA","demersal_meat","marine_fisheries",133.297248910539
"KWT","demersal_meat","marine_fisheries",717.969812181901
"OMN","demersal_meat","marine_fisheries",3276.0157048822
"QAT","demersal_meat","marine_fisheries",2401.43983016281
"SAU","demersal_meat","marine_fisheries",9775.96327572106
"SDN","demersal_meat","marine_fisheries",74.0928316174122
"TUN","demersal_meat","marine_fisheries",267.182765209513
"ARE","demersal_meat","marine_fisheries",14651.5631432409
"YEM","demersal_meat","marine_fisheries",303.891125392021
"HSX","demersal_meat","marine_fisheries",269.135277999882
"BHR","demersal_meat","marine_fisheries",9.32373946158822
"EGY","demersal_meat","marine_fisheries",1.3759451205315
"ERI","demersal_meat","marine_fisheries",2.14235504617695
"IRN","demersal_meat","marine_fisheries",0.97898311467655
"MUS","demersal_meat","marine_fisheries",0.752017890297912
"PRT","demersal_meat","marine_fisheries",0.210599566449453
"QAT","demersal_meat","marine_fisheries",37.1938877252543
"SAU","demersal_meat","marine_fisheries",329.429320258859
"ARE","demersal_meat","marine_fisheries",9.40439304509878
"YEM","demersal_meat","marine_fisheries",11.2473351826082
"HSX","demersal_meat","marine_fisheries",3.47624848023706
"BEL","demersal_meat","marine_fisheries",12.3143150902762
"CHN","demersal_meat","marine_fisheries",6839.49991978356
"DNK","demersal_meat","marine_fisheries",152.19309449178
"FRO","demersal_meat","marine_fisheries",11.2121471588912
"FRA","demersal_meat","marine_fisheries",990.099352039337
"DEU","demersal_meat","marine_fisheries",104.957586268412
"GRL","demersal_meat","marine_fisheries",4.13982711070909
"GGY","demersal_meat","marine_fisheries",20.0742776957471
"ISL","demersal_meat","marine_fisheries",0.0004149117910842
"IRL","demersal_meat","marine_fisheries",1899.35809450879
"IMN","demersal_meat","marine_fisheries",0.348606219963627
"JPN","demersal_meat","marine_fisheries",63.5814627283423
"JEY","demersal_meat","marine_fisheries",1.80573056879217
"NLD","demersal_meat","marine_fisheries",129.571521066767
"PRK","demersal_meat","marine_fisheries",35.4280853678054
"NOR","demersal_meat","marine_fisheries",132.971103452581
"PRT","demersal_meat","marine_fisheries",170.350254544446
"RUS","demersal_meat","marine_fisheries",7583.56641142704
"KOR","demersal_meat","marine_fisheries",997.83353448026
"ESP","demersal_meat","marine_fisheries",439.125625320132
"SWE","demersal_meat","marine_fisheries",2.46467586399231
"TWN","demersal_meat","marine_fisheries",49.885748460202
"GBR","demersal_meat","marine_fisheries",1697.20355967452
"USA","demersal_meat","marine_fisheries",4.63780616286403
"VNM","demersal_meat","marine_fisheries",13.0487993468373
"YEM","demersal_meat","marine_fisheries",0.00339998923608097
"HSX","demersal_meat","marine_fisheries",413.905261320101
"AGO","demersal_meat","marine_fisheries",1781.28086529839
"NAM","demersal_meat","marine_fisheries",2142.69136520764
"NZL","demersal_meat","marine_fisheries",0.0211699591699949
"SHN","demersal_meat","marine_fisheries",4.20728085426674
"ZAF","demersal_meat","marine_fisheries",6824.34975387146
"COD","demersal_meat","marine_fisheries",5.48952508167572
"HSX","demersal_meat","marine_fisheries",14.8132865196035
"AIA","demersal_meat","marine_fisheries",0.0117307810132576
"BHS","demersal_meat","marine_fisheries",0.178014400551345
"BES","demersal_meat","marine_fisheries",0.122289932022623
"VGB","demersal_meat","marine_fisheries",0.164951605079592
"DOM","demersal_meat","marine_fisheries",5.00581874467093
"GRD","demersal_meat","marine_fisheries",0.0613319129457854
"ISL","demersal_meat","marine_fisheries",0.00106999906200618
"MEX","demersal_meat","marine_fisheries",0.180836411165161
"PRI","demersal_meat","marine_fisheries",7.7827072291708
"MAF","demersal_meat","marine_fisheries",0.0029326952533144
"LCA","demersal_meat","marine_fisheries",0.379014286135585
"VCT","demersal_meat","marine_fisheries",1.34175817260904
"USA","demersal_meat","marine_fisheries",8.95936463687421
"VIR","demersal_meat","marine_fisheries",0.00751673706484206
"YEM","demersal_meat","marine_fisheries",0.00025501365846889
"HSX","demersal_meat","marine_fisheries",61.4125224495457
"AIA","demersal_meat","marine_fisheries",0.00368459725298157
"AUS","demersal_meat","marine_fisheries",0.301749127426463
"BHS","demersal_meat","marine_fisheries",0.130079957205151
"BES","demersal_meat","marine_fisheries",0.0337314567497526
"BRA","demersal_meat","marine_fisheries",800.191964887986
"VGB","demersal_meat","marine_fisheries",0.0532476021711413
"CHN","demersal_meat","marine_fisheries",35210.6284021403
"COL","demersal_meat","marine_fisheries",94.6232481278956
"DOM","demersal_meat","marine_fisheries",0.0673507053250391
"ECU","demersal_meat","marine_fisheries",3293.87266871913
"GUF","demersal_meat","marine_fisheries",0.508609287915129
"PYF","demersal_meat","marine_fisheries",0.00922997290807547
"GRD","demersal_meat","marine_fisheries",2.41128832896566
"HKG","demersal_meat","marine_fisheries",113.803510731472
"JPN","demersal_meat","marine_fisheries",2560.77427231017
"MAC","demersal_meat","marine_fisheries",1.11229885058131
"MEX","demersal_meat","marine_fisheries",0.183962139538632
"PRK","demersal_meat","marine_fisheries",351.506443444653
"PER","demersal_meat","marine_fisheries",163.784477329313
"PHL","demersal_meat","marine_fisheries",1.46162894581915
"PRI","demersal_meat","marine_fisheries",0.0214719237535929
"RUS","demersal_meat","marine_fisheries",10282.3807337934
"MAF","demersal_meat","marine_fisheries",0.00092114931324539
"VCT","demersal_meat","marine_fisheries",0.956008024143456
"KOR","demersal_meat","marine_fisheries",1157.92489990845
"TWN","demersal_meat","marine_fisheries",1515.82588949266
"TTO","demersal_meat","marine_fisheries",1.64208684243451
"GBR","demersal_meat","marine_fisheries",0.0943698900806316
"USA","demersal_meat","marine_fisheries",50.5628757920383
"VEN","demersal_meat","marine_fisheries",0.792168326575851
"VNM","demersal_meat","marine_fisheries",207.821342931509
"VIR","demersal_meat","marine_fisheries",0.00383005176457632
"HSX","demersal_meat","marine_fisheries",4271.20310061046
"AUS","demersal_meat","marine_fisheries",0.427888825280884
"BLZ","demersal_meat","marine_fisheries",10.6738660002515
"MEX","demersal_meat","marine_fisheries",209.637598850706
"PRT","demersal_meat","marine_fisheries",0.0603398680524444
"USA","demersal_meat","marine_fisheries",139.426428780016
"AGO","demersal_meat","marine_fisheries",0.00257999192415401
"AUS","demersal_meat","marine_fisheries",0.0641698438493535
"USA","demersal_meat","marine_fisheries",67.3877633366866
"ARG","demersal_meat","marine_fisheries",15.2008505320889
"BRA","demersal_meat","marine_fisheries",1854.99334443476
"CAN","demersal_meat","marine_fisheries",0.0263386946484935
"DNK","demersal_meat","marine_fisheries",0.513962001236084
"ERI","demersal_meat","marine_fisheries",0.565854040753232
"GUF","demersal_meat","marine_fisheries",3.99803024608828
"LBY","demersal_meat","marine_fisheries",0.0591365704426026
"LTU","demersal_meat","marine_fisheries",0.0118427055001799
"POL","demersal_meat","marine_fisheries",0.0673994166991656
"RUS","demersal_meat","marine_fisheries",0.0164061705332736
"SDN","demersal_meat","marine_fisheries",6.2163354930538
"SWE","demersal_meat","marine_fisheries",0.00870891091362723
"TUN","demersal_meat","marine_fisheries",0.00536327884754683
"USA","demersal_meat","marine_fisheries",8.48916429691336
"URY","demersal_meat","marine_fisheries",4.33843388462387
"HSX","demersal_meat","marine_fisheries",10.9863366801301
"CAN","demersal_meat","marine_fisheries",8411.24740107583
"USA","demersal_meat","marine_fisheries",4766.76791456449
"HSX","demersal_meat","marine_fisheries",703.805352814041
"CHL","demersal_meat","marine_fisheries",0.0310299434011204
"GMB","demersal_meat","marine_fisheries",1022.8014977285
"GIN","demersal_meat","marine_fisheries",10.6220669534578
"GNB","demersal_meat","marine_fisheries",92.0232402960142
"MRT","demersal_meat","marine_fisheries",72.4350990804108
"SEN","demersal_meat","marine_fisheries",4895.18434980278
"HSX","demersal_meat","marine_fisheries",8.38493859998942
"CAN","demersal_meat","marine_fisheries",6.12223046525309
"CHN","demersal_meat","marine_fisheries",0.174959523281391
"RUS","demersal_meat","marine_fisheries",0.119589870811808
"USA","demersal_meat","marine_fisheries",0.112248233244104
"ARG","demersal_meat","marine_fisheries",21629.5148644617
"AUS","demersal_meat","marine_fisheries",0.0130699754757317
"BRA","demersal_meat","marine_fisheries",42000.2576103413
"COL","demersal_meat","marine_fisheries",94.2140582687567
"GUF","demersal_meat","marine_fisheries",482.739544357844
"GUY","demersal_meat","marine_fisheries",82.7633443614581
"ISL","demersal_meat","marine_fisheries",377.024922179369
"IRL","demersal_meat","marine_fisheries",25.8243168082772
"TTO","demersal_meat","marine_fisheries",135.867271718527
"URY","demersal_meat","marine_fisheries",18135.1676309939
"VEN","demersal_meat","marine_fisheries",2626.21779997741
"AUS","demersal_meat","marine_fisheries",0.147699610157483
"BRA","demersal_meat","marine_fisheries",0.348768878629985
"CAN","demersal_meat","marine_fisheries",5.16315266259442
"MEX","demersal_meat","marine_fisheries",5.78909910695444
"USA","demersal_meat","marine_fisheries",1483.76369647172
"ARG","demersal_meat","marine_fisheries",0.00780747780896667
"AUS","demersal_meat","marine_fisheries",0.00234999253420758
"CHL","demersal_meat","marine_fisheries",39.9228664010545
"COL","demersal_meat","marine_fisheries",7.09932734732213
"ECU","demersal_meat","marine_fisheries",374.405662867809
"ERI","demersal_meat","marine_fisheries",0.81560752622966
"GTM","demersal_meat","marine_fisheries",1.04221926114476
"IND","demersal_meat","marine_fisheries",0.18863943677246
"IDN","demersal_meat","marine_fisheries",2.00730337493151
"MYS","demersal_meat","marine_fisheries",0.377087737361499
"MEX","demersal_meat","marine_fisheries",123.032095732492
"PER","demersal_meat","marine_fisheries",968.905698262742
"PHL","demersal_meat","marine_fisheries",2.55444275046518
"USA","demersal_meat","marine_fisheries",0.300347904239378
"BEL","demersal_meat","marine_fisheries",9.2845813898936
"CHN","demersal_meat","marine_fisheries",52949.9799812686
"NLD","demersal_meat","marine_fisheries",4.06638876986882
"TWN","demersal_meat","marine_fisheries",8153.21307297275
"GBR","demersal_meat","marine_fisheries",403.736990973111
"CAN","demersal_meat","marine_fisheries",0.063509889147352
"USA","demersal_meat","marine_fisheries",724.664549718494
"COL","demersal_meat","marine_fisheries",13.9293949161337
"NOR","demersal_meat","marine_fisheries",0.416119617924494
"TTO","demersal_meat","marine_fisheries",827.362822609873
"VEN","demersal_meat","marine_fisheries",1739.23972341068
"BGR","demersal_meat","marine_fisheries",0.554888944299787
"GNB","demersal_meat","marine_fisheries",8.95238945683988
"PRT","demersal_meat","marine_fisheries",33.0613477034546
"ROU","demersal_meat","marine_fisheries",16.0963232365708
"RUS","demersal_meat","marine_fisheries",568.253120665587
"SAU","demersal_meat","marine_fisheries",35.3983315847195
"SEN","demersal_meat","marine_fisheries",6.38894180462457
"ZAF","demersal_meat","marine_fisheries",2.99999234976538e-05
"ESP","demersal_meat","marine_fisheries",7.28923406034605
"UKR","demersal_meat","marine_fisheries",813.388547746407
"BHS","demersal_meat","marine_fisheries",0.137290315374052
"BLZ","demersal_meat","marine_fisheries",84.9174148307019
"BRA","demersal_meat","marine_fisheries",0.440584320384385
"VGB","demersal_meat","marine_fisheries",0.572542127437626
"BGR","demersal_meat","marine_fisheries",0.181779644661831
"DOM","demersal_meat","marine_fisheries",0.250970996361787
"EST","demersal_meat","marine_fisheries",0.0842799038172673
"FRA","demersal_meat","marine_fisheries",54.9349525916004
"GUF","demersal_meat","marine_fisheries",79.0698239280907
"GEO","demersal_meat","marine_fisheries",0.0842876154219213
"GTM","demersal_meat","marine_fisheries",49.9407684127079
"MEX","demersal_meat","marine_fisheries",6834.22745814931
"PRI","demersal_meat","marine_fisheries",0.354451252201019
"RUS","demersal_meat","marine_fisheries",0.762287837722751
"ESP","demersal_meat","marine_fisheries",0.117721296684477
"SUR","demersal_meat","marine_fisheries",7.60829577853382
"TUR","demersal_meat","marine_fisheries",4.06247273961303
"UKR","demersal_meat","marine_fisheries",0.0286520887126996
"GBR","demersal_meat","marine_fisheries",0.0838798944390425
"USA","demersal_meat","marine_fisheries",105.706624486696
"VIR","demersal_meat","marine_fisheries",0.0459331148183912
"HSX","demersal_meat","marine_fisheries",2.81526031644259
"ALB","demersal_meat","marine_fisheries",49.8476344257479
"DZA","demersal_meat","marine_fisheries",416.636729433251
"ASM","demersal_meat","marine_fisheries",12.7476900974015
"AGO","demersal_meat","marine_fisheries",1316.10482422913
"ARG","demersal_meat","marine_fisheries",286.809117481786
"AUS","demersal_meat","marine_fisheries",4828.83184640479
"BHS","demersal_meat","marine_fisheries",7.45971515638004
"BHR","demersal_meat","marine_fisheries",341.873032258655
"BGD","demersal_meat","marine_fisheries",26.5109003004137
"BEL","demersal_meat","marine_fisheries",1.52402365792483
"BLZ","demersal_meat","marine_fisheries",1.54742230715373
"BIH","demersal_meat","marine_fisheries",7.45053265162445
"BRA","demersal_meat","marine_fisheries",17366.8670931403
"VGB","demersal_meat","marine_fisheries",0.0252956387971257
"BRN","demersal_meat","marine_fisheries",106.112028744424
"BGR","demersal_meat","marine_fisheries",11.2218807517082
"KHM","demersal_meat","marine_fisheries",14.0144181646917
"CMR","demersal_meat","marine_fisheries",227.874042377948
"CAN","demersal_meat","marine_fisheries",16.899774245926
"CHL","demersal_meat","marine_fisheries",2296.46736708214
"CHN","demersal_meat","marine_fisheries",2.00091820335575
"CXR","demersal_meat","marine_fisheries",2.43543217775942
"CCK","demersal_meat","marine_fisheries",1.17658626205247
"COL","demersal_meat","marine_fisheries",839.675135466355
"COK","demersal_meat","marine_fisheries",84.0023531985055
"HRV","demersal_meat","marine_fisheries",315.59647185833
"CUB","demersal_meat","marine_fisheries",109.881301105956
"CYP","demersal_meat","marine_fisheries",32.9490150801735
"DNK","demersal_meat","marine_fisheries",45.5952939160656
"DJI","demersal_meat","marine_fisheries",107.753277001811
"DOM","demersal_meat","marine_fisheries",361.094627163788
"ECU","demersal_meat","marine_fisheries",12132.4992489637
"EGY","demersal_meat","marine_fisheries",1570.61794627353
"GNQ","demersal_meat","marine_fisheries",23.4860726153279
"ERI","demersal_meat","marine_fisheries",687.352239039977
"FLK","demersal_meat","marine_fisheries",3.61642955837846
"FJI","demersal_meat","marine_fisheries",1721.43529766239
"FRA","demersal_meat","marine_fisheries",426.756442404864
"GUF","demersal_meat","marine_fisheries",289.140781684117
"GAB","demersal_meat","marine_fisheries",1821.1353858456
"GMB","demersal_meat","marine_fisheries",285.232709272945
"GEO","demersal_meat","marine_fisheries",8.76582553707739
"DEU","demersal_meat","marine_fisheries",107.1573574463
"GIB","demersal_meat","marine_fisheries",0.170687778412158
"GRC","demersal_meat","marine_fisheries",243.204650869179
"GRL","demersal_meat","marine_fisheries",527.790926405032
"GTM","demersal_meat","marine_fisheries",5.92802832857009
"GGY","demersal_meat","marine_fisheries",3.13845505492435
"GIN","demersal_meat","marine_fisheries",33774.1841732541
"GNB","demersal_meat","marine_fisheries",4295.49662695684
"HTI","demersal_meat","marine_fisheries",38.6900057500047
"IND","demersal_meat","marine_fisheries",23869.8590756182
"IDN","demersal_meat","marine_fisheries",421404.61302339
"IRN","demersal_meat","marine_fisheries",2261.64869886572
"IRQ","demersal_meat","marine_fisheries",60.1693065484015
"IRL","demersal_meat","marine_fisheries",305.279343384505
"IMN","demersal_meat","marine_fisheries",6.75554689943517
"ISR","demersal_meat","marine_fisheries",75.1950510880661
"ITA","demersal_meat","marine_fisheries",1142.92692753417
"JPN","demersal_meat","marine_fisheries",29.0605444761316
"JEY","demersal_meat","marine_fisheries",3.00565863405137
"JOR","demersal_meat","marine_fisheries",12.9115085644385
"KEN","demersal_meat","marine_fisheries",1813.18685487987
"KIR","demersal_meat","marine_fisheries",86.0851861260764
"KWT","demersal_meat","marine_fisheries",451.402676023606
"LBN","demersal_meat","marine_fisheries",342.566053498672
"LBR","demersal_meat","marine_fisheries",6.30164600060659
"LBY","demersal_meat","marine_fisheries",145.309127846661
"MYS","demersal_meat","marine_fisheries",12957.0306867505
"MLT","demersal_meat","marine_fisheries",88.0442115777207
"MRT","demersal_meat","marine_fisheries",232422.666299376
"MUS","demersal_meat","marine_fisheries",12.124913756044
"MEX","demersal_meat","marine_fisheries",1697.89296793419
"MCO","demersal_meat","marine_fisheries",1.50104202714821e-05
"MNE","demersal_meat","marine_fisheries",61.8120777602922
"MAR","demersal_meat","marine_fisheries",2327.43042316135
"MOZ","demersal_meat","marine_fisheries",190.575167423461
"MMR","demersal_meat","marine_fisheries",1288.61624911494
"NAM","demersal_meat","marine_fisheries",213.000240945775
"NLD","demersal_meat","marine_fisheries",115.520561455927
"NCL","demersal_meat","marine_fisheries",240.822538024488
"NZL","demersal_meat","marine_fisheries",867.469821627363
"NIC","demersal_meat","marine_fisheries",25.6213228588575
"NGA","demersal_meat","marine_fisheries",13889.8385411185
"NFK","demersal_meat","marine_fisheries",4.51398828514382
"PRK","demersal_meat","marine_fisheries",1.04250236702909
"NOR","demersal_meat","marine_fisheries",62.8084231587238
"OMN","demersal_meat","marine_fisheries",15840.2297098284
"PAK","demersal_meat","marine_fisheries",44326.1432292241
"PLW","demersal_meat","marine_fisheries",12.8060179442688
"PSE","demersal_meat","marine_fisheries",1.70703776874535
"PAN","demersal_meat","marine_fisheries",2.3694191527259
"PNG","demersal_meat","marine_fisheries",310.269922903281
"PER","demersal_meat","marine_fisheries",95908.3979884495
"PHL","demersal_meat","marine_fisheries",14400.7707648939
"POL","demersal_meat","marine_fisheries",0.358274978732501
"PRT","demersal_meat","marine_fisheries",466.562110445803
"PRI","demersal_meat","marine_fisheries",7.073125634396
"QAT","demersal_meat","marine_fisheries",301.587736051623
"COG","demersal_meat","marine_fisheries",56.5351776611065
"ROU","demersal_meat","marine_fisheries",2.28674471023311
"RUS","demersal_meat","marine_fisheries",77.0552207468175
"SAU","demersal_meat","marine_fisheries",9879.2884886421
"SEN","demersal_meat","marine_fisheries",57265.2122071343
"SLE","demersal_meat","marine_fisheries",2395.91086598636
"SGP","demersal_meat","marine_fisheries",93.3928970205469
"SVN","demersal_meat","marine_fisheries",0.626281799908513
"SOM","demersal_meat","marine_fisheries",134.100692622357
"ZAF","demersal_meat","marine_fisheries",2422.05428578786
"KOR","demersal_meat","marine_fisheries",12.6969108530131
"ESP","demersal_meat","marine_fisheries",745.661894508218
"LKA","demersal_meat","marine_fisheries",417.538823901594
"SDN","demersal_meat","marine_fisheries",4332.75373229509
"SWE","demersal_meat","marine_fisheries",7.05519251539369
"SYR","demersal_meat","marine_fisheries",313.530263481137
"TWN","demersal_meat","marine_fisheries",0.215691265552087
"TZA","demersal_meat","marine_fisheries",12627.8642331251
"THA","demersal_meat","marine_fisheries",2465.91404889591
"TLS","demersal_meat","marine_fisheries",1296.49905849072
"TUN","demersal_meat","marine_fisheries",3580.61820917091
"TUR","demersal_meat","marine_fisheries",16184.3408519662
"UKR","demersal_meat","marine_fisheries",69.6574193400269
"ARE","demersal_meat","marine_fisheries",1431.85030639085
"GBR","demersal_meat","marine_fisheries",743.092784690791
"USA","demersal_meat","marine_fisheries",1707.24207265498
"URY","demersal_meat","marine_fisheries",302.690808989234
"VEN","demersal_meat","marine_fisheries",25.1396712516866
"VNM","demersal_meat","marine_fisheries",243.061515126066
"VIR","demersal_meat","marine_fisheries",0.0001683722429694
"ESH","demersal_meat","marine_fisheries",23033.410751853
"YEM","demersal_meat","marine_fisheries",10960.5231482834
"XMI","demersal_meat","marine_fisheries",19.5757616780797
"COD","demersal_meat","marine_fisheries",45.2932649284648
"HSX","demersal_meat","marine_fisheries",14983.7902013441
"ALB","demersal_meat","marine_fisheries",171.689328287479
"DZA","demersal_meat","marine_fisheries",13.3578974485911
"BIH","demersal_meat","marine_fisheries",51.1246005990049
"BGR","demersal_meat","marine_fisheries",128.915639483477
"CHN","demersal_meat","marine_fisheries",6.4533712666675
"HRV","demersal_meat","marine_fisheries",1933.32816192938
"CYP","demersal_meat","marine_fisheries",107.98684146704
"EGY","demersal_meat","marine_fisheries",0.0557909280640918
"FRA","demersal_meat","marine_fisheries",767.168990723519
"GEO","demersal_meat","marine_fisheries",28.4628073808458
"GIB","demersal_meat","marine_fisheries",2.53831232397879
"GRC","demersal_meat","marine_fisheries",4299.20511760281
"IDN","demersal_meat","marine_fisheries",0.149059509364702
"ISR","demersal_meat","marine_fisheries",56.317940823193
"ITA","demersal_meat","marine_fisheries",7437.17170882612
"LBN","demersal_meat","marine_fisheries",73.4199283172876
"LBY","demersal_meat","marine_fisheries",376.901616447382
"MLT","demersal_meat","marine_fisheries",479.040459630085
"MCO","demersal_meat","marine_fisheries",0.680546603829643
"MNE","demersal_meat","marine_fisheries",134.098797547598
"MAR","demersal_meat","marine_fisheries",67.4684683337205
"PSE","demersal_meat","marine_fisheries",0.00469657596781972
"PER","demersal_meat","marine_fisheries",3.36550901394758
"ROU","demersal_meat","marine_fisheries",11.5671577203574
"RUS","demersal_meat","marine_fisheries",0.00844321444537559
"SAU","demersal_meat","marine_fisheries",0.494638662590613
"SVN","demersal_meat","marine_fisheries",18.4155734666676
"ESP","demersal_meat","marine_fisheries",1599.95723128471
"SYR","demersal_meat","marine_fisheries",47.8285012775145
"TUN","demersal_meat","marine_fisheries",5714.46487031118
"TUR","demersal_meat","marine_fisheries",4199.50135888196
"UKR","demersal_meat","marine_fisheries",1.77919523966475
"ALB","demersal_meat","marine_fisheries",647.450297184067
"DZA","demersal_meat","marine_fisheries",858.813506454054
"BEL","demersal_meat","marine_fisheries",0.315156569165416
"BGR","demersal_meat","marine_fisheries",19.6915105870464
"HRV","demersal_meat","marine_fisheries",0.054774523203833
"CYP","demersal_meat","marine_fisheries",38.2779271195343
"DNK","demersal_meat","marine_fisheries",2.14601453012295
"EGY","demersal_meat","marine_fisheries",744.873458634665
"FRA","demersal_meat","marine_fisheries",616.853407020457
"GMB","demersal_meat","marine_fisheries",440.398051411024
"GEO","demersal_meat","marine_fisheries",7.64345169569803
"DEU","demersal_meat","marine_fisheries",2.25897829671021
"GIB","demersal_meat","marine_fisheries",0.0055841658775731
"GRC","demersal_meat","marine_fisheries",2997.32651596787
"GNB","demersal_meat","marine_fisheries",358.594063678105
"IRL","demersal_meat","marine_fisheries",632.389367775912
"ISR","demersal_meat","marine_fisheries",283.055340955585
"ITA","demersal_meat","marine_fisheries",343.43640959145
"LBN","demersal_meat","marine_fisheries",212.128991506043
"LBY","demersal_meat","marine_fisheries",8504.58303137118
"MLT","demersal_meat","marine_fisheries",7.64154604882208
"MRT","demersal_meat","marine_fisheries",6.20107869281395
"MCO","demersal_meat","marine_fisheries",0.247427598193925
"MNE","demersal_meat","marine_fisheries",133.327543211959
"MAR","demersal_meat","marine_fisheries",730.591787627254
"NLD","demersal_meat","marine_fisheries",4.87729880100052
"NOR","demersal_meat","marine_fisheries",0.868673178963137
"PSE","demersal_meat","marine_fisheries",7.16345044502659
"PRT","demersal_meat","marine_fisheries",173.429232003465
"ROU","demersal_meat","marine_fisheries",0.740475527125183
"RUS","demersal_meat","marine_fisheries",458.830108635402
"SEN","demersal_meat","marine_fisheries",2366.48642938002
"ESP","demersal_meat","marine_fisheries",1027.44135963927
"SYR","demersal_meat","marine_fisheries",113.302745704982
"TUN","demersal_meat","marine_fisheries",68.2074345579978
"TUR","demersal_meat","marine_fisheries",823.04073723746
"UKR","demersal_meat","marine_fisheries",42.5715256412309
"GBR","demersal_meat","marine_fisheries",151.642684685746
"ESH","demersal_meat","marine_fisheries",77.9454461622408
"XMI","demersal_meat","marine_fisheries",47.9705948671678
"HSX","demersal_meat","marine_fisheries",0.0331099259255
"CAN","demersal_meat","marine_fisheries",609.971998172961
"FRA","demersal_meat","marine_fisheries",0.658628884844606
"JPN","demersal_meat","marine_fisheries",0.948108372556076
"USA","demersal_meat","marine_fisheries",1.12572508758103
"HSX","demersal_meat","marine_fisheries",0.519258100705625
"ARG","demersal_meat","marine_fisheries",278.633081858007
"AUS","demersal_meat","marine_fisheries",0.0190399532161394
"BRA","demersal_meat","marine_fisheries",19.0014505366023
"CHL","demersal_meat","marine_fisheries",1.82738313783213
"URY","demersal_meat","marine_fisheries",322.584719029227
"HSX","demersal_meat","marine_fisheries",88.1153209113072
"AUS","demersal_meat","marine_fisheries",362.250241131406
"CXR","demersal_meat","marine_fisheries",1.89298392299847
"CCK","demersal_meat","marine_fisheries",1.87146406183361
